ID	NomCommune	NomNormalise	NomCanton	INSEE	NCC
DT73-08302	Saint-Marcel	SAINT-MARCEL	canton de Moûtiers	73253	SAINT-MARCEL
DT73-08309	Saint-Martin-d’Arc	SAINT-MARTIN-D’ARC	canton de Saint-Michel	73256	SAINT-MARTIN-D’ARC
DT73-08310	Saint-Martin-de-Belleville	SAINT-MARTIN-DE-BELLEVILLE	canton de Moûtiers	73257	SAINT-MARTIN-DE-BELLEVILLE
DT73-08311	Saint-Martin-de-la-Porte	SAINT-MARTIN-DE-LA-PORTE	canton de Saint-Michel	73258	SAINT-MARTIN-DE-LA-PORTE
DT73-08313	Saint-Martin-sur-la-Chambre	SAINT-MARTIN-SUR-LA-CHAMBRE	canton de La Chambre	73259	SAINT-MARTIN-SUR-LA-CHAMBRE
DT73-08320	Saint-Maurice-de-Rotherens	SAINT-MAURICE-DE-ROTHERENS	canton de Saint-Genix	73260	SAINT-MAURICE-DE-ROTHERENS
DT73-08331	Saint-Nicolas-la-Chapelle	SAINT-NICOLAS-LA-CHAPELLE	canton d’Ugines	73262	SAINT-NICOLAS-LA-CHAPELLE
DT73-08333	Saint-Offenge-Dessous	SAINT-OFFENGE-DESSOUS	canton d’Aix-les-Bains	73263	SAINT-OFFENGE-DESSOUS
DT73-08334	Saint-Offenge-Dessus	SAINT-OFFENGE-DESSUS	canton d’Aix-les-Bains	73264	SAINT-OFFENGE-DESSUS
DT73-08336	Saint-Ours	SAINT-OURS	canton d’Albens	73265	SAINT-OURS
DT73-08337	Saint-Oyen	SAINT-OYEN	canton de Moûtiers	73266	SAINT-OYEN
DT73-08338	Saint-Pancrace	SAINT-PANCRACE	canton de Saint-Jean-de-Maurienne	73267	SAINT-PANCRACE
DT73-08339	Saint-Paul	SAINT-PAUL	canton d’Albertville	73269	SAINT-PAUL
DT73-08352	Saint-Pierre-d’Albigny	SAINT-PIERRE-D’ALBIGNY	Chambéry	73270	SAINT-PIERRE-D’ALBIGNY
DT73-08353	Saint-Pierre-d’Alvey	SAINT-PIERRE-D’ALVEY	canton d’Yenne	73271	SAINT-PIERRE-D’ALVEY
DT73-08354	Saint-Pierre-de-Belleville	SAINT-PIERRE-DE-BELLEVILLE	canton d’Aiguebelle	73272	SAINT-PIERRE-DE-BELLEVILLE
DT73-08356	Saint-Pierre-de-Curtille	SAINT-PIERRE-DE-CURTILLE	canton de Ruffieux	73273	SAINT-PIERRE-DE-CURTILLE
DT73-08357	Saint-Pierre-de-Genebroz	SAINT-PIERRE-DE-GENEBROZ	canton des Echelles	73275	SAINT-PIERRE-DE-GENEBROZ
DT73-08358	Saint-Pierre-d’Entremont	SAINT-PIERRE-D’ENTREMONT	canton des Echelles	73274	SAINT-PIERRE-D’ENTREMONT
DT73-08359	Saint-Pierre-de-Soucy	SAINT-PIERRE-DE-SOUCY	canton de Montmélian	73276	SAINT-PIERRE-DE-SOUCY
DT73-08375	Saint-Sorlin-d’Arves	SAINT-SORLIN-D’ARVES	canton de Saint-Jean-de-Maurienne	73280	SAINT-SORLIN-D’ARVES
DT73-08376	Saint-Sulpice	SAINT-SULPICE	canton de La Motte-Servolex	73281	SAINT-SULPICE
DT73-08378	Saint-Thibaud-de-Couz	SAINT-THIBAUD-DE-COUZ	canton des Echelles	73282	SAINT-THIBAUD-DE-COUZ
DT73-08385	Saint-Vital	SAINT-VITAL	canton de Grésy-sur-Isère	73283	SAINT-VITAL
DT73-08560	Séez	SEEZ	canton de Bourg-Saint-Maurice	73285	SEEZ
DT73-08646	Sollières-Sardières	SOLLIERES-SARDIERES	canton de Lanslebourg	73287	SOLLIERES-SARDIERES
DT73-08660	Sonnaz	SONNAZ	canton de Chambéry	73288	SONNAZ
DT73-08730	Table	TABLE	canton de La Rochette	73289	TABLE
DT73-08809	Termignon	TERMIGNON	canton de Lanslebourg	73290	TERMIGNON
DT73-08847	Thénésol	THENESOL	canton d’Albertville	73292	THENESOL
DT73-08864	Thoiry	THOIRY	canton de Chambéry	73293	THOIRY
DT73-08884	Thuile	THUILE	canton de Saint-Pierre-d’Albigny	73294	THUILE
DT73-08912	Tignes	TIGNES	canton de Bourg-Saint-Maurice	73296	TIGNES
DT73-09011	Tournon	TOURNON	canton de Grésy-sur-Isère	73297	TOURNON
DT73-09055	Traize	TRAIZE	canton d’Yenne	73299	TRAIZE
DT73-09083	Tresserve	TRESSERVE	canton d’Aix-les-Bains	73300	TRESSERVE
DT73-09085	Trévignin	TREVIGNIN	canton d’Aix-les-Bains	73301	TREVIGNIN
DT73-09092	Trinité	TRINITE	canton de La Rochette	73302	TRINITE
DT73-09173	Val-d’Isère	VAL-D’ISERE	canton de Bourg-Saint-Maurice	73304	VAL-D’ISERE
DT73-09205	Valmeinier	VALMEINIER	canton de Saint-Michel	73307	VALMEINIER
DT73-09271	Venthon	VENTHON	canton d’Albertville	73308	VENTHON
DT73-09298	Verel-de-Montbel	VEREL-DE-MONTBEL	canton de Pont-de-Beauvoisin	73309	VEREL-DE-MONTBEL
DT73-09299	Verel-Pragondran	VEREL-PRAGONDRAN	canton de Chambéry	73310	VEREL-PRAGONDRAN
DT73-09317	Verneil	VERNEIL	canton de La Rochette	73311	VERNEIL
DT73-09340	Verrens-Arvey	VERRENS-ARVEY	canton de Grésy-sur-Isère	73312	VERRENS-ARVEY
DT73-09370	Verthemex	VERTHEMEX	canton d’Yenne	73313	VERTHEMEX
DT73-09490	Villard-d’Héry	VILLARD-D’HERY	canton de Montmélian	73314	VILLARD-D’HERY
DT73-09500	Villard-Léger	VILLARD-LEGER	canton de Chamoux	73315	VILLARD-LEGER
DT73-09525	Villard-Sallet	VILLARD-SALLET	canton de La Rochette	73316	VILLARD-SALLET
DT73-09533	Villard-sur-Doron	VILLARD-SUR-DORON	canton de Beaufort	73317	VILLARD-SUR-DORON
DT73-09534	Villarembert	VILLAREMBERT	canton de St-Jean-de-Maurienne	73318	VILLAREMBERT
DT73-09571	Villargondran	VILLARGONDRAN	canton de Saint-Jean-de-Maurienne	73320	VILLARGONDRAN
DT73-09576	Villarlurin	VILLARLURIN	canton de Moûtiers	73321	VILLARLURIN
DT73-09578	Villarodin-Bourget	VILLARODIN-BOURGET	canton de Modane	73322	VILLARODIN-BOURGET
DT73-09579	Villaroger	VILLAROGER	canton de Bourg-Saint-Maurice	73323	VILLAROGER
