article,output6.xml,DT79.xml
DT79-02878,commune de la Chapelle-Saint-Laurent.,commune de la Chapelle-S            t-Laurent.
DT79-02879,commune de Saint-Paul-en-Gâtine.,commune de S            t-Paul-en-Gâtine.
DT79-02901,commune de la Mothe-Saint-Héraye.,commune de la Mothe-S            t-Héraye.
DT79-02905,commune de Saint-Jean-de-Bonneval.,commune de S            t-Jean-de-Bonneval.
DT79-02916,commune de Saint-Éanne.,commune de S            t-Éanne.
DT79-02926,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-02927,commune de Saint-Léger-lez-Melle.,commune de S            t-Léger-lez-Melle.
DT79-02930,commune de Saint-Vincent-de-la-Châtre.,commune de S            t-Vincent-de-la-Châtre.
DT79-02932,commune de Saint-André-sur-Sèvre.,commune de S            t-André-sur-Sèvre.
DT79-02946,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-02950,commune de Saint-Paul-en-Gâtine.,commune de S            t-Paul-en-Gâtine.
DT79-02954,commune de Bouillé-Saint-Paul.,commune de Bouillé-S            t-Paul.
DT79-02955,commune de Saint-Christophe.,commune de S            t-Christophe.
DT79-02968,commune de Saint-Romans-des-Champs.,commune de S            t-Romans-des-Champs.
DT79-02969,commune de Saint-Sauveur-de-Givre-en-Mai.,commune de S            t-Sauveur-de-Givre-en-Mai.
DT79-02970,commune de Sainte-Soline.,commune de S            te-Soline.
DT79-02975,commune de Saint-Génard.,commune de S            t-Génard.
DT79-02979,commune de Saint-Romans-lez-Melle.,commune de S            t-Romans-lez-Melle.
DT79-02986,commune de Saint-Médard.,commune de S            t-Médard.
DT79-02997,communes de Saint-Martin-du-Fouilloux et de Vasles.,communes de St-Martin-du-Fouilloux et de Vasles.
DT79-03004,commune de Saint-Germier.,commune de S            t-Germier.
DT79-03023,commune de Saint-Lin.,commune de S            t-Lin.
DT79-03024,commune de Saint-Marsault.,commune de S            t-Marsault.
DT79-03027,"commune de Saint-Martin-de-Saint-Maixent, ","commune de S            t-Martin-de-St-Maixent, "
DT79-03029,commune de Sainte-Pezenne.,commune de S            te-Pezenne.
DT79-03037,commune du Puy-Saint-Bonnet.,commune du Puy-S            t-Bonnet.
DT79-03043,commune de Saint-Germier.,commune de S            t-Germier.
DT79-03050,2e canton de Saint-Maixent.,2e canton de St-Maixent.
DT79-03054,commune de Saint-Georges-de-Rex.,commune de S            t-Georges-de-Rex.
DT79-03055,commune de Saint-Martin-de-Mâcon.,commune de S            t-Martin-de-Mâcon.
DT79-03058,commune de Saint-Christophe-sur-Roc.,commune de S            t-Christophe-sur-Roc.
DT79-03064,communes de Chavagné et de Sainte-Néomaye.,communes de Chavagné et de Ste-Néomaye.
DT79-03072,commune de la Chapelle-Saint-Laurent.,commune de la Chapelle-S            t-Laurent.
DT79-03083,communes de Fressines et de Sainte-Néomaye.,communes de Fressines et de Ste-Néomaye.
DT79-03084,commune de Saint-Coutant.,commune de S            t-Coutant.
DT79-03098,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-03099,commune de Saint-Laurs.,commune de S            t-Laurs.
DT79-03110,commune de Saint-Loup.,commune de S            t-Loup.
DT79-03115,commune de Saint-Léger-de-Montbrun.,commune de S            t-Léger-de-Montbrun.
DT79-03116,commune de la Chapelle-Saint-Laurent.,commune de la Chapelle-S            t-Laurent.
DT79-03119,commune de la Chapelle-Saint-Laurent.,commune de la Chapelle-S            t-Laurent.
DT79-03120,commune de Sainte-Ouenne.,commune de S            te-Ouenne.
DT79-03125,commune de Saint-Symphorien.,commune de S            t-Symphorien.
DT79-03126,canton de Saint-Maixent.,canton de St-Maixent.
DT79-03131,commune de Saint-Pompain ; ,commune de S            t-Pompain ; 
DT79-03137,"commune de Saint-Aubin-le-Clou, ","commune de S            t-Aubin-le-Clou, "
DT79-03138,commune de Saint-Coutant.,commune de S            t-Coutant.
DT79-03139,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-03140,commune de Saint-Maixent-de-Beugné.,commune de S            t-Maixent-de-Beugné.
DT79-03158,commune de Saint-Varent.,commune de S            t-Varent.
DT79-03159,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-03165,commune de Saint-Liguaire.,commune de S            t-Liguaire.
DT79-03176,commune du Puy-Saint-Bonnet.,commune du Puy-S            t-Bonnet.
DT79-03212,commune du Puy-Saint-Bonnet.,commune du Puy-S            t-Bonnet.
DT79-03213,commune du Puy-Saint-Bonnet.,commune du Puy-S            t-Bonnet.
DT79-03216,commune de Saint-Liguaire.,commune de S            t-Liguaire.
DT79-03222,commune de Saint-Paul-en-Gâtine.,commune de S            t-Paul-en-Gâtine.
DT79-03231,canton de Saint-Loup.,canton de St-Loup.
DT79-03232,commune de Saint-Varent.,commune de S            t-Varent.
DT79-03235,communes de Saint-Martin-de-Saint-Maixent et de Souvigné.,communes de St-Martin-de-St-Maixent et de Souvigné.
DT79-03240,"commune de Saint-Varent, ","commune de S            t-Varent, "
DT79-03246,commune de la Chapelle-Saint-Laurent.,commune de la Chapelle-S            t-Laurent.
DT79-03254,commune du Puy-Saint-Bonnet.,commune du Puy-S            t-Bonnet.
DT79-03255,commune de Saint-André-sur-Sèvre.,commune de S            t-André-sur-Sèvre.
DT79-03256,commune de Saint-Sauveur-de-Givre-en-Mai.,commune de S            t-Sauveur-de-Givre-en-Mai.
DT79-03257,"commune de Sainte-Pezenne, ","commune de S            te-Pezenne, "
DT79-03269,commune de la Chapelle-Saint-Laurent.,commune de la Chapelle-S            t-Laurent.
DT79-03275,"communes de Chizé, Marigny, Beauvoir, la Charrière, Villiers-en-Bois, les Fosses, Belleville, Saint-Martin-d’Augé et le Vert. Elle contenait, en ","communes de Chizé, Marigny, Beauvoir, la Charrière, Villiers-en-Bois, les Fosses, Belleville, St-Martin-d'Augé et le Vert. Elle contenait, en "
DT79-03277,commune de Sainte-Pezenne.,commune de S            te-Pezenne.
DT79-03285,commune de Sainte-Pezenne.,commune de S            te-Pezenne.
DT79-03289,commune de Saint-Jouin-sous-Châtillon.,commune de S            t-Jouin-sous-Châtillon.
DT79-03293,"commune de Saint-Mard-la-Lande, ","commune de S            t-Mard-la-Lande, "
DT79-03310,commune de la Chapelle-Saint-Laurent.,commune de la Chapelle-S            t-Laurent.
DT79-03311,commune de Saint-Étienne-la-Cigogne.,commune de S            t-Étienne-la-Cigogne.
DT79-03312,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-03313,commune de Sainte-Soline.,commune de S            te-Soline.
DT79-03314,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-03315,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-03322,commune de Saint-Aubin-du-Plain.,commune de S            t-Aubin-du-Plain.
DT79-03327,commune de la Chapelle-Saint-Laurent.,commune de la Chapelle-S            t-Laurent.
DT79-03333,commune de Saint-Florent.,commune de S            t-Florent.
DT79-03336,commune de Saint-Georges-de-Rex.,commune de S            t-Georges-de-Rex.
DT79-03343,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-03350,commune de Saint-Léger-lez-Melle.,commune de S            t-Léger-lez-Melle.
DT79-03354,commune de Saint-Éanne.,commune de S            t-Éanne.
DT79-03366,commune de Saint-Varent.,commune de S            t-Varent.
DT79-03371,commune de Saint-Étienne-la-Cigogne.,commune de S            t-Étienne-la-Cigogne.
DT79-03373,commune de Saint-Martin-de-Sanzay.,commune de S            t-Martin-de-Sanzay.
DT79-03381,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-03396,commune de Saint-Martin-de-Saint-Maixent.,commune de S            t-Martin-de-St-Maixent.
DT79-03400,commune de Saint-Jean-de-Bonneval.,commune de S            t-Jean-de-Bonneval.
DT79-03417,commune de Saint-Pierre-à-Champ.,commune de S            t-Pierre-à-Champ.
DT79-03429,"commune de Saint-Pardoux, relev. de la Touche-Beaujou, ","commune de S            t-Pardoux, relev. de la Touche-Beaujou, "
DT79-03441,commune de Saint-Laurs.,commune de S            t-Laurs.
DT79-03451,commune de Saint-Germain.,commune de S            t-Germain.
DT79-03452,commune de Saint-Martin-de-Saint-Maixent.,commune de S            t-Martin-de-St-Maixent.
DT79-03453,commune de Saint-Maxire.,commune de S            t-Maxire.
DT79-03454,commune de Saint-Pompain.,commune de S            t-Pompain.
DT79-03455,commune de Saint-Porchaire.,commune de S            t-Porchaire.
DT79-03475,commune du Puy-Saint-Bonnet.,commune du Puy-S            t-Bonnet.
DT79-03489,commune de Saint-Martin-de-Sanzay.,commune de S            t-Martin-de-Sanzay.
DT79-03492,commune de Saint-Paul-en-Gâtine.,commune de S            t-Paul-en-Gâtine.
DT79-03493,commune de Saint-Florent.,commune de S            t-Florent.
DT79-03494,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-03495,commune de Sainte-Pezenne.,commune de S            te-Pezenne.
DT79-03498,commune de Saint-Éanne.,commune de S            t-Éanne.
DT79-03503,commune de Saint-Jouin-sous-Châtillon.,commune de S            t-Jouin-sous-Châtillon.
DT79-03504,commune de Saint-Georges-de-Noisné en la châtellenie de S,commune de S            t-Georges-de-Noisné en la châtellenie de S
DT79-03506,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-03510,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-03518,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-03521,"commune de Saint-Varent, relev. de la Roche-de-Luzay, ","commune de St-Varent, relev. de la Roche-de-Luzay, "
DT79-03525,communes de Sainte-Néomaye et d’Azay-le-Brûlé.,communes de Ste-Néomaye et d'Azay-le-Brûlé.
DT79-03526,commune de Saint-Léger-lez-Melle.,commune de S            t-Léger-lez-Melle.
DT79-03528,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-03530,"commune de Saint-Christophe, ","commune de S            t-Christophe, "
DT79-03533,commune de la Chapelle-Saint-Laurent.,commune de la Chapelle-S            t-Laurent.
DT79-03539,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-03541,commune de Saint-Jean-de-Bonneval.,commune de S            t-Jean-de-Bonneval.
DT79-03547,commune de Saint-Amand.,commune de S            t-Amand.
DT79-03552,commune de Saint-Martin-de-Bernegoue.,commune de S            t-Martin-de-Bernegoue.
DT79-03560,commune de Saint-Martin-de-Sanzay.,commune de S            t-Martin-de-Sanzay.
DT79-03568,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-03569,commune de Saint-Paul-en-Gâtine.,commune de S            t-Paul-en-Gâtine.
DT79-03582,canton de la Mothe-Saint-Héraye.,canton de la Mothe-St-Héraye.
DT79-03583,commune de Saint-Vincent-de-la-Châtre.,commune de S            t-Vincent-de-la-Châtre         .
DT79-03587,commune de Saint-Martin-de-Sanzay.,commune de S            t-Martin-de-Sanzay.
DT79-03588,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-03597,commune de Saint-Léger-lez-Melle.,commune de S            t-Léger-lez-Melle.
DT79-03598,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-03599,commune de Saint-Pierre-à-Champ.,commune de S            t-Pierre-à-Champ.
DT79-03615,commune de Saint-Marsault.,commune de S            t-Marsault.
DT79-03621,commune de Saint-Éanne.,commune de S            t-Éanne.
DT79-03623,commune de Saint-Amand.,commune de S            t-Amand.
DT79-03629,commune de Saint-Amand-sur-Sèvre.,commune de S            t-Amand-sur-Sèvre.
DT79-03636,commune de Sainte-Néomaye.,commune de Ste-Néomaye.
DT79-03643,canton de Saint-Varent.,canton de St-Varent.
DT79-03645,commune de Saint-Laurs.,commune de S            t-Laurs.
DT79-03658,commune de Saint-Amand-sur-Sèvre.,commune de S            t-Amand-sur-Sèvre.
DT79-03659,commune de Saint-Éanne.,commune de S            t-Éanne.
DT79-03660,commune de Saint-Marsault.,commune de S            t-Marsault.
DT79-03663,commune de Saint-Maxire.,commune de S            t-Maxire.
DT79-03667,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-03668,commune de Saint-Maxire.,commune de S            t-Maxire.
DT79-03671,communes de Pugny et la Chapelle-Saint-Laurent.,communes de Pugny et la Chapelle-St-Laurent.
DT79-03672,commune de la Chapelle-Saint-Laurent.,commune de la Chapelle-S            t-Laurent.
DT79-03674,commune de Saint-Varent.,commune de St-Varent.
DT79-03678,"commune de Saint-Maxire, ressort et élection de ","commune de S            t-Maxire, ressort et élection de "
DT79-03679,commune de Saint-Gelais.,commune de S            t-Gelais.
DT79-03681,commune du Puy-Saint-Bonnet.,commune du Puy-S            t-Bonnet.
DT79-03684,commune de Sainte-Pezenne.,commune de S            te-Pezenne.
DT79-03689,commune de la Mothe-Saint-Héraye.,commune de la Mothe-S            t-Héraye.
DT79-03690,commune de Saint-Martin-de-Saint-Maixent.,commune de S            t-Martin-de-St-Maixent.
DT79-03705,commune de Saint-Amand.,commune de S            t-Amand.
DT79-03711,commune de Saint-Maxire.,commune de S            t-Maxire.
DT79-03714,commune de Saint-Romans-lez-Melle.,commune de S            t-Romans-lez-Melle.
DT79-03715,"commune de la Mothe-Saint-Héraye, ","commune de la Mothe-S            t-Héraye, "
DT79-03719,"commune de Saint-Christophe 
         ",commune de St-Christophe          
DT79-03720,commune de Sainte-Blandine.,commune de S            te-Blandine.
DT79-03724,commune de Saint-Hilaire-la-Palud.,commune de S            t-Hilaire-la-Palud.
DT79-03730,commune de Saint-Amand-sur-Sèvre.,commune de S            t-Amand-sur-Sèvre.
DT79-03732,commune de Bouillé-Saint-Paul.,commune de Bouillé-S            t-Paul.
DT79-03740,commune de Bouillé-Saint-Paul.,commune de Bouillé-S            t-Paul.
DT79-03746,commune de Saint-Germain-de-Longue-Chaume.,commune de S            t-Germain-de-Longue-Chaume.
DT79-03757,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-03758,commune de Saint-Germain-de-Longue-Chaume.,commune de S            t-Germain-de-Longue-Chaume.
DT79-03759,commune de Saint-Germier.,commune de S            t-Germier.
DT79-03774,commune de Saint-Amand.,commune de S            t-Amand.
DT79-03775,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-03779,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-03786,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-03787,commune de Saint-Gelais.,commune de S            t-Gelais.
DT79-03788,commune de Saint-Laurs.,commune de S            t-Laurs.
DT79-03790,"commune de Saint-Hilaire-la-Palud 
         ",commune de S            t-Hilaire-la-Palud          
DT79-03792,commune de la Chapelle-Saint-Étienne.,commune de la Chapelle-S            t-Étienne.
DT79-03796,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-03802,commune de Saint-Maxire.,commune de S            t-Maxire.
DT79-03807,commune de Saint-Martin-d’Entraigues.,commune de S            t-Martin-d'Entraigues.
DT79-03809,commune de Saint-Génard.,commune de S            t-Génard.
DT79-03821,commune de Saint-Loup.,commune de S            t-Loup.
DT79-03822,commune de Sainte-Radegonde-de-Pommiers.,commune de S            te-Radegonde-de-Pommiers.
DT79-03823,communes de Lezay et de Saint-Léger-lez-Melle.,communes de Lezay et de St-Léger-lez-Melle.
DT79-03825,commune de Saint-Loup.,commune de S            t-Loup.
DT79-03826,commune de Saint-Symphorien.,commune de S            t-Symphorien.
DT79-03836,"commune de Saint-Amand, ","commune de S            t-Amand, "
DT79-03837,commune de Saint-Paul-en-Gâtine.,commune de S            t-Paul-en-Gâtine.
DT79-03842,commune de Saint-Mard-la-Lande.,commune de S            t-Mard-la-Lande.
DT79-03843,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-03845,commune de Saint-Florent.,commune de S            t-Florent.
DT79-03852,commune de Saint-Symphorien.,commune de S            t-Symphorien.
DT79-03856,commune de Sainte-Pezenne.,commune de S            te-Pezenne.
DT79-03857,"commune de Saint-Maxire, ","commune de S            t-Maxire, "
DT79-03860,commune de la Chapelle-Saint-Étienne.,commune de la Chapelle-S            t-Étienne.
DT79-03869,commune de Saint-Christophe.,commune de S            t-Christophe.
DT79-03870,commune de Saint-Martin-de-Bernegoue.,commune de S            t-Martin-de-Bernegoue.
DT79-03871,commune de Saint-Symphorien.,commune de S            t-Symphorien.
DT79-03876,commune de Sainte-Néomaye.,commune de S            te-Néomaye.
DT79-03886,commune de Saint-Généroux.,commune de S            t-Généroux.
DT79-03887,commune de Sainte-Gemme.,commune de S            te-Gemme.
DT79-03888,commune de Saint-Jouin-de-Marnes.,commune de S            t-Jouin-de-Marnes.
DT79-03891,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-03895,commune de Saint-Jouin-de-Marnes.,commune de S            t-Jouin-de-Marnes.
DT79-03896,commune de Saint-Germain-de-Longue-Chaume.,commune de S            t-Germain-de-Longue-Chaume.
DT79-03897,commune de Saint-Généroux.,commune de S            t-Généroux.
DT79-03898,commune de Saint-Martin-de-Mâcon.,commune de S            t-Martin-de-Mâcon.
DT79-03900,commune de Sainte-Gemme.,commune de S            t-Gemme.
DT79-03902,commune de Saint-Florent.,commune de S            t-Florent.
DT79-03910,commune de Saint-Généroux.,commune de S            t-Généroux.
DT79-03911,"commune de Saint-Clémentin, ","commune de S            t-Clémentin, "
DT79-03920,commune de Saint-Varent.,commune de S            t-Varent.
DT79-03921,commune de Sainte-Verge ; ,commune de S            te-Verge ; 
DT79-03924,commune de Saint-Varent.,commune de S            t-Varent.
DT79-03935,commune de Saint-Porchaire.,commune de S            t-Porchaire.
DT79-03936,"commune de Saint-Éanne, ","commune de S            t-Éanne, "
DT79-03937,"communes de Sainte-Pezenne et de Sciecq. 
         ",communes de Ste-Pezenne et de Sciecq.          
DT79-03939,commune de Saint-Coutant.,commune de S            t-Coutant.
DT79-03953,commune de Saint-Léger-de-Montbrun.,commune de S            t-Léger-de-Montbrun.
DT79-03982,commune de Saint-Germier.,commune de S            t-Germier.
DT79-03983,commune de Saint-Martin-de-Mâcon.,commune de S            t-Martin-de-Mâcon.
DT79-03991,"commune de Sainte-Radegonde-de-Pommiers, ","commune de S            te-Radegonde-de-Pommiers, "
DT79-03993,Saint-Maixent et ,St-Maixent et 
DT79-03995,commune de Saint-Jouin-de-Marnes.,commune de S            t-Jouin-de-Marnes.
DT79-03996,commune de Saint-André-sur-Sèvre.,commune de S            t-André-sur-Sèvre.
DT79-04000,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-04002,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-04003,commune de Saint-Jouin-sous-Châtillon.,commune de S            t-Jouin-sous-Châtillon.
DT79-04015,commune de la Chapelle-Saint-Laurent.,commune de la Chapelle-S            t-Laurent.
DT79-04026,commune de Saint-Léger-de-Montbrun.,commune de S            t-Léger-de-Montbrun.
DT79-04033,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-04039,"commune de Saint-Éanne, ","commune de St-Éanne, "
DT79-04044,commune de la Chapelle-Saint-Étienne.,commune de la Chapelle-S            t-Étienne.
DT79-04049,commune de Saint-Amand-sur-Sèvre.,commune de S            t-Amand-sur-Sèvre.
DT79-04056,commune de Saint-Hilaire-la-Palud.,commune de S            t-Hilaire-la-Palud.
DT79-04057,communes de Saint-Pompain et Villiers-en-Plaine.,communes de St-Pompain et Villiers-en-Plaine.
DT79-04059,commune de Saint-Vincent-la-Châtre.,commune de S            t-Vincent-la-Châtre.
DT79-04068,commune de Saint-Varent.,commune de S            t-Varent.
DT79-04070,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-04071,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-04074,"commune de la Chapelle-Saint-Étienne, relev. de Chantemerle, ","commune de la Chapelle-S            t-Étienne, relev. de Chantemerle, "
DT79-04078,commune de Saint-Gelais.,commune de S            t-Gelais.
DT79-04080,Saint-Clementin.,St-Clémentin.
DT79-04082,commune de Saint-Clémentin.,commune de S            t-Clémentin.
DT79-04087,commune de Saint-Mard-la-Lande.,commune de S            t-Mard-la-Lande.
DT79-04088,commune de Saint-Varent.,commune de S            t-Varent.
DT79-04091,commune de Saint-Mard-la-Lande.,commune de S            t-Mard-la-Lande.
DT79-04095,commune de Saint-Amand-sur-Sèvre.,commune de S            t-Amand-sur-Sèvre.
DT79-04099,communes de Champeaux et de Saint-Denis.,communes de Champeaux et de St-Denis.
DT79-04101,commune de Saint-Christophe-sur-Roc.,commune de S            t-Christophe-sur-Roc.
DT79-04111,"paroisse de Saint-Gelais, ","paroisse de St-Gelais, "
DT79-04111,"Saint-Maixent, ","St-Maixent, "
DT79-04113,"commune de Saint-Clémentin, ","commune de S            t-Clémentin, "
DT79-04114,commune de Saint-Jouin-de-Marnes.,commune de S            t-Jouin-de-Marnes.
DT79-04115,commune de Saint-Amand-sur-Sèvre.,commune de S            t-Amand-sur-Sèvre.
DT79-04116,commune de la Chapelle-Saint-Étienne.,commune de la Chapelle-S            t-Étienne.
DT79-04121,commune de Saint-Martin-du-Fouilloux.,commune de S            t-Martin-du-Fouilloux.
DT79-04126,commune de Saint-Pompain.,commune de S            t-Pompain.
DT79-04132,"commune de Sainte-Pezenne, ","commune de S            t-Pezenne, "
DT79-04149,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-04151,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-04152,commune de Saint-Denis.,commune de S            t-Denis.
DT79-04162,commune de Saint-Pierre-à-Champ.,commune de S            t-Pierre-à-Champ.
DT79-04163,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-04171,commune de Saint-Génard.,commune de S            t-Génard.
DT79-04181,commune de Saint-Amand-sur-Sèvre.,commune de S            t-Amand-sur-Sèvre.
DT79-04184,commune de Saint-Georges-de-Rex.,commune de S            t-Georges-de-Rex.
DT79-04194,commune de Saint-Éanne.,commune de S            t-Éanne.
DT79-04197,commune de Saint-André-sur-Sèvre.,commune de S            t-André-sur-Sèvre.
DT79-04202,"finage de Saint-Maxire 
         ",finage de St-Maxire          
DT79-04205,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-04206,commune de la Chapelle-Saint-Étienne.,commune de la Chapelle-S            t-Étienne.
DT79-04212,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-04217,"commune de Saint-Hilaire-la-Palud, ","commune de S            t-Hilaire-la-Palud, "
DT79-04220,"commune de la Mothe-Saint-Héraye, ","commune de la Mothe-S            t-Héraye, "
DT79-04221,commune de la Chapelle-Saint-Étienne.,commune de la Chapelle-S            t-Étienne.
DT79-04222,"commune de Saint-Maixent, était de la ","commune de S            t-Maixent, était de la "
DT79-04227,commune de Sainte-Verge.,commune de S            te-Verge.
DT79-04228,commune de Saint-Martin-de-Saint-Maixent.,commune de S            t-Martin-de-St-Maixent.
DT79-04235,commune de Saint-Christophe-sur-Roc.,commune de S            t-Christophe-sur-Roc.
DT79-04236,commune de la Chapelle-Saint-Étienne.,commune de la Chapelle-S            t-Étienne.
DT79-04238,commune de Sainte-Néomaye.,commune de S            te-Néomaye.
DT79-04240,commune de Saint-Léger-lez-Melle.,commune de S            t-Léger-lez-Melle.
DT79-04243,commune de Bouillé-Saint-Paul.,commune de Bouillé-S            t-Paul.
DT79-04253,commune de Saint-Aubin-du-Plain.,commune de S            t-Aubin-du-Plain.
DT79-04254,commune de Saint-Porchaire.,commune de S            t-Porchaire.
DT79-04263,commune de Saint-Léger-lez-Melle.,commune de S            t-Léger-lez-Melle.
DT79-04273,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-04274,commune de Saint-Martin-de-Saint-Maixent.,commune de S            t-Martin-de-St-Maixent.
DT79-04282,commune du Puy-Saint-Bonnet.,commune du Puy-S            t-Bonnet.
DT79-04283,commune de Saint-Liguaire.,commune de S            t-Liguaire.
DT79-04284,commune de Saint-Maxire.,commune de S            t-Maxire.
DT79-04291,commune de Saint-Symphorien.,commune de S            t-Symphorien.
DT79-04301,"Chize, contenant 1400 arpents, relev. de la châtellenie de Chize en ","            Chizé         , contenant 1400 arpents, relev. de la châtellenie de Chize en "
DT79-04313,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-04314,commune de Saint-Varent.,commune de S            t-Varent.
DT79-04322,commune de Saint-Génard.,commune de S            t-Génard.
DT79-04323,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-04339,communes de Périgné et Saint-Romans-lez-Melle.,communes de Périgné et St-Romans-lez-Melle.
DT79-04341,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-04343,commune de Saint-Liguaire ; ,commune de S            t-Liguaire ; 
DT79-04344,2e canton de Saint-Maixent.,2e canton de St-Maixent.
DT79-04345,canton de la Mothe-Saint-Héraye.,canton de la Mothe-St-Héraye.
DT79-04351,commune de Saint-Jouin-de-Milly.,commune de S            t-Jouin-de-Milly.
DT79-04352,commune de Saint-Liguaire.,commune de S            t-Liguaire.
DT79-04353,commune de Bouillé-Saint-Paul.,commune de Bouillé-S            t-Paul.
DT79-04359,commune de Saint-Lin.,commune de S            t-Lin.
DT79-04360,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-04362,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-04381,commune de Saint-Marsault.,commune de S            t-Marsault.
DT79-04382,commune de Saint-Martin-du-Fouilloux.,commune de S            t-Martin-du-Fouilloux.
DT79-04387,commune de Saint-Paul-en-Gâtine.,commune de S            t-Paul-en-Gâtine.
DT79-04390,commune de Saint-Maixent-de-Beugné.,commune de S            t-Maixent-de-Beugné.
DT79-04399,"commune de Saint-Éanne, ","commune de S            t-Éanne, "
DT79-04405,commune de Saint-Léger-lez-Melle.,commune de S            t-Léger-lez-Melle.
DT79-04416,commune de Saint-Martin-de-Saint-Maixent.,commune de S            t-Martin-de-St-Maixent.
DT79-04418,"commune de Saint-Loup, relev. de Vernay, ","commune de S            t-Loup, relev. de Vernay, "
DT79-04419,communes de Souvigné et de Saint-Éanne.,communes de Souvigné et de St-Éanne.
DT79-04422,commune de Saint-André-sur-Sèvre.,commune de S            t-André-sur-Sèvre.
DT79-04424,commune de la Chapelle-Saint-Laurent.,commune de la Chapelle-S            t-Laurent.
DT79-04427,commune de Saint-Cyr-la-Lande.,commune de S            t-Cyr-la-Lande.
DT79-04436,commune de Saint-André-sur-Sèvre.,commune de S            t-André-sur-Sèvre.
DT79-04443,commune de Saint-Porchaire.,commune de S            t-Porchaire.
DT79-04446,commune de Saint-Amand-sur-Sèvre.,commune de S            t-Amand-sur-Sèvre.
DT79-04454,commune de Saint-Paul-en-Gâtine.,commune de S            t-Paul-en-Gâtine.
DT79-04459,commune de Saint-Florent.,commune de S            t-Florent.
DT79-04465,commune de Saint-Maixent-de-Beugné.,commune de S            t-Maixent-de-Beugné.
DT79-04471,commune de Sainte-Blandine.,commune de S            te-Blandine.
DT79-04475,commune de Sainte-Pezenne.,commune de S            te-Pezenne.
DT79-04477,commune de Saint-Florent.,commune de S            t-Florent.
DT79-04482,commune de Saint-Georges-de-Rex.,commune de S            t-Georges-de-Rex.
