article,output6.xml,DT79.xml
DT79-08641,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-08642,commune de Saint-Martin-de-Sanzay.,commune de S            t-Martin-de-Sanzay.
DT79-08656,commune de Saint-Christophe-sur-Roc.,commune de S            t-Christophe-sur-Roc.
DT79-08658,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-08667,commune du Puy-Saint-Bonnet.,commune du Puy-S            t-Bonnet.
DT79-08673,commune de Saint-Liguaire.,commune de S            t-Liguaire.
DT79-08675,commune de Saint-Christophe-sur-Roc.,commune de S            t-Christophe-sur-Roc.
DT79-08700,commune de Saint-André-sur-Sèvre.,commune de S            t-André-sur-Sèvre.
DT79-08701,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-08702,commune de Sainte-Gemme.,commune de S            te-Gemme.
DT79-08703,commune de Saint-Marsault.,commune de S            t-Marsault.
DT79-08704,"commune de Sainte-Pezenne, ","commune de S            te-Pezenne, "
DT79-08705,"commune de Saint-Symphorien, relev. de la seigneurie de Sciecq, ","commune de S            t-Symphorien, relev. de la seigneurie de Sciecq, "
DT79-08710,commune de Saint-Martin-du-Fouilloux.,commune de S            t-Martin-du-Fouilloux.
DT79-08712,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-08716,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-08725,"commune de Saint-Léger-de-Montbrun, relev. de Thouars, ","commune de St-Léger-de-Montbrun, relev. de Thouars, "
DT79-08729,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-08730,commune de Saint-Marsault.,commune de S            t-Marsault.
DT79-08737,commune de Saint-Porchaire.,commune de S            t-Porchaire.
DT79-08745,commune de Saint-Martin-du-Fouilloux.,commune de S            t-Martin-du-Fouilloux.
DT79-08753,commune de Saint-André-sur-Sèvre.,commune de S            t-André-sur-Sèvre.
DT79-08754,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-08762,commune de Saint-Amand-sur-Sèvre.,commune de S            t-Amand-sur-Sèvre.
DT79-08763,commune de Sainte-Pezenne.,commune de S            te-Pezenne.
DT79-08769,commune de Saint-Amand-sur-Sèvre.,commune de S            t-Amand-sur-Sèvre.
DT79-08771,commune de Saint-Jouin-de-Marnes.,commune de S            t-Jouin-de-Marnes.
DT79-08785,commune de Saint-Loup.,commune de S            t-Loup.
DT79-08791,commune de Sainte-Radegonde-de-Pommiers.,commune de S            te-Radegonde-de-Pommiers.
DT79-08795,commune de Saint-Romans-lez-Melle.,commune de S            t-Romans-lez-Melle.
DT79-08796,commune de Sainte-Verge.,commune de S            te-Verge.
DT79-08800,commune de Saint-Pierre-à-Champ.,commune de S            t-Pierre-à-Champ.
DT79-08812,commune de Saint-Amand-sur-Sèvre.,commune de S            t-Amand-sur-Sèvre.
DT79-08813,commune de Saint-Martin-d’Entraigues.,commune de S            t-Martin-d'Entraigues.
DT79-08814,commune de Saint-Varent.,commune de S            t-Varent.
DT79-08823,commune de Saint-Sauveur.,commune de S            t-Sauveur.
DT79-08824,commune de Saint-Varent.,commune de St-Varent.
DT79-08838,commune de Saint-Varent.,commune de S            t-Varent.
DT79-08845,"communes de Saint-Martin et Souvigné, ","communes de St-Martin et Souvigné, "
DT79-08847,commune de Saint-Clémentin.,commune de S            t-Clémentin.
DT79-08848,commune de Saint-Marsault.,commune de S            t-Marsault.
DT79-08850,commune du Puy-Saint-Bonnet.,commune du Puy-S            t-Bonnet.
DT79-08855,commune de Saint-Martin-lez-Melle.,commune de S            t-Martin-lez-Melle.
DT79-08856,commune de Saint-Marsault.,commune de S            t-Marsault.
DT79-08872,communes de Niort et Sainte-Pezenne.,communes de Niort et Ste-Pezenne.
DT79-08873,commune de Saint-Germain-de-Longue-Chaume.,commune de S            t-Germain-de-Longue-Chaume.
DT79-08874,commune de Saint-Romans-lez-Melle.,commune de S            t-Romans-lez-Melle.
DT79-08882,commune de Saint-Amand-sur-Sèvre.,commune de S            t-Amand-sur-Sèvre.
DT79-08886,commune de Saint-Lin.,commune de S            t-Lin.
DT79-08887,commune de Saint-Éanne.,commune de S            t-Éanne.
DT79-08892,commune de Saint-Rémy.,commune de S            t-Rémy.
DT79-08896,commune de Saint-Martin-de-Bernegoue.,commune de S            t-Martin-de-Bernegoue.
DT79-08897,"commune de Saint-Maurice-de-Mairé, réunie à ","commune de S            t-Maurice-de-Mairé, réunie à "
DT79-08898,commune de Saint-Symphorien.,commune de S            t-Symphorien.
DT79-08913,commune de Saint-Varent.,commune de S            t-Varent.
DT79-08916,Saint-Maixent et ,St-Maixent et 
DT79-08920,commune de Saint-Coutant.,commune de S            t-Coutant.
DT79-08921,"commune de Saint-Gelais, en la ","commune de St-Gelais, en la "
DT79-08921,"châtellenie de Saint-Maixent 
         ",châtellenie de St-Maixent          
DT79-08927,"commune de Saint-Gelais, ","commune de S            t-Gelais, "
DT79-08928,"commune de Sainte-Pezenne, ","commune de S            te-Pezenne, "
DT79-08930,"Arcais, ","            Arçais         , "
DT79-08935,commune de Saint-Liguaire.,commune de S            t-Liguaire.
DT79-08939,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-08940,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-08942,"commune de Saint-Lin, relev. de Pressigny-en-Gâtine ","commune de S            t-Lin, relev. de Pressigny-en-Gâtine "
DT79-08947,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-08954,commune de Saint-Martin-du-Fouilloux.,commune de S            t-Martin-du-Fouilloux.
DT79-08955,commune de Saint-Lin.,commune de S            t-Lin.
DT79-08959,commune de la Chapelle-Saint-Laurent.,commune de la Chapelle-S            t-Laurent.
DT79-08962,commune de Saint-Clémentin.,commune de S            t-Clémentin.
DT79-08965,commune de Saint-Aubin-du-Plain.,commune de S            t-Aubin-du-Plain.
DT79-08968,commune de Bouillé-Saint-Paul.,commune de Bouillé-S            t-Paul.
DT79-08969,commune de Saint-Germier.,commune de S            t-Germier.
DT79-08970,commune de Saint-Amand-sur-Sèvre.,commune de S            t-Amand-sur-Sèvre.
DT79-08975,"commune de Saint-Marsault, ","commune de S            t-Marsault, "
DT79-08976,commune de Saint-Porchaire.,commune de S            t-Porchaire.
DT79-08981,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-08987,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-08994,commune de Saint-Amand-sur-Sèvre.,commune de S            t-Amand-sur-Sèvre.
DT79-09002,communes de Saint-Martin-de-Sanzay et Argenton-l’Église.,communes de St-Martin-de-Sanzay et Argenton-l'Église.
DT79-09009,commune de Saint-Gelais.,commune de S            t-Gelais.
DT79-09010,commune de Saint-Lin.,commune de S            t-Lin.
DT79-09028,commune de Saint-Martin-lez-Melle.,commune de S            t-Martin-lez-Melle.
DT79-09032,commune de Saint-Pierre-à-Champ.,commune de S            t-Pierre-à-Champ.
DT79-09036,commune de Saint-Génard.,commune de S            t-Génard.
DT79-09037,commune de la Chapelle-Saint-Laurent.,commune de la Chapelle-S            t-Laurent.
DT79-09038,commune de Saint-Aubin-du-Plain.,commune de S            t-Aubin-du-Plain.
DT79-09039,"commune de Saint-Varent, relev. de Rigné, ","commune de S            t-Varent, relev. de Rigné, "
DT79-09041,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-09043,commune de Saint-Varent.,commune de S            t-Varent.
DT79-09046,bourg Saint-Jacques de Thouars.,bourg St-Jacques de Thouars.
DT79-09052,commune de Bouillé-Saint-Paul.,commune de Bouillé-S            t-Paul.
DT79-09059,commune de Saint-Jouin-sous-Châtillon.,commune de S            t-Jouin-sous-Châtillon.
DT79-09073,commune de Saint-Amand-sur-Sèvre.,commune de S            t-Amand-sur-Sèvre.
DT79-09074,commune de Saint-Florent.,commune de S            t-Florent.
DT79-09075,commune de Saint-Génard.,commune de S            t-Génard.
DT79-09076,commune de Saint-Georges-de-Rex.,commune de S            t-Georges-de-Rex.
DT79-09077,commune de Saint-Germain-de-Longue-Chaume.,commune de S            t-Germain-de-Longue-Chaume.
DT79-09078,commune de Saint-Laurs.,commune de S            t-Laurs.
DT79-09079,commune de Saint-Martin-du-Fouilloux.,commune de S            t-Martin-du-Fouilloux.
DT79-09086,commune de Saint-Clémentin.,commune de S            t-Clémentin.
DT79-09094,communes de Clussais et Saint-Coutant.,communes de Clussais et St-Coutant.
DT79-09102,commune de Saint-Amand-sur-Sèvre.,commune de S            t-Amand-sur-Sèvre.
DT79-09103,commune de Saint-Aubin-du-Plain.,commune de S            t-Aubin-du-Plain.
DT79-09104,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-09108,commune de Saint-Vincent-de-la-Châtre.,commune de S            t-Vincent-de-la-Châtre.
DT79-09112,"châtellenie de Saint-Maixent 
         ",châtellenie de St-Maixent          
DT79-09116,commune de Sainte-Gemme.,commune de S            te-Gemme.
DT79-09117,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-09119,commune de la Mothe-Saint-Héraye.,commune de la Mothe-S            t-Héraye.
DT79-09122,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-09125,commune de Saint-Porchaire.,commune de S            t-Porchaire.
DT79-09129,"paroisses d’Oroux, la Pérate, Saint-Aubin-le-Clou, Secondigny et Azay 
         ","paroisses d'Oroux, la Pérate, St-Aubin-le-Clou, Secondigny et Azay          "
DT79-09148,commune de Saint-Germain-de-Longue-Chaume.,commune de S            t-Germain-de-Longue-Chaume.
DT79-09149,commune de Saint-Martin-de-Mâcon.,commune de S            t-Martin-de-Mâcon.
DT79-09160,commune de Saint-Génard.,commune de S            t-Génard.
DT79-09164,commune de Saint-André-sur-Sèvre.,commune de S            t-André-sur-Sèvre.
DT79-09170,commune de Saint-Marsault.,commune de S            t-Marsault.
DT79-09173,commune de Saint-Éanne.,commune de S            t-Éanne.
DT79-09180,"Saint-Maixent 
         ",St-Maixent          
DT79-09185,"commune de la Mothe-Saint-Héraye, ","commune de la Mothe-St-Héraye, "
DT79-09189,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-09195,commune de Saint-Généroux.,commune de S            t-Généroux.
DT79-09197,commune de Saint-Martin-de-Bernegoue.,commune de S            t-Martin-de-Bernegoue.
DT79-09199,"châtellenie de Saint-Maixent 
         ",châtellenie de St-Maixent          
DT79-09205,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-09212,commune de Saint-Amand-sur-Sèvre.,commune de S            t-Amand-sur-Sèvre.
DT79-09224,commune de Saint-André-sur-Sèvre.,commune de S            t-André-sur-Sèvre.
DT79-09228,commune de Borc.,commune de Borcq         .
DT79-09231,commune de Saint-Génard.,commune de S            t-Génard.
DT79-09234,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-09242,commune de Saint-André-sur-Sèvre.,commune de S            t-André-sur-Sèvre.
DT79-09245,commune de Saint-Denis.,commune de S            t-Denis.
DT79-09246,commune de Saint-Léger-de-Montbrun.,commune de S            t-Léger-de-Montbrun.
DT79-09250,commune de Saint-Coutant.,commune de S            t-Coutant.
DT79-09258,commune de Saint-Jouin-sous-Châtillon.,commune de S            t-Jouin-sous-Châtillon.
DT79-09265,"commune de Saint-Pompain, ","commune de S            t-Pompain, "
DT79-09266,commune de Saint-Sauveur.,commune de S            t-Sauveur.
DT79-09268,commune de Saint-André-sur-Sèvre.,commune de S            t-André-sur-Sèvre.
DT79-09269,commune de Saint-Loup.,commune de S            t-Loup.
DT79-09276,"paroisse Saint-Pierre de Melle, ","paroisse St-Pierre de Melle, "
DT79-09282,commune de Saint-Christophe-sur-Roc.,commune de S            t-Christophe-sur-Roc.
DT79-09287,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-09288,"près la Chapelle-Saint-Laurent, ","près la Chapelle-St-Laurent, "
DT79-09290,commune du Puy-Saint-Bonnet.,commune du Puy-S            t-Bonnet.
DT79-09294,commune de Saint-Étienne-la-Cigogne.,commune de S            t-Étienne-la-Cigogne.
DT79-09297,commune de Bouillé-Saint-Paul.,commune de Bouillé-S            t-Paul.
DT79-09302,commune de Saint-Maxire.,commune de S            t-Maxire.
DT79-09303,commune de Sainte-Pezenne.,commune de S            te-Pezenne.
DT79-09307,commune de Saint-Gelais.,commune de S            t-Gelais.
DT79-09316,commune de la Mothe-Saint-Héraye.,commune de la Mothe-S            t-Héraye.
DT79-09320,commune de Saint-Martin-lez-Melle.,commune de S            t-Martin-lez-Melle.
DT79-09321,communes de Saint-Maixent et de Nanteuil.,communes de St-Maixent et de Nanteuil.
DT79-09328,commune de Saint-Clémentin.,commune de S            t-Clémentin.
DT79-09329,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-09334,commune de la Mothe-Saint-Héraye.,commune de la Mothe-S            t-Héraye.
DT79-09336,commune de Saint-Loup.,commune de S            t-Loup.
DT79-09338,commune du Puy-Saint-Bonnet.,commune du Puy-S            t-Bonnet.
DT79-09339,commune du Puy-Saint-Bonnet.,commune du Puy-S            t-Bonnet.
DT79-09349,commune de Saint-Christophe-sur-Roc.,commune de S            t-Christophe-sur-Roc.
DT79-09351,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-09353,commune de Saint-Varent.,commune de S            t-Varent.
DT79-09358,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-09359,commune de Saint-Martin-d’Augé.,commune de S            t-Martin-d'Augé.
DT79-09363,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-09366,commune de Saint-Martin-du-Fouilloux.,commune de S            t-Martin-du-Fouilloux.
DT79-09372,"commune de Sainte-Pezenne, ","commune de S            te-Pezenne, "
DT79-09373,commune de la Chapelle-Saint-Laurent.,commune de la Chapelle-S            t-Laurent.
DT79-09380,commune de la Mothe-Saint-Héraye.,commune de la Mothe-S            t-Héraye.
DT79-09381,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-09387,commune de la Mothe-Saint-Héraye.,commune de la Mothe-S            t-Héraye.
DT79-09389,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-09391,commune de Sainte-Néomaye.,commune de Ste-Néomaye.
DT79-09392,commune de Sainte-Ouenne.,commune de S            te-Ouenne.
DT79-09394,"commune de la Chapelle-Saint-Laurent, ","commune de la Chapelle-St-Laurent, "
DT79-09395,commune de Saint-Christophe-sur-Roc.,commune de S            t-Christophe-sur-Roc.
DT79-09401,"commune de Saint-Éanne, ","commune de St-Éanne, "
DT79-09402,commune de Saint-Gelais.,commune de S            t-Gelais.
DT79-09405,commune de Saint-Porchaire.,commune de S            t-Porchaire.
DT79-09413,commune de Saint-Éanne.,commune de S            t-Éanne.
DT79-09414,"bourg Saint-Jacques de Thouars, ","bourg St-Jacques de Thouars, "
DT79-09416,commune de Sainte-Pezenne.,commune de S            te-Pezenne.
DT79-09417,commune de Saint-Sauveur.,commune de S            t-Sauveur.
DT79-09420,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-09421,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-09433,"commune de Saint-Liguaire, ","commune de S            t-Liguaire, "
DT79-09435,commune de Saint-Clémentin.,commune de S            t-Clémentin.
DT79-09439,commune de Bouillé-Saint-Paul.,commune de Bouillé-S            t-Paul.
DT79-09444,commune de Saint-André-sur-Sèvre.,commune de S            t-André-sur-Sèvre.
DT79-09445,commune de Saint-Germier.,commune de S            t-Germier.
DT79-09452,commune de Saint-Laurs.,commune de S            t-Laurs.
DT79-09453,commune de Saint-Loup.,commune de S            t-Loup.
DT79-09454,commune de la Chapelle-Saint-Étienne.,commune de la Chapelle-S            t-Étienne.
DT79-09458,commune du Puy-Saint-Bonnet.,commune du Puy-S            t-Bonnet.
DT79-09459,commune de Saint-Amand-sur-Sèvre.,commune de S            t-Amand-sur-Sèvre.
DT79-09476,commune de Saint-Germier.,commune de S            t-Germier.
DT79-09477,commune de la Chapelle-Saint-Laurent.,commune de la Chapelle-S            t-Laurent.
DT79-09482,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-09483,commune de Saint-Laurs.,commune de S            t-Laurs.
DT79-09485,commune de Saint-Jouin-sous-Châtillon.,commune de S            t-Jouin-sous-Châtillon.
DT79-09489,commune de Saint-Jouin-sous-Châtillon.,commune de S            t-Jouin-sous-Châtillon.
DT79-09491,Saint-Hilaire-de-Ligny.,St-Hilaire-de-Ligny.
DT79-09501,"commune de Sainte-Ouenne, ","commune de S            te-Ouenne, "
DT79-09504,commune du Puy-Saint-Bonnet.,commune du Puy-S            t-Bonnet.
DT79-09507,commune de Saint-Mard-la-Lande.,commune de S            t-Mard-la-Lande.
DT79-09513,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-09516,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-09517,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-09521,"commune de Saint-Germier, ","commune de S            t-Germier, "
DT79-09526,commune de la Chapelle-Saint-Étienne.,commune de la Chapelle-S            t-Étienne.
DT79-09530,commune de Saint-Varent.,commune de S            t-Varent.
DT79-09532,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-09534,commune de Saint-Porchaire.,commune de S            t-Porchaire.
DT79-09536,commune de Saint-Liguaire.,commune de S            t-Liguaire.
DT79-09544,commune du Puy-Saint-Bonnet.,commune du Puy-S            t-Bonnet.
DT79-09546,commune de Saint-Amand-sur-Sèvre.,commune de S            t-Amand-sur-Sèvre.
DT79-09547,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-09548,"commune de Saint-Clémentin, ","commune de S            t-Clémentin, "
DT79-09549,commune de Saint-Porchaire.,commune de S            t-Porchaire.
DT79-09555,commune de Sainte-Pezenne.,commune de S            te-Pezenne.
DT79-09558,commune de Saint-Germier.,commune de S            t-Germier.
DT79-09560,communes d’Azay-le-Brûlé et Saint-Martin-de-Saint-Maixent.,communes d'Azay-le-Brûlé et St-Martin-de-St-Maixent.
DT79-09567,commune de Saint-Maxire.,commune de S            t-Maxire.
DT79-09573,commune de Saint-Léger-de-Montbrun.,commune de S            t-Léger-de-Montbrun.
DT79-09575,commune de Saint-Varent.,commune de S            t-Varent.
DT79-09576,commune de Sainte-Verge.,commune de S            te-Verge.
DT79-09579,commune de Saint-Porchaire.,commune de S            t-Porchaire.
DT79-09580,commune de Saint-Sauveur-de-Givre-en-Mai.,commune de S            t-Sauveur-de-Givre-en-Mai.
DT79-09583,commune de Saint-Amand-sur-Sèvre.,commune de S            t-Amand-sur-Sèvre.
DT79-09588,commune de Saint-Amand-sur-Sèvre.,commune de S            t-Amand-sur-Sèvre.
DT79-09591,commune du Puy-Saint-Bonnet.,commune du Puy-S            t-Bonnet.
DT79-09597,"commune de Saint-Léger-de-Montbrun, relev. de Thouars, ","commune de St-Léger-de-Montbrun, relev. de Thouars, "
DT79-09601,commune de Saint-Porchaire.,commune de S            t-Porchaire.
DT79-09610,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-09627,commune de Saint-Martin-de-Mâcon.,commune de S            t-Martin-de-Mâcon.
DT79-09634,commune de Saint-Hilaire-la-Palud.,commune de S            t-Hilaire-la-Palud.
DT79-09635,commune de Saint-Varent.,commune de S            t-Varent.
DT79-09641,commune de Saint-Éanne.,commune de S            t-Éanne.
DT79-09645,commune de Saint-Maxire.,commune de S            t-Maxire.
DT79-09646,commune de Saint-Martin-de-Saint-Maixent.,commune de S            t-Martin-de-St-Maixent.
DT79-09651,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-09660,commune de Saint-Maixent-de-Beugné.,commune de S            t-Maixent-de-Beugné.
DT79-09661,commune de Saint-Romans-lez-Melle.,commune de S            t-Romans-lez-Melle.
DT79-09662,commune de la Mothe-Saint-Héraye.,commune de la Mothe-S            t-Héraye.
DT79-09665,commune de Saint-Lin.,commune de S            t-Lin.
DT79-09666,commune du Puy-Saint-Bonnet.,commune du Puy-S            t-Bonnet.
DT79-09673,communes de Boismé et Saint-Sauveur.,communes de Boismé et St-Sauveur.
DT79-09675,commune de Saint-Amand-sur-Sèvre.,commune de S            t-Amand-sur-Sèvre.
DT79-09676,commune de Saint-Marsault.,commune de S            t-Marsault.
DT79-09714,commune de Saint-André-sur-Sèvre.,commune de S            t-André-sur-Sèvre.
DT79-09715,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-09716,commune de Saint-Clémentin.,commune de S            t-Clémentin.
DT79-09717,commune de Saint-Gelais.,commune de S            t-Gelais.
DT79-09718,commune de Saint-Généroux.,commune de S            t-Généroux.
DT79-09719,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-09720,"commune de Saint-Hilaire-la-Palud, ","commune de S            t-Hilaire-la-Palud, "
DT79-09721,commune de Saint-Jouin-de-Milly.,commune de S            t-Jouin-de-Milly.
DT79-09722,commune de Saint-Lin.,commune de S            t-Lin.
DT79-09723,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-09724,"commune de Saint-Pompain, ","commune de S            t-Pompain, "
DT79-09725,commune de Saint-Sauveur-de-Givre-en-Mai.,commune de S            t-Sauveur-de-Givre-en-Mai.
DT79-09726,commune de Saint-Varent.,commune de S            t-Varent.
DT79-09736,commune de Saint-Clémentin.,commune de S            t-Clémentin.
DT79-09739,commune de la Chapelle-Saint-Étienne.,commune de la Chapelle-S            t-Étienne.
DT79-09742,"commune de la Chapelle-Saint-Laurent, ","commune de la Chapelle-S            t-Laurent, "
DT79-09747,commune de Saint-André-sur-Sèvre.,commune de S            t-André-sur-Sèvre.
DT79-09764,commune de Saint-André-sur-Sèvre.,commune de S            t-André-sur-Sèvre.
DT79-09781,commune de Saint-Amand-sur-Sèvre.,commune de S            t-Amand-sur-Sèvre.
DT79-09785,commune de la Chapelle-Saint-Étienne.,commune de la Chapelle-S            t-Étienne.
DT79-09788,commune de Saint-Léger-lez-Melle.,commune de S            t-Léger-lez-Melle.
DT79-09790,commune de Saint-Loup.,commune de S            t-Loup.
DT79-09795,"commune de Saint-Aubin-de-Baubigné, ","commune de S            t-Aubin-de-Baubigné, "
DT79-09805,commune de Saint-Éanne.,commune de S            t-Éanne.
DT79-09810,commune de la Chapelle-Saint-Laurent.,commune de la Chapelle-S            t-Laurent.
DT79-09819,commune de Saint-Aubin-du-Plain.,commune de S            t-Aubin-du-Plain.
DT79-09822,commune de Saint-Amand-sur-Sèvre.,commune de S            t-Amand-sur-Sèvre.
DT79-09834,commune de Saint-Léger-lez-Melle.,commune de S            t-Léger-lez-Melle.
DT79-09835,commune de Saint-Mard-la-Lande.,commune de S            t-Mard-la-Lande.
DT79-09840,commune de Saint-Porchaire.,commune de S            t-Porchaire.
DT79-09842,commune de Saint-Martin-de-Saint-Maixent.,commune de S            t-Martin-de-St-Maixent.
DT79-09848,commune de Saint-Loup.,commune de S            t-Loup.
DT79-09849,commune de Saint-Paul-en-Gâtine.,commune de S            t-Paul-en-Gâtine.
DT79-09854,commune de Saint-Clémentin.,commune de S            t-Clémentin.
DT79-09864,"commune de Saint-Martin-du-Fouilloux, ","commune de S            t-Martin-du-Fouilloux, "
DT79-09866,commune de Saint-Loup.,commune de S            t-Loup.
DT79-09869,"paroisse de Saint-Varent, ","paroisse de St-Varent, "
DT79-09873,commune de Saint-Florent.,commune de S            t-Florent.
DT79-09875,canton de Saint-Maixent.,canton de St-Maixent.
DT79-09881,commune de Saint-Éanne.,commune de S            t-Éanne.
DT79-09882,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-09886,commune de Saint-Hilaire-la-Palud.,commune de S            t-Hilaire-la-Palud.
DT79-09888,commune de Saint-Germain-de-Longue-Chaume.,commune de S            t-Germain-de-Longue-Chaume.
DT79-09895,commune de Saint-Clémentin.,commune de S            t-Clémentin.
DT79-09898,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-09905,"commune de Saint-Amand-sur-Sèvre, ","commune de S            t-Amand-sur-Sèvre, "
DT79-09909,commune de Saint-Jouin-de-Milly.,commune de S            t-Jouin-de-Milly.
DT79-09926,commune de Saint-Gelais.,commune de S            t-Gelais.
DT79-09927,commune de Saint-Laurs.,commune de S            t-Laurs.
DT79-09935,"commune de Saint-André-sur-Sèvre, relev. de la Forêt-sur-Sèvre, ","commune de S            t-André-sur-Sèvre, relev. de la Forêt-sur-Sèvre, "
DT79-09936,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-09945,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-09956,commune de Saint-Léger-lez-Melle.,commune de S            t-Léger-lez-Melle.
DT79-09972,commune de Saint-Maixent-de-Beugné.,commune de S            t-Maixent-de-Beugné.
DT79-09979,commune de Saint-Liguaire.,commune de S            t-Liguaire.
DT79-09980,commune de Sainte-Pezenne.,commune de S            te-Pezenne.
DT79-09983,commune de Saint-Lin.,commune de S            t-Lin.
DT79-09984,commune de Saint-Marsault.,commune de S            t-Marsault.
DT79-09985,commune de Saint-Loup.,commune de S            t-Loup.
DT79-09986,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-09993,commune de Saint-Porchaire.,commune de S            t-Porchaire.
DT79-09997,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-10010,commune de Saint-Léger-de-Montbrun.,commune de S            t-Léger-de-Montbrun.
DT79-10014,commune de Saint-Liguaire.,commune de S            t-Liguaire.
DT79-10022,commune de Saint-Étienne-la-Cigogne.,commune de S            t-Étienne-la-Cigogne.
DT79-10026,commune de Saint-Amand-sur-Sèvre.,commune de S            t-Amand-sur-Sèvre.
DT79-10027,"commune de Saint-Vincent-de-la-Châtre, ","commune de S            t-Vincent-de-la-Châtre, "
DT79-10029,"commune de Saint-Coutant, ","commune de S            t-Coutant, "
DT79-10032,commune de Saint-Maixent-de-Beugné.,commune de S            t-Maixent-de-Beugné.
DT79-10034,"commune de Saint-Aubin-le-Clou, ","commune de S            t-Aubin-le-Clou, "
DT79-10036,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-10037,commune du Puy-Saint-Bonnet.,commune du Puy-S            t-Bonnet.
DT79-10039,commune de Saint-Martin-d’Entraigues.,commune de S            t-Martin-d'Entraigues.
DT79-10043,commune de Saint-Martin-de-Sanzay.,commune de S            t-Martin-de-Sanzay.
DT79-10050,commune de Sainte-Néomaye.,commune de S            te-Néomaye.
DT79-10052,commune de Saint-Liguaire ; ,commune de S            t-Liguaire ; 
DT79-10053,commune de Saint-Aubin-du-Plain.,commune de S            t-Aubin-du-Plain.
DT79-10055,commune de Saint-Jacques-de-Montauban.,commune de S            t-Jacques-de-Montauban.
DT79-10066,commune de Saint-Clémentin.,commune de S            t-Clémentin.
DT79-10067,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-10069,commune de Saint-Coutant.,commune de S            t-Coutant.
DT79-10074,commune de Saint-Médard.,commune de S            t-Médard.
DT79-10077,Saint-Porchaire.,St-Porchaire.
