 id 	old	new	
18013	Roz ar Nevet	Roz ar Névet	
18022	Saint Thelau	Saint Thélau	
18029	Tal ar Vered	Tal ar Véred	
18030	Theores	Théorès	
18038	Trebiolet	Trébiolet	
18039	Treunot	Tréunot	
18040	Trevannec	Trévannec	
18041	Trezervan	Trézervan	
18042	Trezuron	Trézuron	
18046	Ty Carre	Ty Carré	
18049	Ty Didrous Croix Yelec	Ty Didrous Croix Yélec	
18056	Ty Nevet	Ty Névet	
18081	Coat Creac’h Manac’h	Coat Créac'h Manac'h	
18085	Goarem Kerledan	Goarem Kerlédan	
18086	Goulet ar Menez	Goulet ar Ménez	
18162	Stang Keroredan	Stang Kerorédan	
18175	Coat Tael	Coat Taël	
18180	Dreau (An)	Dréau (An)	
18181	Enez (An)	Enèz (An)	
18183	Gorre Bodivit (Ar)	Gorré Bodivit (Ar)	
18184	Gosker (Ar) (- / bihan / nevez)	Gosker (Ar) (- / bihan / névez)	
18196	Kerbernez	Kerbernèz	
18198	Kerbiliez	Kerbilièz	
18229	Kerneven (- / bihan)	Kernéven (- / bihan)	
18230	Kernevez	Kernévez	
18239	Kerseach	Kerséach	
18245	Kerveo	Kervéo	
18247	Kerveven	Kervéven	
18256	Koad Sale	Koad Salé	
18261	Kroaz an Trebe	Kroaz an Trébé	
18264	Lenn Kerbernez	Lenn Kerbernèz	
18265	Lestremeur	Lestrémeur	
18268	Leure (Al)	Leuré (Al)	
18269	Lezourmel (- / vian)	Lézourmel (- / vian)	
18277	Menez Kervouyenn	Ménez Kervouyenn	
18278	Menez Kloeder	Ménez Kloéder	
18279	Menez Lann	Ménez Lann	
18280	Menez Pladennou (rue)	Ménez Pladennou	
18281	Parc ar Leure (rue)	Parc ar Leuré	
18282	Park an Drezeg (rue)	Park an Drézeg	
18289	Pen Menez	Pen Ménez	
18290	Pen Venez	Pen Vénez	
18295	Penvelet (izela / uhela)	Penvélet (izela / uhela)	
18296	Perennou	Pérennou	
18298	Picheri (koz / nevez)	Pichéri (koz / névez)	
18310	Rest (- / vihan / nevez)	Rest (- / vihan / névez)	
18350	Trebe	Trébé	
18351	Tredaou	Trédaou	
18354	Ty Beven	Ty Béven	
18358	Veroury	Véroury	
18359	Verouri Rossulien	Vérouri Rossulien	
18374	Kerlouerec	Kerlouérec	
18400	Foret (La)	Forêt (La)	
18403	Gorrequer	Gorréquer	
18405	Guilleach	Guilléach	
18410	Kerantremen	Kerantrémen	
18417	Keregard (ar Prad / glas / Gloaneg / Laorans / vras)	Kerégard (…	
18433	Kermatheano	Kermathéano	
18436	Kernevez	Kernévez	
18438	Kerouze	Kerouzé	
18445	Kerveen	Kervéen	
18450	Kervroague	Kervroagué	
18455	Langeriguen	Langériguen	
18458	Lanvenael (- / vihan)	Lanvénaël (- / vihan)	
18463	Lestreguiou	Lestréguiou	
18464	Lestreminou	Lestréminou	
18466	Lezinadou	Lézinadou	
18469	Meil Penndre	Meil Penndré	
18472	Menez Hanvont	Ménez Hanvont	
18473	Menez Landu	Ménez Landu	
18474	Menez Stang	Ménez Stang	
18480	Pen Allee (rue)	Pen Allée	
18486	Penhero	Penhéro	
18490	Pont Devet	Pont Dévet	
18495	Poulelest	Poulélest	
18503	Roz an Tremen	Roz an Trémen	
18509	Tremillec (- / vihan)	Trémillec (- / vihan)	
18510	Treminou	Tréminou	
18511	Trevars	Trévars	
18512	Trevilit	Trévilit	
18524	Vieille Metairie	Vieille Métairie	
18537	Petite Metairie	Petite Métairie	
18545	Creac’h David	Créac'h David	
18549	Foret (La)	Forêt (La)	
18552	Gornale	Gornalé	
18553	Gorre Hoat	Gorré Hoat	
18554	Gorre Rible	Gorré Rible	
18555	Gorre Toulhoat	Gorré Toulhoat	
18559	Kellereg	Kelléreg	
18560	Keraleon	Keraléon	
18567	Kerdalae	Kerdalaë	
18568	Kerdreolou	Kerdréolou	
18569	Keregad	Kerégad	
18579	Keriekel	Keriékel	
18583	Kerlaoueret	Kerlaouéret	
18584	Kernevez	Kernévez	
18586	Kerreo	Kerréo	
18598	Koztier	Kostièr	
18599	Kreac’h ar Bleiz	Kréac'h ar Bleiz	
18600	Kreac’h Gwennou	Kréac'h Gwennou	
18608	Langonteniad	Langonténiad	
18609	Lanlean	Lanléan	
18616	Lesivi	Lésivi	
18622	Lestrevet	Lestrévet	
18623	Lez ar Menez	Lés ar Ménez	
18624	Lezihouarn	Lézihouarn	
18625	Lezouyer	Lézouyer	
18633	Meneskop	Méneskop	
18634	Menez Brug	Ménez Brug	
18635	Menez Kergosquer	Ménez Kergosquer	
18636	Menez Kerineg	Ménez Kerineg	
18637	Menez Nonn	Ménez Nonn	
18638	Menez Triaou	Ménez Triaou	
18639	Menez Yann	Ménez Yann	
18643	Moulin l’Abbe	Moulin l'Abbé	
18646	Pen ar Menez	Pen ar Ménez	
18653	Penn ar Vevid	Penn ar Vévid	
18654	Penn Enez	Penn Enèz	
18655	Pennale	Pennalé	
18659	Poullebred	Poullébred	
18661	Prateganneg	Pratéganneg	
18662	Reluyen	Réluyen	
18667	Saint Sebastien	Saint Sébastien	
18670	Sainte Marie du Menez Hom	Sainte Marie du Ménez Hom	
18672	Ster an Alle	Ster an Allé	
18685	Ti Veguen	Ti Véguen	
18687	Tor ar Menez	Tor ar Ménez	
18693	Ty Névez Menez Hom	Ty Névez Ménez Hom	
18696	Valare	Valaré	
18698	Vevid (Ar)	Vévid (Ar)	
18718	Lindero	Lindéro	
18744	Boissiere (La)	Boissière (La)	
18745	Brezehen	Brézéhen	
18750	Creach Goaler	Créach Goaler	
18751	Croix Kerevel	Croix Kerével	
18756	Fougeres (Les)	Fougères (Les)	
18762	Kerandoare	Kerandoaré	
18770	Kerevel (- / nevez / vian)	Kerével (- / névez / vian)	
18777	Kerguevennec	Kerguévennec	
18781	Kerity	Kérity	
18782	Kerivin (- / nevez)	Kerivin (- / névez)	
18783	Kerlaeron (- / bihan)	Kerlaëron (- / vihan)	
18789	Kernevez	Kernévez	
18793	Kerscouedic	Kerscouédic	
18801	Kervoezec	Kervoézec	
18805	Lesnevez (- / bihan)	Lesnévez (- / bihan)	
18807	Leurre (Le) (- / nevez)	Leurré (Le) (- / névez)	
18808	Londiniere (La)	Londinière (La)	
18810	Menez Boutin	Ménez Boutin	
18811	Menez Bras	Ménez Bras	
18812	Menez Guen	Ménez Guen	
18814	Mezarun	Mézarun	
18818	Neo (Le)	Néo (Le)	
18820	Pen Allee	Pen Allée	
18823	Penker Kernevez	Penquer Kernévez	
18846	Verouri	Vérouri	
18860	Boderes	Bodérès	
18864	Brenanvec	Brénanvec	
18867	Canape	Canapé	
18869	Coat Gueguen	Coat Guéguen	
18870	Coatelen	Coatélen	
18871	Coat Saint Honore	Coat Saint Honoré	
18874	Creac’h Aron	Créac'h Aron	
18875	Creac’h Calvic	Créac'h Calvic	
18876	Creac’h Carnic	Créac'h Carnic	
18877	Creac’h Irvin	Créac'h Irvin	
18879	Creach Ru	Créach Ru	
18881	Creniat	Créniat	
18882	Croas ar Bleon (hameau de)	Croas ar Bléon	
18883	Croas ar Mine	Croas ar Miné	
18884	Croas Caer	Croas Caër	
18890	Gore Kerhua	Goré Kerhua	
18892	Guernevez	Guernévez	
18895	Helles (Le)	Hellés (Le)	
18897	Kerael	Keraël	
18905	Kerbenoch	Kerbènoch	
18906	Kerbilaet	Kerbilaët	
18908	Kerbreac’h	Kerbréac'h	
18913	Kerdrezec	Kerdrézec	
18914	Kereon (- / d’alae)	Keréon (- / d'alaë)	
18915	Kereonval	Keréonval	
18917	Kerfelest	Kerfélest	
18922	Kergambae	Kergambaë	
18936	Kerhaen	Kerhaën	
18948	Kerlaouedec	Kerlaouédec	
18950	Kerleach	Kerléach	
18951	Kerlemesq	Kerlémesq	
18963	Keroule	Keroulé	
18972	Kersegas	Kerségas	
18975	Kersquedel	Kersquédel	
18980	Kervelen	Kervélen	
18987	Kervoelen	Kervoélen	
18989	Keryequel	Keryéquel	
18995	Leach Durand	Léach Durand	
18996	Leac’hren	Léac'hren	
19001	Lestregueoc	Lestréguéoc	
19002	Leureles	Leurélès	
19005	Mejou (Le)	Méjou (Le)	
19006	Mejou Roz	Méjou Roz	
19007	Menez Glaz	Ménez Glaz	
19008	Menez Gouyen (chemin de)	Ménez Gouyen	
19009	Menez Yeun	Ménez Yeun	
19010	Mine (Le)	Miné (Le)	
19011	Mine Car	Miné Car	
19012	Mine Lannou	Miné Lannou	
19013	Minee (La)	Minée (La)	
19022	Moulin de Tregalet	Moulin de Trégalet	
19023	Moulin de Tremillec	Moulin de Trémillec	
19024	Moulin de Treouron	Moulin de Tréouron	
19034	Pennale	Pennalé	
19042	Quelordan	Quélordan	
19046	Runevez	Runévez	
19057	Trebonvel	Trébonvel	
19058	Tregalet	Trégalet	
19059	Tregonda	Trégonda	
19060	Trelen	Trélen	
19061	Treluan	Tréluan	
19062	Treordo	Tréordo	
19063	Treouron	Tréouron	
19064	Trevilit	Trévilit	
19070	Tyer Poes	Tyèr Poes	
19104	Menez Bian	Ménez Bian	
19106	Mine Brenanvec	Miné Brénanvec	
19107	Mine Languiriec	Miné Languiriec	
19111	Penqueros	Penquéros	
19121	Blengueor	Blenguéor	
19122	Bodeost	Bodéost	
19124	Botbeguen	Borbéguen	
19126	Bouillenic	Bouillènic	
19134	Coatremenic	Coatréménic	
19137	Cosquerou	Cosquérou	
19139	Creach an Higolen	Créach an Higolen	
19140	Creach Cochard	Créach Cochard	
19141	Creach Huguel	Créach Huguel	
19142	Creach Madieg	Créach Madieg	
19143	Creach Yven	Créach Yven	
19152	Guergaen	Guergaën	
19153	Guern an Here	Guern an Héré	
19155	Guerneles	Guernéles	
19156	Guernherve	Guernhervé	
19166	Keranscouedic	Keranscouédic	
19172	Kerdevez	Kerdévèz	
19173	Kerdiane	Kerdiané	
19174	Kerdiez	Kerdièz	
19177	Kerganevet	Kerganévet	
19181	Kergonan Meros	Kergonan Méros	
19190	Keridre	Keridré	
19197	Kerjean Saint Andre	Kerjean Saint André	
19201	Kerlieven	Kerliéven	
19207	Kernevez Boulogne	Kernévez Boulogne	
19208	Kernevez Land	Kernévez Land	
19209	Kernevez Quilliou	Kernévez Quilliou	
19210	Kernevez Saint Clair	Kernévez Saint Clair	
19215	Kerriou Broez	Kerriou Broëz	
19218	Kerroue	Kerroué	
19223	Kervalaen	Kervalaën	
19225	Kervazaen	Kervazaën	
19226	Kerveguen	Kervéguen	
19227	Kervelou Broez	Kervélou Broëz	
19228	Kervelou Saint Clair	Kervélou Saint Clair	
19236	Kerzaoueret	Kerzaouéret	
19244	Lesvreach	Lesvréach	
19249	Locunole	Locunolé	
19252	Menez Claude	Ménez Claude	
19253	Meros	Méros	
19261	Pen Menez	Pen Ménez	
19263	Penhoat Broez	Penhoat Broëz	
19266	Pennalann Meros	Pennalann Méros	
19267	Pennaneach	Pennanéach	
19269	Penquelen	Penquélen	
19270	Perohan	Pérohan	
19271	Pont Avelec	Pont Avélec	
19280	Quistillic Deniel	Quistillic Déniel	
19289	Roz Quelen	Roz Quélen	
19306	Treambon	Tréambon	
19307	Trebuon	Trébuon	
19308	Tregomez	Trégomèz	
19309	Trevouriet	Trévouriet	
19311	Troleron	Troléron	
19312	Ty an Devet	Ty an Dévet	
19313	Ty an du	Ty an Du	
19314	Ty Bol Broez	Ty Bol Broëz	
19319	Ty Jaffre	Ty Jaffré	
19320	Ty Landre	Ty Landré	
19324	Venec (Le)	Vénec (Le)	
19326	Veridy	Véridy	
19346	Menez Raden	Ménez Raden	
19363	Ros an Duvez	Ros an Duvèz	
19370	Becherel	Bécherel	
19371	Belard	Bélard	
19374	Camezen (- / vian)	Camézen (- / vian)	
19376	Clarte (La)	Clarté (La)	
19379	Creach Levern	Créach Lévern	
19380	Creach Moal	Créach Moal	
19382	Croix du Mez	Croix du Méz	
19396	Kerdalae	Kerdalaë	
19397	Kerdanielet	Kerdaniélet	
19407	Kerguevel	Kerguével	
19409	Kerherve	Kerhervé	
19411	Kerleron	Kerléron	
19418	Kernevez	Kernévez	
19421	Kersale	Kersalé	
19425	Kervelinger	Kervélinger	
19426	Kerveo (Beuz / Moreau)	Kervéo (Beuz / Moreau)	
19431	Keryequel	Keryéquel	
19435	Landerien	Landèrien	
19440	Lezenven	Lèzenven	
19441	Menez Bian	Ménez Bian	
19442	Menez Lezenven	Ménez Lèzenven	
19443	Metairie de Moellien	Métairie de Moellien	
19444	Mez (Le)	Méz (Le)	
19452	Pen ar Creach	Pen ar Créach	
19459	Prad Treanna	Prad Tréanna	
19472	Trefeuntec	Tréfeuntec	
19473	Treguer	Tréguer	
19474	Treguy Bian	Tréguy Bian	
19475	Trevigodou	Trévigodou	
19476	Trevilly	Trévilly	
19477	Trezmalaouen	Trèzmalaouen	
19496	Meill Goue	Meill Goué	
19501	Pont Keryequel	Pont Keryéquel	
19513	Tymeance	Ty Méance	
19517	Caletour	Calétour	
19520	Coatfezon	Coatfézon	
19523	Creach Mean (rue de)	Créach Méan	
19524	Creac’h Duan (rue de)	Créac'h Duan	
19527	Dele (bihan / bras)	Délé (bihan / bras)	
19530	Enez Segal	Enèz Ségal	
19532	Fontaine de Trezien	Fontaine de Trézien	
19533	Gourzehen	Gourzéhen	
19536	Kelaret	Kélaret	
19542	Keramaze	Keramazé	
19543	Kerambelec	Kerambélec	
19544	Keranguene	Keranguéné	
19547	Kerarcreac’h (bras)	Keracréac'h (bras)	
19551	Kerastreat	Kerastréat	
19557	Kerdavezan	Kerdavézan	
19558	Kerdeniel	Kerdéniel	
19560	Kerearnin	Keréarmin	
19562	Kereol	Keréol	
19563	Kereon (impasse de)	Keréon	
19565	Kerezec	Kérézec	
19566	Kerfrances	Kerfrancès	
19581	Kerlaouenan	Kerlaouénan	
19582	Kerleach (bihan / bras)	Kerléach (bihan / bras)	
19583	Kerlevren	Kerlévren	
19587	Kermaidic	Kermaïdic	
19590	Kerneach	Kernéach	
19592	Kerneveno	Kernévéno	
19593	Kernevez	Kernévèz	
19594	Kernevez Trezien	Kernévèz Trévien	
19595	Kernoel	Kernoël	
19604	Kerveatous (bihan)	Kervéatous (bihan)	
19618	Langue	Langué	
19624	Lezena Keralar	Lézéna Keralar	
19627	Mean Kador (route de)	Méan Kador	
19628	Menez Crenn	Ménèz Crenn	
19629	Mez Guen (rue de)	Méz Guen	
19630	Mezpriz	Mézpris	
19636	Pen ar Creach	Pen ar Créach	
19637	Pen ar Menez	Pen ar Ménèz	
19640	Phare de Trezien	Phare de Trézien	
19649	Porstevigne (route de)	Porstévigne	
19660	Treoulan	Tréoulan	
19661	Trezien	Trézien	
19664	Ty Varlaez	Ty Varlaèz	
19700	Penarguear	Penarguéar	
19706	Aberic (L’)	Abéric (L')	
19711	Castel (- / nevez)	Castel (- / névèz)	
19714	Chateau Gauthier	Château Gauthier	
19715	Cleguer (Le)	Cléguer (Le)	
19723	Creach Al Louarn	Créach al Louarn	
19731	Drezic (Le) (impasse du)	Drézic (Le)	
19734	Gorrebloue	Gorrébloué	
19737	Guihelle	Guihellé	
19739	Guitalmeze Coz	Guitalmézé Coz	
19741	Kerac’houezan	Kerac'houézan	
19745	Kerber	Kerbêr	
19746	Kerdeniel	Kerdéniel	
19747	Kerdialaes	Kerdialaès	
19752	Kerguenegan	Kerguénégan	
19753	Kerguenevan Bihan	Kerguénévan Bihan	
19754	Kergueres	Kerguérès	
19767	Kerneien	Kernéien	
19768	Kernelenen	Kermélénen	
19769	Kernevez	Kernévèz	
19777	Kervedel	Kervédel	
19779	Kervezennec	Kervézennec	
19782	Lesteven	Lestéven	
19783	Lestremeur	Lestrémeur	
19784	Lestreone	Lestréoné	
19786	Lezeroute	Lézérouté	
19787	Lezidoc	Lézidoc	
19788	Mean Hir (chemin du)	Méan Hir	
19790	Mesmean	Mèsméan	
19791	Mezou ar Vein (rue de)	Mézou ar Vein	
19792	Mezou Ty an	Mézou Ty An	
19813	Prat Leach	Prat Léach	
19815	Radenoc	Radénoc	
19824	Sandrione	Sandrioné	
19828	Streat Glaz	Stréat Glaz	
19829	Strejou	Stréjou	
19830	Theven (An)	Théven (An)	
19831	Theven Carn (chemin de)	Théven Carn	
19833	Treompan	Tréompan	
19834	Treouelan	Tréouélan	
19835	Treviguer	Tréviguer	
19858	Creac’h Balch	Créac'h Balch	
19867	Gorrekear	Gorrékéar	
19924	Pen ar Pave	Pen ar Pavé	
19932	Pors Kerenou	Pors Kerénou	
19969	Traon Kear	Traon Kéar	
19975	Coat Deniel	Coat Déniel	
19977	Creac’h	Créac'h	
19978	Creac’h ar Zalut	Créac'h ar Zalut	
19979	Crelin	Crélin	
19983	Croas Névez	Croas Névèz	
19988	Gouezou (bihan / bras)	Gouézou (bihan / bras)	
19990	Guevroc	Guévroc	
19996	Keramezec	Keramézec	
20003	Kerdiez	Kerdièz	
20011	Kergreac’h	Kergréac'h	
20012	Kerguelen	Kerguélen	
20013	Kerguereon	Kerguéréon	
20024	Kerneguez	Kernéguèz	
20025	Kernevez Bodillo	Kernévèz Bodillo	
20026	Kernevez Pont Pol	Kernévèz Pont Pol	
20027	Kernevez Sainte Barbe	Kernévèz Sainte Barbe	
20040	Kervreac’h	Kervréac'h	
20045	Lanfelez	Lanfélèz	
20048	Langrevan	Langrévan	
20050	Lannignez	Lannignèz	
20058	Lestreonec	Léstréonec	
20059	Leure	Leuré	
20061	Menez Leon	Ménèz Léon	
20063	Merienen	Mériénen	
20064	Mescoden	Méscoden	
20065	Mesguen	Mésguen	
20066	Mesmeur Budou	Mésmeur Budou	
20072	Moulin du Folgoet	Moulin du Folgoët	
20092	Recuel	Récuel	
20093	Releac’h	Réléac'h	
20100	Sainte Petronille	Sainte Pétronille	
20103	Touldrezen	Touldrézen	
20105	Trebodennic	Trébodennic	
20106	Tremoguer	Trémoguer	
20135	Mespezen	Mespézen	
20157	Carriere de Kermao	Carrière de Kermao	
20160	Cleuzever	Cleuzéver	
20164	Creac’h Madel	Créac'h Madel	
20168	Goarem Brezal	Goarem Brézal	
20169	Gorre Coat	Gorré Coat	
20178	Kerdevez	Kerdévèz	
20186	Kerleo	Kerléo	
20191	Kernevez	Kernévèz	
20195	Kerroues	Kerrouès	
20196	Keruzore	Keruzoré	
20199	Menaouen	Ménaouen	
20201	Meshir	Mèshir	
20202	Mespot	Méspot	
20203	Meziven	Méziven	
20204	Moulin Kerleo	Moulin Kerléo	
20205	Moulin Menaouen	Moulin Ménaouen	
20216	Rosteven	Rostéven	
20223	Salou Truezoc	Salou Truézoc	
20224	Theven	Théven	
20229	Ty Menez	Ty Ménez	
20251	Lesleach	Lesléach	
20256	Rest Louet	Rest Louët	
20257	Rest Meziven	Rest Méziven	
20270	Bolore	Boloré	
20274	Clezever	Clézéver	
20278	Creach Alliou	Créach Alliou	
20279	Crebinec	Crébinec	
20280	Cresigou	Crésigou	
20287	Guernevez	Guernévèz	
20295	Keraveloc	Keravéloc	
20296	Keravezan	Keravézan	
20297	Kerdiles	Kerdilès	
20298	Kerecun	Kerécun	
20299	Keredern	Kerédern	
20308	Kerleo	Kerléo	
20312	Kerveleoc	Kervéléoc	
20313	Kerveret	Kervéret	
20319	Leavean	Léavéan	
20321	Lezeon	Lézéon	
20323	Mezou (Le)	Mézou (Le)	
20341	Rosteven	Rostéven	
20347	Trevian	Trévian	
20348	Trevianou	Trévianou	
20386	Allee Rousse	Allée Rousse	
20388	Bodery	Bodéry	
20396	Convenant Caer	Convenant Caër	
20398	Convenant Gueguen	Convenant Guéguen	
20401	Convenant Julien la Barriere	Convenant Julien la Barrière	
20411	Coz Mezou	Coz Mézou	
20412	Creach Coat	Créach Coat	
20421	Foret (La)	Forêt (La)	
20430	Ker an Allee	Ker an Allée	
20432	Ker Noel	Ker Noël	
20447	Kerlecun	Kerlécun	
20450	Kermatezel	Kermatézel	
20454	Kernevez	Kernévez	
20457	Kersalaun	Kersalaün	
20458	Kerstephan	Kerstéphan	
20459	Kerveatous	Kervéatous	
20464	Land Plouegat	Land Plouégat	
20469	Menez Corre	Ménez Corre	
20471	Mez Huelen	Méz Huélen	
20472	Mon Desir	Mon Désir	
20478	Pen ar Pave	Pen ar Pavé	
20500	Quelumec	Quélumec	
20507	Rostieguen	Rostiéguen	
20520	Toulquelen	Toulquélen	
20567	Goascoen	Goascoën	
20582	Kernevez	Kernévez	
20583	Kerouzere	Kerouzéré	
20590	Lesleac’h	Lesléac'h	
20592	Menez Bihan	Ménez Bihan	
20594	Moulin de Peran	Moulin de Péran	
20596	Moulin du Pre	Moulin du Pré	
20601	Pen ar Menez	Pen ar Ménez	
20605	Pennaneach	Pennanéach	
20607	Peran	Péran	
20618	Run ar Roue	Run ar Roué	
20619	Saint Meen	Saint Méen	
20643	Pen an Allee	Pen an Allée	
20644	Peraset	Péraset	
20655	Bruyeres (Les)	Bruyères (Les)	
20660	Castel du	Castel Du	
20661	Chaussee Penze (La)	Chaussée Penzé (La)	
20665	Coat du	Coat Du	
20666	Cornicledou	Corniclédou	
20670	Cosquer Ruplouenan	Cosquer Ruplouénan	
20673	Creac’h ar Glaz	Créac'h ar Glaz	
20674	Creach Minoric	Créach Minoric	
20690	Goasvean	Goasvéan	
20692	Golvechou	Golvéchou	
20695	Gouezou (bian / bras)	Gouézou (bian / bras)	
20697	Gueridic	Guéridic	
20698	Guernevez	Guernévèz	
20701	Keraberen (- / vian Lopreden)	Kerabéren (- / vian Lopréden)	
20703	Keragoguez	Keragoguèz	
20704	Kerameal	Keraméal	
20708	Kerangueven	Keranguéven	
20714	Keravel (- / Lopreden / Penze)	Keravel (- / Lopréden / Penzé)	
20719	Kerdanne	Kerdanné	
20720	Kerdrebez	Kerdrébèz	
20721	Kerdreveil	Kerdréveil	
20722	Kerean	Keréan	
20724	Kereozen	Keréozen	
20726	Kerever	Keréver	
20736	Kerinies (vian / vras)	Keriniès (vian / vras)	
20740	Kerleoret	Kerléoret	
20741	Kerleverien (- / vian)	Kerlévérien	
20744	Kernevez	Kernévèz	
20745	Kernevez Keriel	Kernévèz Keriel	
20746	Keromnes	Keromnès	
20750	Kerseach	Kerséach	
20764	Lanveguen	Lanvéguen	
20766	Lesplouenan	Lesplouénan	
20767	Lestrezec	Lestrézec	
20768	Lopreden	Lopréden	
20769	Mathely	Mathély	
20770	Mean Glas	Méan Glas	
20771	Mechou Run	Méchou Run	
20772	Megestin	Mégestin	
20773	Menec (Le)	Ménec (Le)	
20776	Mescouezel	Mescouézel	
20777	Messelou	Messélou	
20779	Mez Ber	Méz ber	
20780	Mez Kerever	Méz Keréver	
20781	Mezavern	Mézavern	
20789	Moulin Treveil	Moulin Tréveil	
20795	Pen an Allee	Pen an Allée	
20805	Pennaneach	Pennanéach	
20806	Penker Kerameal	Penker Keraméal	
20807	Penquer Lopreden	Penquer Lopréden	
20808	Penze	Penzé	
20809	Placenan	Placénan	
20810	Placeric	Placéric	
20815	Poulaoues	Poulaouës	
20818	Poulfantres	Poulflantrès	
20822	Prat Per	Prat Pêr	
20831	Rudeval	Rudéval	
20834	Ruplouenan (- / bihan / vras)	Ruplouénan (- / bihan / vras)	
20838	Tail ar Brezel	Tail ar Brézel	
20839	Talguebez	Talguébèz	
20842	Traon Glezou	Traon Glézou	
20845	Trebodennec	Trébodennec	
20846	Treveil	Tréveil	
20850	Ty Carre	Ty Carré	
20854	Ty d’An Neac’h	Ty d'an Néac'h	
20859	Ty Mean Lanvaden	Ty Méan Lanvaden	
20860	Ty Mean Lopreden	Ty Méan Lopréden	
20861	Ty Névez Kerandantec	Ty Névèz Kerandantec	
20862	Ty Névez Kerhuel	Ty Névèz Kehuel	
20863	Ty Névez Kersabiec	Ty Névèz Kersabiec	
20864	Ty Névez Lanvaden	Ty Névez Lanvaden	
20865	Ty Névez Lopreden	Ty Névèz Lopréden	
20866	Ty Névez Traon Hir	Ty Névèz Traon Hir	
20867	Ty Névez Traon Ruvily	Ty Névèz Traon Ruvily	
20894	Brenevalan	Brènévalan	
20897	Cleguer	Cléguer	
20903	Cougn an Dre	Cougn an Dré	
20904	Courte	Courté	
20906	Creach ar Vren	Créach ar Vren	
20911	Enezou	Enézou	
20919	Gorre Bloue	Gorré Bloué	
20924	Guelet Kear	Guélet Kéar	
20929	Keralle (rue de ; impasse de)	Kerallé	
20932	Kerdanne	Kerdanné	
20934	Kerfrecant	Kerfrécant	
20944	Kerneac’h	Kernéac'h	
20955	Kerzean	Kerzéan	
20957	Landerne Vian	Landerné Vian	
20959	Lannerien	Lannérien	
20970	Mez ar Rozec	Méz ar Rozec	
20971	Odegalet	Odégalet	
20974	Pen an Theven	Pen an Théven	
20980	Penkear	Penkéar	
20984	Pontrechouez	Pontréchouèz	
20985	Pors ar Negen	Pors ar Négen	
20986	Pors ar Streat	Pors ar Stréat	
20995	Poulveas	Poulvéas	
21003	Roch Velen	Roc'h Vélen	
21011	Streat an Ilis	Stréat an Ilis	
21013	Theven Meur	Théven Meur	
21018	Ty Melen	Ty Mélen	
21060	Balandreo	Balandréo	
21063	Barnenez	Barnénèz	
21064	Beausejour	Beauséjour	
21084	Gueletreo	Guélétréo	
21086	Guernevez	Guernévez	
21096	Kerfenefas	Kerfénéfas	
21102	Kerjezequel	Kerjézéquel	
21105	Kernelehen	Kerméléhen	
21108	Kerseac’h	Kerséac'h	
21114	Leoc’hen	Léoc'hen	
21116	Lodeveur	Lodéveur	
21118	Mez ar Zant	Méz ar Zant	
21122	Moguerigou	Moguérigou	
21130	Pen an Allee	Pen an Allée	
21142	Rest ar Roue	Rest ar Roué	
21156	Treoguer	Tréoguer	
21157	Trevin (vras)	Trévin (vras)	
21158	Trevin ar Louz	Trévin ar Louz	
21161	Trosteriou	Trostèriou	
21190	Moulin Treven	Moulin Tréven	
21213	Creac’h (Le)	Créac'h (Le)	
21217	Gorrelen	Gorrélen	
21226	Kerdevy	Kerdévy	
21227	Kerevin	Kerévin	
21229	Kernevez	Kernévèz	
21231	Kerouledic	Keroulédic	
21234	Langeoguer	Langéoguer	
21239	Mechou	Méchou	
21240	Milin Névez	Milin Névèz	
21242	Penquear	Penquéar	
21244	Perounel	Pérounel	
21249	Poulhanhoues	Poulhanhouès	
21255	Roz ar Creac’h	Roz ar Créac'h	
21263	Tremagon	Trémagon	
21264	Trevodou	Trévodou	
21266	Ty Mean	Ty Méan	
21267	Ty Névez	Ty Névèz	
21269	Vezen Doul	Vézen Doul	
21279	Moulin du Creach	Moulin du Créach	
21295	Broennic	Broënnic	
21298	Carriere (La)	Carrière (La)	
21305	Cosquerou (vian)	Cosquérou (vian)	
21308	Creach Quellec	Créach Quellec	
21309	Creach Quereguen	Créach Quéréguen	
21310	Creac’h Queur	Créac'h Queur	
21325	Goas ar Streven	Goas ar Stréven	
21328	Goasquerez	Goasquérèz	
21333	Goaz Meriadec	Goaz Mériadec	
21337	Guernevez	Guernévez	
21355	Keraveec	Keravéec	
21364	Kerdenoy	Kerdénoy	
21365	Kerdiez	Kerdièz	
21368	Kerdrenan	Kerdrénan	
21369	Kerenot	Kerénot	
21370	Kereven	Keréven	
21372	Kerfulupes	Kerfulupès	
21376	Kerguelen	Kerguélen	
21379	Kerherve	Kerhervé	
21392	Kerlevenez	Kerlévénez	
21396	Kermadeza	Kermadéza	
21399	Kermebel	Kermébel	
21401	Kermeren	Kerméren	
21405	Kermorphezen	Kermorphézen	
21408	Kernegues	Kernéguès	
21411	Keromnes	Keromnès	
21414	Kerrogues	Kerroguès	
21417	Kerstephan	Kerstéphan	
21420	Kerveguen	Kervéguen	
21421	Kervelegant	Kervélégant	
21424	Kerveny	Kervény	
21425	Kerverot	Kervérot	
21427	Kervoeret	Kervoéret	
21432	Lantreouar	Lantréouar	
21434	Lezouzard	Lézouzard	
21436	Mejou Kerbabu	Méjou Kerbabu	
21437	Menec (Le)	Ménec (Le)	
