 id 	old	new	
8643	Mezavel	Mézavel	
8645	Noteric	Notéric	
8658	Queledern	Quélédern	
8661	Revin	Révin	
8662	Roc’herou	Roc'hérou	
8664	Roselies	Roséliès	
8666	Roz Kerdeland	Roz Kerdéland	
8667	Rugoloen	Rugoloën	
8673	Treminou	Tréminou	
8674	Trevilis (huella / izella)	Trévilis (huella / izella)	
8676	Tymen Kerdeland	Tymen Kerdéland	
8677	Valy Trevilis (Le)	Valy Trévilis (Le)	
8693	Mesalan	Mésalan	
8696	Moulin de Trevilis	Moulin de Trévilis	
8697	Pen an Allee	Pen an Allée	
8704	Cosqueric	Cosquéric	
8762	Coat ar Gueot	Coat ar Guéot	
8763	Coat Mez	Coat Méz	
8769	Derves	Dervès	
8771	Guenvez	Guenvèz	
8777	Kerborone	Kerboroné	
8778	Kerebars	Kerébars	
8779	Keredec	Kerédec	
8780	Keredern (- / bihan)	Kerédern (- / bihan)	
8786	Kergompez	Kergompèz	
8793	Kerjezequel	Kerjézéquel	
8800	Kermerien	Kermérien	
8808	Kerzespez	Kerzespèz	
8809	Lambalez	Lambalèz	
8810	Languero	Languéro	
8814	Menez Bian	Ménez Bian	
8817	Mez ar Reunig	Méz ar Reunig	
8818	Mezantellou	Mézantellou	
8820	Noadegalet	Noadégalet	
8821	Oalejou (An)	Oaléjou (An)	
8824	Pen ar Creac’h	Pen ar Créac'h	
8825	Pen ar C’hear	Pen ar C'héar	
8832	Quevrel	Quévrel	
8840	Treveoc (vihan / vraz)	Trévéoc (vihan / vraz)	
8895	Boissiere (La)	Boissière (La)	
8901	Chatre (Le)	Chatré (Le)	
8902	Clairiere (La)	Clairière (La)	
8904	Croix Guiscaer	Croix Guiscaër	
8909	Crelo	Crélo	
8910	Guerle	Guerlé	
8911	Guiscaer	Guiscaër	
8912	Kerdherve	Kerdhervé	
8918	Kerhulve	Kerhulvé	
8922	Kerlegant	Kerlégant	
8938	Menegal	Ménégal	
8939	Meneguillou	Ménéguillou	
8942	Moulin de Kerlegan	Moulin de Kerlégan	
8956	Stang Mene Moal	Stang Méné Moal	
8960	Traoule	Traoulé	
8961	Ty Carre	Ty Carré	
8979	Guerdalaes	Guerdalaës	
8982	Kerleguer	Kerléguer	Kerleguer, 1438 (RFC)
8989	Mejou Bihan	Méjou Bihan	
8990	Mejou Veil (rue)	Méjou Veil	
8993	Menez (Le)	Ménez (Le)	
8997	Poriguenor	Poriguénor	
9004	Saint Tremeur	Saint Trémeur	
9011	Cleguer Bras	Cléguer Bras	
9021	Genets d’Or (Les)	Genêts d'Or Les)	
9024	Goasdeliou	Goasdéliou	
9028	Hoel Goz	Hoël Goz	
9037	Keraouregan	Keraourégan	
9039	Keravezec	Keravézec	
9047	Kerelle	Kerellé	
9049	Kereven	Keréven	
9057	Ker Heol	Ker Héol	
9064	Kernevez	Kernévez	
9073	Kerveguen	Kervéguen	
9090	Mez ar Bez	Méz ar Bez	
9091	Mez Hir	Méz Hir	
9092	Mezaudren	Mézaudren	
9099	Pen Allee Cosquer	Pen Allée Cosquer	
9107	Penn ar Mejou	Penn ar Méjou	
9111	Penquer Kereven	Penquer Keréven	
9120	Poul ar Venguies	Poul ar Venguiès	
9127	Roc’h Herve	Roc'h Hervé	
9146	Trelever	Tréléver	
9147	Tremedern	Trémédern	
9180	Creach ar Bleis	Créach ar Bleis	
9186	Guelequer	Guéléquer	
9189	Keranheroff	Keranhéroff	
9194	Kerehel	Kerhérel	
9198	Kernegues (huella / izella)	Kernéguès	
9199	Kernevez	Kernévèz	
9214	Perennou	Pérennou	
9217	Restvez	Restvéz	
9250	Cosquerou	Cosquérou	
9254	Creach Burguy	Créach Burguy	
9255	Creismeas	Creisméas	
9258	Douvez (Le)	Douvèz (Le)	
9276	Keraveloc	Keravéloc	
9279	Kerdalaes	Kerdalaës	
9281	Kerdanne (- / vihan)	Kerdanné	
9291	Kergompez	Kergompèz	
9296	Keriegu	Keriégu	
9297	Keriezegan	Keriézégan	
9308	Kerlecu	Kerlécu	
9315	Kernevez Keroudot	Kernévèz Keroudot	
9319	Kerouezel	Kerouézel	
9329	Kervezennec	Kervézennec	
9346	Menez Kerivoas (impasse de)	Kerivoas	
9347	Menez Meur	Ménèz Meur	
9348	Menez Toralan	Ménèz Toralan	
9367	Pen ar Creach Coataudon	Pen ar Créach Coataudon	
9368	Pen ar Creac’h Saint Divy	Pen ar Créac'h Saint Divy	
9369	Pen ar Guear	Pen ar Guéar	
9374	Pontane	Pontané	
9380	Porsmean	Porsméan	
9387	Quelarnou	Quélarnou	
9397	Ruquelen	Ruquélen	
9404	Streat (Le)	Stréat (Le)	
9414	Bressec’hen	Bresséc'hen	
9452	Croas ar Roue	Croas ar Roué	
9454	Gouezou	Gouézou	
9456	Kerambleau	Kerambléau	
9459	Kerebel (goz / nevez)	Kerébel (goz / névèz)	
9460	Kereol	Keréol	
9462	Kerguelen	Kerguélen	
9463	Kerhourleau	Kerhourléau	
9468	Kernevez	Kernévèz	
9471	Landrezeoc	Landrézéoc	
9475	Pen ar Guear	Pen ar Guéar	
9477	Pont Here	Pont Héré	
9481	Tremobian	Trémobian	
9491	Bramoulle	Bramoullé	
9494	Castel Al Lez	Castel Al Léz	
9495	Cleguer (Le)	Cléguer (Le)	
9498	Corn ar Here	Corn ar Héré	
9510	Guelequear	Guéléquéar	
9517	Kerbrezant	Kerbrézant	
9529	Kerleach	Kerléach	
9533	Kermenec	Kerménéc	
9534	Kernevez	Kernévèz	
9537	Kervedennic	Kervédennic	
9538	Kervelere	Kervéléré	
9539	Kervenaouen	Kervénaouen	
9540	Kerveogant	Kervéogant	
9541	Kervezel	Kervézel	
9542	Kervezennec	Kervézennec	
9547	Landevet (- / bihan)	Landévet (- / bihan)	
9552	Levedern	Lévédern	
9554	Lizoure	Lizouré	
9555	Mean Baraok	Méan Baraok	
9556	Menez Castel Coz	Ménès Castel Coz	
9559	Mez ar Seiller	Mèz ar Seiller	
9560	Nodeven	Nodéven	
9562	Pen ar Guear	Pen ar Guéar	
9563	Pencreach	Pencréach	
9573	Ravelin	Ravélin	
9582	Treouron	Tréouron	
9583	Trimean	Triméan	
9597	Creac’h Suillec	Créac'h Suillec	
9626	Menez ar Groas	Ménèz ar Groas	
9629	Mez Clos Edern	Mès Clos Edern	
9651	Bodevintin	Bodévintin	
9652	Bodrezal	Bodrézal	
9661	Coatevez	Coatévèz	
9662	Coatiez	Coatièz	
9670	Enezen Raden	Enézen Raden	
9671	Esperance (L’)	Espérance (L')	
9672	Glugeau (Le)	Glugéau (Le)	
9675	Gorre Hanvec	Gorré Hanvec	
9676	Gorre Menez	Gorré Ménez	
9678	Guerbedou	Guerbédou	
9679	Guerledan	Guerlédan	
9683	Kerangueven	Keranguéven	
9687	Kerere	Keréré	
9692	Kerherve	Kerhervé	
9699	Kernevez	Kernévez	
9702	Keronezou	Keronézou	
9707	Kervezennec	Kervézennec	
9710	Kervoutez	Kervoutèz	
9714	Lesvenez	Lesvénez	
9716	Menez Meur	Ménez Meur	
9723	Moulin de Bodrezal	Moulin de Bodrézal	
9725	Moulin de Kergaer	Moulin de Kergaër	
9734	Pennahoat ar Gorre	Pennahoat ar Gorré	
9738	Pennavern ar Gorre	Pennavern ar Gorré	
9743	Pors Nedelec	Pors Nédélec	
9752	Reundrez	Reundrèz	
9753	Reundrez ar Hoat	Reundrèz ar Hoat	
9756	Rosagloet	Rosagloët	
9763	Ties Névez	Tiès Névez	
9767	Troeoc	Troéoc	
9770	Ty Lae Keronezou	Ty Laë Keronézou	
9841	Goachenevel	Goachénével	
9842	Goas an Heder	Goas an Héder	
9845	Goasquelen	Goasquélen	
9847	Heder (Le)	Héder (Le)	
9848	Hembreis (Le)	Hembréis (Le)	
9853	Kerandrez	Kerandrèz	
9857	Kerelec	Kerélec	
9858	Kerever	Keréver	
9860	Kergoules	Kergoulès	
9873	Kerveguen	Kervéguen	
9877	Keryenevet	Keryénévet	
9879	Lanielec	Laniélec	
9882	Lezireur	Lézireur	
9884	Menec (Le)	Ménec (Le)	
9885	Mez ar Groas	Méz ar Groas	
9888	Parc A Barres	Parc A Barrès	
9889	Pen an Allee	Pen an Allée	
9890	Pen an Heder	Pen an Héder	
9892	Pen ar Guear	Pen ar Guéar	
9894	Pennaneach	Pennanéach	
9896	Plegoubert	Plégoubert	
9905	Salventez	Salventèz	
9931	Moulin de Lezireur	Moulin de Lézireur	
9944	Carrieres (Les)	Carrières (Les)	
9948	Denes	Dénès	
9950	Elleouet	Elléouet	
9953	Goas ar Menez	Goas ar Ménez	
9956	Guernevez	Guernévez	
9957	Guerveguen	Guervéguen	
9964	Kerascoet	Kerascoët	
9967	Kerdreolet	Kerdréolet	
9970	Keroulle	Keroullé	
9973	Kerzespes	Kersespès	
9977	Mariniere (La)	Marinière (La)	
9978	Menez du	Ménez Du	
9979	Menez Lannec	Ménez Lannec	
9983	Moulin Treguier (rue de)	Moulin Tréguier	
9993	Rudevel	Rudével	
9997	Tachen Yeot	Tachen Yéot	
9999	Toulbelory	Toulbélory	
10010	Moulin de Traonnevezec	Moulin de Traonnévézec	
10028	Kernevez	Kernévez	
10033	Leign ar Menez (rue)	Leign ar Ménez	
10036	Menec (Le)	Ménec (Le)	
10037	Menez Bras	Ménez Bras	
10040	Parc ar Meen	Parc ar Méen	
10042	Pen Menez	Pen Ménez	
10044	Poerop	Poërop	
10046	Roche Cintree (La)	Roche Cintrée (La)	
10048	Roz ar Menec	Roz ar Ménec	
10057	Kerseac’h	Kerséac'h	
10062	Aot ar Mean Zoun	Aot ar Méan Zoun	
10065	Bec Seac’h	Bec Séac'h	
10066	Bigolle	Bigollé	
10068	Cleguer	Cléguer	
10069	Creac’h ar Vilin	Créac'h ar Vilin	
10070	Creac’h Bian	Créac'h Bian	
10071	Creac’h Bolloch	Créac'h Bolloch	
10074	Enez Aocun	Enèz Aocun	
10075	Enez ar Prat	Enèz ar Prat	
10076	Enez Glann	Enès Glann	
10077	Enez Treaz	Enèz Tréaz	
10079	Goales	Goalès	
10082	Greve Blanche (La)	Grève Blanche (La)	
10086	Kenecaou	Kénécaou	
10091	Kernevez	Kernévèz	
10095	Nenez	Nénèz	
10107	Pors Rether	Pors Réther	
10114	Radeneyer	Radéneyer	
10121	Theven	Théven	
10123	Venoc	Vénoc	
10172	Goulenez	Goulénèz	
10178	Me Nei	Mé Nei	
10184	Caraes	Caraës	
10188	Creach	Créach	
10199	Gorrekear	Gorrékéar	
10202	Gueral	Guèral	
10208	Kerc’here	Kerc'héré	
10210	Kerere	Keréré	
10223	Kernevez	Kernévèz	
10229	Kervasdoue	Kervasdoué	
10230	Kerveguen	Kervéguen	
10233	Keryegu	Keryégu	
10245	Mezareun	Mézareun	
10246	Nerodine	Nérodine	
10251	Penarguear	Penarguéar	
10262	Poulfeas	Poulféas	
10263	Poulgueguen	Poulguéguen	
10285	Anez Arz	Anèz Arz	
10291	Gorre Ker	Gorré Ker	
10292	Gwele Roc’h	Gwélé Roc'h	
10296	Konti Melen	Konti Mélen	
10301	Maez A Veo	Maez A Véo	
10307	Maez Mean	Maez Méan	
10310	Maez Nehan	Maez Néhan	
10318	Maezou Roelen	Maezou Roëlen	
10323	Porzh ar Roelen	Porzh ar Roëlen	
10326	Roc’h an Drevet	Roc'h an Drévet	
10328	Roelen (Le)	Roëlen (Le)	
10332	Tevenn (Le)	Tévenn (Le)	
10333	Tevenn an Arvor	Tévenn an Arvor	
10334	Tevenn ar Groaz	Tévenn ar Groaz	
10337	Wreok	Wréok	
10346	Teven (Le)	Téven (Le)	
10348	Bodenes	Bodénès	
10352	Carn ar Menez	Carn ar Ménez	
10353	Clecunan	Clécunan	
10356	Compezou	Compézou	
10360	Creac’h Carnel	Créac'h Carnel	
10361	Creac’h Cribin	Créac'h Ribin	
10362	Creac’h Menguy	Créac'h Menguy	
10369	Croix de Traonevezec	Croix de Traonévézec	
10371	Guerledan	Guerlédan	
10376	Guernevez	Guernévez	
10377	Guernevez Locmélar	Guernévez Locmélar	
10383	Kerdales	Kerdalès	
10385	Kerdiles	Kerdilès	
10391	Kernevez Saint Christophe	Kernévez Saint Christophe	
10395	Lesvreach	Lesvréach	
10398	Menez Cleguer	Ménez Cléguer	
10400	Mezavern	Mézavern	
10409	Penferel	Penférel	
10421	Traonnevezec	Traonnévézec	
10422	Ty Avelec	Ty Avélec	
10440	Moulin Clecunan	Moulin Clécunan	
10456	Credo	Crédo	
10461	Guerlach Kefelec	Guerlach Kéfélec	
10464	Keranezet	Keranézet	
10471	Kerizore (- / huella / vian)	Kerizoré (- / huella / vian)	
10472	Kermenez	Kerménez	
10478	Kerveoc	Kervéoc	
10487	Lezarlay	Lézarlay	
10488	Menez Kerivin	Ménez Kerivin	
10489	Menez Loregen	Ménez Lorégen	
10502	Ty Kerjore	Kerjoré	
10514	Bruyeres (Les)	Bruyères (Les)	
10519	Goastecot	Goastécot	
10528	Kerjezequel	Kerjézéquel	
10533	Kernevez	Kernévez	
10537	Klehelvez	Kléhelvez	
10538	Koad ar Seac’h	Koad ar Séac'h	
10544	Minez Clehelvez	Minez Cléhelvez	
10548	Neveit	Névéit	
10554	Quelennec	Quélennec	
10559	Saint Drezouarn	Saint Drézouarn	
10560	Sainte Agnes	Sainte Agnès	
10563	Tregoen	Trégoën	
10566	Creahallen	Créahallen	
10585	Bois du Nevet	Bois du Névet	
10587	Caouet (Le)	Caouët (Le)	
10593	Douarkerne	Douarkerné	
10597	Gorre	Gorré	
10604	Kergoat Nevet	Kergoat Névet	
10607	Kerguenan	Kerguénan	
10609	Kerherve	Kerhervé	
10613	Kerleol	Kerléol	
10618	Kernevet	Kernévet	
10620	Kerroue	Kerroué	
10624	Lanevry	Lanévry	
10625	Lezascoet	Lézascoët	
10627	Loch Lae (lotissement de)	Loch Laë	
10629	Menez Hir	Ménez Hir	
10630	Menez Mescalet	Ménez Mescalet	
10636	Pen Duick Lanevry	Pen Duick Lanévry	
10658	Moulin du Nevet	Moulin du Névet	
10667	Tremauguer	Trémauguer	
10669	Alleguennou	Alléguennou	
10670	Bebel	Bébel	
10674	Castel Mean	Castel Méan	
10678	Creach Gouesnou	Créach Gouesnou	
10679	Creach Pont	Créach Pont	
10680	Cremiou	Crémiou	
10684	Douarnevez	Douarnévèz	
10688	Gorre an Dreff	Gorré an Dreff	
10694	Kerenes	Kerénès	
10696	Kergourves	Kergourvès	
10718	Lezerider	Lézérider	
10723	Mechou Mez an Aod	Méchou Méz an Aod	
10724	Meham	Méham	
10725	Menbreach	Menbréach	
10726	Meneham	Ménéham	
10727	Meneval	Ménéval	
10730	Mezavel	Mézavel	
10738	Pen ar Meas	Pen ar Méas	
10739	Pen Enez	Pen Enèz	
10753	Quelorn	Quélorn	
10754	Ravenach	Ravénach	
10755	Roch Cleguer (bihan / bras)	Roch Cléguer	
10757	Roch Quelennec	Roch Quélennec	
10764	Rumiqueal	Rumiquéal	
10767	Streat Veur	Stréat Veur	
10768	Theven	Théven	
10769	Treas	Tréas	
10770	Treguennoc	Tréguennoc	
10771	Tromelin	Tromélin	
10870	Mechou Bris	Méchou Bris	
10874	Menez Broudin	Ménèz Broudin	
10932	Boteden	Botéden	
10936	Guernevez	Guernévèz	
10945	Kerives	Kerivès	
10950	Lan Beniguet	Lan Béniguet	
10955	Pen ar Guear	Pen ar Guéar	
10960	Prat ar Venec	Prat ar Vénec	
10964	Treverroc	Tréverroc	
10992	Kerameal	Keraméal	
10994	Kerelisabeth	Kerélisabeth	
10999	Kerleo (- / vian)	Kerléo (- / vian)	
11000	Kernevez	Kernévèz	
11002	Kervedennic	Kervédennic	
11014	Trezel	Trézel	
11026	Guevroc	Guévroc	
11028	Keradenec	Keradénec	
11031	Kergarantez	Kergarantèz	
11032	Kergreach	Kergréach	
11044	Odebleis	Odébleis	
11045	Odeveur	Odéveur	
11046	Pen ar Creach	Pen ar Créach	
11062	Cosglouet	Cosglouët	
11087	Kerdeven	Kerdéven	
11089	Kergreven	Kergréven	
11090	Kerjaffres	Kerjaffrès	
11094	Kernevez	Kernévèz	
11097	Kerverez	Kervérèz	
11111	Pennaneach	Pennanéach	
11112	Perennou (Le)	Pérennou (Le)	
11156	Moulin Magueres	Moulin Maguérès	
11167	Allee Verte	Allée Verte	
11171	Cleguer (Le)	Cléguer (Le)	
11172	Cloz Névez	Cloz Névèz	
11173	Creach (- / bras)	Créach (- / bras)	
11174	Creach Gad	Créach Gad	
11176	Gouerou	Gouérou	
11180	Kerbeleyen	Kerbéleyen	
11182	Kerguerezoc	Kerguérézoc	
11189	Kernaeret	Kernaëret	
11195	Pelleoc	Pelléoc	
11196	Pen ar Creach	Pen ar Créach	
11197	Penkear	Penkéar	
11202	Prieure (rue du)	Prieuré	
11215	Mezou Kerlifrin	Mézou Kerlifrin	
11217	Saint Sebastien	Saint Sébastien	
11218	Ty Névez	Ty Névèz	
11225	Gorreminihy	Gorréminihy	
11227	Ker Andre	Ker André	
11228	Kerarc’halvez	Kerarc'halvèz	
11229	Kerarvenoc	Kerarvénoc	
11242	Kerleac’h	Kerléac'h	
11243	Kerlosvezan	Kerlosvézan	
11247	Kerreter	Kerréter	
11256	Pen an Teven	Pen an Téven	
11257	Pen ar Guear	Pen ar Guéar	
11259	Penarcreac’h	Penarcréac'h	
11261	Pont Goel Yan	Pont Goël Yan	
11265	Stereden Vor	Stéréden Vor	
11266	Strejou	Stréjou	
11267	Ty an Heol	Ty an Héol	
11269	Ty Névez	Ty Névèz	
11314	Boteden	Botéden	
11315	Breheunien (bihan / bras)	Bréheunien (bihan / bras)	
11316	Chateauneuf	Châteauneuf	
11318	Croas ar C’here	Croas ar C'héré	
11323	Keredon	Kerédon	
11324	Kerneaval	Kernéaval	
11325	Kernevez	Kernévèz	
11339	Penarguear	Penarguéar	
11364	Kantrezog	Kantrézog	
11366	Chateau de Lascamps	Château de Lascamps	
11374	Gebog (Ar)	Gébog (Ar)	
11378	Kerargevet	Kerargévet	
11382	Kerdreaz (vian)	Kerdréaz (vian)	
11383	Kerenog	Kerénog	
11395	Kernevez	Kernévèz	
11398	Kerveleien	Kervéleien	
11401	Kervesperen	Kervespéren	
11404	Kervire	Kerviré	
11406	Kerzene	Kerzéné	
11413	Kroaz Anez	Kroas Anèz	
11420	Mean (Ar)	Méan (Ar)	
11421	Mechou Aodren	Méchou Aodren	
11422	Menez ar Godez	Ménèz at Godèz	
11423	Mezedern	Mézédern	
11430	Penn ar C’hreac’h Brouennou	Penn ar C'hréac'h Brouennou	
11431	Pen ar Creach Saint Antoine	Pen ar Créach Saint Antoine	
11432	Penn ar Gear	Penn ar Géar	
11434	Penn Enez	Penn Enèz	
11445	Presbytere	Presbytère	
11446	Rannveret	Rannvéret	
11453	Stread Glaz	Stréad Glaz	
11454	Streat Gragnoc	Stréat Gragnoc	
11455	Toull Treaz	Toull Tréaz	
11458	Traon Gouez	Traon Gouëz	
11461	Tromenec	Troménec	
11475	Kerdavezan	Kerdavézan	
11493	Creac’h Gueguen	Créac'h Guéguen	
11494	Creac’houalch	Créac'houalch	
11502	Gorreker	Gorréker	
11528	Kernevez ar C’hoat	Kernévez ar C'hoat	
11533	Kerroue	Kerroué	
11536	Kerveguen	Kervéguen	
11540	Kervoen	Kervoën	
11545	Lein ar Menez	Lein ar Ménez	
11550	Melle Gledig	Melle Glédig	
11552	Menez Banal	Ménez Banal	
11556	Neveit	Névéit	
11558	Park Menez (cité de)	Park Ménez	
11561	Penity Raoul	Pénity Raoul	
11562	Penity Saint Laurent	Pénity Saint Laurent	
11566	Pennaneac’h	Pennanéac'h	
11570	Pont Scoaec	Pont Scoaëc	
11575	Pusilierou	Pusiliérou	
11580	Restines	Restinès	
11585	Roz Quelen	Roz Quélen	
11589	Treolfen	Tréolfen	
11614	Belerit	Bélérit	
11617	Creach Corcuff	Créach Corcuff	
11621	Goasaleguen	Goasaléguen	
11622	Gorre Beuzit	Gorré Beuzit	
11623	Goulheo	Goulhéo	
11630	Keraneost	Keranéost	
11635	Kerguelen	Kerguélen	
11638	Kerlezerien	Kerlézérien	
11640	Kermap ar Folles	Kermap an Follès	
11641	Kermalvezan	Kermalvézan	
11644	Kernevez	Kernévèz	
11646	Kerseoc’h	Kerséoc'h	
11656	Penguelen	Penguélen	
11659	Pors ar Glouet	Pors ar Glouët	
11660	Pors Mahe	Pors Mahé	
11663	Presbytere (Le)	Presbytère (Le)	
11669	Tremaria	Trémaria	
11688	Abbaye Saint Guenole	Abbaye Saint Guénolé	
11691	Belvedere (Le)	Belvédère (Le)	
11694	Fiezen (Le)	Fiézen (Le)	
11695	Foret (La)	Forêt (La)	
11696	Gorrequer	Gorréquer	
11699	Kerberon	Kerbéron	
11701	Kerdiles	Kerdilès	
11705	Kerveleyen	Kervéleyen	
11715	Roz Kerberon	Roz Kerbéron	
11740	Boderiou	Bodériou	
11744	Coat Mez	Coat Méz	
11757	Guear Goz	Guéar Goz	
11758	Guelevarc’h	Guélévarc'h	
11759	Guernevez	Guernévèz	
11762	Kergalvezoc	Kergalvézoc	
11767	Kermazeas	Kermazéas	
11768	Kerneguez	Kernéguèz	
11780	Kreach Kelen	Kréach Kelen	
11782	Lestrevignon	Lestrévignon	
11783	Mechou (Le)	Méchou (Le)	
11784	Messiou ar Guerent	Messiou ar Guérent	
11786	Metairie (La)	Métairie (La)	
11788	Moulin aux Pretres	Moulin aux Prêtres	
11795	Pont de Corezer	Pont de Corézer	
11798	Pouldrez	Pouldrèz	
11803	Saint Guenal (rue)	Saint Guénal	
11804	Streat ar Coz (venelle de)	Stréat ar Coz	
11805	Streat ar Veur (rue du)	Stréat ar Veur	
11807	Tiez Névez	Tièz Névèz	
11834	Douric ar Gueben	Douric ar Guében	
11838	Gouelic	Gouélic	
11839	Guelennec	Guélennec	
11840	Guernevez (vian)	Guernévez (vian)	
11843	Ker Heol	Ker Héol	
11846	Kerdalae	Kerdalaë	
11850	Kerguelegan	Kerguélégan	
11851	Kerherve	Kerhervé	
11853	Kerlegan	Kerlégan	
11857	Kerneon	Kernéon	
11858	Kersale	Kersalé	
11859	Kertiles	Kertilès	
11861	Kerveguen	Kervéguen	
11862	Kervez	Kervèz	
11865	Kervouelet	Kervouélet	
11873	Louedec	Louédec	
11875	Mene (cité du)	Méné	
11876	Menez (Ar)	Ménez (Ar)	
11877	Menez Bihan	Ménez Bihan	
11878	Menez Guilvit	Ménez Guilvit	
11879	Menez Kerlegan	Ménez Kerlégan	
11880	Menez Meur	Ménez Meur	
11881	Menez Ruguel	Ménez Ruguel	
11885	Moulin de Kerrefren	Moulin de Kerréfren	
11888	Moulin de Pont Queau	Moulin de Pont Quéau	
11902	Pont Queau	Pont Quéau	
11933	Ty Névez Kerherve	Ty Névez Kerhervé	
11939	Ty Névez Louedec	Ty Névez Louédec	
11946	Vieux Chene	Vieux Chêne	
11959	Lezoudevez	Lésoudévèz	
11960	Menez Keryout	Keryout	
11969	Becharles	Bécharles	
11972	Cosqueric	Cosquéric	
11973	Creac’h Calliec	Créac'h Calliec	
11975	Gorlez	Gorlèz	
11976	Gouzeven	Gouzéven	
11977	Guernevez	Guernévez	
11981	Kergaleden	Kergaléden	
11982	Kerganiez	Kerganièz	
11984	Kergouelou	Kergouélou	
12004	Kerveal	Kervéal	
12005	Kerveguen	Kervéguen	
12010	Moulin de Tremarec	Moulin de Trémarec	
12013	Pennaneach	Pennanéach	
12016	Pont ar Helec	Pont ar Hélec	
12022	Rosquille	Rosquillé	
12026	Stang Gouzeven	Stang Gouzéven	
12029	Tremarec	Trémarec	
12030	Trevidic	Trévidic	
12032	Ty Névez Kerganiez	Ty Névez Kerganièz	
12036	Vouelec	Vouélec	
12040	Breneol	Brénéol	
12047	Guernevez	Guernévez	
12059	Kerberennes	Kerbérennès	
12064	Kerdreach	Kerdréach	
12065	Kerenal	Kerénal	
12076	Kerlever	Kerléver	
12080	Kerneostic	Kernéostic	
12088	Kervelaouet	Kervélaouet	
12090	Kerveor	Kervéor	
12091	Kerveret (- / vian)	Kervéret (- / vian)	
12095	Keryere	Keryéré	
12099	Lesvoe	Lesvoé	
12100	Menez Huella	Ménez Huella	
12101	Menez Queldren	Ménez Queldren	
12102	Menez Rospoas	Ménez Rospoas	
12109	Pen Alle	Pen Allé	
12112	Pont Cleguer	Pont Cléguer	
12123	Veloury	Véloury	
12131	Menez Bihan	Ménez Bian	
12140	Bediez	Bédièz	
12143	Creac’h	Créac'h	
12144	Creach Gouriou	Créach Gouriou	
12145	Croaz Al Laerez	Croas Al Laérèz	
12147	Gorrekear	Gorrékéar	
12153	Kerhouezel	Kerhouézel	
12156	Kerlaeroun	Kerlaéroun	
12158	Kerleo	Kerléo	
12159	Kernezoc	Kernézoc	
12163	Kerveleoc	Kervéléoc	
12164	Kerveon	Kervéon	
12171	Lanhalles	Lanhallès	
12175	Mez Lan (route de)	Méz Lan	
12180	Pen ar Pave (chemin de)	Pen ar Pavé	
12183	Penkear	Penkéar	
12191	Prat Kerguerioc	Prat Kerguérioc	
12199	Streat Doun	Stréat Doun	
12203	Tremazan	Trémazan	
12204	Tromenec	Troménec	
12233	Prat Kernezoc	Prat Kernézoc	
12238	Streat Lann	Stréat Lann	
12239	Treas Gwen	Tréas Gwen	
12255	Dirienne	Dirienné	
12266	Kerdanne	Kerdanné	
12267	Keredern	Kerédern	
12268	Kerfaen	Kerfaën	
12281	Kervalaen	Kervalaën	
12287	Leure (Le)	Leuré (Le)	
12289	Menez Vras	Ménez Vras	
12293	Moulin de Kernevez	Moulin de Kernévez	
12300	Pen Meo	Pen Méo	
12302	Perente (- / bihan)	Pérenté (- / bihan)	
12310	Stang Levenez	Stang Lévénez	
12343	Kernevez	Kernévèz	
12344	Kernevez Boudic	Kernévèz Boudic	
12346	Keromnes	Keromnès	
12347	Kerradenoc	Kerradénoc	
12348	Kerveguen ar Groas	Kervéguen ar Groas	
12358	Mescouez	Mescouéz	
12360	Mezanstourm	Mézanstourm	
12365	Pen ar Creac’h (bihan / vras)	Pen ar Créac'h (bihan / vras)	
12366	Pen ar Guear	Pen ar Guéar	
12369	Pontealet	Pontéalet	
12370	Porleach	Porléach	
12372	Pors Névez	Pors Névèz	
12377	Rulea	Ruléa	
12381	Trefalegan	Tréfalégan	
12382	Trefalegan Didreux	Tréfalégan Didreux	
12397	Cleguer (Le)	Cléguer (Le)	
12398	Corn ar Mezou	Corn ar Mézou	
12400	Creach Speliet	Créach Speliet	
12402	Gouer Bian	Gouèr Bian	
12408	Kerdrevor	Kerdrévor	
12409	Kerean	Keréan	
12415	Kernaeret	Kernaëret	
12416	Kerneac’h	Kernéac'h	
12419	Kerouerman	Kerouèrman	
12422	Kervazgouezant	Kervazgouézant	
12423	Kervrezol	Kervrézol	
12424	Kerzeoc	Kerzéoc	
12425	Kerzeven	Kerzéven	
12427	Mezancou	Mézancou	
12428	Mez Gourmelon	Méz Gourmelon	
12429	Mezivinou	Mézivinou	
12430	Mezou Kerzeven	Mézou Kerzéven	
12431	Mezou Roz	Mézou Roz	
12435	Pors Névez	Pors Névèz	
12444	Streat an Aber	Stréat an Aber	
12451	Coateosen	Coatéosen	
12455	Teven Stolvarch	Téven Stolvarch	
12459	Beausejour	Beauséjour	
12460	Boiseon (Le)	Boiséon	
12463	Chevrel	Chevrel	
12464	Cleon	Cléon	
12473	Cravelen	Cravélen	
12474	Creach Herve	Créach Hervé	
12476	Creis an Allee	Creis an Allée	
12483	Gueronvel	Guèronvel	
12484	Helles	Hellés	
12490	Keranfoulerien	Keranfoulérien	
12498	Kerelle	Kerellé	
12506	Kerherve	Kerhervé	
12511	Kerlaeron	Kerlaéron	
12515	Kermelar	Kermélar	
12519	Kernaoueder	Kernaouéder	
12520	Kernevez	Kernévez	
12521	Kernevez Kernitron	Kernévez Kernitron	
