article_id,vedette,localisationco,insee_code,id,old-id,label,definition_typologie,definition_localisation,insee,method_dicotopo,localisationde,dpt_code,canton_code,method,reference
PO7-04043,Vernosc,none,07337,P04699126,DT07-15736,Vert,lac,commune de Vernosc,07337,communes_fuzzy,,,,,
PO7-04044,Vernoux,none,07338,P05110666,DT07-14511,Sintranoux,hameau,commune de Vernoux,07338,communes_fuzzy,,,,,
PO7-04044,Vernoux,none,07338,P33011399,DT07-08369,Lioux,hameau,commune de Vernoux,07338,communes_fuzzy,,,,,
PO7-04044,Vernoux,none,07338,P09412408,DT07-15709,Vernet,hameau,commune de Vernoux,07338,communes_fuzzy,,,,,
PO7-04044,Vernoux,none,07338,P44763817,DT07-01190,Beraudoux,hameau,commune de Vernoux,07338,communes_fuzzy,,,,,
PO7-04044,Vernoux,none,07338,P62154370,DT07-08926,Marsanoux,hameau et ruisseau,commune de Vernoux,07338,communes_fuzzy,,,,,
PO7-04044,Vernoux,none,07338,P75881077,DT07-03531,Chateauneuf Vernoux,commune,canton de Vernoux,07338,communes_fuzzy,,,,,
PO7-04044,Vernoux,none,07338,P88784696,DT07-13613,Julien Roux,commune,canton de Vernoux,07338,communes_fuzzy,,,,,
PO7-04044,Vernoux,none,07338,P74483535,DT07-12296,Ranc Joux,mas,commune de Vernoux,07338,communes_fuzzy,,,,,
PO7-04044,Vernoux,none,07338,P89948403,DT07-07816,Joux,mas,commune de Vernoux,07338,communes_fuzzy,,,,,
PO7-04045,Veronne,none,26371,P60768094,DT26-10867,Serre,ferme,commune de Véronne,26371,communes_fuzzy,,,,,
PO7-04047,Verrens Arvey,none,73312,,,,,,,nulle,Savoie,73,Grésy-sur-Isère,dpt_exact,     Verrens Arvey     Savoie     con de Grésy sur Isère       Verrenum  eccl   249 b    
PO7-04049,Vers,none,74296,,,,,,,nulle,Haute-Savoie,74,Saint-Julien-en-Genevois,dpt_exact,     Vers     Haute Savoie     con de Saint Julien en Genevois       Vee  cura  353 l      Ver  capellanus  311 c  327 a  cura  355 c  curatus  344 h  348 f    
PO7-04050,Vers,none,39554,,,,,,,nulle,Jura,39,Champagnole,dpt_exact,     Vers en Montagne     Jura     con de Champagnole       Ver  eccl   27 g      Vers  capellanus  44 b  eccl   65 a  75 e    
PO7-04052,Versonnex,none,01435,,,,,,,nulle,Ain,01,Ferney-Voltaire,dpt_exact,     Versonnex     Ain     con de Ferney Voltaire       Verseney  capellanus  308 g      Versonay  capellanus  332 g  cura  356 a  curatus  336 d    
PO7-04053,Versonnex,none,74297,,,,,,,nulle,Haute-Savoie,74,Rumilly,dpt_exact,     Versonnex     Haute Savoie     con de Rumilly       Versonay  capellanus  307 c  325 f  cura  356 f  curatus  340 e    
PO7-04054,Versoud,none,38538,,,,,,,nulle,Isère,38,Domène,dpt_exact,     Versoud  le      Isère     con de Domène       Versatorium  capellanus  388 c  394 d  eccl   373 f    
PO7-04055,Vers Sellieres,none,39555,,,,,,,nulle,Jura,39,Sellières,dpt_exact,     Vers sous Sellières     Jura     con de Sellières       Vers  eccl   17 a      Veyum  eccl   78 a b      Wers  capellanus  45 d    
PO7-04056,Vert,Vinay,38559,,,,,,,nulle,Isère,38,Vinay,dpt_exact,     Vert     Isère     con de Vinay     cne de Vinay       Vers  Sanctus Clemens  eccl   399 c      Verz  eccl   367 a    
PO7-04057,Verthemex,none,73313,,,,,,,nulle,Savoie,73,Yenne,dpt_exact,     Verthemex     Savoie     con d Yenne       Vertemex  Sanctus Anthonius  238 e    
PO7-04058,Vesc,none,26373,P02200567,DT26-02920,Col Vese,hameau,commune de Vesc,26373,communes_fuzzy,,,,,
PO7-04059,Vesigneux,Amathay-Vésigneux,25016,,,,,,,nulle,Doubs,25,Ornans,dpt_exact,     Vésigneux     Doubs     con d Ornans     cne d Amathay Vésigneux       Vésigneux  cure  eccl   100 d      Visigneulz  capellanus  63 e    
PO7-04060,Vesoul,none,70550,,,,,,,nulle,Haute-Saône,70,none,dpt_exact,     Vesoul     Haute Saône       Marteretum  d   21 e  prior  89 a  91 a b      Martheroy  prior  55 a      Vesoul  eccl   91 f    
PO7-04061,Vesseaux,none,07339,P16691711,DT07-01626,Vieux,mas,commune de Vesseaux,07339,communes_fuzzy,,,,,
PO7-04062,Vetraz,Vetraz-Monthoux,74298,,,,,,,nulle,Haute-Savoie,74,Annemasse,dpt_fuzzy,     Vetraz     Haute Savoie     con d Annemasse     cne de Vetraz Monthoux       Vitra  cura  356 b      Vitraz  capellanus  309 f  328 a  curatus  338 d    
PO7-04064,Veurey,none,38540,,,,,,,nulle,Isère,38,Sassenage,dpt_fuzzy,     Veurey     Isère     con de Sassenage       Verey  prior  397 e      Vorei  capella  375 e      Voreium  eccl   375 d      Vorey  prior  386 b      Voroi  eccl   378 e    
PO7-04067,Veyras,none,07340,P58582368,DT07-03140,Chaneyras,hameau,commune de Veyras,07340,communes_fuzzy,,,,,
PO7-04069,Veyrier Lac,none,74299,,,,,,,nulle,Haute-Savoie,74,Annecy,dpt_exact,     Veyrier du Lac     Haute Savoie     con d Annecy       Veyrie  capellanus  323 c      Veyrier  cura  352 k  355 e      Voyrie  curatus  348 c      Voyries  curatus  342 a    
PO7-04070,Veyrines,Saint-Symphorien-de-Mahun,07299,P61165480,DT07-15775,Veyrines,hameau,commune de Saint-Symphorien-de-Mahun,07299,localisationco_exact,,,,,
PO7-04071,Veyrins,none,38541,,,,,,,nulle,Isère,38,Morestel,dpt_fuzzy,     Veyrins     Isère     con de Morestel       Veirin  Sanctus Joannes  240 a    
PO7-04072,Veyssilieu,none,38542,,,,,,,nulle,Isère,38,Crémieu,dpt_exact,     Veyssilieu     Isère     con de Crémieu       Vassilheu  capellanus  293 b      Veyssies  capellanus  285 g    
PO7-04073,Veze,none,25611,,,,,,,nulle,Doubs,25,Besançon,dpt_exact,     Vèze  la      Doubs     con de Besançon       Vesya  eccl   70 a    
PO7-04074,Vezelois,none,90104,P15452250,DT68-06185,Rechelot,,commune de Vézelois,90104,communes_fuzzy,,,,,
PO7-04075,Vezeronce,none,38543,,,,,,,nulle,Isère,38,Morestel,dpt_fuzzy,     Vézeronce     Isère     con de Morestel       Veserancia  capellanus  285 h  prior  291 b      Veserencia  prior  274 a    
PO7-04076,Vezet,none,70551,,,,,,,nulle,Haute-Saône,70,Fresne-Saint-Mamès,dpt_exact,     Vezet     Haute Saône     con de Fresne Saint Mamès       Veset  capellanus  51 d  eccl   19 h  84 f    
PO7-04082,Vieilley,none,25612,,,,,,,nulle,Doubs,25,Marchaux,dpt_exact,     Vieilley     Doubs     con de Marchaux       Veilley  capellanus  39 g  eccl   3 c      Vielley  eccl   71 a      Villey  eccl   14 e    
PO7-04083,Vielprat,none,43263,,,,,,,nulle,Haute-Loire,43,Pradelles,dpt_exact,     Vielprat     Haute Loire     con de Pradelles       Vetus Pratum  455 a  eccl   448 a    
PO7-04084,Vielverge,none,21680,,,,,,,nulle,Côte-d’Or,none,Pontailler-sur-Saône,nodpt_fuzzy,     Vielverge     Côte d Or     con de Pontailler sur Saône       Veteres Virgie  capellanus  50 b  eccl   84 a      Viez Verges  eccl   19 d    
PO7-04085,Vienne,none,38544,,,,,,,nulle,Isère,38,none,dpt_exact,     Vienne     Isère       Vienna  archiepiscopus  297 e  Arpum  capellanus  273 a  Beata Maria de Ultra Geria  capellanus  273 a  cabiscolus  289 a  cancellarius  289 a  canonici  271 273  289 a  capitulum  273 a  289 a  299 c  collector  317 c  decanus  273 a  289 a  387 e  diocèse  271 468  refectorarius  273 a  Sancta Maria Vetus  capellanus  273 a  Sanctus Andreas Monachorum seu Viennensis  abbas  271 a  289 b  Sanctus Andreas Monialium  abbatissa  271 a  289 a  Sanctus Ferreolus  abbas  289 a  capellanus  273 a  Sanctus Georgius  capellanus  273 a  Sanctus Justus  prior  283 a  Sanctus Laurentius  capellanus  273 a  Sanctus Martinus  prior  272 a  289 a  Sanctus Petrus foris portam Viennensem  abbas  271 a  289 a  camerarius  272 a  infirmarius  272 a  sacrista  272 a  Sanctus Petrus inter Judeos  capellanus  273 a  Sanctus Petrus inter vineas  capellanus  273 a  Sanctus Severus  rector  273 a  289 a    
PO7-04086,Vieu,none,01442,,,,,,,nulle,Ain,01,Champagne,dpt_exact,     Vieu     Ain     con de Champagne       Viu  capellanus  307 e      Vius  curatus  337 g      Viuz  cura  358 a      Vyu  prior  326 c    
PO7-04087,Vieugy,none,74268,,,,,,,nulle,Haute-Savoie,74,Annecy,dpt_fuzzy,     Vieugy     Haute Savoie     con d Annecy       Biongie  cura  360 c      Veigie  capellanus  324 b      Veugiez  capellanus  313 g      Veygie  curatus  342 e    
PO7-04088,Vieux Ferrette,none,68347,,,,,,,nulle,Haut-Rhin,68,Ferrette,dpt_exact,     Vieux Ferrette  en all  Alt Pfirt     Haut Rhin     con de Ferrette       Altenpfirt  221 g    
PO7-04089,Vif,none,38545,,,,,,,nulle,Isère,38,none,dpt_exact,     Vif     Isère     arr  de Grenoble       Viv  monachi  379 a  Sancta Maria  eccl   374 f  Sanctus Johannes  eccl   374 f      Vivum  capellanus  384 d  397 g  prior  386 e  397 d    
PO7-04090,Vigneaux,Chalancon,26067,P72140531,DT26-12254,Vignaux,quartier et hameau,commune de Chalancon,26067,localisationco_fuzzy,,,,,
PO7-04091,Vignieu,none,38546,,,,,,,nulle,Isère,38,la Tour-du-Pin,dpt_exact,     Vignieu     Isère     con de la Tour du Pin       Vinays  capellanus  285 a      Vigneu  capellanus  274 e  283 a  292 b    
PO7-04095,Villarambert,none,73318,,,,,,,nulle,Savoie,73,Saint-Jean-de-Maurienne,dpt_fuzzy,     Villarambert     Savoie     con de Saint Jean de Maurienne       Villaris Raymberti  capellanus  460 a      Villarium Ramberti  466 f    
PO7-04096,Villard,none,74301,,,,,,,nulle,Haute-Savoie,74,Boëge,dpt_exact,     Villard     Haute Savoie     con de Boëge       Vilarium  capellanus  318 a      Vilarium in Boegio  capellanus  330 d      Vilarium supra Boegio  capellanus  310 g      Villaria  curatus  338 g  349 f      Villarium  cura  351 c      Villarium prope Boegium  cura  354 c    
PO7-04098,Villard Benoit,Pontcharra,38314,,,,,,,nulle,Isère,38,Goncelin,dpt_exact,     Villard Benoît     Isère     con de Goncelin     cne de Pontcharra       Vilar Benedictum  eccl   374 c  prior  384 d  prioratus  384 d  sacrista  384 d  vestiarius  384 d      Villare Benedicti  prior  392 a    
PO7-04099,Villard Bonnot,none,38547,,,,,,,nulle,Isère,38,Domène,dpt_exact,     Villard Bonnot     Isère     con de Domène       Vilar Bonold  Bonodi  capellanus  394 d  eccl   373 f      Vilarium Rendu  capellanus  382 a    
PO7-04100,Villar Arene,none,05181,P07357490,DT05-06657,Plat Agneaux,glacier,commune du Villard-d'Arène,05181,communes_fuzzy,,,,,
PO7-04100,Villar Arene,none,05181,P92888732,DT05-08579,Serre Arsine,écart,commune du Villard-d'Arène,05181,communes_fuzzy,,,,,
PO7-04101,Villard Lens,none,38548,,,,,,,nulle,Isère,38,none,dpt_fuzzy,     Villard de Lens     Isère     arr  de Grenoble       Vilar  eccl   375 b      Vilarium  capellanus  390 a      Villar Lancii  Sanctus Bonetus  eccl   400 a    
PO7-04102,Villard Hery,none,73314,,,,,,,nulle,Savoie,73,Montmélian,dpt_fuzzy,     Villard d Héry     Savoie     con de Montmélian       Villarium Aruis  curatus  467 d      Villarium Eruys  capellanus  461 g    
PO7-04103,Villard Leger,none,73315,,,,,,,nulle,Savoie,73,Chamoux,dpt_exact,     Villard Léger     Savoie     con de Chamoux       Vilarium Liger  capellanus  461 e      Villare Largerii  prebenda  465 c      Villarium Largerii  curatus  467 d    
PO7-04104,Villard Notre Dame,none,38549,,,,,,,nulle,Isère,38,Bourg-d’Oisans,dpt_exact,     Villard Notre Dame     Isère     con du Bourg d Oisans       Vilar Aimon  eccl   372 a      Vilar Aymonis  capellanus  393 b      Vilarium  Villarium Aymonis  capellanus  381 a    
PO7-04105,Villard Reculas,none,38550,,,,,,,nulle,Isère,38,Bourg-d’Oisans,dpt_exact,     Villard Reculas     Isère     con du Bourg d Oisans     Vilarium Recula  capellanus  388 a    
PO7-04106,Villard Christophe,none,38552,,,,,,,nulle,Isère,38,la Mure,dpt_exact,     Villard Saint Christophe     Isère     con de la Mure       Sanctus Christoforus del Vilar  eccl   372 e      Villarium Sancti Christofori  capellanus  381 e    
PO7-04107,Villard Sallet,none,73316,,,,,,,nulle,Savoie,73,la Rochette,dpt_exact,     Villard Sallet     Savoie     con de la Rochette       Vilarium Salet  capellanus  463 b  prioratus  461 f      Villarium Salete  Saleti  curatus  468 a  prior  465 f    
PO7-04108,Villard Doron,none,73317,,,,,,,nulle,Savoie,73,Beaufort,dpt_exact,     Villard sur Doron     Savoie     con de Beaufort       Villars  eccl   248 i    
PO7-04110,Villaret,Montgirod,73169,,,,,,,nulle,Savoie,73,Aime,dpt_exact,     Villaret     Savoie     con d Aime     cne de Montgirod       Villaretum  eccl   248 a    
PO7-04112,Villargerel,none,73003,,,,,,,nulle,Savoie,73,Moûtiers,dpt_fuzzy,     Villargerel     Savoie     con de Moûtiers       Villare Girolli  eccl   248 g    
PO7-04113,Villargondran,none,73320,,,,,,,nulle,Savoie,73,Saint-Jean-de-Maurienne,dpt_exact,     Villargondran     Savoie     con de Saint Jean de Maurienne       Villarium Gondrant  capellanus  460 b  curatus  466 e    
PO7-04114,Villaroger,none,73323,,,,,,,nulle,Savoie,73,Bourg-Saint-Maurice,dpt_exact,     Villaroger     Savoie     con de Bourg Saint Maurice       Villarium Orgerii  eccl   247 a    
PO7-04115,Villaroux,none,73324,,,,,,,nulle,Savoie,73,Montmélian,dpt_exact,     Villaroux     Savoie     con de Montmélian       Vilar Radulfi  eccl   374 d      Villaris Rodulphi  Sanctus Petrus  eccl   399 c    
PO7-04116,Villars Pautel,none,70554,,,,,,,nulle,Haute-Saône,70,Jussey,dpt_exact,     Villars le Pautel     Haute Saône     con de Jussey       Villarium le Patez  capellanus  54 f    
PO7-04117,Villars Blamont,none,25615,,,,,,,nulle,Doubs,25,Hérimoncourt,dpt_exact,     Villars lès Blamont     Doubs     con d Hérimoncourt       Vilarium  eccl   34 d      Villarium subtus Montem  capellanus  58 c      Villers doiz Blammont  eccl   93 d    
PO7-04119,Villars Georges,none,25616,,,,,,,nulle,Doubs,25,Boussières,dpt_exact,     Villars Saint Georges     Doubs     con de Boussières       Villarium Sancti Georgii  capellanus  39 b  eccl   65 a      Villarium  eccl   70 a    
PO7-04120,Villars Marcellin,none,52060,P51846381,DT52-04068,Villars Marcellin,,canton de Bourbonne-les-Bains,52060,communes_exact,,,,,
PO7-04121,Villars Ecot,none,25618,,,,,,,nulle,Doubs,25,Pont-de-Roide,dpt_exact,     Villars sous Écot     Doubs     con de Pont de Roide       Villarium subtus Escot  capellanus  61 c      Villers soubz Escot  eccl   96 e    
PO7-04125,Villaz,none,74303,,,,,,,nulle,Haute-Savoie,74,Thorens,dpt_exact,     Villaz     Haute Savoie     con de Thorens       Villa  capellanus  313 b  322 d  curatus  341 c      Villa versus Naves  cura  356 e    
PO7-04127,Ville,Villemoirieu,38554,,,,,,,nulle,Isère,38,Crémieu,dpt_exact,     Ville     Isère     con de Crémieu     cne de Villemoirieu       Villa  capellanus  285 g  293 b    
PO7-04128,Ville,Chezeneuve,38102,,,,,,,nulle,Isère,38,la Verpillière,dpt_fuzzy,     Ville  la      Isère     con de la Verpillière     cne de Chezeneuve       Chesenovevilla  capellanus  292 a    
PO7-04129,Ville Jardins,Monteynard,38254,,,,,,,nulle,Isère,38,la Mure,dpt_exact,     Ville des Jardins  la      Isère     con de la Mure     cne de Monteynard       Jardencum  capellanus  393 h      Jardens  capellanus  381 f    
PO7-04130,Villedieu,none,25619,,,,,,,nulle,Doubs,25,Vercel,dpt_exact,     Villedieu  la      Doubs     con de Vercel       Villa Dei  capellanus  63 f  eccl   30 a  98 d  rector domus  98 c    
PO7-04131,Villedieu Fontenette,none,70555,,,,,,,nulle,Haute-Saône,70,Saulx,dpt_exact,     Villedieu en Fontenette  la      Haute Saône     con de Saulx       Domus Dei prope Conflans  preceptor  85 e      Villa Dei  capellanus  55 b  eccl   28 h  hospitale  89 a  rector  89 a      Villa Dei in Fontenetis  eccl   91 c    
PO7-04132,Ville Sallaz,none,74304,,,,,,,nulle,Haute-Savoie,74,Saint-Geoire,dpt_exact,     Ville en Sallaz     Haute Savoie     con de Saint Geoire       Villa  capellanus  311 h  329 c  curatus  344 b      Villa in Salatio  cura  353 j    
PO7-04133,Ville,none,74305,,,,,,,nulle,Haute-Savoie,74,Annemasse,dpt_exact,     Ville la Grand     Haute Savoie     con d Annemasse       Villa  capellanus  309 e  cura  358 b  curatus  338 d  prior  328 a      Villagrandis  prior  346 c    
PO7-04134,Villeneuve,Saint-Martin-d’Uriage,38422,,,,,,,nulle,Isère,38,Domène,dpt_fuzzy,     Villeneuve     Isère     con de Domène     cne de Saint Martin d Uriage       Villa Nova  eccl   373 c  Sanctus Johannes  capellanus  394 a    
PO7-04136,Villeneuve,Villeneuve-Bellenoye-et-la-Maize,70558,,,,,,,nulle,Haute-Saône,70,Vésoul,dpt_exact,     Villeneuve     Haute Saône     con de Vésoul     cne de Villeneuve Bellenoye et la Maize       Villa Nova  prebenda  4 d  38 a  66 c  72 a  79 e  82 f    
PO7-04137,Villeneuve,none,71578,P05102805,DT71-19891,Vieux Seurre,lieu-dit,commune de La Villeneuve,71578,communes_fuzzy,,,,,
PO7-04139,Villeneuve Bellenoye et Maize,none,70558,,,,,,,nulle,Haute-Saône,70,Vesoul,dpt_exact,     Villeneuve Bellenoye et la Maize     Haute Saône     con de Vesoul       Nova Villa  capellanus  55 b  eccl   33 f      Villeneufve  eccl   91 c    
PO7-04140,Villeneuve Aval,none,39565,,,,,,,nulle,Jura,39,Villers-Farlay,dpt_fuzzy,     Villeneuve d Aval     Jura     con de Villers Farlay       Villanova  capellanus  42 a  eccl   30 f  72 d    
PO7-04141,Villeneuve Berg,none,07341,P60739939,DT07-15060,Tournon Villeneuve,hameau,commune de Villeneuve-de-Berg,07341,communes_fuzzy,,,,,
PO7-04141,Villeneuve Berg,none,07341,P52231406,DT07-13409,Andeol Berg,commune,canton de Villeneuve-de-Berg,07341,communes_fuzzy,,,,,
PO7-04142,Villeneuve Marc,none,38555,,,,,,,nulle,Isère,38,Saint-Jean-de-Bournay,dpt_exact,     Villeneuve de Marc     Isère     con de Saint Jean de Bournay       Villanova  capellanus  282 e  284 b  290 h    
PO7-04143,Villeperdrix,none,26376,P15774144,DT26-12212,Vialle,ruines,commune de Villeperdrix,26376,communes_fuzzy,,,,,
PO7-04144,Villers Buzon,none,25622,,,,,,,nulle,Doubs,25,Audeux,dpt_exact,     Villers Buzon     Doubs     con d Audeux       Vilarium Bosone  eccl   30 c    
PO7-04145,Villersexel,none,70561,,,,,,,nulle,Haute-Saône,70,none,dpt_exact,     Villersexel     Haute Saône     arr  de Lure       Velersesses  eccl   23 e      Vilersessel  eccl   7 c      Villarium Sexel  capellanus  60 f      Villersexel  eccl   96 d f    
PO7-04146,Villers Farlay,none,39569,,,,,,,nulle,Jura,39,Poligny,dpt_exact,     Villers Farlay     Jura     con de Poligny       Vilariumfella  prebenda  4 d      Villar Ferlay  prebenda  69 e      Villarium Fellay  prebenda  37 a      Villarium Ferlay  prebenda  65 e    
PO7-04147,Villers Grelot,none,25624,,,,,,,nulle,Doubs,25,Roulans,dpt_fuzzy,     Villers Grelot     Doubs     con de Roulans       Villarium Sancti Hylarii  prebenda  66 c      Villarium Sancti Ylarii  prebenda  89 d  93 b    
PO7-04148,Villers Combe,none,25625,,,,,,,nulle,Doubs,25,Pierrefontaine,dpt_exact,     Villers la Combe     Doubs     con de Pierrefontaine       Villers la Combe  eccl   98 e    
PO7-04149,Villers,none,39570,,,,,,,nulle,Jura,39,Poligny,dpt_exact,     Villers les Bois     Jura     con de Poligny       Velerliebo  eccl   15 d      Villarium le Bois  eccl   73 d      Villarium Liebois  capellanus  42 c    
PO7-04150,Villers Sec,none,25626,,,,,,,nulle,Doubs,25,Baume-les-Dames,dpt_fuzzy,     Villers le Sec     Doubs     con de Baume les Dames       Villarium Siccum  capellanus  64 b  eccl   24 c      Villers le Sec  eccl   99 d    
PO7-04151,Villers Luxeuil,none,70564,,,,,,,nulle,Haute-Saône,70,Saulx,dpt_exact,     Villers lès Luxeuil     Haute Saône     con de Saulx       Villarium ante Luxovium  capellanus  56 g  eccl   90 b    
PO7-04152,Villers Chalamont,none,25627,,,,,,,nulle,Doubs,25,Levier,dpt_exact,     Villers sous Chalamont     Doubs     con de Levier       Velers retro Chalemonti  eccl   30 a      Villarium subtus Chalamont seu Chalemont  capellanus  62 e  eccl   100 d    
PO7-04153,Villers Montrond,none,25628,,,,,,,nulle,Doubs,25,Ornans,dpt_exact,     Villers sous Montrond     Doubs     con d Ornans       Veler  eccl   14 b      Vilarium subtus Montem  Rotundum   eccl   4 a      Villarium subtus Montron seu Montrond  capellanus  40 f  eccl   65 a  69 g    
