article,output6.xml,DT43.xml
DT43-00399,commune de Fontannes.,commune de Fontanes         .
DT43-00694,commune de Reilhac.,commune de Reillac         .
DT43-01665,commune de Riotord.,commune de Roitord         .
DT43-01767,communes de Roche-en-Régnier et de Saint-Pierre-Duchamp.,communes de Roche-en-Régnier et de Saint-Pierre-du-Champ.
DT43-04996,"communes de Jax, Chavagnac-la-Fayette, Saint-Georges-d’Aurac, Couteuges et Paulhaguet.","communes de Jax, Chavagnac-la-Fayette, Saint-Georges-d'Aurat, Couteuges et Paulhaguet."
DT43-07151,commune de Saint-Christophe-d’Allier.,commune de Saint-Cristophe-d'Allier         .
DT43-07555,communes du Pont-Salomon et de Saint-Ferréol-d’Auroure.,communes du Pont-Salomon et de Saint-Ferréol d'Auroure.
