Article,Vedette,Type vedette,Candidat,INSEE,Définition
DT43-07490,"Riougrand (Le),",affluent,ouest de la Bourange,non,"
affluent de la Loire à l’ouest de la Bourange, sépare les communes de Beaux et de Retournac."
DT43-03548,"Farette (La),",monticule,ouest de la Villette,non,"
monticule à l’ouest de la Villette, commune de Saint-Paul-de-Tartas."
DT43-09059,"Veyron (Le),",ruisseau,ouest de Leyricel,non,"
ruisseau, prend naissance au sud-ouest de Saint-Bonnet-le-Froid, traverse la commune de Saint-Julien-Molhesabate et se joint au Clavas à l’ouest de Leyricel, commune de Dunières."
DT43-05300,"Mandelles (Le),",affluent,ouest de Mandelles,non,"
affluent du Doulon à la 
Vernède
, commune de Saint-Didier-sur-Doulon, prend naissance à l’ouest de Mandelles, commune de Cistrières."
DT43-01403,"Brossette (La),",ruisseau,ouest de Montfaucon,43141,"
ruisseau, affluent du Lignon à la limite des communes de Lapte et de Tence, prend sa source à l’ouest de Montfaucon et traverse la commune de Raucoules."
DT43-07442,"Riboules (Le),",affluent,ouest de Panelier,non,"
affluent du Lignon, à l’ouest de Panelier, commune du Mazet-Saint-Voy."
DT43-05587,"Méjanne (La),",ruisseau,ouest de Plancheresse,non,"
ruisseau, prend naissance à l’ouest de Plancheresse et se jette dans le Javoulx au-dessous du moulin de la Ribeire, commune de Vissac."
DT43-09042,"Vesseyre (La),",ruisseau,ouest de Prassalat,non,"
ruisseau, prend sa source à l’ouest de Prassalat, commune de Roche-en-Régnier et se jette dans la Loire au sud de Flaceleyre, commune de Vorey."
DT43-00111,"Andrable (L’),",ruisseau,ouest du Besset,non,"
ruisseau, affluent de la Loire, près du Vert, prend sa source dans le département de la Loire, entre dans celui de la Haute-Loire à l’ouest du Besset et arrose les communes de Valprivas et Bas."
DT43-07440,"Ribeyroux (Le),",ferme détruite,Peyre,non,"
ferme détruite entre la 
Prade
 et la Peyre, commune de Saint-Front."
DT43-09219,"Virlange (La),",rivière,plateau de la Margeride,non,"
rivière, prend sa source dans le plateau de la Margeride (Lozère) et se jette dans l’Ance, au moulin de Pouzas, après avoir arrosé les communes de Chanaleilles, Esplantas et Saugues."
DT43-00308,"Auze (L’),",ruisseau,Pont-de-l’Enceinte,non,"
ruisseau, prend naissance à 
Valaugeon
, commune d’Araules, limite les communes de Saint-Jeure et d’Yssingeaux et se jette dans le Lignon au Pont-de-l’Enceinte."
DT43-08337,"Seuge (La),",rivière,Prades,43155,"
rivière, prend naissance dans la commune de Chanaleilles et se jette dans l’Allier, à Prades, après avoir arrosé les communes de Grèzes et de Saugues."
DT43-08256,"Say (Le),",ruisseau,prairies du Vernet,43260,"
ruisseau qui prend naissance dans les prairies du Vernet et se jette dans la Musette, en amont du Charrouil, commune de Loudes."
DT43-05191,"Malataverne,",localité détruite,près Ailhac,non,"
localité détruite, près Ailhac, commune de la Chomette."
DT43-03810,"Fontaine-Saint-Guignafort,",,près Apilhac,non,"
près Apilhac, commune d’Yssingeaux."
DT43-05346,"Margeassac,",lieu détruit,près Arcis,non,"
lieu détruit, près Arcis, commune de Rosières."
DT43-05172,"Maître-Pierre (Ranc de),",rocher,près Arsac,non,"
rocher, près Arsac, commune de Coubon."
DT43-05701,"Mirabel,","lieu détruit, aujourd’hui vignoble",près Artias,non,"
lieu détruit, aujourd’hui vignoble, près Artias, commune de Retournac."
DT43-01688,"Chaire de la Dame (La),",roc,près Arzon,non,"
roc, près Arzon, commune de Chomelix."
DT43-08190,"Sarralier,",lieu détruit,près Aunas,non,"
lieu détruit, près Aunas, commune de Chamalières."
DT43-00216,"Arzalier (L’),",localité détruite,près Auriac,non,"
localité détruite, près Auriac, commune de Saint-Front."
DT43-02127,"Chastel-Fard,",lieu dit,près Auriac,non,"
lieu dit, près Auriac, commune de Saint-Front."
DT43-05469,"Massejail,",montagne,près Bavat,non,"
montagne, près Bavat, commune de Saint-Arcons-d’Allier."
DT43-09131,"Vielhermas,",château détruit,près Beaujeu,non,"
château détruit, près Beaujeu, commune du Chambon."
DT43-05802,"Montaigut,",montagne,près Bellecombe,non,"
montagne, près Bellecombe, commune d’Yssingeaux."
DT43-08594,"Têtons de l’Abbesse (Les),",,près Bellecombe,non,"surnom des Sucs d’Achon et des Ollières, près Bellecombe, commune d’Yssingeaux."
DT43-00155,"Arbre-Saint-Vosy (L’),",,près Bellevue,non,"
près Bellevue, commune du Puy."
DT43-05101,"Madelaine (Croix de la),",,près Bellevue,non,"
près Bellevue, commune de Brives-Charensac."
DT43-06681,"Pierres (Les Trois-),",lieu dit,près Bellevue,non,"
lieu dit, près Bellevue, commune du Puy."
DT43-02445,"Chirac,",,près Bénac,non,"
près Bénac, ferme, commune de Chanteuges."
DT43-05457,"Mas-Double (Le),",lieu détruit,près Bessac,non,"
lieu détruit, près Bessac, commune de Monlet."
DT43-02293,"Chazaloux (Les),",lieu,près Beyssac,non,"
lieu, près Beyssac, commune de Saint-Jean-de-Nay."
DT43-05170,"Maistre-Estève,",lieu dit,près Bilhac,non,"
lieu dit, près Bilhac, commune de Polignac."
DT43-05948,"Montjeur,",lieu dit,près Bilhac,non,"
lieu dit, près Bilhac, commune de Polignac."
DT43-07861,"Rozières,",lieu dit,près Blache-Redonde,non,"
lieu dit, près Blache-Redonde, commune des Estables."
DT43-03438,"Espagnac,",lieu détruit,près Bourleyre,non,"
lieu détruit, près Bourleyre, commune de Chanteuges."
DT43-08192,"Sarrazines (Les),",lieu dit,près Bouzols,non,"
lieu dit, près Bouzols, commune de Coubon."
DT43-01381,"Brigon (Le),",lieu détruit,près Brangeirets,non,"
lieu détruit, près Brangeirets, commune de Saugues."
DT43-05968,"Montmurat,",château détruit,près Brenat,non,"
château détruit, près Brenat, commune de Saint-Just-près-Brioude."
DT43-04399,"Grange (La),",localité détruite,près Brugerolle,non,"
localité détruite, près Brugerolle, commune de Vieille-Brioude."
DT43-02465,"Chomeils (Les),",lieu détruit,près Brugerolles,non,"
lieu détruit, près Brugerolles, commune de Vieille-Brioude."
DT43-07805,"Roullière (La),",localité détruite,près Brugeyroux,non,"
localité détruite, près Brugeyroux, commune de Langeac."
DT43-05865,"Montcoulomb,",localité détruite,près Bugeac,non,"
localité détruite, près Bugeac, commune de Grèzes."
DT43-00144,"Arbre (L’),",lieu détruit,près Ceyssaguet,non,"
lieu détruit, près Ceyssaguet, commune de la Voûte-sur-Loire."
DT43-01317,"Boyère (La),",ruisseau,près Chamblard,non,"
ruisseau qui prend sa source près Chamblard, commune de la Besseyre-Saint-Mary, et se jette dans la Dège au-dessus de Gaud, commune de Desges."
DT43-02866,"Côtéol,",lieu détruit,près Champ-Blanc,non,"
lieu détruit, près Champ-Blanc, commune d’Yssingeaux."
DT43-04715,"Javignac,",lieu détruit,près Champagne,non,"
lieu détruit, près Champagne, commune de Saint-Paulien."
DT43-09058,"Veyrines,",localité détruite,près Champlong,non,"
localité détruite, près Champlong, commune de Vieille-Brioude."
DT43-04848,"Lampinet,",lieu dit,près Chantillac,non,"
lieu dit, près Chantillac, commune de Ceyssac."
DT43-02615,"Collanges,",lieu détruit,près Chantouin,non,"
lieu détruit, près Chantouin, commune de Bains."
DT43-05383,"Mars,",lieu détruit,près Charbonnier,non,"
lieu détruit, près Charbonnier, commune de Landos."
DT43-00028,"Aguiret,",lieu détruit,près Chau,non,"
lieu détruit, près Chau, commune de Vorey."
DT43-02925,"Cougeat,",lieu détruit,près Chaux,non,"
lieu détruit, près Chaux, commune de Vorey."
DT43-02657,"Combe-Chave,",lieu dit,près Chavagnac,non,"
lieu dit, près Chavagnac, commune de Salzuit."
DT43-08958,"Ventecul,",terroir,près Chavagnac,non,"
terroir, près Chavagnac, commune de Saint-Paulien."
DT43-07606,"Roche-Chevalar,",rocher,près Chazalet,non,"
rocher, près Chazalet, commune de Saint-Pierre-Eynac."
DT43-02128,"Chastel-Ligon,",lieu dit,près Chazeaux,non,"
lieu dit, près Chazeaux, commune de Coubon."
DT43-04530,"Gué-de-la-Mote,",,près Chazieux,non,"sur l’Allier, près Chazieux, commune de Saint-Ilpize."
DT43-06189,"Munit,",lieu dit,près Cheyrac,non,"
lieu dit, près Cheyrac, commune de Polignac."
DT43-03657,"Faye (La),",montagne,près Concis,non,"
montagne, près Concis, commune de Solignac-sur-Loire."
DT43-07109,"Prataliou (Moulin-de-),",moulin détruit,près Coste-Borel,non,"
moulin détruit sur l’Auze, près Coste-Borel, commune d’Araules."
DT43-04881,"Larassac,",localité détruite,près Coubladour,non,"
localité détruite, près Coubladour, commune de Loudes."
DT43-00143,"Arbre (L’),",localité détruite,près Courteuge,non,"
localité détruite, près Courteuge, commune de Saint-Just-près-Brioude."
DT43-03051,"Crochiniat,",localité détruite,près Courteuge,non,"
localité détruite, près Courteuge, commune de Saint-Just-près-Brioude."
DT43-05441,"Mas-Alauzeng (Le),",lieu détruit,près Couteaux,non,"
lieu détruit, près Couteaux, commune de Lantriac."
DT43-04361,"Graillien,",lieu détruit,près Crozemarie,non,"
lieu détruit, près Crozemarie, commune de Collat."
DT43-03814,"Fontaine-Saint-Martin,",,près Dampeyre,non,"
près Dampeyre, commune de Coubon."
DT43-01184,"Bouchet (Le),",lieu détruit,près Drossac,non,"
lieu détruit, près Drossac, commune de Lissac."
DT43-00671,"Beaunes (Les),",moulin ruiné,près Durianne,non,"
moulin ruiné sur la Loire, près Durianne, commune du Monteil."
DT43-07503,"Riou-Salamon (Le),",ruisseau,près Escombelle,non,"
ruisseau, prend naissance près Escombelle, commune de Desges, et se jette dans la Dège, à Desges."
DT43-08007,"Saint-Giraud (Croix),",,près Eynac,non,"
près Eynac, commune de Saint-Pierre-Eynac."
DT43-08413,"Soulage,",lieu détruit,près Farigoules,non,"
lieu détruit, près Farigoules, commune de Bains."
DT43-02931,"Cougoussac,",localité détruite,près Fauries,non,"
localité détruite, près Fauries, commune de Saint-Front."
DT43-02298,"Chazaux,",localité détruite,près Fay-la-Triouleyre,non,"
localité détruite, près Fay-la-Triouleyre, commune de Saint-Germain-Laprade."
DT43-08745,"Triouleyre (La),",tuileries détruites,près Fay-la-Triouleyre,non,"
tuileries détruites, près Fay-la-Triouleyre, commune de Saint-Germain-Laprade."
DT43-04100,"Gampille (La),",ruisseau,près Firminy,42095,"
ruisseau, affluent de l’Ondaine près Firminy (Loire), prend sa source au sud-ouest de la commune de Saint-Just-Malmont."
DT43-04585,"Hermet (L’),",localité détruite,près Fontchave,non,"
localité détruite, près Fontchave, commune de Pinols."
DT43-06026,"Morets (Les),",lieu détruit,près Fougère,non,"
lieu détruit, près Fougère, commune de Pébrac."
DT43-07262,"Ranc-de-Malsezer (Le),",rocher,près Fourmagne,non,"
rocher, près Fourmagne, commune de Saint-Paul-de-Tartas."
DT43-04054,"Frontilles (Les),",lieu dit,près Frontès,non,"
lieu dit, près Frontès, commune de Monlet."
DT43-03136,"Cros (Le),",lieu détruit,près Gamon,non,"
lieu détruit, près Gamon, commune de Vorey."
DT43-08490,"Suissesse (La),",rivière,près Glavenas,non,"
rivière qui prend sa source près Glavenas, commune de Saint-Julien-du-Pinet, arrose les communes de Rosières et de Beaulieu, et afflue à la Loire au-dessous de Conches."
DT43-06557,"Peu-Maury,",montagne,près Griniac,non,"
montagne, près Griniac, commune de Siaugues-Saint-Romain."
DT43-05415,"Martouret (Le),",bois,près Haute-Vialle,non,"
bois, près Haute-Vialle, commune de Rosières."
DT43-06586,"Peyrathé (Suc de),",bois,près Janisse,non,"
bois, près Janisse, commune de Roche-en-Régnier."
DT43-03591,"Fau-Escure,",bois,près Jaurence,non,"
bois, près Jaurence, commune de Saint-Julien-du-Pinet."
DT43-06102,"Moulin-de-Dinat (Le),",moulin détruit,près Julliat,non,"
moulin détruit, près Julliat, commune de la Vaudieu."
DT43-02504,"Chyrac,",,près l’Arbre,non,"
près l’Arbre, ferme, commune de Chanteuges."
DT43-06079,"Moulin-Bas (Le),",moulin,près l’Espitalet,non,"
moulin sur le Guisson, près l’Espitalet, commune de Siaugues-Saint-Romain."
DT43-06146,"Moulin-Haut (Le),",moulin,près l’Espitalet,non,"
moulin sur le Guisson, près l’Espitalet, commune de Siaugues-Saint-Romain."
DT43-08507,"Taillade (La),",tènement,près l’Espitalet,non,"
tènement, près l’Espitalet, commune de Siaugues-Saint-Romain."
DT43-08371,"Soleyrol,",lieu détruit,près l’Estang,non,"
lieu détruit, près l’Estang, commune de Saint-Christophe-d’Allier."
DT43-08054,"Saint-Martin (Pierre de),",,près l’Herbret,non,"
près l’Herbret, commune de Saint-Just-Malmont."
DT43-01762,"Chambeyrac,",lieu détruit,près la Baume,non,"
lieu détruit, près la Baume, commune d’Alleyras."
DT43-03429,"Escoubeyre (L’),",ruisseau,près la Blache,non,"
ruisseau qui prend sa source près la Blache, commune de Malrevers, et se joint à la Suissesse, vis-à-vis le moulin de la Chèvre, commune de Beaulieu."
DT43-08588,"Terrisse (La),",localité détruite,près la Boissonneyre,non,"
localité détruite, près la Boissonneyre, commune de Pinols."
DT43-07642,"Roche-Mouleyre (La),",carrière,près la Boriette,non,"
carrière, près la Boriette, commune de Pinols."
DT43-05135,"Maisonneuve,",,près la Bourghea,non,"
près la Bourghea, maison isolée, commune du Chambon."
DT43-03090,"Croix-du-Mauvais-Tuchin (La),",,près la Bretogne,non,"
près la Bretogne, commune de Langeac."
DT43-08706,"Trelins,",lieu détruit,près la Chapuze,non,"
lieu détruit, près la Chapuze, commune de Saint-Julien-Chapteuil."
DT43-09181,"Villeneuve,",ferme,près la Chartreuse,non,"
ferme, près la Chartreuse, commune de Brives-Charensac."
DT43-00576,"Bastide (La),",affluent,près la Côte-Rouge,non,"
affluent de l’Allier près la Côte-Rouge, commune d’Azerat."
DT43-05703,"Mirabel,",montagne,près la Fayette,non,"
montagne, près la Fayette, commune d’Yssingeaux."
DT43-08105,"Saints-Innocens,",chapelle,près la Fraisse,non,"
chapelle, près la Fraisse, commune de Bauzac."
DT43-07920,"Saigneclause,",lieu détruit,près la Garde,non,"
lieu détruit, près la Garde, commune de Monistrol-d’Allier."
DT43-04160,"Garenne (La),",affluent,près la gare de Frugières-le-Pin,43100,"
affluent de la Senouire près la gare de Frugières-le-Pin."
DT43-05250,"Malouteyre (La),",lieu dit,près la Gorce,non,"
lieu dit, près la Gorce, commune de Beaux."
DT43-00378,"Balzac,",lieu détruit,près la Mahuche,non,"
lieu détruit, près la Mahuche, commune de Saint-Vénérand."
DT43-03193,"Crouzet-Boston (Le),",village et moulin détr.,près la Mahuche,non,"
village et moulin détr., près la Mahuche, commune de Saint-Vénérand."
DT43-03476,"Estival (L’),",lieu détruit,près la Narce,non,"
lieu détruit, près la Narce, commune de Saint-Front."
DT43-08445,"Suc (Le),",localité détruite,près la Ribeyre,non,"
localité détruite, près la Ribeyre, commune de Chaudeyrolles."
DT43-03768,"Flambertes,",tènement,près la Roche,non,"
tènement, près la Roche, commune de Saint-Christophe-sur-Dolaison."
DT43-07899,"Sagne-Foucher,",lieu détruit,près la Roche-Haute,non,"
lieu détruit, près la Roche-Haute, commune de Freycenet-Lacuche."
DT43-02809,"Coste (Moulin-de-la),",moulin détruit,près la Soucheyre,non,"
moulin détruit, près la Soucheyre, commune de la Besseyre-Saint-Mary."
DT43-05409,"Martouret (Le),",lieu dit,près la Terrasse,non,"
lieu dit, près la Terrasse, commune de Coubon."
DT43-06524,"Pertusade,",rocher,près la Terrasse,non,"
rocher, près la Terrasse, commune de Coubon."
DT43-01198,"Bouchet (Le),",lieu détruit,près Labro,non,"
lieu détruit, près Labro, commune de Saint-Vincent."
DT43-07950,"Saint-Chartel,",lieu dit,près Laniac,non,"
lieu dit, près Laniac, commune de Siaugues-Saint-Romain."
DT43-00890,"Bézy (Le Suc de),",montagne et lieu détr.,près Laroux,non,"
montagne et lieu détr., près Laroux, commune de Vorey."
DT43-02603,"Colange,",ferme détruite,près Laroux,non,"
ferme détruite, près Laroux, commune de Vorey."
DT43-03800,"Fontaine-de-Jouvence,",,près Laval,non,"
près Laval, commune de Vals-près-le-Puy."
DT43-08627,"Tignoux (Les),",localité détruite,près le Bouchat,non,"
localité détruite, près le Bouchat, commune du Mazet-Saint-Voy."
DT43-08339,"Seuils (Les),","montagne, localité détr.",près le Bouchet,non,"
montagne, localité détr., près le Bouchet, commune de Saint-Georges-Lagricol."
DT43-03895,"Fougerolles,",localité détruite,près le Cheylat,non,"
localité détruite, près le Cheylat, commune de Pinols."
DT43-03073,"Croix-de-Malsang,",lieu dit,près le Collet,non,"
lieu dit, près le Collet, commune de Polignac."
DT43-03837,"Font-Chaude,",lieu dit,près le Collet,non,"
lieu dit, près le Collet, commune de Polignac."
DT43-05264,"Malouteyre (La),",lieu dit,près le Lanier,non,"
lieu dit, près le Lanier, commune de la Vaudieu."
DT43-08591,"Tessier,",maison isolée,près le Pin,non,"
maison isolée, près le Pin, commune de Dunières."
DT43-06371,"Pal-de-la-Sorcière (Le),",lieu dit,près le Pont-Servier,non,"
lieu dit, près le Pont-Servier, commune de Cohade."
DT43-02574,"Clos-Saint-Sébastien (Le),",hôpital de pestiférés,près le Puy,43157,"
hôpital de pestiférés, bâti en 1526 
près le Puy, « auprès du Garait-Sainct-Jehan, devers la partie de Borne » (Médicis, II, p. 202 et suiv.), et détruit pendant la Révolution."
DT43-07264,"Ranc-des-Triouleyres (Le),",coulée basaltique,près le Riou,non,"
coulée basaltique, près le Riou, commune de Taulhac."
DT43-02930,"Cougoussac,",lieu dit,près le Rouzet,non,"
lieu dit, près le Rouzet, commune de Pinols."
DT43-03856,"Fonteulade,",localité détruite,près le Rouzet,non,"
localité détruite, près le Rouzet, commune de Pinols."
DT43-02302,"Chazaux (Les),",lieu détruit,près le Tombarel,non,"
lieu détruit, près le Tombarel, commune des Estables."
DT43-06720,"Pinède (La),",lieu dit,près le Villaret,non,"
lieu dit, près le Villaret, commune de Coubon."
DT43-04561,"Hautevialle,",localité détruite,près Lende,non,"
localité détruite, près Lende, commune d’Azerat."
DT43-04219,"Genève,",lieu détruit,près les Allirols,non,"
lieu détruit, près les Allirols, commune de Coubon."
DT43-07265,"Ranc-du-Tabourier (Le),",rocher,près les Badioux,non,"
rocher, près les Badioux, commune de Laussonne."
DT43-07403,"Rialle (La),",affluent,près les Barandons,non,"
près les Barandons, maison isolée, commune du Chambon."
DT43-04172,"Garnaux (Les),",moulin détruit,près les Bineyres,non,"
moulin détruit, près les Bineyres, commune de Bains."
DT43-07400,"Rialle,",,près les Brières,non,"
près les Brières, maison isolée, commune du Chambon."
DT43-01855,"Champ-de-l’Hort (La),",lieu dit,près les Engouyaux,non,"
lieu dit, près les Engouyaux, commune de Laussonne."
DT43-04331,"Gousenes,",terroir,près les Estreys,non,"
terroir, le long de la Borne, près les Estreys, commune de Polignac."
DT43-06682,"Pierre Saint-Chaffre,",,près les Eygagères,non,"
près les Eygagères, commune de Saint-Martin-de-Fugères."
DT43-07392,"Riaille (La),",,près les Eyrauds,non,"
près les Eyrauds, ferme, commune du Chambon."
DT43-00975,"Bois-Comtal (Le),",bois,près les Grèzes,non,"
bois, près les Grèzes, commune d’Agnat."
DT43-06555,"Peu-Marchet,",montagne,près les Salles,non,"
montagne, près les Salles, commune de Saugues."
DT43-08861,"Val-Ponson (La),",lieu dit,près les Salles,non,"
lieu dit, près les Salles, commune de Saint-Martin-de-Fugères."
DT43-05136,"Maisonneuve,",maison isolée,près les Serpeyres,non,"
près les Serpeyres, maison isolée, commune du Chambon."
DT43-00291,"Auteyrac,",lieu,près Longe-Sagne,non,"
lieu, près Longe-Sagne, commune de Pradelles."
DT43-01861,"Champ-Dolent,",lieu dit,près Lonnac,non,"
lieu dit, près Lonnac, commune de Sanssac-l’Église."
DT43-06202,"Muzac (Suc de),",monticule,près Marminhac,non,"
monticule, près Marminhac, commune de Polignac."
DT43-05306,"Maniencelle,",lieu détruit,près Mazemblard,non,"
lieu détruit, près Mazemblard, commune de Saint-Haon."
DT43-07746,"Rond-de-la-Donzelle (Le),",rocher,près Mazemblard,non,"
rocher, près Mazemblard, commune de Saint-Haon."
DT43-01951,"Chanteduc,",lieu détruit,près Mazeyrac,non,"
lieu détruit, près Mazeyrac, commune de Beaulieu."
DT43-05411,"Martouret (Le),",lieu dit,près Mercœur,non,"
lieu dit, près Mercœur, commune de Malrevers."
DT43-05722,"Molenchières,",localité détruite,près Mézeyrac,non,"
localité détruite, près Mézeyrac, commune de Présailles."
DT43-03801,"Fontaine-de-Magnigraula,",,près Mondoulioux,non,"
près Mondoulioux, commune de Beaune 
(tabl. du Velay, 1872-73, p. 63.)."
DT43-03065,"Croix-de-la-Gendarme,",,près Montagnac,non,"
près Montagnac, commune de Vernassal."
DT43-06746,"Piouleloup,",lieu détruit,près Montbrac,non,"
lieu détruit, près Montbrac, commune de Saint-Front."
DT43-05491,"Maubois,",localité détruite,près Monteils,non,"
localité détruite, près Monteils, commune de Saint-Front."
DT43-05260,"Malouteyre (La),",lieu dit,près Montferrat,non,"
lieu dit, près Montferrat, commune de Saint-Étienne-Lardeyrol."
DT43-07906,"Sagnes (Les),",lieu détruit,près Montgiraud,non,"
lieu détruit, près Montgiraud, commune du Mazet-Saint-Voy."
DT43-09204,"Vincentes (Les),",lieu détruit,près Montorgue,non,"
lieu détruit, près Montorgue, commune de Paulhaguet."
DT43-02727,"Comps,",localité détruite,près Moristel,non,"
localité détruite, près Moristel, commune de Saint-Vert."
DT43-01790,"Chambon (Le),",village,près Nant,non,"
village, près Nant, commune de Vorey."
DT43-04872,"Lantriac (Le),",ruisseau,près Naves,non,"
ruisseau qui prend sa source près Naves, commune de Saint-Christophe-sur-Dolaison, et se joint au Dolaison, sous le village de la Roche."
DT43-08968,"Verdiange,",lieu détruit,près Ombret,non,"
lieu détruit, près Ombret, commune de Saugues."
DT43-00167,"Ardenne,",montagne,près Orzilhac,non,"
montagne, près Orzilhac, commune de Coubon."
DT43-02446,"Rochas (Moulin-du-),",moulin détruit,près Pigeyres,non,"
moulin détruit, près Pigeyres, commune de Bains."
DT43-05553,"Mazengaud,",localité détruite,près Pissis,non,"
localité détruite, près Pissis, commune de Monistrol-d’Allier."
DT43-08052,"Saint-Martin (L’Étable),",lieu dit,près Planzolle,non,"
lieu dit, près Planzolle, commune de Léotoing."
DT43-07121,"Prat-Gros (Le),",ruisseau,près Pompeyran,non,"
ruisseau, prend sa source près Pompeyran et se jette dans la Dège au moulin d’Ally, commune de la Besseyre-Saint-Mary."
DT43-05419,"Martouret (Le),",lieu dit,près Pontageon,non,"
lieu dit, près Pontageon, commune de Venteuges."
DT43-08008,"Saint-Grimaud,",lieu dit,près Pouzas,non,"
lieu dit, près Pouzas, commune de Saugues."
DT43-05447,"Mascourtet,",lieu détruit,près Ramourouscle,non,"
lieu détruit, près Ramourouscle, commune de Bains."
DT43-08485,"Suc-Pelé,",monticule,près Ramourouscle,non,"
monticule, près Ramourouscle, commune de Bains."
DT43-03096,"Croix-Saint-Mathieu,",,près Rascles,non,"
près Rascles, commune de Mercœur."
DT43-05627,"Mère-Agnès (Grotte de la),",,près Ribeyroux,non,"
près Ribeyroux, commune de Goudet."
DT43-08526,"Taleyrac,",localité détruite,près Rioux,non,"
localité détruite, près Rioux, commune de Malrevers."
DT43-05351,"Marijols,",lieu dit,près Roche-Arnaud,non,"
lieu dit, près Roche-Arnaud, commune du Puy."
DT43-05137,"Maisonneuve,",maison isolée,près Romières,non,"
près Romières, maison isolée, commune du Chambon."
DT43-01514,"Cachepoux,",lieu dit,près Ronzon,non,"
lieu dit, près Ronzon, commune d’Espaly-Saint-Marcel."
DT43-03697,"Fées (Les Pierres des),",dolmen,près Rougeac,non,"
dolmen, près Rougeac, commune de Saint-Éble."
DT43-07551,"Robertin,",lieu dit,près Saint-Clément,non,"
lieu dit, près Saint-Clément, commune de Pradelles."
DT43-00662,"Beaulieu,",lieu dit,près Saint-Ilpize,43195,"
lieu dit, près Saint-Ilpize."
DT43-03803,"Fontaine-Sainte-Ferréole,",,près Saint-Médard,non,"
près Saint-Médard, commune de Saint-Haon."
DT43-07982,"Sainte-Sigolène (Fontaine-),",,près Sainte-Sigolène,43224,"
près Sainte-Sigolène."
DT43-07756,"Rose,",localité détruite,près Sarniaguet,non,"
localité détruite, près Sarniaguet, commune d’Agnat."
DT43-04519,"Grotte de la Reine (La),",caverne,près Sereys,non,"
caverne, près Sereys, commune de Chomelix 
(tabl. du Velay, 1872-73, 65)."
DT43-09023,"Verrières (?),",lieu détruit,près Servillange,non,"
lieu détruit, près Servillange, commune de Venteuges."
DT43-00552,"Barthe (La),",terroir boisé,près Servissas,non,"
terroir boisé, près Servissas, commune de Saint-Germain-Laprade."
DT43-05271,"Malpertuis (Roc de),",,près Servissas,non,"
près Servissas, commune de Saint-Germain-Laprade."
DT43-06277,"Ollias,",lieu détruit,près Tailler,non,"
lieu détruit, près Tailler, commune de Rosières."
DT43-05261,"Malouteyre (La),",lieu dit,près Taleyrat,non,"
lieu dit, près Taleyrat, commune de Saint-Just-près-Brioude."
DT43-05757,"Monges (Les),",lieu dit,près Talobre,non,"
lieu dit, près Talobre, commune de Saint-Christophe-sur-Dolaison."
DT43-06213,"Nau-de-Piroche (La),",bac,près Tapon,non,"
bac sur l’Allier, près Tapon, commune de Saint-Ilpize."
DT43-05255,"Malouteyre (La),",lieu dit,près Tarreyres,non,"
lieu dit, près Tarreyres, commune de Cussac."
DT43-02022,"Chappelaude,",moulin détruit,près Tavernat,non,"
moulin détruit, sur la Dège, près Tavernat, 66
commune de Chanteuges."
DT43-07866,"Ruches (Les),",affluent,près Tombarel,non,"
affluent de la Veyradeyre près Tombarel, commune des Estables."
DT43-01336,"Brassel,",ruisseau,près Tourtinhac,non,"
ruisseau, affluent de droite de l’Ourzie, près Tourtinhac, commune du Brignon."
DT43-06840,"Pointa (La),",lieu dit,près Varennes,non,"
lieu dit, près Varennes, commune de Monlet."
DT43-02304,"Chazaux (Les),",lieu dit,près Vergue,non,"
lieu dit, près Vergue, commune de Saint-Berain."
DT43-03133,"Cros (Le),",lieu détruit,près Vermoyal,non,"
lieu détruit, près Vermoyal, commune de Saint-Pierre-Duchamp."
DT43-05239,"Malmaison,",lieu détruit,près Vernet,non,"
lieu détruit, près Vernet, commune de Saugues."
DT43-06684,"Pierres de Saint-Martin,",,près Vertaure,non,"
près Vertaure, commune de Vorey."
DT43-08073,"Saint-Pierre,",champ,près Veyrac,non,"
champ, près Veyrac, commune d’Yssingeaux."
DT43-08295,"Serasacre,",montagne,près Vialette,non,"
montagne, près Vialette, commune de Saint-Paulien."
DT43-02368,"Cheneau (Le),",lieu dit,près Viaye-le-Château,non,"
lieu dit, près Viaye-le-Château, commune de Saint-Vincent."
DT43-07429,"Ribeyre (La),",vignoble,près Vouloumas,non,"
vignoble, près Vouloumas, commune de Langeac."
DT43-03696,"Fées (Grotte des),",,ravin de la Forêt,non,"dans le ravin de la Forêt, commune de Chassignolles."
DT43-01860,"Champ-Dolent,",lieu dit,Ronzon,non,"
lieu dit, entre la porte 
Pannessac
 et Ronzon ? au Puy."
DT43-05021,"Liriot (Moulin-de-),",,sous Châteauneuf,non,"
sous Châteauneuf, commune du Monastier."
DT43-00872,"Bèthe (La),",affluent,sud de Bonnefont,non,"
affluent de la Loire au sud de Bonnefont, communes de Landos et du Brignon."
DT43-07974,"Sainte-Luce,",lieu dit,sud de Brunelet,non,"
lieu dit, au sud de Brunelet, commune de Brives-Charensac."
DT43-09042,"Vesseyre (La),",ruisseau,sud de Flaceleyre,non,"
ruisseau, prend sa source à l’ouest de Prassalat, commune de Roche-en-Régnier et se jette dans la Loire au sud de Flaceleyre, commune de Vorey."
