Article,Vedette,Definition,Localisation,INSEE_corrigé,Nom_corrigé,Commentaire
DT37-05257,"Cave-des-Morts (le bois de la),","près de Vaumenaize, commune de Thizay.",Vaumenaize
DT37-05260,"Cave-du-Puits (le lieu de la),","près de la Bournée, commune de Candes.",Bournée
DT37-05260,"Cave-du-Puits (le lieu de la),","près de la Bournée, commune de Candes.",Candes
DT37-05261,"Cave-du-roi-Charles VII (le lieu de la),","près de la chapelle Saint-Nicolas, commune de Ferrières-sur-Beaulieu.",Saint-Nicolas
DT37-05271,"Cave-Maupuy (le lieu de la),","près de Gouelande, commune de Thilouze.",Gouelande
DT37-05276,"Cave-Noire (le lieu de la),","près de Courveaux, commune du Grand-Pressigny.",Courveaux
DT37-05276,"Cave-Noire (le lieu de la),","près de Courveaux, commune du Grand-Pressigny.",Grand-Pressigny
DT37-05278,"Cave-Perrotte (le lieu de la),","près du Pressoir, commune de Maillé-Lailler.",Pressoir
DT37-05282,"Caverne (le lieu de la),","commune de Cussay, près du chemin des Bossards à la Brangerie.",Bossards
DT37-05284,"Cave-Trouvée (la),","ferme, commune de Saint-Cyr.",Saint-Cyr
DT37-05291,"Caves (le bois des),","près de la Petite-Choisille, commune de Charentilly.",Petite-Choisille
DT37-05292,"Caves (les),","village, commune de Chisseaux,",Chisseaux
DT37-05299,"Caves (les),","ferme, commune du Grand-Pressigny.",Grand-Pressigny
DT37-05301,"Caves (les),","village, commune de La Croix,",Croix
DT37-05303,"Caves (le lieu des),","près du château de la Louère, commune de Marcé-sur-Esves.",Marcé-sur-Esves
DT37-05308,"Caves (les),","hameau, commune du Petit-Pressigny, près de l’Égronne,",Petit-Pressigny
DT37-05308,"Caves (les),","hameau, commune du Petit-Pressigny, près de l’Égronne,",Égronne
DT37-05311,"Caves (les),","ferme, commune de Saint-Épain, près de la Manse.",Manse
DT37-05315,"Caves (le lieu des),","près de Meré, commune de Saunay.",Meré
DT37-05322,"Caves-à-Châtain (le lieu des),","près des Plauderies, commune de Ligré.",Plauderies
DT37-05330,"Caves-Blanches (le lieu des),","près des Souchots, commune de Rochecorbon.",Souchots
DT37-05337,"Caves-Château (le lieu des),","près de Vigneau, commune de Seuilly.",Vigneau
DT37-05339,"Caves-Chevalier (le lieu des),","près de Bellevue, commune de Saint-Patrice.",Bellevue
DT37-05344,"Caves-de-Foncluse (le lieu des),","près de Civray, commune de la Celle-Guenand.",Civray
DT37-05344,"Caves-de-Foncluse (le lieu des),","près de Civray, commune de la Celle-Guenand.",Celle-Guenand
DT37-05347,"Caves-de-la-Bonne-Vieille (le lieu des),","près de Ray, commune du Petit-Pressigny.",Ray
DT37-05347,"Caves-de-la-Bonne-Vieille (le lieu des),","près de Ray, commune du Petit-Pressigny.",Petit-Pressigny
DT37-05353,"Caves-de-l’Éton (le lieu des),","commune de Ligré, près du chemin du Carroi-Moribot à Riviere.",Carroi-Moribot
DT37-05354,"Caves-de-Viauvy (le lieu des),","près du moulin de Civray, commune de la Gelle-Guenand.",Civray
DT37-05354,"Caves-de-Viauvy (le lieu des),","près du moulin de Civray, commune de la Gelle-Guenand.",Gelle-Guenand
DT37-05355,"Caves-des-Cours (les),","ferme, commune de Saint-Michel-sur-Loire.",Saint-Michel-sur-Loire
DT37-05356,"Caves-des-Demoiselles (le lieu des),","près de Herault, commune de Loches.",Herault
DT37-05358,"Caves-des-Landes (les),","ferme, commune de la Tour-Saint-Gelin.",Tour-Saint-Gelin
DT37-05360,"Caves-des-Quions (le lieu des),","près de Bechenoix, commune de Theneuil.",Bechenoix
DT37-05362,"Caves-des-Roches (les),","ferme, commune de la Celle-Guenand, près du Remillon.",Celle-Guenand
DT37-05362,"Caves-des-Roches (les),","ferme, commune de la Celle-Guenand, près du Remillon.",Remillon
DT37-05379,"Caves-Machon (le lieu des),","près de Bois-Rahier, commune de Saint-Avertin.",Bois-Rahier
DT37-05380,"Caves-Macor (le lieu des),","près d’Étilly, commune de Panzoult.",Étilly
DT37-05382,"Caves-Marjolaine (le bois des),","près du Village-du-Bois, commune de Parçay-sur-Vienne.",Village-du-Bois
DT37-05383,"Caves-Marquet (les),","ferme, commune de Saint-Michel-sur-Loire.",Saint-Michel-sur-Loire
DT37-05384,"Caves-Mauricet (les),","ferme, commune d’Azay-le-Rideau, près de l’Indre.",Indre
DT37-05385,"Caves-Morinet (les),","hameau, commune de Loches, près de l’Indre,",Indre
DT37-05388,"Caves-Noires (le lieu des),","près de Monquinson, commune de Brizay.",Monquinson
DT37-05393,"Caves-Pinard (le lieu des),",commune du Petit-Pressigny.,Petit-Pressigny
DT37-05394,"Caves-Poudrières (les),","ferme, commune de Marcé-sur-Esves.",Marcé-sur-Esves
DT37-05396,"Caves-Ragottes (le lieu des),","près de la Blottière, commune de Vouvray.",Blottière
DT37-05397,"Caves-Robin (les),","ferme, commune de Saint-Michel-sur-Loire.",Saint-Michel-sur-Loire
DT37-05412,"Cavreaux (le lieu des),","près de Chevarnay, commune du Petit-Pressigny.",Chevarnay
DT37-05412,"Cavreaux (le lieu des),","près de Chevarnay, commune du Petit-Pressigny.",Petit-Pressigny
DT37-05413,"Cayette (la),","ferme, commune de Restigné, près du Lane.",Lane
DT37-05418,"Ceinture-de-Madame (le lieu de la),","près de Chasseigne, commune de Pussigny.",Chasseigne
DT37-05421,"Celle-Guenand (la),","commune du Grand-Pressigny, arrondissement de Loches, située près du Remillon,",Grand-Pressigny
DT37-05421,"Celle-Guenand (la),","commune du Grand-Pressigny, arrondissement de Loches, située près du Remillon,",Remillon
DT37-05422,"Celle-Saint-Avent (la),","commune du canton de la Haye, arrondissement de Loches,",Haye
DT37-05432,"Cendriers (le lieu des),","près de Rouzou, commune de Vallères.",Rouzou
DT37-05441,"Cerclère (le lieu de la),","près de la Cicardière, commune de Luzé.",Cicardière
DT37-05442,"Cercles (la fosse aux),","commune de Neuillé-le-Lierre, près du chemin de Neuillé à Autreche.",Neuillé
DT37-05443,"Cercotière (la),",commune de Meigné (Maine-et-Loire).,Meigné
DT37-05449,"Cerelles, ou Serelles (métairie de),","dans le village d’Épigny, commune de Ligueil.",Épigny
DT37-05452,"Cerfs (la fontaine aux),","près de l’Étang-Neuf, commune de Charentilly.",Étang-Neuf
DT37-05456,"Cerisé (le bois de),","près des Mottes, commune de Benais.",Mottes
DT37-05460,"Cerisier (le Haut-),","ferme, commune de Saint-Michel-sur-Loire.",Saint-Michel-sur-Loire
DT37-05473,"Ceuille-Rouline (le lieu de),","près du Poirier, commune des Essarts.",Poirier
DT37-05473,"Ceuille-Rouline (le lieu de),","près du Poirier, commune des Essarts.",Essarts
DT37-05474,"Ceuillet,","métairie, paroisse de Coulangé.",Coulangé
DT37-05487,"Chabot (la fontaine),","près de la Gargilère, commune d’Yzeures.",Gargilère
DT37-05498,"Chafards (le lieu des),","près de la Guicheterie, commune de la Chapelle-Blanche.",Guicheterie
DT37-05500,"Chaffaud (le),","ferme, commune du Grand-Pressigny.",Grand-Pressigny
DT37-05505,"Chaignereaux (courance des),","près de Marigny, commune d’Yzeures.",Marigny
DT37-05509,"Chaillou (le),","ferme et château, commune des Hermites, près de la Desmée.",Desmée
DT37-05514,"Chailloux (le lieu des),","près de la Thomassaye, commune de Pouzay.",Thomassaye
DT37-05525,"Chainé (le bois),","commune de la Chapelle-Blanche, près de la Houssais.",Houssais
DT37-05534,"Chaintre (le lieu de la), ou Clos-Hourdin,","près de la Farinière, commune de Bréhémont.",Farinière
DT37-05538,"Chaintres-à-la-Crime (le lieu des),","près de la Gartempe, commune d’Yzeures.",Gartempe
DT37-05539,"Chairsalle (closerie de),",paroisse de Joué.,Joué
DT37-05546,"Chaise (la),","ferme, commune de Notre-Dame-d’Oë.",Notre-Dame-d’Oë
DT37-05552,"Chaise-au-Diable (le lieu de la),","près de la Baste, commune de Fondettes.",Baste
DT37-05558,"Chalandreau (le lieu de),","près du Grand-Poirier, commune de Neuil.",Grand-Poirier
DT37-05562,"Chalbardières (le lieu des),","près du Couvens, commune de Faye-la-Vineuse.",Couvens
DT37-05565,"Chalerie (la),","village, commune de Villeloin,",Villeloin
DT37-05569,"Challan (le lieu de),","commune de Noizay, près de la Cisse.",Cisse
DT37-05570,"Challeau (le lieu de),","près des Souchots, commune de Rochecorbon.",Souchots
DT37-05573,"Challes (le lieu des),","près de l’Estrigneul, commune de Ligueil.",Estrigneul
DT37-05591,"Chalumelles (le lieu des),","près de la Carottière, commune de Chinon.",Carottière
DT37-05599,"Chambaudière (la),","village, commune de la Tour-Saint-Gelin,",Tour-Saint-Gelin
DT37-05629,"Chamettes (le lieu des),","près du Petit-Vairin, commune de Neuilly-le-Brignon.",Petit-Vairin
DT37-05630,"Chamfrays (le lieu des),","près de Bourdel, commune de Neuilly-le-Brignon.",Bourdel
DT37-05637,"Champaigné et le Bas-Champaigné,","village, commune de Notre-Dame-d’Oë,",Notre-Dame-d’Oë
DT37-05639,"Champ-Aubry (le lieu de),","près de Beauvais, commune de Charnizay.",Beauvais
DT37-05640,"Champ-au-Moine (le),","ferme, commune de Saint-Michel-sur-Loire.",Saint-Michel-sur-Loire
DT37-05641,"Champ-aux-Bœufs (le lieu du),","près de la Touche, commune d’Avon.",Touche
DT37-05642,"Champ-aux-Prêtres (le),","ferme, commune de Tours, près du Morier.",Morier
DT37-05643,"Champ-Ballon (le lieu de),","près des Nardisons, commune de Ligré.",Nardisons
DT37-05644,"Champ-Ballon (le lieu de),","près de Fougeray, commune de Razines.",Fougeray
DT37-05646,"Champ-Ballon (le lieu de),","près de la Marseillière, commune de Villaines.",Marseillière
DT37-05647,"Champ-Bélier (le lieu du),","près de la Besnardière, commune de Reugny.",Besnardière
DT37-05648,"Champ-Bertaud, (le) ou Bertrand,","ferme, commune de la Celle-Guenand.",Celle-Guenand
DT37-05653,"Champ-Boucher (la métairie de),",paroisse de La Riche.,Riche
DT37-05656,"Champ-Boyers (le lieu de),","commune de Sainte-Catherine, près de la route de Bordeaux à Paris.",Sainte-Catherine
DT37-05656,"Champ-Boyers (le lieu de),","commune de Sainte-Catherine, près de la route de Bordeaux à Paris.",Bordeaux
DT37-05660,"Champ-Chardon (le lieu de),","près de la Bonne-des-Champs, commune de Chouzé-sur-Loire.",Bonne-des-Champs
DT37-05663,"Champchardon (le lieu de),","commune de Saint-Michel-sur-Loire, près de la Loire.",Saint-Michel-sur-Loire
DT37-05663,"Champchardon (le lieu de),","commune de Saint-Michel-sur-Loire, près de la Loire.",Loire
DT37-05665,"Champ-Chesneau (le lieu de),",commune du Grand-Pressigny.,Grand-Pressigny
DT37-05666,"Champchevalier (le lieu de),","près du Puits, commune de Cussay.",Puits
DT37-05673,"Champ-Couloué (le lieu de),","Rochecotteprès de la forêt de , commune de Saint-Patrice.",Rochecotte
DT37-05677,"Champ-de-Grue (le lieu de),","près de Tartois, commune du Louroux.",Tartois
DT37-05679,"Champ-de-la-Dame (le lieu du),","près de Launay, commune de Saint-Pierre-de-Tournon.",Launay
DT37-05681,"Champ-de-la-Croix (le lieu du),","près de l’Hoctière, commune de Mazières.",Hoctière
DT37-05682,"Champ-de-la-Motte (le lieu du),","près des Portes, commune de Charnizay.",Portes
DT37-05684,"Champ-de-la-Motte (le lieu du),","commune du Petit-Pressigny, près du chemin de Chevarnay à Lésigny.",Petit-Pressigny
DT37-05684,"Champ-de-la-Motte (le lieu du),","commune du Petit-Pressigny, près du chemin de Chevarnay à Lésigny.",Chevarnay
DT37-05685,"Champ-de-la-Petite-Maison (le lieu du),","commune de Langeais, près de l’Aireau-des-Donaults.",Aireau-des-Donaults
DT37-05686,"Champ-de-la-Pompe (le lieu du),","près du Coudray, commune de Neuvy-Roi.",Coudray
DT37-05687,"Champ-de-la-Seppe (le lieu du),","près de la Baudinière, commune de Saché.",Baudinière
DT37-05688,"Champ-de-l’Homme (le lieu du),","près de Thou, commune d’Yzeures.",Thou
DT37-05690,"Champ-de-Pierre (le lieu du),","près de Vinet, commune de Parçay-sur-Vienne.",Vinet
DT37-05694,"Champ-des-Cendres (le lieu du),","près de la Ferrugineuse, commune de Bossay.",Ferrugineuse
DT37-05697,"Champ-des-Ronces (le lieu du),","près de la Bossurière, commune de Civray-sur-Cher.",Bossurière
DT37-05704,"Champ-d’Ormeau (le lieu de),","près de Grattebec, commune de Boussay.",Grattebec
DT37-05707,"Champ-du-Chillou (le lieu du),","près de la Duterie, commune de Chezelles.",Duterie
DT37-05710,"Champ-du-Four (le lieu du),","près des Reuilles, commune de Chaumussay.",Reuilles
DT37-05711,"Champ-du-Four (le lieu du),","près de Tanchoux, commune de Saint-Flovier.",Tanchoux
DT37-05712,"Champ-du-Four (le lieu du),","près de Launay, commune de Saint-Pierre-de-Tournon.",Launay
DT37-05714,"Champ-du-Port (le lieu du),","près de Clémortier, commune de Langeais.",Clémortier
DT37-05715,"Champ-du-Puits (le lieu de),","près de la Belletière, commune de Charnizay.",Belletière
DT37-05717,"Champ-Duveau (le lieu de),","près du Gros-Chêne, commune de Rigny.",Gros-Chêne
DT37-05724,"Champeigne (le lieu de la Petite-),","près d’Arpentigny, commune du Liège.",Arpentigny
DT37-05729,"Champeignes (le lieu des),","près du moulin de la Forge, commune du Grand-Pressigny.",Grand-Pressigny
DT37-05735,"Champ-Farou (le lieu de),","paroisse de Balesmes, près de la Grozelle.",Grozelle
DT37-05736,"Champferrault (le lieu de),","près de l’Indre, commune de Veigné.",Indre
DT37-05737,"Champ-Ferré (le lieu de),","près de la Petite-Rue, commune de Louans.",Petite-Rue
DT37-05740,"Champfleury (le lieu de),","près de la Belletière, commune de Charnizay.",Belletière
DT37-05743,"Champfort (le lieu de),","près de la Tardivière, commune de Monts.",Tardivière
DT37-05744,"Champ-Fou (le lieu de),","près de la Rue-Millet, commune de Saint-Michel-sur-Loire.",Rue-Millet
DT37-05744,"Champ-Fou (le lieu de),","près de la Rue-Millet, commune de Saint-Michel-sur-Loire.",Saint-Michel-sur-Loire
DT37-05747,"Champfours (le lieu de),","près de Lantigny, commune de Trogues.",Lantigny
DT37-05748,"Champ-Gaillard (le lieu de),","près du Gros-Chêne, commune de Rigny.",Gros-Chêne
DT37-05749,"Champ-Ganeau (le lieu de),","près de la Davière, commune de Manthelan.",Davière
DT37-05753,"Champ-Girard (le lieu de),","près des Girards, commune de Saint-Michel-sur-Loire.",Girards
DT37-05753,"Champ-Girard (le lieu de),","près des Girards, commune de Saint-Michel-sur-Loire.",Saint-Michel-sur-Loire
DT37-05774,"Champ-Juré (le lieu de),","commune de Champigny-sur-Veude, près du chemin de Champigny aux Bodinières.",Champigny
DT37-05776,"Champ-Laboureau (le),","ferme, commune de la Croix-de-Bléré.",Croix-de-Bléré
DT37-05784,"Champmarteau (le lieu de),","près de la Pichetière, commune de Charnizay.",Pichetière
DT37-05785,"Champ-Martin (le lieu de),","commune de Vernou, près de la Brenne.",Brenne
DT37-05786,"Champ-Maugis (le lieu de),","près de la Richardière, commune de Bossay.",Richardière
DT37-05788,"Champ-Métivier (le lieu de),",paroisse de Saint-Quentin-sur-Indrois.,Saint-Quentin-sur-Indrois
DT37-05794,"Champ-Pauplin (le lieu de),","près de Tremont, commune de Cussay.",Tremont
DT37-05795,"Champ-Pellerin (le lieu de),","près de la Motte, commune de Saint-Patrice.",Motte
DT37-05796,"Champ-Pichon (le lieu de),","près de la Hulaudière, commune du Louroux.",Hulaudière
DT37-05798,"Champranche (le lieu de),","près de Nâpres, commune d’Yzeures.",Nâpres
DT37-05799,"Champ-Romain (le lieu de),","près de la Goupillère, commune de Ballan. — (Plan cadastral de Ballan, n° 116).",Goupillère
DT37-05811,"Champs-au-Diable (le lieu des),","près de Braye, commune de Seuilly.",Braye
DT37-05812,"Champs-Balins (le lieu des),","près de la Brezardière, commune de Sainte-Catherine.",Brezardière
DT37-05812,"Champs-Balins (le lieu des),","près de la Brezardière, commune de Sainte-Catherine.",Sainte-Catherine
DT37-05814,"Champs-Beurre (le lieu des),","près de la Gibonnière, commune de Civray-sur-Esves.",Gibonnière
DT37-05818,"Champs-Bourreau (le lieu des),","près du Petit-Village, commune d’Esves-le-Moutier.",Petit-Village
DT37-05819,"Champs-Boyers (les),","ferme, commune de Sainte-Catherine.",Sainte-Catherine
DT37-05820,"Champs-Cantins (le lieu des),","près de la Cassardière, commune de Langeais.",Cassardière
DT37-05821,"Champs-Chevechés (le lieu des),","près du Pressoir, commune de Louans.",Pressoir
DT37-05824,"Champs-d’Ardoué (le lieu des),","près de Cesnay, commune de Sorigny.",Cesnay
DT37-05825,"Champs-de-Cande (le lieu des),","près du moulin de Picé, commune de la Chapelle-Blanche.",Picé
DT37-05827,"Champs-de-l’Abbé (le lieu des),","près de la Grotte, commune d’Ingrandes.",Grotte
DT37-05828,"Champs-de-la-Motte (le lieu des),","près de Bellevue, commune de Tauxigny.",Bellevue
DT37-05829,"Champs-de-la-Muraille (le lieu des),","commune d’Yzeures, près de la Creuse.",Creuse
DT37-05831,"Champs-de-l’Ilet (le lieu des),","commune de Seuilly, près de la fontaine Souverain.",Souverain
DT37-05839,"Champs-Forts (le lieu des),","près de Hys, commune de Genillé.",Hys
DT37-05843,"Champs-Ganeaux (le lieu des),","près de Morignan, commune de Manthelan.",Morignan
DT37-05844,"Champs-Gautier (le lieu des),","près de l’étang Gousset, commune du Louroux.",Gousset
DT37-05846,"Champs-Grelet (le lieu des),","près des Perrières, commune de Bournan.",Perrières
DT37-05849,"Champs-Jurés (le lieu des),","près de Beauregard, commune de Champigny.",Beauregard
DT37-05849,"Champs-Jurés (le lieu des),","près de Beauregard, commune de Champigny.",Champigny
DT37-05850,"Champs-Lirault (le lieu des),","près de la Rue-Millet, commune de Saint-Michel-sur-Loire.",Rue-Millet
DT37-05850,"Champs-Lirault (le lieu des),","près de la Rue-Millet, commune de Saint-Michel-sur-Loire.",Saint-Michel-sur-Loire
DT37-05851,"Champs-Marteau (le lieu des),","près de Saint-Jouin, commune de Faye-la-Vineuse.",Saint-Jouin
DT37-05852,"Champs-Millards (les),","ferme, commune de Joué.",Joué
DT37-05853,"Champs-Moreaux (le lieu des),","commune de Vallères, près du Hay et de l’ancien lit du Cher.",Hay
DT37-05854,"Champs-Neveux (le lieu des),","près des Bondis, commune de Louans.",Bondis
DT37-05855,"Champs-Noirs (le lieu des),","près de la Dornière, commune de Sainte-Maure.",Dornière
DT37-05857,"Champs-Persil (le lieu des),","près des Marnières, commune de Saint-Épain.",Marnières
DT37-05858,"Champs-Poudrons (le lieu des),","près des Touches, commune de Preuilly.",Touches
DT37-05861,"Champs-Rondeaux (le lieu des),","commune de Chambon, près du chemin de la Haye à Preuilly.",Haye
DT37-05862,"Champs-Saint-Père (le lieu des),","près du Petit-Mareuil, commune de Ligueil.",Petit-Mareuil
DT37-05866,"Champs-Troquier (le lieu des),",commune du Grand-Pressigny.,Grand-Pressigny
DT37-05867,"Champ-Veillard (le lieu de),","près de la Brosse, commune de Saint-Épain.",Brosse
DT37-05870,"Champ-Vignet (le lieu de),",commune de Saint-Michel-sur-Loire.,Saint-Michel-sur-Loire
DT37-05872,"Chanaye (le lieu de la),","près de la Baudichonnerie, commune du Grand-Pressigny.",Baudichonnerie
DT37-05872,"Chanaye (le lieu de la),","près de la Baudichonnerie, commune du Grand-Pressigny.",Grand-Pressigny
DT37-05877,"Chanceaux,","ancienne châtellenie, située dans la paroisse d’Étableaux, faisant partie aujourd’hui de la commune du Grand-Pressigny.",Étableaux
DT37-05877,"Chanceaux,","ancienne châtellenie, située dans la paroisse d’Étableaux, faisant partie aujourd’hui de la commune du Grand-Pressigny.",Grand-Pressigny
DT37-05888,"Chandelle (la croix de la),","commune de Parçay-sur-Vienne, près du chemin de Rochedais à Rilly.",Rochedais
DT37-05889,"Chandelle (le lieu de la Petite-),","près de la Croix, commune de Preuilly.",Croix
DT37-05893,"Chandon (le Bas-),","village, commune de Lussault, près de la Loire,",Loire
DT37-05896,"Chandon,","ferme, commune de Saint-Martin-le-Beau, près de la Loire.",Loire
DT37-05902,"Changeonnais (le lieu des),","près de la boire Mitaine, commune de Bourgueil.",Mitaine
DT37-05912,"Champin (l’étang),","près de la Mahonnerie, commune de Saint-Aubin.",Mahonnerie
DT37-05916,"Chantegrolle,","hameau, commune du Grand-Pressigny,",Grand-Pressigny
DT37-05918,"Chantejeau (le lieu de),","près du Marchais de la Chaux-Berton, commune d’Avon.",Chaux-Berton
DT37-05919,"Chantejeau,","ferme, commune de Candes.",Candes
DT37-05920,"Chantejeau (bois de),","près de Chignolé, commune de Braslou.",Chignolé
DT37-05927,"Chanteloup (le lieu de),","commune de Civray-sur-Cher, près du chemin de la Croix-des-Noues aux Ageons.",Croix-des-Noues
DT37-05929,"Chanteloup (le lieu de),","près des Roches, commune de Jaulnay.",Roches
DT37-05930,"Chanteloup (la fosse de),","près de la Martrie, commune de Marigny.",Martrie
DT37-05930,"Chanteloup (la fosse de),","près de la Martrie, commune de Marigny.",Marigny
DT37-05945,"Chantemerle (le lieu de),","près de la Graterie, commune de Saint-Michel-sur-Loire.",Graterie
DT37-05945,"Chantemerle (le lieu de),","près de la Graterie, commune de Saint-Michel-sur-Loire.",Saint-Michel-sur-Loire
DT37-05954,"Chantepie (le lieu de),","près de la Métairie-Neuve, commune de Neuillé-le-Lierre.",Métairie-Neuve
DT37-05955,"Chantepie,",paroisse de Sainte-Antoine-du-Rocher.,Sainte-Antoine-du-Rocher
DT37-05978,"Chantreau (le bois),","près de la Quenallière, commune de Jaulnay.",Quenallière
DT37-05985,"Chape-aux-Taures (le lieu de la),","près de la Boudinière, commune de Sazilly.",Boudinière
DT37-05987,"Chapeau (le lieu de),","près de la Fontaine, commune de Saint-Senoch.",Fontaine
DT37-05988,"Chapeau-au-Moine (le lieu de),","commune de Cravant, près du chemin de Boissé à la Vallée.",Boissé
DT37-05989,"Chapeau-de-Rose (le lieu de),","commune de Ligré, près du chemin du Rouillis à la Morlière.",Rouillis
DT37-05991,"Chapeau-Noble (le lieu de),","près de la Melière, commune de Seuilly.",Melière
DT37-05993,"Chapeaux (le lieu des),","près de la Guignardière, commune de Saint-Aubin.",Guignardière
DT37-05998,"Chapelette (le lieu de la),","près de la Grande-Roche, commune de Continvoir.",Grande-Roche
DT37-06001,"Chapeliers (la fosse des),","près de la Marottière, commune de Neuvy-Roi.",Marottière
DT37-06005,"Chapelle (le lieu de la),","près de Bagneux, commune de Bournan.",Bagneux
DT37-06009,"Chapelle (la),","commune de la Celle-Saint-Avent, près de la Tourballière.",Tourballière
DT37-06013,"Chapelle (le lieu de la),","près de la Fertonnerie, commune de Cussay.",Fertonnerie
DT37-06017,"Chapelle (la),","ferme, commune de Marcé-sur-Esves.",Marcé-sur-Esves
DT37-06018,"Chapelle (le lieu de la),","près de Chasseigne, commune de Marigny.",Chasseigne
DT37-06018,"Chapelle (le lieu de la),","près de Chasseigne, commune de Marigny.",Marigny
DT37-06022,"Chapelle (bois de la),","près de Vauraye, commune de Parçay-sur-Vienne.",Vauraye
DT37-06024,"Chapelle (le lieu de la),","près de Chasseigne, commune de Pussigny.",Chasseigne
DT37-06027,"Chapelle (le lieu de la),","près de Buffières, commune de Saint-Paterne.",Buffières
DT37-06028,"Chapelle (le lieu de la),","commune de Saint-Pierre-de-Tournon, près du chemin de Tournon à Preuilly.",Tournon
DT37-06032,"Chapelle (le lieu de la),","commune de Sorigny, près de la route de Bordeaux à Paris.",Bordeaux
DT37-06034,"Chapelle (le lieu de la),","commune de Verneuil-le-Château, près du chemin de Saint-Blaise au Poitevin.",Saint-Blaise
DT37-06045,"Chapellenerie (le lieu de la),",commune de Marigny.,Marigny
DT37-06049,"Chapellerie (le lieu de la),","près des Mœurs, commune de Ligueil.",Mœurs
DT37-06052,"Chapelles (le lieu des),","près du Grand-Doucé, commune de Rilly.",Grand-Doucé
DT37-06060,"Chapelle-Taboureau (la),","village, commune de Bréhémont, près de la Loire,",Loire
DT37-06068,"Chaperonnière (le mortier de la),","commune de Saint-Mars, petit étang, près de l’Aubier.",Aubier
DT37-06072,"Chapitre (le),","fief, près de Coulommiers, paroisse de Francueil.",Coulommiers
DT37-06073,"Chapitre (la croix du),","commune de Genillé, près du chemin de la Perruche à la Roufferie.",Perruche
DT37-06074,"Chapitre (les bruyères du),","près de la Gitonnière, commune de Genillé.",Gitonnière
DT37-06077,"Chapitre (le lieu du),","près de la Tachellerie, commune de Saché.",Tachellerie
DT37-06089,"Chapuron (la rouère de),","près de Bordebure, commune de Saché.",Bordebure
DT37-06090,"Chapussière (le lieu de la),","près du Petit-Mauléon, commune d’Auzouer.",Petit-Mauléon
DT37-06091,"Charans (la boire de),","près de Neuillé, commune de Nouans.",Neuillé
DT37-06094,"Charbonneau (le lieu de),","près de la Baudinière, commune de Saché.",Baudinière
DT37-06105,"Charbonnière (la),","ferme, commune des Essarts.",Essarts
DT37-06140,"Charges-d’Ane (ravin des),","près des Lochés et de la Croix du Chêne, commune de La Croix.",Chêne
DT37-06140,"Charges-d’Ane (ravin des),","près des Lochés et de la Croix du Chêne, commune de La Croix.",Croix
DT37-06146,"Charlemagne (les landes de),",commune de Joué et dans l’ancienne paroisse de Miré.,Joué
DT37-06146,"Charlemagne (les landes de),",commune de Joué et dans l’ancienne paroisse de Miré.,Miré
DT37-06160,"Charme (la croix du),","commune d’Épeigné-sur-Dême, près du chemin de Villedieu à Neuvy.",Villedieu
DT37-06170,"Charmineraye (le lieu de la),","près de la Carrée, commune de Saché.",Carrée
DT37-06179,"Charpeau (le lieu de),","près de Montigny, commune de Sepmes.",Montigny
DT37-06181,"Charpenterie (la),",paroisse de Maillé (Luynes).,Maillé
DT37-06184,"Charpentrie (le lieu de la),","près de la Motte, commune de la Chapelle-sur-Loire.",Motte
DT37-06187,"Charperies (le lieu des),","près des Beaugers, commune de Thilouze.",Beaugers
DT37-06188,"Charpes (le lieu des),","près de Prouzay, commune de Civray-sur-Esves.",Prouzay
DT37-06190,"Charpraie (le lieu de la),","près de Saulnay, commune de Charnizay.",Saulnay
DT37-06191,"Charpraie (la),","ferme, commune du Grand-Pressigny.",Grand-Pressigny
DT37-06201,"Charreau, ou les Charreaux,","ferme, commune de Villeloin, près du bourg.",Villeloin
DT37-06209,"Charron,","ferme, commune de la Tour-Saint-Gelin.",Tour-Saint-Gelin
DT37-06212,"Charterie (la), ou Chartrie,","ferme, commune de Joué.",Joué
DT37-06215,"Chartier (le marchais),","près de Valençay, commune du Grand-Pressigny.",Valençay
DT37-06215,"Chartier (le marchais),","près de Valençay, commune du Grand-Pressigny.",Grand-Pressigny
DT37-06216,"Chartières (le lieu des),","près de la Fontaine, commune de Saint-Épain.",Fontaine
DT37-06217,"Chartiers (le lieu des),",paroisse de Saint-Étienne (aujourd’hui commune de Tours).,Saint-Étienne
DT37-06218,"Chartil (le lieu du),","près de la Rivière-Marteau, commune de Courcoué.",Rivière-Marteau
DT37-06219,"Chartre-sur-le-Loir (la),","commune et chef-lieu de canton, arrondissement de Saint-Calais (Sarthe).",Saint-Calais
DT37-06221,"Chartrie (la),","ferme, commune de Marigny.",Marigny
DT37-06229,"Charvière (étang et bois de la), ou les Friches,","près de la Maillotrie, commune de Chisseaux.",Maillotrie
DT37-06229,"Charvière (étang et bois de la), ou les Friches,","près de la Maillotrie, commune de Chisseaux.",Chisseaux
DT37-06230,"Charvière (le ruisseau de la),","prend sa source dans l’étang de ce nom, fait mouvoir le moulin de Boisson, passe à Chisseaux et se jette dans le Cher, près de Moulin-Fort.",Moulin-Fort
DT37-06234,"Chasseigne (bois de la),",commune du Petit-Pressigny.,Petit-Pressigny
DT37-06237,"Chasseloup (le lieu de),","près du Poteau, commune de Chanceaux-sur-Choisille.",Poteau
DT37-06239,"Chassenay, ou Chassenai,","hameau, commune de Champigny-sur-Veude, près de la Veude,",Veude
