article_id,vedette,vedette_orig,localisationde,dpt_code,canton_code,localisationco,localisationco_orig,NCCENR_orig,insee_code,method,reference
PO9-01013,Chapelle d Andelot,Chapelle-d’Andelot,Allier,03,Gannat,Saint Priest d Andelot,Saint-Priest-d’Andelot,Saint-Priest-d'Andelot,Saint Priest d Andelot (03255),dpt_exact,     Chapelle d Andelot  La      Allier     con de Gannat     cne de Saint Priest d Andelot       Andelau  prior  214 a      Chapella d Andelau  prior  170 c    
PO9-01131,Chaumont,Chaumont,Allier,03,Montmarault,Saint Priest en Murat,Saint-Priest-en-Murat,Saint-Priest-en-Murat,Saint Priest en Murat (03256),dpt_exact,     Chaumont     Allier     con de Montmarault     cne de Saint Priest en Murat       Calvus Mons  12 f  18 a    
PO9-03407,Rongere,Rongère,Allier,03,Montmarault,Saint Priest en Murat,Saint-Priest-en-Murat,Saint-Priest-en-Murat,Saint Priest en Murat (03256),dpt_exact,     Rongère  La      Allier     con de Montmarault     cne de Saint Priest en Murat       Rongere  prior  84 b      Rongeria  12 b  prior  34 a  53 d  prioratus  135 b    
PO9-03057,Passat,Passat,Allier,03,Montluçon-est,Saint Victor,Saint-Victor,Saint-Victor,Saint Victor (03262),dpt_exact,     Passat     Allier     con de Montluçon est     cne de Saint Victor       Pacacus  prior  78 d    
PO9-04730,Saugeat,Saugeat,Allier,03,Montluçon-est,Saint Victor,Saint-Victor,Saint-Victor,Saint Victor (03262),dpt_exact,     Saugeat     Allier     con de Montluçon est     cne de Saint Victor       Saugiacus  128 g      Saujiacus  capellanus  98 a      Sougiacus  capellanus  32 a    
PO9-03284,Puy Rogier,Puy-Rogier,Allier,03,Neuilly-le-Réal,Saint Voir,Saint-Voir,Saint-Voir,Saint Voir (03263),dpt_exact,     Puy Rogier  Le      Allier     con de Neuilly le Réal     cne de Saint Voir       Poyrocgers  184 c    
PO9-03502,Saint Alyre,Saint-Alyre,Allier,03,Varennes-sur-Allier,Sanssat,Sanssat,Sanssat,Sanssat (03266),dpt_exact,     Saint Alyre     Allier     con de Varennes sur Allier     cne de Sanssat       Sanctus Illidius de Valenche  185 b      Sanctus Illidius Valenchie  218 b    
PO9-04806,Senat,Senat,Allier,03,Chantelle,Taxat Senat,Taxat-Senat,Taxat-Senat,Taxat Senat (03278),dpt_exact,     Senat     Allier     con de Chantelle     cne de Taxat Senat       Cenacus  prioratus  118 a      Senac  18 c  149 a  capellanus  35 a  prior  34 f  53 e      Senacus  117 c  capellanus  91 a  prior  76 g    
PO9-02822,Moutier,Moutier,Allier,03,Jaligny,Thionne,Thionne,Thionne,Thionne (03284),dpt_exact,     Moutier  Le      Allier     con de Jaligny     cne de Thionne       Monasterium  187 a    
PO9-01688,Floret,Floret,Allier,03,Jaligny,Trezelles,Trezelles,Trézelles,Trezelles (03291),dpt_exact,     Floret     Allier     con de Jaligny     cne de Trezelles       Floret  182 b  prior  218 a      Flory  prior et curatus  239 b    
PO9-05382,Vouroux,Vouroux,Allier,03,Varennes-sur-Allier,Varennes sur Allier,Varennes-sur-Allier,Varennes-sur-Allier,Varennes sur Allier (03298),dpt_exact,     Vouroux     Allier     con de Varennes sur Allier     cne de Varennes sur Allier       Varoux  240 a      Verol  186 a    
PO9-04509,Saint Reverien,Saint-Révérien,Allier,03,Dompierre-sur-Besbre,Vaumas,Vaumas,Vaumas,Vaumas (03300),dpt_exact,     Saint Révérien     Allier     con de Dompierre sur Besbre     cne de Vaumas       Sanctus Reverianus  186 c    
PO9-00128,Argentiere,Argentière,Allier,03,Montluçon-ouest,Vaux,Vaux,Vaux,Vaux (03301),dpt_exact,     Argentière     Allier     con de Montluçon ouest     cne de Vaux       Argentaria  capellanus  98 a      Argenteria  128 g      Argenterie  capellanus  32 a    
PO9-03175,Pollier,Pollier,Allier,03,Marcillat,Villebret,Villebret,Villebret,Villebret (03314),dpt_exact,     Pollier     Allier     con de Marcillat     cne de Villebret       Paulhiacus  capellanus  34 d      Pollet  148 o      Polliacus  135 a      Poulliacus  capellanus  101 e    
PO9-01951,Isle Marmande,Isle-sur-Marmande,Allier,03,Cérilly,Isle et Bardais,l’Isle-et-Bardais,Isle-et-Bardais,Isle et Bardais (03130),dpt_exact_simple,     Isle sur Marmande     Allier     con de Cérilly     cne de l Isle et Bardais       Insula  152 f  capellanus  31 b  94 c  parochia  122 e    
PO9-02851,Nage,Nage,Allier,03,Huriel,Chapelaude,La Chapelaude,Chapelaude,Chapelaude (03055),dpt_exact_simple,     Nage  La      Allier     con d Huriel     cne de La Chapelaude       Nage  La   148 b      Nagia  128 h  capellanus  32 a  98 b    
PO9-02987,Onrezat,Onrezat,Allier,03,Huriel,Chapelaude,La Chapelaude,Chapelaude,Chapelaude (03055),dpt_exact_simple,     Onrezat     Allier     con d Huriel     cne de La Chapelaude       Onzeracus  130 b  capellanus  99 c      Ozerayum  capellanus  32 f    
PO9-02460,Marseigne,Marseigne,Allier,03,Jaligny,Jaligny,Jaligny,,Jaligny Besbre (03132) - Jaligny-sur-Besbre,dpt_fuzzy,     Marseigne     Allier     con de Jaligny     cne de Jaligny       Marsanha  187 b      Marsenhia  priorissa  218 c    
PO9-00357,Beaune,Beaune,Allier,03,Montmarault,none,none,,Beaune Allier (03020) – Beaune-d'Allier,dpt_fuzzy,     Beaune ou Beaune d Allier     Allier     con de Montmarault       Beaulne  148 g      Belna  capellanus  76 f      Benna  capellanus  34 c  prioratus  22 e    
PO9-01462,Deneuille,Deneuille,Allier,03,Chantelle,none,none,,Deneuille Chantelle (03096) – Deneuille-lès-Chantelle,dpt_fuzzy,     Deneuille     Allier     con de Chantelle       Deneuille  149 h      Denolium  capellanus  77 a      Nolium  capellanus  34 f  117 a    
PO9-01967,Jaligny,Jaligny,Allier,03,Vichy,none,none,,Jaligny Besbre (03132) - Jaligny-sur-Besbre,dpt_fuzzy,     Jaligny     Allier     con de Vichy     arrt de Vichy       Jaligniacus  prior  217 f  239 b      Jalinhet  187 b    
PO9-02424,Marcillat,Marcillat,Allier,03,Montluçon,none,none,,Marcillat Combraille (03161) – Marcillat-en-Combraille,dpt_fuzzy,     Marcillat     Allier     con de Montluçon     arrt de Montluçon       Marcilhat  174 b      Marcilhiacus  prior  220 b    
PO9-02691,Montcombroux,Montcombroux,Allier,03,Donjon,none,none,,Montcombroux Mines (03181) - Montcombroux-les-Mines,dpt_fuzzy,     Montcombroux     Allier     con du Donjon       Moncombros  188 a    
PO9-04938,Teillet,Teillet,Allier,03,Montluçon-ouest,none,none,,Teillet Argenty (03279) - Teillet-Argenty,dpt_fuzzy,     Teillet     Allier     con de Montluçon ouest       Teilhetum  130 c      Teillet  prior  77 d      Telhetum  prior  32 e      Tillet  147 g    
PO9-01356,Courtille,Courtille,Allier,03,Souvigny,Noyant,Noyant,,Noyant Allier (03202) - Noyant-d'Allier,dpt_fuzzy,     Courtille     Allier     con de Souvigny     cne de Noyant       Cortilles  prior  84 b    
PO9-00131,Argenty,Argenty,Allier,03,Montluçon-ouest,Teillet,Teillet,,Teillet Argenty (03279) - Teillet-Argenty,dpt_fuzzy,     Argenty     Allier     con de Montluçon ouest     cne de Teillet       Argentia  prior  77 e      Arthange  prior  32 f    
PO9-01988,Jonzais,Jonzais,Allier,03,Montmarault,Villefranche,Villefranche,,Villefranche Allier (03315) - Villefranche-d'Allier,dpt_fuzzy,     Jonzais     Allier     con de Montmarault     cne de Villefranche       Joanzayum  capellanus  31 d      Jonzayum  capellanus  97 g      Jozayum  128 f      Peusay  148 d    
PO9-02681,Montcenoux,Montcenoux,Allier,03,Montmarault,Villefranche,Villefranche,,Villefranche Allier (03315) - Villefranche-d'Allier,dpt_fuzzy,     Montcenoux     Allier     con de Montmarault     cne de Villefranche       Mons Cenobius  128 f  capellanus  97 g  capitulum  22 f  97 c  prior et capitulum  32 e  prior  78 c    
PO9-00541,Boucheron,Boucheron,Allier,03,Souvigny,Autry Issard,Autry-Issard,,03012,nulle,     Boucheron     Allier     con de Souvigny     cne d Autry Issard       Boucheron  prior  84 b    
PO9-01866,Grammont,Grammont,Allier,03,Cusset,Crouzier Neuf,Crouzier-le-Neuf,,03093,nulle,     Grammont     Allier     con de Cusset     cne de Crouzier le Neuf       Perol  prior Grandimontensis  217 g    
PO9-02212,Levy,Lévy,Allier,03,Lurcy-Lévy,Lurcy Levy,Lurcy-Lévy,,03155,nulle,     Lévy     Allier     con de Lurcy Lévy     cne de Lurcy Lévy       Live  capellanus  54 b    
PO9-02342,Lurcy,Lurcy,Allier,03,Lurcy-Lévy,Lurcy Levy,Lurcy-Lévy,,03155,nulle,     Lurcy     Allier     con de Lurcy Lévy     cne de Lurcy Lévy       Lirciacius  prior curatus  114 e      Lurci  prioratus  22 j      Lurciacus  113 d  capellanus  76 b  prior curatus  35 g  prior  75 f    
PO9-01099,Chateauvieux,Châteauvieux,Allier,03,Montluçon-est,Montlucon est,Montluçon-est,,Montlucon (03185),nulle,     Châteauvieux     Allier     con de Montluçon est     cne de Montluçon est       Castrum Vetus  capellanus  34 a  parochia  134 c  prior  101 b      Chastelvieil  148 f    
PO9-00599,Branssat,Branssat,Allier,03,Saint-Pourçain-sur-Sioule,none,none,,03038,nulle,     Branssat     Allier     con de Saint Pourçain sur Sioule       Bransat  179 c    
PO9-02314,Loye Ornon,Loye-sur-Ornon,Allier,03,Saulzais-le-Potier,none,none,,18130,nulle,     Loye sur Ornon     Allier     con de Saulzais le Potier       Lex  123 e  capellanus  30 a  80 e      Loy  152 j    
PO9-02539,Meilliers,Meilliers,Allier,03,Souvigny,none,none,,03170,nulle,     Meilliers     Allier     con de Souvigny       Meilhers  114 c      Meilliers  capellanus  35 d      Meilliers  capellanus  89 b  priorissa  88 c      Milhiers  prioratus  114 f    
PO9-02862,Narzene,Narzène,Allier,03,Montluçon-est,none,none,,NON,nulle,     Narzène     pays de Néris      Allier     con de Montluçon est       Narzena  archidiaconatus  106 e    
PO9-02901,Neuville,Neuville,Allier,03,Hérisson,none,none,,Villefranche Allier (03315) - Villefranche-d'Allier,nulle,     Neuville     Allier     con d Hérisson       Noeville  148 i      Nova Villa  128 c  capellanus  32 c  98 c    
PO9-02923,Nocq,Nocq,Allier,03,Huriel,none,none,,03051,nulle,     Nocq     Allier     con d Huriel       Notum  129 e  capellanus  78 c      Noz  147 e  capellanus  32 f    
PO9-03731,Didier Rollat,Saint-Didier-en-Rollat,Allier,03,Escurolles,none,none,,03227,nulle,     Saint Didier en Rollat     Allier     con d Escurolles       Sanctus Desiderius  172 a    
PO9-05285,Vieurre,Vieurre,Allier,03,Bourbon-l’Archambault,none,none,,03312,nulle,     Vieurre     Allier     con de Bourbon l Archambault       Vieuria  128 c      Viora  capellanus  97 e      Viore  148 j      Vioria  capellanus  32 e    
PO9-03968,Gilbert,Saint-Gilbert,Allier,03,Escurolles,Didier Rollat,Saint-Didier-en-Rollat,,03227,nulle,     Saint Gilbert ou Saint Gilbert de Neufont     Allier     con d Escurolles     cne de Saint Didier en Rollat       Sanctus Girbertus  abbas  214 a    
PO9-02201,Lerins,Lérins,Alpes-Maritimes,06,Cannes,Cannes,Cannes,Cannes,Cannes (06029),dpt_exact,     Lérins     Alpes Maritimes     con de Cannes     cne de Cannes     île        Sanctus Honoratus  monasterium  262 a    
PO9-00511,Bonnefoy,Bonnefoy,Ardèche,07,Montpezat,Beage,Béage,Béage,Beage (07026),dpt_exact,     Bonnefoy     Ardèche     con de Montpezat     cne du Béage       Bonasfes  prior  570 b    
PO9-00950,Chambons,Chambons,Ardèche,07,Saint-Étienne-de-Lugdarès,Borne,Borne,Borne,Borne (07038),dpt_exact,     Chambons  Les      Ardèche     con de Saint Étienne de Lugdarès     cne de Borne       Chambons  Les   abbaye  561 c    
PO9-03468,Ruoms,Ruoms,Ardèche,07,Vallon-Pont-d’Arc,none,none,Ruoms,Ruoms (07201),dpt_exact,     Ruoms     Ardèche     con de Vallon Pont d Arc       Rions  prieuré  561 c    
PO9-01057,Charray,Charray,Ardèche,07,Privas,Pourcheres,Pourchères,Pourchères,Pourcheres (07179),dpt_exact,     Charray     Ardèche     con de Privas     cne de Pourchères       Charays  prieur  563 c    
PO9-02858,Narbonne,Narbonne,Aude,11,none,none,none,Narbonne,Narbonne (11262),dpt_exact,     Narbonne     Aude       Narbonensis  archiepiscopus  105 a    
PO9-04148,Saint Lazare,Saint-Lazare,Aveyron,12,Pont-de-Salars,Agen d Aveyron,Agen-d’Aveyron,Agen-d'Aveyron,Agen d Aveyron (12001),dpt_exact,     Saint Lazare     Aveyron     con de Pont de Salars     cne d Agen d Aveyron       Sanct Laze des Pasturals  capella  leprosaria  325 a    
PO9-05158,Vayrac,Vayrac,Aveyron,12,Millau,Aguessac,Aguessac,Aguessac,Aguessac (12002),dpt_exact,     Vayrac     Aveyron     con de Millau     cne d Aguessac       Veyracus  Sanctus Stephanus  292 d      Veyrac  prioratus sancti Stephani  331 c    
PO9-00792,Capelle Farcel,Capelle-Farcel,Aveyron,12,Salles-Curan,Alrance,Alrance,Alrance,Alrance (12006),dpt_exact,     Capelle Farcel  La      Aveyron     con de Salles Curan     cne d Alrance       La Capela Farcel  prioratus Nostre Domine augusti  313 b      Capella Farcelli  279 h  288 b    
PO9-03114,Peyrebrune,Peyrebrune,Aveyron,12,Salles-Curan,Alrance,Alrance,Alrance,Alrance (12006),dpt_exact,     Peyrebrune     Aveyron     con de Salles Curan     cne d Alrance       Petra Bruna  280 c    
PO9-00800,Caplongue,Caplongue,Aveyron,12,Cassagnes-Begonhès,Arvieu,Arvieu,Arvieu,Arvieu (12011),dpt_exact,     Caplongue     Aveyron     con de Cassagnes Begonhès     cne d Arvieu       Caplonga  279 h  288 b  cura Sancti Saturnini  308 a    
PO9-02938,Notre Dame d Aures,Notre-Dame-d’Aures,Aveyron,12,Cassagne-Begonhès,Arvieu,Arvieu,Arvieu,Arvieu (12011),dpt_exact,     Notre Dame d Aures     Aveyron     con de Cassagne Begonhès     cne d Arvieu       Auris  Nostra Domina augusti  320 c    
PO9-02873,Naves d Aubrac,Naves-d’Aubrac,Aveyron,12,Saint-Geniez-d’Olt,Aurelle Verlac,Aurelle-Verlac,Aurelle-Verlac,Aurelle Verlac (12014),dpt_exact,     Naves d Aubrac     Aveyron     con de Saint Geniez d Olt     cne d Aurelle Verlac       Navas de Albrac  ecclesia Nostre Domine augusti  319 b      Naves  294 f      Naves de Altobraco  282 a    
PO9-05197,Verlac,Verlac,Aveyron,12,Saint-Geniez-d’Olt,Aurelle Verlac,Aurelle-Verlac,Aurelle-Verlac,Aurelle Verlac (12014),dpt_exact,     Verlac     Aveyron     con de Saint Geniez d Olt     cne d Aurelle Verlac       Verlac  prioratus et rectoria  331 c      Verlacus  281 i  297 b    
PO9-01923,Hauteserre,Hauteserre,Aveyron,12,Rignac,Auzits,Auzits,Auzits,Auzits (12016),dpt_exact,     Hauteserre     Aveyron     con de Rignac     cne d Auzits       Altaserra  ecclesia Beate Marie  303 c    
PO9-03466,Rulhe,Rulhe,Aveyron,12,Rignac,Auzits,Auzits,Auzits,Auzits (12016),dpt_exact,     Rulhe     Aveyron     con de Rignac     cne d Auzits       Roilha  299 d      Ruilha  prioratus et rectoria Sancti Stephani  321 d    
PO9-04498,Saint Remy,Saint-Rémy,Aveyron,12,Saint-Rome-de-Tarn,Ayssenes,Ayssènes,Ayssènes,Ayssenes (12017),dpt_exact,     Saint Rémy     Aveyron     con de Saint Rome de Tarn     cne d Ayssènes       Sanctus Remigius  302 b    
PO9-05100,Vabrette,Vabrette,Aveyron,12,Saint-Rome-de-Tarn,Ayssenes,Ayssènes,Ayssènes,Ayssenes (12017),dpt_exact,     Vabrette     Aveyron     con de Saint Rome de Tarn     cne d Ayssènes       Vabreta  301 d      Vabretta  286 e  302 b    
PO9-05208,Vernet le Bas,Vernet-le-Bas,Aveyron,12,Capdenac-Gare,Balaguier d Olt,Balaguier-d’Olt,Balaguier-d'Olt,Balaguier d Olt (12018),dpt_exact,     Vernet le Bas     Aveyron     con de Capdenac Gare     cne de Balaguier d Olt       Vernet lou Soteyra  320 d      Vernetum  298 b    
PO9-00781,Capdenaguet,Capdenaguet,Aveyron,12,Marcillac-Vallon,Balsac,Balsac,Balsac,Balsac (12020),dpt_exact,     Capdenaguet     Aveyron     con de Marcillac Vallon     cne de Balsac       Capdenaguest  304 c    
PO9-02507,Mayran,Mayran,Aveyron,12,Rignac,Belcastel,Belcastel,Belcastel,Belcastel (12024),dpt_exact,     Mayran     Aveyron     con de Rignac     cne de Belcastel       Mayranh  prioratus  rectoria Sanctorum Fabiani et Sebastiani  317 a      Mayranhium  278 e  290 e    
PO9-02942,Notre Dame de Buenne,Notre-Dame-de-Buenne,Aveyron,12,Rignac,Belcastel,Belcastel,Belcastel,Belcastel (12024),dpt_exact,     Notre Dame de Buenne  alias Saint Barthélemy de Buenne     Aveyron     con de Rignac     cne de Belcastel       Boneo  299 b      Bionne  Sanct Barthomieu  prioratus sive bodomia  322 b    
PO9-04251,Saint Martin de Turipi,Saint-Martin-de-Turipi,Aveyron,12,Belmont-sur-Rance,Belmont sur Rance,Belmont-sur-Rance,Belmont-sur-Rance,Belmont sur Rance (12025),dpt_exact,     Saint Martin de Turipi     Aveyron     con de Belmont sur Rance     cne de Belmont sur Rance       Sainct Martin de Turipi  prioratus  vicarius  352 a      Turipi  339 c    
PO9-00093,Anglars,Anglars,Aveyron,12,Laissac,Bertholene,Bertholène,Bertholène,Bertholene (12026),dpt_exact,     Anglars     Aveyron     con de Laissac     cne de Bertholène       Anglars Layssaguesii  prioratus et rectoria Sancti Mauricii  303 c      Anglars prope Monrosier  296 g    
PO9-00252,Ayrinhac,Ayrinhac,Aveyron,12,Laissac,Bertholene,Bertholène,Bertholène,Bertholene (12026),dpt_exact,     Ayrinhac     Aveyron     con de Laissac     cne de Bertholène       Aurinhacus  297 a      Ayrinhac  prioratus Sancti Juliani  302 a      Yrinhacus  295 f    
PO9-00282,Banc,Banc,Aveyron,12,Laissac,Bertholene,Bertholène,Bertholène,Bertholene (12026),dpt_exact,     Banc     Aveyron     con de Laissac     cne de Bertholène       Bancum  280 f    
PO9-00302,Barriac,Barriac,Aveyron,12,Bozouls,Bozouls,Bozouls,Bozouls,Bozouls (12033),dpt_exact,     Barriac     Aveyron     con de Bozouls     cne de Bozouls       Berriac  prioratus et rectoria Sancti Petri  305 a      Berriacus  281 a  295 g    
PO9-00663,Brussac,Brussac,Aveyron,12,Bozouls,Bozouls,Bozouls,Bozouls,Bozouls (12033),dpt_exact,     Brussac     Aveyron     con de Bozouls     cne de Bozouls       Bruissacus  282 e      Bruyssacus  294 d      Brussac  ecclesia Sancti Vincentii  306 c    
PO9-01807,Gillorgues,Gillorgues,Aveyron,12,Bozouls,Bozouls,Bozouls,Bozouls,Bozouls (12033),dpt_exact,     Gillorgues     Aveyron     con de Bozouls     cne de Bozouls       Gilhorgues  prioratus Sancti Amancii  312 c      Julhorgues  281 a  295 g    
PO9-00043,Albinhac,Albinhac,Aveyron,12,Mur-de-Barrez,Brommat,Brommat,Brommat,Brommat (12036),dpt_exact,     Albinhac     Aveyron     con de Mur de Barrez     cne de Brommat       Albinhac  prioratus et rectoria Sancti Roconis  303 a      Albinhacus  283 a  prior  cappellanus  293 e    
PO9-01247,Colombies,Colombiès,Aveyron,12,Mur-de-Barrez,Brommat,Brommat,Brommat,Brommat (12036),dpt_exact,     Colombiès     Aveyron     con de Mur de Barrez     cne de Brommat       Columbies  bodomia  310 a        Près Rueyre  Aveyron  con de Mur de Barrez  cne de Brommat     
PO9-01432,Cussac,Cussac,Aveyron,12,Mur-de-Barrez,Brommat,Brommat,Brommat,Brommat (12036),dpt_exact,     Cussac     Aveyron     con de Mur de Barrez     cne de Brommat       Cussac  prioratus  311 b      Cussacus  283 e  293 e    
PO9-03461,Rueyre,Rueyre,Aveyron,12,Mur-de-Barrez,Brommat,Brommat,Brommat,Brommat (12036),dpt_exact,     Rueyre     Aveyron     con de Mur de Barrez     cne de Brommat       Rueyra  310 a  ecclesia Sancti Cirici  293 e  321 d      Rueria de Bedena  295 a      Rueyria  284 b    
PO9-04222,Saint Martin de Brousse,Saint-Martin-de-Brousse,Aveyron,12,Saint-Rome-de-Tarn,Brousse le Chateau,Brousse-le-Château,Brousse-le-Château,Brousse le Chateau (12038),dpt_exact,     Saint Martin de Brousse     Aveyron     con de Saint Rome de Tarn     cne de Brousse le Château       Sanctus Martinus de Brossa  289 b      Sanct Marti de Brossa  prior et rector  325 b    
PO9-00723,Calmels,Calmels,Aveyron,12,Saint-Affrique,Calmels et le Viala,Calmels-et-le-Viala,Calmels-et-le-Viala,Calmels et le Viala (12042),dpt_exact,     Calmels     Aveyron     con de Saint Affrique     cne de Calmels et le Viala       Calmels  341 a  vicaria perpetua Beate Marie  348 c    
PO9-00876,Ceignac,Ceignac,Aveyron,12,Cassagnes-Begonhès,Calmont,Calmont,Calmont,Calmont (12043),dpt_exact,     Ceignac     Aveyron     con de Cassagnes Begonhès     cne de Calmont       Cenniac  cura Nostre Domine  309 b      Seniacus  279 a  289 f    
PO9-02372,Magrin,Magrin,Aveyron,12,Cassagnes-Begonhès,Calmont,Calmont,Calmont,Calmont (12043),dpt_exact,     Magrin     Aveyron     con de Cassagnes Begonhès     cne de Calmont       Magrinh  291 a  prioratus et rectoria Sancti Amancii  317 a    
PO9-02604,Milhac,Milhac,Aveyron,12,Cassagnes-Bégonhès,Calmont,Calmont,Calmont,Calmont (12043),dpt_exact,     Milhac     Aveyron     con de Cassagnes Bégonhès     cne de Calmont       Melhac  327 b    
PO9-03023,Ouyre,Ouyre,Aveyron,12,Camarès,Camares,Camarès,Camarès,Camares (12044),dpt_exact,     Ouyre     Aveyron     con de Camarès     cne de Camarès       Oyra  vicaria perpetua  350 b    
PO9-03257,Prugnes,Prugnes,Aveyron,12,Camarès,Camares,Camarès,Camarès,Camares (12044),dpt_exact,     Prugnes     Aveyron     con de Camarès     cne de Camarès       Prunetum  333 d      Pruynat  vicaria perpetua  350 d    
PO9-04432,Saint Pierre d Issis,Saint-Pierre-d’Issis,Aveyron,12,Camarès,Camares,Camarès,Camarès,Camares (12044),dpt_exact,     Saint Pierre d Issis     Aveyron     con de Camarès     cne de Camarès       Sainct Pierre de Ysses  prioratus  vicarius  351 d      Sanctus Petrus d Iscis  341 c    
PO9-01754,Frons,Frons,Aveyron,12,Naucelle,Camjac,Camjac,Camjac,Camjac (12046),dpt_exact,     Frons     Aveyron     con de Naucelle     cne de Camjac       Frons  279 c  289 h  Sancti Jacobi  prioratus  312 a    
PO9-00761,Canac,Canac,Aveyron,12,Campagnac,Campagnac,Campagnac,Campagnac,Campagnac (12047),dpt_exact,     Canac     Aveyron     con de Campagnac     cne de Campagnac       Canac  prioratus  rectoria  307 b      Canacus  prior  320 b    
PO9-01784,Garrigue,Garrigue,Aveyron,12,Saint-Amans-des-Cots,Campouriez,Campouriez,Campouriez,Campouriez (12048),dpt_exact,     Garrigue  La      Aveyron     con de Saint Amans des Cots     cne de Campouriez       La Garriga  dominus  307 c    
PO9-04942,Teissieres,Teissières,Aveyron,12,Estaing,Campuac,Campuac,Campuac,Campuac (12049),dpt_exact,     Teissières     Aveyron     con d Estaing     cne de Campuac       Teyssieras  bodomia  330 a    
PO9-00626,Brieu,Brieu,Aveyron,12,Sainte-Geneviève-sur-Argence,Cantoin,Cantoin,Cantoin,Cantoin (12051),dpt_exact,     Brieu     Aveyron     con de Sainte Geneviève sur Argence     cne de Cantoin       Brieu  282 g  293 f  332 b    
PO9-00790,Capelle Chaniez,Capelle-Chaniez,Aveyron,12,Sainte-Geneviève-sur-Argence,Cantoin,Cantoin,Cantoin,Cantoin (12051),dpt_exact,     Capelle Chaniez  La      Aveyron     con de Sainte Geneviève sur Argence     cne de Cantoin       Chanerium  265 e  capellanus  245 d      Chaniert  161 b    
PO9-01195,Cissac,Cissac,Aveyron,12,Sainte-Geneviève-sur-Argence,Cantoin,Cantoin,Cantoin,Cantoin (12051),dpt_exact,     Cissac     Aveyron     con de Sainte Geneviève sur Argence     cne de Cantoin       Cissac  capella  332 b      Cizacus  297 b    
PO9-05347,Vines,Vines,Aveyron,12,Sainte-Geneviève-sur-Argence,Cantoin,Cantoin,Cantoin,Cantoin (12051),dpt_exact,     Vines     Aveyron     con de Sainte Geneviève sur Argence     cne de Cantoin       Vina  282 g  293 f  prioratus  332 b    
PO9-02265,Livignac le Bas,Livignac-le-Bas,Aveyron,12,Capdenac-Gare,Capdenac Gare,Capdenac-Gare,Capdenac-Gare,Capdenac Gare (12052),dpt_exact,     Livignac le Bas     Aveyron     con de Capdenac Gare     cne de Capdenac Gare       Levinhacus  415 d      Levinhiacus  capellania  454 b    
PO9-04096,Saint Julien d Empare,Saint-Julien-d’Empare,Aveyron,12,Capdenac-Gare,Capdenac Gare,Capdenac-Gare,Capdenac-Gare,Capdenac Gare (12052),dpt_exact,     Saint Julien d Empare     Aveyron     con de Capdenac Gare     cne de Capdenac Gare       Sanct Jolia de Capdenac  prioratus et rectoria  324 b      Sanctus Julianus prope Capdenacum  286 c  298 c    
PO9-05209,Vernet le Haut,Vernet-le-Haut,Aveyron,12,Capdenac-Gare,Capdenac Gare,Capdenac-Gare,Capdenac-Gare,Capdenac Gare (12052),dpt_exact,     Vernet le Haut     Aveyron     con de Capdenac Gare     cne de Capdenac Gare       Vernetum  301 f      Vernetum prope Capdenacum  286 d      Vernetum superius  prioratus et rectoria sancti Petri  331 c    
PO9-00902,Ceor,Céor,Aveyron,12,Cassagnes-Begonhès,Cassagnes Begonhes,Cassagnes-Begonhès,Cassagnes-Bégonhès,Cassagnes Begonhes (12057),dpt_exact,     Céor     Aveyron     con de Cassagnes Begonhès     cne de Cassagnes Begonhès       Seor  278 f  290 e  prioratus  rectoria Nostre Domine  328 b    
PO9-01226,Cocural,Cocural,Aveyron,12,Laguiole,Cassuejouls,Cassuéjouls,Cassuéjouls,Cassuejouls (12058),dpt_exact,     Cocural     Aveyron     con de Laguiole     cne de Cassuéjouls       Cocuralh  castrum  309 a    
PO9-02123,Lardeyrolles,Lardeyrolles,Aveyron,12,Sauveterre,Castanet,Castanet,Castanet,Castanet (12059),dpt_exact,     Lardeyrolles     Aveyron     con de Sauveterre     cne de Castanet       Lardayrolas  prioratus et rectoria Sancti Saturnini  314 c      Lardayrola  281 f  290 b    
PO9-03158,Plancade,Plancade,Aveyron,12,La Salvetat,Castelmary,Castelmary,Castelmary,Castelmary (12060),dpt_exact,     Plancade  La      Aveyron     con de La Salvetat     cne de Castelmary       La Plancada  311 a    
PO9-05219,Vernhe,Vernhe,Aveyron,12,La Salvetat,Castelmary,Castelmary,Castelmary,Castelmary (12060),dpt_exact,     Vernhe  La      Aveyron     con de La Salvetat     cne de Castelmary       La Vernha  309 a  prioratus  329 c      Vernhia  282 a    
PO9-00736,Cambon,Cambon,Aveyron,12,Espalion,Castelnau de Mandailles,Castelnau-de-Mandailles,Castelnau-de-Mandailles,Castelnau de Mandailles (12061),dpt_exact,     Cambon  Le      Aveyron     con d Espalion     cne de Castelnau de Mandailles       Cambo  280 g  296 a  prioratus Sancti Juliani  307 b    
PO9-00096,Anglars d Estaing,Anglars-d’Estaing,Aveyron,12,Espalion,Cayrol,Cayrol,Cayrol,Cayrol (12064),dpt_exact,     Anglars d Estaing     Aveyron     con d Espalion     cne du Cayrol       Anglars  Bedene   prioratus et rectoria Sancti Stephani  303 d    
PO9-00516,Bonneval,Bonneval,Aveyron,12,Espalion,Cayrol,Cayrol,Cayrol,Cayrol (12064),dpt_exact,     Bonneval     Aveyron     con d Espalion     cne du Cayrol       Bonavallis  abbas  287 c  296 a  311 a  320 b  326 b  329 a  monasterium  246 d  306 a    
