article_id,vedette,vedette_orig,localisationde,dpt_code,canton_code,localisationco,localisationco_orig,NCCENR_orig,insee_code,method,reference
PO9-00620,Breuil,Breuil,Allier,03,Souvigny,Agonges,Agonges,Agonges,Agonges (03002),dpt_exact,     Breuil  Le      Allier     con de Souvigny     cne d Agonges       Le Broy  149 f      Brolium  capellanus Sancti Raphaelis  88 f  parochia  113 g      Brolhium  capellanus  36 e    
PO9-03596,Saint Benin,Saint-Benin,Allier,03,Cérilly,Ainay le Chateau,Ainay-le-Château,Ainay-le-Château,Ainay le Chateau (03003),dpt_exact,     Saint Benin     Allier     con de Cérilly     cne d Ainay le Château       Benegon  152 k      Sanctus Benignus  capellanus  31 a  94 d  122 f  prior  30 e  79 b    
PO9-05233,Verys,Verys,Allier,03,Lapalisse,Andelaroche,Andelaroche,Andelaroche,Andelaroche (03004),dpt_exact,     Verys     Allier     con de Lapalisse     cne d Andelaroche       Vayrens  182 b      D après Aubert de la Forge  Les fiefs du Bourbonnais  p  28    
PO9-01756,Frontenat,Frontenat,Allier,03,Huriel,Archignat,Archignat,Archignat,Archignat (03005),dpt_exact,     Frontenat     Allier     con d Huriel     cne d Archignat       Frontenacus  capellanus  99 b  parochia  130 b    
PO9-04455,Saint Priest,Saint-Priest,Allier,03,Marcillat,Arpheuilles Saint Priest,Arpheuilles-Saint-Priest,Arpheuilles-Saint-Priest,Arpheuilles Saint Priest (03007),dpt_exact,     Saint Priest     Allier     con de Marcillat     cne d Arpheuilles Saint Priest       Sanctus Prejectus  2 c  11 c  17 b  134 b  capellanus  34 c  76 e    
PO9-01386,Crete,Crête,Allier,03,Hérisson,Audes,Audes,Audes,Audes (03010),dpt_exact,     Crête  La      Allier     con d Hérisson     cne d Audes       La Creste  148 b      Crista  vicarius  98 c    
PO9-03240,Preuille,Preuille,Allier,03,Hérisson,Audes,Audes,Audes,Audes (03010),dpt_exact,     Preuille     Allier     con d Hérisson     cne d Audes       Perolia  128 h      Perolium  capellanus  31 g      Perollia  capellanus  98 b      Perouille  148 a    
PO9-04284,Saint Maurice,Saint-Maurice,Allier,03,Souvigny,Autry Issards,Autry-Issards,Autry-Issards,Autry Issards (03012),dpt_exact,     Saint Maurice     Allier     con de Souvigny     cne d Autry Issards       Sanctus Mauricius  prior  83 f    
PO9-00298,Barrais,Barrais,Allier,03,Lapalisse,Barrais Bussolles,Barrais-Bussolles,Barrais-Bussolles,Barrais Bussolles (03017),dpt_exact,     Barrais     Allier     con de Lapalisse     cne de Barrais Bussolles       Barres  184 d  prior  218 c    
PO9-00686,Bussolles,Bussolles,Allier,03,Lapalisse,Barrais Bussolles,Barrais-Bussolles,Barrais-Bussolles,Barrais Bussolles (03017),dpt_exact,     Bussolles     Allier     con de Lapalisse     cne de Barrais Bussolles       Bueyssolas  182 b      Buyssolas  188 b    
PO9-02466,Martilly,Martilly,Allier,03,Saint-Pourçain-sur-Sioule,Bayet,Bayet,Bayet,Bayet (03018),dpt_exact,     Martilly     Allier     con de Saint Pourçain sur Sioule     cne de Bayet       Martilhet  180 a  curatus  219 b    
PO9-02883,Nerignet,Nérignet,Allier,03,Saint-Pourçain-sur-Sioule,Bayet,Bayet,Bayet,Bayet (03018),dpt_exact,     Nérignet     Allier     con de Saint Pourçain sur Sioule     cne de Bayet       Neyrinhet  180 a  curatus  219 d    
PO9-03606,Saint Bonnet,Saint-Bonnet,Allier,03,Ébreuil,Bellenaves,Bellenaves,Bellenaves,Bellenaves (03022),dpt_exact,     Saint Bonnet     Allier     con d Ébreuil     cne de Bellenaves       Sanctus Bonitus  18 c  149 b  capellanus  35 c      Sanctus Bonitus de Bellanavia  capellanus  91 b  parochia  117 d  vicarius  91 d    
PO9-05001,Tizon,Tizon,Allier,03,Ébreuil,Bellenaves,Bellenaves,Bellenaves,Bellenaves (03022),dpt_exact,     Tizon     Allier     con d Ébreuil     cne de Bellenaves       Thizonium  capellanus  91 b      Tironium  117 d      Tizon  149 b      Tizonium  capellanus  36 b    
PO9-05399,Neuglise,Neuglise,Allier,03,Neuilly-le-Réal,Bessay sur Allier,Bessay-sur-Allier,Bessay-sur-Allier,Bessay sur Allier (03025),dpt_exact,     Neuglise     Allier     con de Neuilly le Réal     cne de Bessay sur Allier       Nova Ecclesia  183 d    
PO9-01731,Fouz,Fouz,Allier,03,Varennes,Billy,Billy,Billy,Billy (03029),dpt_exact,     Fouz     Allier     con de Varennes     cne de Billy       Fos  curatus  218 d      Fous  prior  183 a    
PO9-00585,Bouteille,Bouteille,Allier,03,Hérisson,Brethon,Brethon,Brethon,Brethon (03041),dpt_exact,     Bouteille  La      Allier     con d Hérisson     cne du Brethon       Betholia  prioratus  129 b      Boteillia  prior  78 d      Botelha  La   capellanus  31 c    
PO9-04378,Saint Paul,Saint-Paul,Allier,03,Escurolles,Brout Vernet,Broût-Vernet,Broût-Vernet,Brout Vernet (03043),dpt_exact,     Saint Paul  Les      Allier     con d Escurolles     cne de Broût Vernet       Sanctus Paulus  174 c  prior  215 c    
PO9-05205,Vernet,Vernet,Allier,03,Escurolles,Brout Vernet,Broût-Vernet,Broût-Vernet,Brout Vernet (03043),dpt_exact,     Vernet  Le      Allier     con d Escurolles     cne de Broût Vernet       Vernetus  173 b    
PO9-00336,Beauchatel,Beauchâtel,Allier,03,Chantelle,Chareil Cintrat,Chareil-Cintrat,Chareil-Cintrat,Chareil Cintrat (03059),dpt_exact,     Beauchâtel     Allier     con de Chantelle     cne de Chareil Cintrat       Boschatel  preceptor  219 b    
PO9-01042,Chareil,Chareil,Allier,03,Chantrelle,Chareil Cintrat,Chareil-Cintrat,Chareil-Cintrat,Chareil Cintrat (03059),dpt_exact,     Chareil     Allier     con de Chantrelle     cne de Chareil Cintrat       Chareilh  prior  218 f      Charelh  181 a    
PO9-01193,Cintrat,Cintrat,Allier,03,Chantelle,Chareil Cintrat,Chareil-Cintrat,Chareil-Cintrat,Chareil Cintrat (03059),dpt_exact,     Cintrat     Allier     con de Chantelle     cne de Chareil Cintrat       Sintrat  180 a    
PO9-02419,Marche,Marche,Allier,03,Chantelle,Charroux,Charroux,Charroux,Charroux (03062),dpt_exact,     Marche  La      Allier     con de Chantelle     cne de Charroux       Marchia  preceptor  182 a    
PO9-03934,Saint Germain,Saint-Germain,Allier,03,Montet,Chatel de Neuvre,Châtel-de-Neuvre,Châtel-de-Neuvre,Chatel de Neuvre (03065),dpt_exact,     Saint Germain     Allier     con du Montet     cne de Châtel de Neuvre       Sanctus Germanus de Intervallibus  181 b    
PO9-04888,Soupaise,Soupaise,Allier,03,Souvigny,Chemilly,Chemilly,Chemilly,Chemilly (03073),dpt_exact,     Soupaise     Allier     con de Souvigny     cne de Chemilly       Sospezes  179 b    
PO9-00286,Bannazac,Bannazac,Allier,03,Ébreuil,Chirat l Eglise,Chirat-l’Église,Chirat-l'Église,Chirat l Eglise (03077),dpt_exact,     Bannazac     Allier     con d Ébreuil     cne de Chirat l Église       Bannasac  prioratus  118 a      Borassat  91 d    
PO9-00464,Blancs Fosses,Blancs-Fossés,Allier,03,Lurcy-Lévy,Couleuvre,Couleuvre,Couleuvre,Couleuvre (03087),dpt_exact,     Blancs Fossés     Allier     con de Lurcy Lévy     cne de Couleuvre       Albe Fossate  vicarius  89 d    
PO9-00980,Champroux,Champroux,Allier,03,Lurcy-Lévy,Couleuvre,Couleuvre,Couleuvre,Couleuvre (03087),dpt_exact,     Champroux     Allier     con de Lurcy Lévy     cne de Couleuvre       Campus Petrosus  vicarius  89 c    
PO9-05307,Villard les Bois,Villard-les-Bois,Allier,03,Ébreuil,Coutansouze,Coutansouze,Coutansouze,Coutansouze (03089),dpt_exact,     Villard les Bois     Allier     con d Ébreuil     cne de Coutansouze       Tocheta  alias Villars  prioratus  118 b      Troncheta  prior  91 d      Vilar  prior  34 g    
PO9-01270,Comps,Comps,Allier,03,Montet,Cressanges,Cressanges,Cressanges,Cressanges (03092),dpt_exact,     Comps     Allier     con de Montet     cne de Cressanges       Comps  114 b      Cons  149 d  capellanus  35 d  89 b    
PO9-00178,Aubepierre,Aubepierre,Allier,03,Cusset,Cusset,Cusset,Cusset,Cusset (03095),dpt_exact,     Aubepierre  L       Allier     con de Cusset     cne de Cusset       Albas Peyras  187 c    
PO9-01827,Givrette,Givrette,Allier,03,Montluçon-ouest,Domerat,Domerat,Domérat,Domerat (03101),dpt_exact,     Givrette     Allier     con de Montluçon ouest     cne de Domerat       Gieuvers  capellanus  33 b      Givrete  129 e  capellanus  78 b      Givretes  147 f    
PO9-01342,Couraud,Couraud,Allier,03,Montluçon-ouest,Domerat,Domérat,Domérat,Domerat (03101),dpt_exact,     Couraud     Allier     con de Montluçon ouest     cne de Domérat       Coraut  prior  33 c  77 d    
PO9-01389,Crevant,Crevant,Allier,03,Montluçon-ouest,Domerat,Domérat,Domérat,Domerat (03101),dpt_exact,     Crevant     Allier     con de Montluçon ouest     cne de Domérat       Crevent  prior  33 d      Creventum  prior  77 e    
PO9-01692,Fombelle,Fombelle,Allier,03,Ébreuil,Echassieres,Échassières,Échassières,Echassieres (03108),dpt_exact,     Fombelle     Allier     con d Ébreuil     cne d Échassières       Fontbelha  magistri  35 b      Fontbelle  prioratus  118 b    
PO9-01566,Espinasse,Espinasse,Allier,03,Escurolles,Espinasse Vozelle,Espinasse-Vozelle,Espinasse-Vozelle,Espinasse Vozelle (03110),dpt_exact,     Espinasse     Allier     con d Escurolles     cne d Espinasse Vozelle       Espinassa  173 c    
PO9-05386,Vozelle,Vozelle,Allier,03,Escurolles,Espinasse Vozelle,Espinasse-Vozelle,Espinasse-Vozelle,Espinasse Vozelle (03110),dpt_exact,     Vozelle     Allier     con d Escurolles     cne d Espinasse Vozelle       Vauselas  173 c    
PO9-01224,Cluseau,Cluseau,Allier,03,Hérisson,Estivareilles,Estivareilles,Estivareilles,Estivareilles (03111),dpt_exact,     Cluseau  Le      Allier     con d Hérisson     cne d Estivareilles       Clusellum  vicarius  98 e    
PO9-01165,Chevalrigon,Chevalrigon,Allier,03,Mayet-de-Montagne,Ferrieres sur Sichon,Ferrières-sur-Sichon,Ferrières-sur-Sichon,Ferrieres sur Sichon (03113),dpt_exact,     Chevalrigon     Allier     con de Mayet de Montagne     cne de Ferrières sur Sichon       Chevalrigo  185 a    
PO9-01906,Grosbois,Grosbois,Allier,03,Souvigny,Gipcy,Gipcy,Gipcy,Gipcy (03122),dpt_exact,     Grosbois     Allier     con de Souvigny     cne de Gipcy       Grosbosc  corrector  54 b      Grossus boscus  prior  84 a    
PO9-01108,Chateloy,Châteloy,Allier,03,Hérisson,Herisson,Hérisson,Hérisson,Herisson (03127),dpt_exact,     Châteloy     Allier     con d Hérisson     cne d Hérisson       Capella de Ayis  12 c      Castellaium  prioratus  129 a      Castellayum  127 f  prior  31 d      Castrum Ay  prioratus  22 g      Chasteloy  prior patronus  128 c    
PO9-02897,Neuveglise,Neuvéglise,Allier,03,Huriel,Huriel,Huriel,Huriel,Huriel (03128),dpt_exact,     Neuvéglise     Allier     con d Huriel     cne d Huriel       Nova Ecclesia  130 b  147 e  capellanus  33 a  99 b    
PO9-03260,Prunet,Prunet,Allier,03,Huriel,Huriel,Huriel,Huriel,Huriel (03128),dpt_exact,     Prunet     Allier     con d Huriel     cne d Huriel       Prunetum  prior  53 c  78 a  prioratus  130 f    
PO9-03653,Saint Christophe,Saint-Christophe,Allier,03,Huriel,Huriel,Huriel,Huriel,Huriel (03128),dpt_exact,     Saint Christophe     Allier     con d Huriel     cne d Huriel       Sanctus Christoforus prope Huriacum  130 c  capellanus  33 c      Sanctus Christophorus  147 e    
PO9-00295,Bardais,Bardais,Allier,03,Cérilly,Isle et Bardais,Isle-et-Bardais,Isle-et-Bardais,Isle et Bardais (03130),dpt_exact,     Bardais     Allier     con de Cérilly     cne d Isle et Bardais       Bardayum  122 e  capellanus  79 c  parochia  122 e      Bardeyum  cure  123 a      Bordayum  capellanus  31 a    
PO9-03345,Reugny,Reugny,Allier,03,Saint-Pourçain-sur-Sioule,Lafeline,Laféline,Laféline,Lafeline (03134),dpt_exact,     Reugny     Allier     con de Saint Pourçain sur Sioule     cne de Laféline       Ranhet alias Ranhiacus  prior  219 b      Runhet  prior  232 c    
PO9-02318,Lubier,Lubier,Allier,03,Lapalisse,Lapalisse,Lapalisse,Lapalisse,Lapalisse (03138),dpt_exact,     Lubier     Allier     con de Lapalisse     cne de Lapalisse       Libre  185 a      Libratum  218 g    
PO9-01942,Huvert,Huvert,Allier,03,Jaligny,Liernolles,Liernolles,Liernolles,Liernolles (03144),dpt_exact,     Huvert     Allier     con de Jaligny     cne de Liernolles       Ottoverinis  188 a    
PO9-02709,Montfand,Montfand,Allier,03,Saint-Pourçain-sur-Sioule,Louchy Montfand,Louchy-Montfand,Louchy-Montfand,Louchy Montfand (03149),dpt_exact,     Montfand     Allier     con de Saint Pourçain sur Sioule     cne de Louchy Montfand       Monfant  180 c    
PO9-05303,Villaine,Villaine,Allier,03,Saint-Pourçain-sur-Sioule,Marcenat,Marcenat,Marcenat,Marcenat (03160),dpt_exact,     Villaine     Allier     con de Saint Pourçain sur Sioule     cne de Marcenat       Villana  170 d    
PO9-02819,Mousset,Mousset,Allier,03,Montet,Meillard,Meillard,Meillard,Meillard (03169),dpt_exact,     Mousset     Allier     con du Montet     cne de Meillard       Moysset  grangia  219 a    
PO9-02579,Messarges,Messarges,Allier,03,Souvigny,Meillers,Meillers,Meillers,Meillers (03170),dpt_exact,     Messarges     Allier     con de Souvigny     cne de Meillers       Massargie  prior  35 d      Mesargium  prioratus Sancti Johannis  114 g      Mesargiis  prior  75 e    
PO9-01168,Chezeaux,Chezeaux,Allier,03,Neuilly-le-Réal,Mercy,Mercy,Mercy,Mercy (03171),dpt_exact,     Chezeaux  Les      Allier     con de Neuilly le Réal     cne de Mercy       Chasals  Las   188 c    
PO9-01187,Ciernat,Ciernat,Allier,03,Varennes-sur-Allier,Montaigu le Blin,Montaigu-le-Blin,Montaigu-le-Blin,Montaigu le Blin (03179),dpt_exact,     Ciernat     Allier     con de Varennes sur Allier     cne de Montaigu le Blin       Sirna  187 b    
PO9-01631,Faye,Faye,Allier,03,Neuilly-le-Réal,Montbeugny,Montbeugny,Montbeugny,Montbeugny (03180),dpt_exact,     Faye  La      Allier     con de Neuilly le Réal     cne de Montbeugny       La Faete  186 d      Faya  curatus  186 c    
PO9-02488,Matefray,Matefray,Allier,03,Neuilly-le-Réal,Montbeugny,Montbeugny,Montbeugny,Montbeugny (03180),dpt_exact,     Matefray     Allier     con de Neuilly le Réal     cne de Montbeugny       Mateffrey  186 c      Matefray  curatus  186 d    
PO9-04060,Saint Jean entre Vignes,Saint-Jean-entre-Vignes,Allier,03,Montluçon,Montlucon,Montluçon,Montluçon,Montlucon (03185),dpt_exact,     Saint Jean entre Vignes     Allier     con de Montluçon     cne de Montluçon       Sanctus Johannes  domus  11 b        Identification probable    
PO9-02684,Montchevrier,Montchevrier,Allier,03,Hérisson,Nassigny,Nassigny,Nassigny,Nassigny (03193),dpt_exact,     Montchevrier     Allier     con d Hérisson     cne de Nassigny       Mons Caprarii  97 c    
PO9-02277,Longepre,Longepré,Allier,03,Neuilly-le-Réal,Neuilly le Real,Neuilly-le-Réal,Neuilly-le-Réal,Neuilly le Real (03197),dpt_exact,     Longepré     Allier     con de Neuilly le Réal     cne de Neuilly le Réal       Longa Prata  184 b    
PO9-04894,Souvigny le Thion,Souvigny-le-Thion,Allier,03,Neuilly-le-Réal,Neuilly le Real,Neuilly-le-Réal,Neuilly-le-Réal,Neuilly le Real (03197),dpt_exact,     Souvigny le Thion     Allier     con de Neuilly le Réal     cne de Neuilly le Réal       Salvanhet Lation  184 a    
PO9-00006,Abrest,Abrest,Allier,03,Vichy,none,none,Abrest,Abrest (03001),dpt_exact,     Abrest     Allier     con de Vichy       Abret  185 c    
PO9-00014,Agonges,Agonges,Allier,03,Souvigny,none,none,Agonges,Agonges (03002),dpt_exact,     Agonges     Allier     con de Souvigny       Agongia  114 b  capellanus  36 a  88 f      Anonges  149 f    
PO9-00023,Ainay le Chateau,Ainay-le-Château,Allier,03,Cérilly,none,none,Ainay-le-Château,Ainay le Chateau (03003),dpt_exact,     Ainay le Château     Allier     con de Cérilly       Ainay Castellum  152 g      Aynayum  capellanus  79 c  vicarius  94 b      Ainayum Castri  capellanus  30 g  prioratus  21 j  prior  30 g      Anayum Castri  prioratus  31 b      Aynayum Castri  prior  93 g  vicarius Sancti Petri  94 c      Ynayum Castri  parochia Sancti Stephani  122 e  prioratus  122 f    
PO9-00085,Andelaroche,Andelaroche,Allier,03,Lapalisse,none,none,Andelaroche,Andelaroche (03004),dpt_exact,     Andelaroche     Allier     con de Lapalisse       Anda  183 b    
PO9-00115,Archignat,Archignat,Allier,03,Huriel,none,none,Archignat,Archignat (03005),dpt_exact,     Archignat     Allier     con d Huriel       Archignac  2 d  11 c      Archignacus  capellanus  53 b      Archignat  17 a      Archigniacus  130 b  capellanus  99 b      Archinat  147 l    
PO9-00126,Arfeuilles,Arfeuilles,Allier,03,Lapalisse,none,none,Arfeuilles,Arfeuilles (03006),dpt_exact,     Arfeuilles     Allier     con de Lapalisse       Arfolha  184 a    
PO9-00148,Arpheuilles Saint Priest,Arpheuilles-Saint-Priest,Allier,03,Marcillat,none,none,Arpheuilles-Saint-Priest,Arpheuilles Saint Priest (03007),dpt_exact,     Arpheuilles Saint Priest     Allier     con de Marcillat       Arfeuille  148 n      Arfolium  134 f  capellanus  101 e      Arpholium  capellanus  53 e    
PO9-00152,Arronnes,Arronnes,Allier,03,Mayet-de-Montagne,none,none,Arronnes,Arronnes (03008),dpt_exact,     Arronnes     Allier     con de Mayet de Montagne       Arona  185 c  decanus  240 b  prior  218 a  240 b    
PO9-00183,Aubigny,Aubigny,Allier,03,Moulins-ouest,none,none,Aubigny,Aubigny (03009),dpt_exact,     Aubigny     Allier     con de Moulins ouest       Albignacus  capellanus  36 b      Albigniacus  113 f  capellanus  88 e      Albiniacus super Ligerim  2 c      Aubigny  149 l    
PO9-00192,Audes,Audes,Allier,03,Hérisson,none,none,Audes,Audes (03010),dpt_exact,     Audes     Allier     con d Hérisson       Auda  128 a  capellanus  31 f  78 f      Audez  148 b    
PO9-00229,Autry Issards,Autry-Issards,Allier,03,Souvigny,none,none,Autry-Issards,Autry Issards (03012),dpt_exact,     Autry Issards     Allier     con de Souvigny       Autri  capellanus  36 b      Autriacus  113 g  capellanus  88 f      Autry  149 f    
PO9-00266,Bagneux,Bagneux,Allier,03,Moulins-ouest,none,none,Bagneux,Bagneux (03015),dpt_exact,     Bagneux     Allier     con de Moulins ouest       Baigneux  113 f      Banvilhs  capellanus  36 c      Banoux  149 f      Beigneux  capellanus  88 e    
PO9-00293,Barberier,Barberier,Allier,03,Chantelle,none,none,Barberier,Barberier (03016),dpt_exact,     Barberier     Allier     con de Chantelle       Barbayres  179 c    
PO9-00329,Bayet,Bayet,Allier,03,Saint-Pourçain-sur-Sioule,none,none,Bayet,Bayet (03018),dpt_exact,     Bayet     Allier     con de Saint Pourçain sur Sioule       Bayet  180 c    
PO9-00375,Begues,Bègues,Allier,03,Gannat,none,none,Bègues,Begues (03021),dpt_exact,     Bègues     Allier     con de Gannat       Begue  172 a      Begues  curatus  215 c    
PO9-00387,Bellenaves,Bellenaves,Allier,03,Ébreuil,none,none,Bellenaves,Bellenaves (03022),dpt_exact,     Bellenaves     Allier     con d Ébreuil       Bellanavia  117 a  capellanus  34 g  prior  53 f  76 g  117 d  e  prioratus  22 h  117 f  vicaria  4 b      Bellenave  149 b    
PO9-00388,Bellerive sur Allier,Bellerive-sur-Allier,Allier,03,Escurolles,none,none,Bellerive-sur-Allier,Bellerive sur Allier (03023),dpt_exact,     Bellerive sur Allier     Allier     con d Escurolles       Vessa  173 b    
PO9-00411,Bert,Bert,Allier,03,Jaligny,none,none,Bert,Bert (03024),dpt_exact,     Bert     Allier     con de Jaligny       Bar  188 b    
PO9-00420,Bessay sur Allier,Bessay-sur-Allier,Allier,03,Neuilly-le-Réal,none,none,Bessay-sur-Allier,Bessay sur Allier (03025),dpt_exact,     Bessay sur Allier     Allier     con de Neuilly le Réal       Bessay  183 a  curatus  218 c  prior et curatus  239 b    
PO9-00427,Besson,Besson,Allier,03,Souvigny,none,none,Besson,Besson (03026),dpt_exact,     Besson     Allier     con de Souvigny       Besso  180 b  prior  232 b      Besson  curatus  219 b    
PO9-00451,Billezois,Billezois,Allier,03,Lapalisse,none,none,Billezois,Billezois (03028),dpt_exact,     Billezois     Allier     con de Lapalisse       Bilhezeys  186 c    
PO9-00453,Billy,Billy,Allier,03,Varennes-sur-Allier,none,none,Billy,Billy (03029),dpt_exact,     Billy     Allier     con de Varennes sur Allier       Bilhet  183 c      Billy  prior et curatus  240 b    
PO9-00458,Biozat,Biozat,Allier,03,Gannat,none,none,Biozat,Biozat (03030),dpt_exact,     Biozat     Allier     con de Gannat       Byuzat  173 c    
PO9-00459,Bizeneuille,Bizeneuille,Allier,03,Hérisson,none,none,Bizeneuille,Bizeneuille (03031),dpt_exact,     Bizeneuille     Allier     con d Hérisson       Bigenolium  3 a  12 b  17 e  capellanus  78 e  127 e  capellanus  53 b  vicarius  98 d      Bugenolle  148 d    
PO9-00482,Blomard,Blomard,Allier,03,Montmarault,none,none,Blomard,Blomard (03032),dpt_exact,     Blomard     Allier     con de Montmarault       Blomarcum  parochia  117 b      Blumacum  capellanus  91 b      Blumarc  149 i      Blutmac  capellanus  35 a    
PO9-00538,Bost,Bost,Allier,03,Cusset,none,none,Bost,Bost (03033),dpt_exact,     Bost     Allier     con de Cusset       Bos  186 a    
PO9-00540,Bouce,Boucé,Allier,03,Varennes-sur-Allier,none,none,Boucé,Bouce (03034),dpt_exact,     Boucé     Allier     con de Varennes sur Allier       Boce  187 b      Bociacus  curatus  218 d    
PO9-00555,Bourbon l Archambault,Bourbon-l’Archambault,Allier,03,Moulins,none,none,Bourbon-l'Archambault,Bourbon l Archambault (03036),dpt_exact,     Bourbon l Archambault     Allier     con de Moulins     arrt de Moulins       Borbonium  Borboniensis  113 b  archipresbiteratus  2 b  13  18  22 23  24 c  35 36  54  75 76  88 89 c  106 f  113 114  149 150  capellanus  36 f  75 g  capella  Sancti Germani   13 b  prioratus  22 j  priorissa  89 e  114 d  vicaria Sancti Germani  2 b  89 c      Bourbon  149 g    
PO9-00596,Braize,Braize,Allier,03,Cérilly,none,none,Braize,Braize (03037),dpt_exact,     Braize     Allier     con de Cérilly       Bresia  capellanus  94 d  priorissa  94 a      Brezeya  capellanus  30 f      Brezia  122 d  prioratus  123 b      Brizia  prioratus  31 b      Broisa  152 l      Brosia  capellanus  94 d    
PO9-00612,Bresnay,Bresnay,Allier,03,Souvigny,none,none,Bresnay,Bresnay (03039),dpt_exact,     Bresnay     Allier     con de Souvigny       Branays  180 d      Brenay  prioratus  232 b    
PO9-00613,Bressolles,Bressolles,Allier,03,Moulins-est,none,none,Bressolles,Bressolles (03040),dpt_exact,     Bressolles     Allier     con de Moulins est       Bressolas  181 b    
PO9-00616,Brethon,Brethon,Allier,03,Hérisson,none,none,Brethon,Brethon (03041),dpt_exact,     Brethon  Le      Allier     con d Hérisson       Berton  148 l      Breton  31 c      Britonia  97 d      Britonium  128 b    
PO9-00619,Breuil,Breuil,Allier,03,Lapalisse,none,none,Breuil,Breuil (03042),dpt_exact,     Breuil  Le      Allier     con de Lapalisse       Brolium  187 c    
PO9-00655,Brout Vernet,Broût-Vernet,Allier,03,Escurolles,none,none,Broût-Vernet,Brout Vernet (03043),dpt_exact,     Broût Vernet     Allier     con d Escurolles       Brocum  prior  214 b      Brot  170 c  215 c      Brou  prior  231 c    
PO9-00660,Brugheas,Brughéas,Allier,03,Escurolles,none,none,Brugheas,Brugheas (03044),dpt_exact,     Brughéas     Allier     con d Escurolles       Brughat  170 a    
PO9-00675,Busset,Busset,Allier,03,Cusset,none,none,Busset,Busset (03045),dpt_exact,     Busset     Allier     con de Cusset       Buyssetus  187 d    
PO9-00693,Buxieres les Mines,Buxières-les-Mines,Allier,03,Bourbon-l’Archambault,none,none,Buxières-les-Mines,Buxieres les Mines (03046),dpt_exact,     Buxières les Mines     Allier     con de Bourbon l Archambault       Buissière  149 k      Buxerie  13 b  18 d  113 c  capellanus  35 c  76 a  vicarius  89 d    
PO9-00880,Celle,Celle,Allier,03,Marcillat,none,none,Celle,Celle (03047),dpt_exact,     Celle  La      Allier     con de Marcillat       Celle  La   148 m      Cella  capellanus  33 g  76 e    
PO9-00904,Cerilly,Cérilly,Allier,03,Montluçon,none,none,Cérilly,Cerilly (03048),dpt_exact,     Cérilly     Allier     con de Montluçon     arrt de Montluçon       Cerilhiacum  vicarius  98 d      Ceilhacus  12 c  18 a      Cherilhiacus  127 e      Cirilhiacus  capellanus  31 f  53 a      Cirilliacus  capellanus  78 e      Cirilly  148 k    
PO9-00907,Cesset,Cesset,Allier,03,Saint-Pourçain-sur-Sioule,none,none,Cesset,Cesset (03049),dpt_exact,     Cesset     Allier     con de Saint Pourçain sur Sioule       Cessete  117 c      Sace  149 a      Saciacus  35 a      Sayciacus  capellanus  91 c    
PO9-00941,Chamberat,Chambérat,Allier,03,Huriel,none,none,Chambérat,Chamberat (03051),dpt_exact,     Chambérat     Allier     con d Huriel       Chambairat  11 b      Chamberacus  prior  78 a  prioratus  130 f      Chanberat  17 b      Chambeyracus  prior  32 h    
PO9-00944,Chamblet,Chamblet,Allier,03,Montluçon-est,none,none,Chamblet,Chamblet (03052),dpt_exact,     Chamblet     Allier     con de Montluçon est       Chamblet  148 f      Chambletum  134 d  capellanus  33 f  101 c    
PO9-00995,Chantelle,Chantelle,Allier,03,Moulins,none,none,Chantelle,Chantelle (03053),dpt_exact,     Chantelle     Allier     con de Moulins     arrt de Moulins       Cantella  archipresbiteratus  4 b  13 a  18 b  c  24 c  34 35  53 54  76 77  84 b  91  117 118  capellanus  34 f  infirmarius  35 c  parochia  117 b  prior  35 b  76 f  91 a  117 a  b  c  d  sacrista  35 c      Chantella  archipresbiteratus  22 h  207 a  prioratus  22 h      Chantelle  149 c    
PO9-01001,Chapeau,Chapeau,Allier,03,Neuilly-le-Réal,none,none,Chapeau,Chapeau (03054),dpt_exact,     Chapeau     Allier     con de Neuilly le Réal       Champeaulx  prior et curatus  239 a      Chapeaux  184 b    
PO9-01002,Chapelaude,Chapelaude,Allier,03,Huriel,none,none,Chapelaude,Chapelaude (03055),dpt_exact,     Chapelaude  La      Allier     con d Huriel       Capella Alde  vinee et nundine  12 c      Capella Aude  vinee et domus  17 e  prioratus  22 g      Capellauda  capellanus  78 d  prior  97 b  qui et patronus  127 e  128 a  g  130 e  prioratus  129 b      La Chapelauda  capellanus  32 a  prior  32 b    
PO9-01004,Chapelle,Chapelle,Allier,03,Cusset,none,none,Chapelle,Chapelle (03056),dpt_exact,     Chapelle  La      Allier     con de Cusset       Capella in Montanis  187 d    
PO9-01034,Chappes,Chappes,Allier,03,Montmarault,none,none,Chappes,Chappes (03058),dpt_exact,     Chappes     Allier     con de Montmarault       Cape  capellanus  97 g      Cappe  capellanus  32 d  prior  84 d      Chappe  prioratus  22 g  129 b      Chappes  148 h    
PO9-01048,Charmeil,Charmeil,Allier,03,Escurolles,none,none,Charmeil,Charmeil (03060),dpt_exact,     Charmeil     Allier     con d Escurolles       Chalmelha  170 b    
PO9-01060,Charroux,Charroux,Allier,03,Chantelle,none,none,Charroux,Charroux (03062),dpt_exact,     Charroux     Allier     con de Chantelle     Charrot  182 a    
PO9-01101,Chatel de Neuvre,Châtel-de-Neuvre,Allier,03,Montet,none,none,Châtel-de-Neuvre,Chatel de Neuvre (03065),dpt_exact,     Châtel de Neuvre     Allier     con du Montet       Chastel Denoyne  181 a    
