article_id,vedette,vedette_orig,localisationco,localisationco_orig,NCCENR_orig,insee_code,id,old-id,label,definition_typologie,definition_localisation,insee,method_dicotopo,localisationde,dpt_code,canton_code,method,reference
PO9-04592,Sulpice,Saint-Sulpice,none,none,Saint-Sulpice,Saint Sulpice (46294),,,,,,,nulle,Lot,46,Cajarc,dpt_exact,     Saint Sulpice     Lot     con de Cajarc       Sanctus Sulpicius  capellanus  415 d  capellania  454 c    
PO9-04593,Sulpice,Saint-Sulpice,none,none,Saint-Sulpice,Saint Sulpice (63399),,,,,,,nulle,Puy-de-Dôme,63,Bourg-Lastic,dpt_exact,     Saint Sulpice     Puy de Dôme     con de Bourg Lastic       Sanctus Suplicius  167 b    
PO9-04594,Sulpice,Saint-Sulpice,Lautrec,Lautrec,Lautrec,Lautrec (81139),,,,,,,nulle,Tarn,81,Lautrec,dpt_exact,     Saint Sulpice     Tarn     con de Lautrec     cne de Lautrec       Sanctus Suplicius prope Lautricum  404 e      Sanctus Suplicius  395 c  398 g      Sanctus Supplicius  357 g        Sur la carte de Cassini seulement    
PO9-04595,Sulpice Lauriere,Saint-Sulpice-Laurière,none,none,Saint-Sulpice-Laurière,Saint Sulpice Lauriere (87181),,,,,,,nulle,Haute-Vienne,87,Laurière,dpt_exact,     Saint Sulpice Laurière     Haute Vienne     con de Laurière       Sanctus Sulpicius prope Aureriam  capellanus  507 c    
PO9-04596,Sulpice Dunois,Saint-Sulpice-le-Dunois,none,none,Saint-Sulpice-le-Dunois,Saint Sulpice le Dunois (23244),,,,,,,nulle,Creuse,23,Dun-le-Palestel,dpt_exact,     Saint Sulpice le Dunois     Creuse     con de Dun le Palestel       Sanctus Sulpicius Dunensis  capellanus  508 d  515 a    
PO9-04597,Sulpice Gueretois,Saint-Sulpice-le-Guérétois,none,none,Saint-Sulpice-le-Guérétois,Saint Sulpice le Gueretois (23245),,,,,,,nulle,Creuse,23,Saint-Vaury,dpt_exact,     Saint Sulpice le Guérétois     Creuse     con de Saint Vaury     Sanctus Sulpicius Garactensis  capellanus  511 d    
PO9-04598,Sulpice,Saint-Sulpice-les-Bois,none,none,Saint-Sulpice-les-Bois,Saint Sulpice les Bois (19244),,,,,,,nulle,Corrèze,19,Meymac,dpt_exact,     Saint Sulpice les Bois     Corrèze     con de Meymac       Sanctus Sulpicius  capellanus  486 c    
PO9-04599,Sulpice Champs,Saint-Sulpice-les-Champs,none,none,Saint-Sulpice-les-Champs,Saint Sulpice les Champs (23246),,,,,,,nulle,Creuse,23,Aubusson,dpt_exact,     Saint Sulpice les Champs     Creuse     con d Aubusson     arrt d Aubusson       Sanctus Sulpicius Superior  522 a      Sanctus Sulpicius Domicellus  capellanus  509 c  515 d    
PO9-04600,Sulpice Feuilles,Saint-Sulpice-les-Feuilles,none,none,Saint-Sulpice-les-Feuilles,Saint Sulpice les Feuilles (87182),,,,,,,nulle,Haute-Vienne,87,Bellac,dpt_exact,     Saint Sulpice les Feuilles     Haute Vienne     con de Bellac     arrt de Bellac       Sanctus Sulpicius Terre Foliorum  capellanus  505 f    
PO9-04601,Sylvain,Saint-Sylvain,none,none,Saint-Sylvain,Saint Sylvain (19245),,,,,,,nulle,Corrèze,19,Argentat,dpt_exact,     Saint Sylvain     Corrèze     con d Argentat       Sanctus Silvanus  528 b  capellanus  489 c  530 d  532 f    
PO9-04602,Sylvestre,Saint-Sylvestre,none,none,Saint-Sylvestre,Saint Sylvestre (87183),,,,,,,nulle,Haute-Vienne,87,Ambazac,dpt_exact,     Saint Sylvestre     Haute Vienne     con d Ambazac       Sanctus Silvester  capellanus  505 a    
PO9-04603,Sylvestre Pragoulin,Saint-Sylvestre-Pragoulin,none,none,Saint-Sylvestre-Pragoulin,Saint Sylvestre Pragoulin (63400),,,,,,,nulle,Puy-de-Dôme,63,Randan,dpt_exact,     Saint Sylvestre Pragoulin     Puy de Dôme     con de Randan       Sanctus Silvester  172 b    
PO9-04604,Symphorien,Saint-Symphorien,Viala du Tarn,Viala-du-Tarn,Viala-du-Tarn,Viala du Tarn (12296),,,,,,,nulle,Aveyron,12,Saint-Beauzély,dpt_exact,     Saint Symphorien     Aveyron     con de Saint Beauzély     cne de Viala du Tarn       Sanct Simphoria  prioratus  326 c      Sanctus Simphorianus  286 e  291 d    
PO9-04605,Symphorien,Saint-Symphorien,none,none,Saint-Symphorien,Saint Symphorien (18236),,,,,,,nulle,Cher,18,Châteauneuf-sur-Cher,dpt_exact,     Saint Symphorien     Cher     con de Châteauneuf sur Cher       Saint Simphorian  142 e      Sanctus Simphorianus  capellanus  29 b  61 c      Sanctus Symphorianus  121 b    
PO9-04606,Symphorien,Saint-Symphorien,none,none,Saint-Symphorien,Saint Symphorien (48184),,,,,,,nulle,Lozère,48,Grandrieu,dpt_exact,     Saint Symphorien     Lozère     con de Grandrieu       Saint Simphorien  prieuré  cure  562 a      Sanctus Symphorianus  536 f  546 c    
PO9-04607,Symphorien,Saint-Symphorien,Lauzerte,Lauzerte,Lauzerte,Lauzerte (82094),,,,,,,nulle,Tarn-et-Garonne,82,Lauzerte,dpt_exact,     Saint Symphorien     Tarn et Garonne     con de Lauzerte     cne de Lauzerte       Sanctus Cymphorianus  capellanus  425 c      Sanctus Symphorianus de Bos  477 b    
PO9-04608,Symphorien Pomiers,Saint-Symphorien[-de-Pomiers],Puylaroque,Puylaroque,Puylaroque,Puylaroque (82148),,,,,,,nulle,Tarn-et-Garonne,82,Montpezat-de-Quercy,dpt_exact,     Saint Symphorien  de Pomiers      Tarn et Garonne     con de Montpezat de Quercy     cne de Puylaroque       Sanctus Symphorianus del Pomie  463 c    
PO9-04609,Symphorien Thenieres,Saint-Symphorien-de-Thénières,none,none,Saint-Symphorien-de-Thénières,Saint Symphorien de Thenieres (12250),,,,,,,nulle,Aveyron,12,Saint-Amans-des-Cots,dpt_exact,     Saint Symphorien de Thénières     Aveyron     con de Saint Amans des Cots       Sanct Simphoria Bedene  prioratus  326 c      Sanctus Simphorianus  282 g  294 a    
PO9-04610,Symphorien Couze,Saint-Symphorien-sur-Couze,none,none,Saint-Symphorien-sur-Couze,Saint Symphorien sur Couze (87184),,,,,,,nulle,Haute-Vienne,87,Nantiat,dpt_exact,     Saint Symphorien sur Couze     Haute Vienne     con de Nantiat       Sanctus Symphorianus  capellanus  505 b    
PO9-04611,Thibault,Saint-Thibault,Saint Satur,Saint-Satur,Saint-Satur,Saint Satur (18233),,,,,,,nulle,Cher,18,Sancerre,dpt_exact,     Saint Thibault     Cher     con de Sancerre     cne de Saint Satur       Sanctus Theobaldus  prioratus  139 a    
PO9-04612,Urcisse,Saint-Urcisse,Trejouls,Tréjouls,Tréjouls,Trejouls (82183),,,,,,,nulle,Tarn-et-Garonne,82,Lauzerte,dpt_exact,     Saint Urcisse     Tarn et Garonne     con de Lauzerte     cne de Tréjouls       Sanctus Urcicinus  capellanus  424 c    
PO9-04613,Urcize,Saint-Urcize,none,none,Saint-Urcize,Saint Urcize (15216),,,,,,,nulle,Cantal,15,Chaudesaigues,dpt_exact,     Saint Urcize     Cantal     con de Chaudesaigues       Sanctus Urcisius  159 b  265 f  271 b  prior  rectoria  244 a      Sanctus Urcissus  247 d    
PO9-04614,Valentin,Saint-Valentin,none,none,Saint-Valentin,Saint Valentin (36209),,,,,,,nulle,Indre,36,Issoudun-nord,dpt_exact,     Saint Valentin     Indre     con d Issoudun nord       Saint Valentin  143 m      Sanctus Valentinus  125 c  142 m  capellanus  51 e  95 f    
PO9-04615,Valentin,Saint-Valentin,Roche Abeille,La Roche-l’Abeille,Roche-l'Abeille,Roche Abeille (87127),,,,,,,nulle,Haute-Vienne,87,Nexon,dpt_exact_simple,     Saint Valentin     Haute Vienne     con de Nexon     cne de La Roche l Abeille       Sanctus Valentinus  prepositus  518 c    
PO9-04616,Vaury,Saint-Vaury,none,none,Saint-Vaury,Saint Vaury (23247),,,,,,,nulle,Creuse,23,Guéret,dpt_exact,     Saint Vaury     Creuse     con de Guéret     arrt de Guéret       Sanctus Gatericus  sacrista  522 c      Sanctus Valericus  prepositus  508 d  e    
PO9-04617,Venerand,Saint-Vénérand,none,none,Saint-Vénérand,Saint Venerand (43225),,,,,,,nulle,Haute-Loire,43,Saugues,dpt_exact,     Saint Vénérand     Haute Loire     con de Saugues       Saint Vénérand  prieuré  cure  563 d      Sanctus Venerandus  536 d  546 a    
PO9-04618,Vergondin,Saint-Vergondin,Penne,Penne,Penne,Penne (81206),,,,,,,nulle,Tarn,81,Vaour,dpt_exact,     Saint Vergondin     Tarn     con de Vaour     cne de Penne       Sanctus Bergundus  capellanus  421 c      Sanctus Vergundus  capellania  466 c    
PO9-04619,Vert,Saint-Vert,none,none,Saint-Vert,Saint Vert (43226),,,,,,,nulle,Haute-Loire,43,Auzon,dpt_exact,     Saint Vert     Haute Loire     con d Auzon       Sanctus Verus  260 c  267 a  274 d    
PO9-04620,Viance,Saint-Viance,none,none,Saint-Viance,Saint Viance (19246),,,,,,,nulle,Corrèze,19,Donzenac,dpt_exact,     Saint Viance     Corrèze     con de Donzenac       Sanctus Vincencianus  capellanus  495 a      Sanctus Vincentianus  prepositus  525 c    
PO9-04621,Victor,Saint-Victor,none,none,Saint-Victor,Saint Victor (03262),,,,,,,nulle,Allier,03,Montluçon-est,dpt_exact,     Saint Victor     Allier     con de Montluçon est       Saint Victor  148 b      Sanctus Victor  127 e  capellanus  32 a  prior  97 c    
PO9-04622,Victor,Saint-Victor,Saint Victor et Melvieu,Saint-Victor-et-Melvieu,Saint-Victor-et-Melvieu,Saint Victor et Melvieu (12251),,,,,,,nulle,Aveyron,12,Saint-Rome-de-Tarn,dpt_exact,     Saint Victor     Aveyron     con de Saint Rome de Tarn     cne de Saint Victor et Melvieu       Sainct Victour  vicaria  352 a      Sanctus Victor  343 e  prior  338 c  rector  334 c    
PO9-04623,Victor,Saint-Victor,none,none,Saint-Victor,Saint Victor (15217),,,,,,,nulle,Cantal,15,Laroquebrou,dpt_exact,     Saint Victor     Cantal     con de Laroquebrou       Sanctus Victor  capellanus  252 a    
PO9-04624,Victor,Saint-Victor,none,none,,Victor Marche (23248) - Saint-Victor-en-Marche,,,,,,,nulle,Creuse,23,Guéret,dpt_fuzzy,     Saint Victor     Creuse     con de Guéret       Sanctus Victor  capellanus  508 e    
PO9-04625,Victor,Saint-Victor,Couffouleux,Couffouleux,,81070,,,,,,,nulle,Tarn,81,Rabastens,nulle,     Saint Victor     Tarn     con de Rabastens     cne de Couffouleux       Rossinaria  362 a      Sanctus Victor  367 f      Saint Victor de la Roussinarie  377 b    
PO9-04626,Victor,Saint-Victor,Molieres,Molières,Molières,Molieres (82113),,,,,,,nulle,Tarn-et-Garonne,82,Molières,dpt_exact,     Saint Victor     Tarn et Garonne     con de Molières     cne de Molières       Sancta Victoria  capellanus  419 c      Sanctus Victor  capellanus  461 c  prior  468 a    
PO9-04627,Victor Riviere,Saint-Victor-la-Rivière,none,none,Saint-Victor-la-Rivière,Saint Victor la Riviere (63401),,,,,,,nulle,Puy-de-Dôme,63,Besse,dpt_exact,     Saint Victor la Rivière     Puy de Dôme     con de Besse       Sanctus Victor  154 d  204 c  prior  224 c    
PO9-04628,Victor Malescours,Saint-Victor-Malescours,none,none,Saint-Victor-Malescours,Saint Victor Malescours (43227),,,,,,,nulle,Haute-Loire,43,Saint-Didier-en-Velay,dpt_exact,     Saint Victor Malescours     Haute Loire     con de Saint Didier en Velay       Sanctus Victor  capellanus  571 c    
PO9-04629,Victor Montvianeix,Saint-Victor-Montvianeix,none,none,Saint-Victor-Montvianeix,Saint Victor Montvianeix (63402),,,,,,,nulle,Puy-de-Dôme,63,Saint-Rémy-sur-Durolle,dpt_exact,     Saint Victor Montvianeix     Puy de Dôme     con de Saint Rémy sur Durolle       Sanctus Victor  190 a    
PO9-04630,Victor Arlanc,Saint-Victor-sur-Arlanc,none,none,Saint-Victor-sur-Arlanc,Saint Victor sur Arlanc (43228),,,,,,,nulle,Haute-Loire,43,La Chaise-Dieu,dpt_exact,     Saint Victor sur Arlanc     Haute Loire     con de La Chaise Dieu       Sanctus Victor  prior  196 c  226 d    
PO9-04631,Victor Massiac,Saint-Victor-sur-Massiac,Massiac,Massiac,Massiac,Massiac (15119),,,,,,,nulle,Cantal,15,Massiac,dpt_exact,     Saint Victor sur Massiac     Cantal     con de Massiac     cne de Massiac       Saint Victor  263 c  curatus  158 c    
PO9-04632,Victour,Saint-Victour,none,none,Saint-Victour,Saint Victour (19247),,,,,,,nulle,Corrèze,19,Bort-les-Orgues,dpt_exact,     Saint Victour     Corrèze     con de Bort les Orgues       Sanctus Victor  capellanus  526 d  prior  488 a    
PO9-04633,Victurnien,Saint-Victurnien,none,none,Saint-Victurnien,Saint Victurnien (87185),,,,,,,nulle,Haute-Vienne,87,Saint-Junien,dpt_exact,     Saint Victurnien     Haute Vienne     con de Saint Junien       Sanctus Victurnianus  capellanus  504 c    
PO9-04634,Vidal,Saint-Vidal,none,none,Saint-Vidal,Saint Vidal (43229),,,,,,,nulle,Haute-Loire,43,Loudes,dpt_exact,     Saint Vidal     Haute Loire     con de Loudes       Sanctus Vitalis  capellanus  573 d  rector  567 d    
PO9-04636,Vincent,Saint-Vincent,none,none,,Vincent Salers (15218) - Saint-Vincent-de-Salers,,,,,,,nulle,Cantal,15,Salers,dpt_fuzzy,     Saint Vincent     Cantal     con de Salers       Sanctus Vincentius  211 a  prior  224 b    
PO9-04637,Vincent,Saint-Vincent,none,none,Saint-Vincent,Saint Vincent (43230),,,,,,,nulle,Haute-Loire,43,Saint-Paulien,dpt_exact,     Saint Vincent     Haute Loire     con de Saint Paulien       Sanctus Vincentius  capellanus  575 a  rector  566 d    
PO9-04638,Vincent,Saint-Vincent,Castelnau Montratier,Castelnau-de-Montratier,Castelnau-Montratier,Castelnau Montratier (46063),,,,,,,nulle,Lot,46,Castelnau-de-Montratier,dpt_exact_simple,     Saint Vincent     Lot     con de Castelnau de Montratier     cne de Castelnau de Montratier       Sanctus Vincentius  capellania  478 c    
PO9-04639,Vincent,Saint-Vincent,none,none,Saint-Vincent,Saint Vincent (63403),,,,,,,nulle,Puy-de-Dôme,63,Champeix,dpt_exact,     Saint Vincent     Puy de Dôme     con de Champeix       Sanctus Vincentius  155 b  202 a    
PO9-04640,Vincent,Saint-Vincent,Blanzat,Blanzat,Blanzat,Blanzat (63042),,,,,,,nulle,Puy-de-Dôme,63,Clermont-Ferrand-ouest,dpt_exact,     Saint Vincent     Puy de Dôme     con de Clermont Ferrand ouest     cne de Blanzat       Sanctus Vincentius  prior  213 d  rector  163 e    
PO9-04641,Vincent Antejac,Saint-Vincent-d’Antejac,none,none,,82174,,,,,,,nulle,Tarn-et-Garonne,82,Caussade,nulle,     Saint Vincent d Antejac     Tarn et Garonne     con de Caussade       Sanctus Vincentius  463 d      Sanctus Vincentius Alti Montis  465 a      Sanctus Vincentius de Alto Monte  capellanus  421 e    
PO9-04642,Vincent Lacalm,Saint-Vincent-de-Lacalm,Prohencoux,Prohencoux,,Mounes Prohencoux (12192) - Mounes-Prohencoux,,,,,,,nulle,Aveyron,12,Belmont-sur-Rance,dpt_fuzzy,     Saint Vincent de Lacalm     Aveyron     con de Belmont sur Rance     cne de Prohencoux       Sainct Vincent de la Calm  prior  351 d      Sanctus Vincentius  341 e  prior  338 g  rector  335 c    
PO9-04643,Vincent Pendit,Saint-Vincent-du-Pendit,none,none,Saint-Vincent-du-Pendit,Saint Vincent du Pendit (46295),,,,,,,nulle,Lot,46,Saint-Céré,dpt_exact,     Saint Vincent du Pendit     Lot     con de Saint Céré       Sanctus Vincencius  449 a  capellanus  414 e    
PO9-04644,Vincent Rive Olt,Saint-Vincent-Rive-d’Olt,none,none,Saint-Vincent-Rive-d'Olt,Saint Vincent Rive d Olt (46296),,,,,,,nulle,Lot,46,Luzech,dpt_exact,     Saint Vincent Rive d Olt     Lot     con de Luzech       Sanctus Vincentius  432 a  capellanus  407 b    
PO9-04645,Vitte,Saint-Vitte,none,none,Saint-Vitte,Saint Vitte (18238),,,,,,,nulle,Cher,18,Saulzais-le-Potier,dpt_exact,     Saint Vitte     Cher     con de Saulzais le Potier       Floriacum  prior  53 a      Flory  148 a      Fluriacum  capellanus  31 g  prior  84 d      Sanctus Victus de Floriaco  128 d  capellanus  98 b  prioratus  129 d    
PO9-04647,Vitte Briance,Saint-Vitte-sur-Briance,none,none,Saint-Vitte-sur-Briance,Saint Vitte sur Briance (87186),,,,,,,nulle,Haute-Vienne,87,Saint-Germain-les-Belles,dpt_exact,     Saint Vitte sur Briance     Haute Vienne     con de Saint Germain les Belles       Sanctus Vitus  capellanus  496 e    
PO9-04648,Voir,Saint-Voir,none,none,Saint-Voir,Saint Voir (03263),,,,,,,nulle,Allier,03,Neuilly-le-Réal,dpt_exact,     Saint Voir     Allier     con de Neuilly le Réal       Sanctus Verus  184 c    
PO9-04650,Voy,Saint-Voy,Mazet Saint Voy,Mazet-Saint-Voy,Mazet-Saint-Voy,Mazet Saint Voy (43130),,,,,,,nulle,Haute-Loire,43,Tence,dpt_exact,     Saint Voy     Haute Loire     con de Tence     cne de Mazet Saint Voy       Sanctus Evodius de Bonas  capellanus  572 c      Sanctus Evodius de Bonatio  569 b    
PO9-04651,Xist,Saint-Xist,Clapier,Clapier,Clapier,Clapier (12067),,,,,,,nulle,Aveyron,12,Cornus,dpt_exact,     Saint Xist     Aveyron     con de Cornus     cne du Clapier       Arbucel  342 g  prior  338 a      Arbuchel  rector  335 e      Sanct Cist d Arbusel  prioratus  352 c    
PO9-04652,Ybard,Saint-Ybard,none,none,Saint-Ybard,Saint Ybard (19248),,,,,,,nulle,Corrèze,19,Uzerche,dpt_exact,     Saint Ybard     Corrèze     con d Uzerche       Sanctus Eparchius  capellanus et prepositus  493 e    
PO9-04653,Yorre,Saint-Yorre,none,none,Saint-Yorre,Saint Yorre (03264),,,,,,,nulle,Allier,03,Vichy,dpt_exact,     Saint Yorre     Allier     con de Vichy       Sanctus Eligius  183 c    
PO9-04654,Yrieix,Saint-Yrieix-la-Montagne,none,none,Saint-Yrieix-la-Montagne,Saint Yrieix la Montagne (23249),,,,,,,nulle,Creuse,23,Felletin,dpt_exact,     Saint Yrieix la Montagne     Creuse     con de Felletin       Sanctus Aredius prope Valeriam  capellanus  485 d    
PO9-04655,Yrieix Perche,Saint-Yrieix-la-Perche,none,none,Saint-Yrieix-la-Perche,Saint Yrieix la Perche (87187),,,,,,,nulle,Haute-Vienne,87,Limoges,dpt_exact,     Saint Yrieix la Perche     Haute Vienne     con de Limoges     arrt de Limoges       Sanctus Aredius  495 d  496 a  c  499 d  f  518 b  decanus et capitulum  499 d  512 c  518 c  helemosinarius  518 c  Capella  518 a  capellanus  518 a  Monasterium  capellanus  518 a  Nobilia  La Noaille   capellanus  518 b  Sanctus Laurentius  capellanus  518 d  Sanctus Valericus  capellanus  518 c    
PO9-04656,Yrieix Dejalat,Saint-Yrieix-le-Déjalat,none,none,Saint-Yrieix-le-Déjalat,Saint Yrieix le Dejalat (19249),,,,,,,nulle,Corrèze,19,Égletons,dpt_exact,     Saint Yrieix le Déjalat     Corrèze     con d Égletons       Sanctus Aredius lo Degalat  capellanus  488 e    
PO9-04657,Yrieix,Saint-Yrieix-les-Bois,none,none,Saint-Yrieix-les-Bois,Saint Yrieix les Bois (23250),,,,,,,nulle,Creuse,23,Ahun,dpt_exact,     Saint Yrieix les Bois     Creuse     con d Ahun       Sanctus Aredius  capellanus  481 a    
PO9-04658,Yrieix Aixe,Saint-Yrieix-sous-Aixe,none,none,Saint-Yrieix-sous-Aixe,Saint Yrieix sous Aixe (87188),,,,,,,nulle,Haute-Vienne,87,Aixe-sur-Vienne,dpt_exact,     Saint Yrieix sous Aixe     Haute Vienne     con d Aixe sur Vienne       Sanctus Aredius Soutaine  515 e      Sanctus Aredius Soutayna  capellanus  501 c    
PO9-04659,Yves,Saint-Yves,Sainte Genevieve sur Argence,Sainte-Geneviève-sur-Argence,Sainte-Geneviève-sur-Argence,Sainte Genevieve sur Argence (12223),,,,,,,nulle,Aveyron,12,Sainte-Geneviève-sur-Argence,dpt_exact,     Saint Yves     Aveyron     con de Sainte Geneviève sur Argence     cne de Sainte Geneviève sur Argence       Sanct Yvo sive Sanct Yves  prioratus  324 c    
PO9-04660,Yvoine,Saint-Yvoine,none,none,Saint-Yvoine,Saint Yvoine (63404),,,,,,,nulle,Puy-de-Dôme,63,Issoire,dpt_exact,     Saint Yvoine     Puy de Dôme     con d Issoire       Sanctus Yvonius  155 c  203 d  prior  155 c    
PO9-04661,Salagnac,Salagnac,none,none,Salagnac,Salagnac (24515),,,,,,,nulle,Dordogne,24,Excideuil,dpt_exact,     Salagnac     Dordogne     con d Excideuil       Salenhac  capellanus  496 a    
PO9-04662,Salagnat,Salagnat,Bourg,Grand-Bourg,,23095,P75909201,DT23-20964,Salagnat,village,commune du Grand-Bourg,23095,localisationco_exact,,,,,
PO9-04663,Salan,Salan,Quins,Quins,Quins,Quins (12194),,,,,,,nulle,Aveyron,12,Naucelle,dpt_exact,     Salan     Aveyron     con de Naucelle     cne de Quins       Salanh  prioratus et rectoria sancti Blasii  327 b      Silanh  279 b  289 f    
PO9-04664,Salars,Salars,Pont de Salars,Pont-de-Salars,Pont-de-Salars,Pont de Salars (12185),,,,,,,nulle,Aveyron,12,Pont-de-Salars,dpt_exact,     Salars     Aveyron     con de Pont de Salars     cne de Pont de Salars       Salars  292 f    
PO9-04665,Salbris,Salbris,none,none,Salbris,Salbris (41232),,,,,,,nulle,Loir-et-Cher,41,Romorantin,dpt_exact,     Salbris     Loir et Cher     con de Romorantin     arrt de Romorantin       Salebries  curatus  prior  elemosina  19 a  capellanus  39 d  72 c      Salebris  118 c  prior  92 c  119 d      Silabries  151 b    
PO9-04666,Salclas,Salclas,Montredon,Montredon,,Montredon Labessonnie (81182) - Montredon-Labessonnié,,,,,,,nulle,Tarn,81,Montredon,dpt_fuzzy,     Salclas     Tarn     con de Montredon     cne de Montredon       Celclars  395 d      Salclars  355 b      Salclas  404 f      Salclatium  398 e    
PO9-04667,Salelles,Salelles,Saint Izaire,Saint-Izaire,Saint-Izaire,Saint Izaire (12228),,,,,,,nulle,Aveyron,12,Saint-Affrique,dpt_exact,     Salelles     Aveyron     con de Saint Affrique     cne de Saint Izaire       Salelhas  capellanus  334 d      Salelas  rectoria  351 b      Salele  344 b    
PO9-04668,Salelles,Salelles,none,none,Salelles,Salelles (48185),,,,,,,nulle,Lozère,48,Chanac,dpt_exact,     Salelles  Les      Lozère     con de Chanac       Salelles  Les   prieuré Notre Dame  555 a  556 c  cure  556 c      Salelas  538 e      Sallele  542 b    
PO9-04669,Salers,Salers,none,none,Salers,Salers (15219),,,,,,,nulle,Cantal,15,Mauriac,dpt_exact,     Salers     Cantal     con de Mauriac     arrt de Mauriac       Salerie  210 a    
PO9-04670,Salettes,Salettes,none,none,Salettes,Salettes (43231),,,,,,,nulle,Haute-Loire,43,Monastier-sur-Cazeille,dpt_exact,     Salettes     Haute Loire     con de Monastier sur Cazeille       Saletas  capellanus Sancti Petri  575 c  prior  570 c    
PO9-04671,Salettes,Salettes,Cahuzac sur Vere,Cahuzac-sur-Vère,Cahuzac-sur-Vère,Cahuzac sur Vere (81051),,,,,,,nulle,Tarn,81,Castelnau-de-Montmiral,dpt_exact,     Salettes     Tarn     con de Castelnau de Montmiral     cne de Cahuzac sur Vère       Salettes  recteur  383 c      Saleta  360 c  372 f    
PO9-04672,Salgues,Salgues,Alvignac,Alvignac,Alvignac,Alvignac (46003),,,,,,,nulle,Lot,46,Gramat,dpt_exact,     Salgues     Lot     con de Gramat     cne d Alvignac       Salgia  capellania  450 c    
PO9-04673,Salgues,Salgues,Labastide Marnhac,Labastide-Marnhac,Labastide-Marnhac,Labastide Marnhac (46137),,,,,,,nulle,Lot,46,Cahors-sud,dpt_exact,     Salgues     Lot     con de Cahors sud     cne de Labastide Marnhac       Salgas  capellanus  425 a      Salgue  478 d    
PO9-04674,Salies,Saliès,none,none,Saliès,Salies (81274),,,,,,,nulle,Tarn,81,Albi,dpt_exact,     Saliès     Tarn     con d Albi       Saliès  recteur  379 a      Saleria  366 e    
PO9-04675,Salignac,Salignac,none,none,,Salignac Eyvigues (24516) - Salignac-Eyvigues,,,,,,,nulle,Dordogne,24,Sarlat,dpt_fuzzy,     Salignac     Dordogne     con de Sarlat     arrt de Sarlat       Salanhacus  442 c  capellanus  442 d      Salhanhacus  capellanus  412 c  prior  413 f    
PO9-04676,Saligny Vif,Saligny-le-Vif,none,none,Saligny-le-Vif,Saligny le Vif (18239),,,,,,,nulle,Cher,18,Baugy,dpt_exact,     Saligny le Vif     Cher     con de Baugy       Salanhiacus  capellanus  37 d      Saligniacus  133 d  capellanus  100 e      Saligny  150 b    
PO9-04677,Salins,Salins,none,none,Salins,Salins (15220),,,,,,,nulle,Cantal,15,Mauriac,dpt_exact,     Salins     Cantal     con de Mauriac       Salhens  210 b    
PO9-04678,Salledes,Sallèdes,none,none,Sallèdes,Salledes (63405),,,,,,,nulle,Puy-de-Dôme,63,Vic-le-Comte,dpt_exact,     Sallèdes     Puy de Dôme     con de Vic le Comte       Salades  189 c    
PO9-04679,Salles,Salles,Saint Germain de Salles,Saint-Germain-de-Salles,Saint-Germain-de-Salles,Saint Germain de Salles (03237),,,,,,,nulle,Allier,03,Chantelle,dpt_exact,     Salles     Allier     con de Chantelle     cne de Saint Germain de Salles       Salas  182 a    
PO9-04680,Salles,Salles,Bas en Basset,Bas-en-Basset,Bas-en-Basset,Bas en Basset (43020),,,,,,,nulle,Haute-Loire,43,Bas-en-Basset,dpt_exact,     Salles  Les      Haute Loire     con de Bas en Basset     cne de Bas en Basset       Sale  prior  568 a    
PO9-04681,Salles,Salles,none,none,Salles,Salles (81275),,,,,,,nulle,Tarn,81,Monestiès-sur-Cérou,dpt_exact,     Salles     Tarn     con de Monestiès sur Cérou       Sale  358 e  369 f  recteur  384 d    
PO9-04682,Salles,Salles,Gasques,Gasques,Gasques,Gasques (82065),,,,,,,nulle,Tarn-et-Garonne,82,Valence-d’Agen,dpt_exact,     Salles     Tarn et Garonne     con de Valence d Agen     cne de Gasques       Sale  470 c    
PO9-04683,Salles Courbaties,Salles-Courbatiès,none,none,Salles-Courbatiès,Salles Courbaties (12252),,,,,,,nulle,Aveyron,12,Capdenac-Gare,dpt_exact,     Salles Courbatiès     Aveyron     con de Capdenac Gare       Salas Corbatieyras  prioratus Nostre Domine  327 c      Sale Corbaterii  301 c    
PO9-04684,Salles Curan,Salles-Curan,none,none,Salles-Curan,Salles Curan (12253),,,,,,,nulle,Aveyron,12,Millau,dpt_exact,     Salles Curan     Aveyron     con de Millau     arrt de Millau       Salas de Curanh  prioratus  collegium  rectoria Sancti Veraldi  327 c    
PO9-04685,Salles Source,Salles-la-Source,none,none,Salles-la-Source,Salles la Source (12254),,,,,,,nulle,Aveyron,12,Marcillac-Vallon,dpt_exact,     Salles la Source     Aveyron     con de Marcillac Vallon       Salas Comtals  Sancti Laurentii  325 a  Sancti Petri alias Sancti Lupi  299 b      Sale Comitales  325 a        Cf  Bourg de Salles    
PO9-04686,Salles Lavauguyon,Salles-Lavauguyon,none,none,Salles-Lavauguyon,Salles Lavauguyon (87189),,,,,,,nulle,Haute-Vienne,87,Rochechouart,dpt_exact,     Salles Lavauguyon  Les      Haute Vienne     con de Rochechouart       Sale  500 a  e  prior  500 f  501 a  e  502 b  c  d  517 a    
PO9-04687,Salmeranges,Salméranges,Ravel,Ravel,Ravel,Ravel (63296),,,,,,,nulle,Puy-de-Dôme,63,Vertaizon,dpt_exact,     Salméranges     Puy de Dôme     con de Vertaizon     cne de Ravel       Salmeranges  195 a      Salmanegie  curatus  217 a    
