Article	Vedette	Localisation	INSEE_corrigé	Nom_corrigé	Commentaire
DT27-10757	Torp (Ancienne chapelle du),	Brotonne	non		
DT27-03796	Écouis (Ancien canton d’),	Coudray-près-Écouis	non		
DT27-04627	Fricault (Port de),	Croix-Saint-Leufroi	27191		"Commune non reconnue dans le DT (article id=""DT27-03501"")"
DT27-00592	Dépôt de remonte du),	Dreux	non		
DT27-03640	Désœuvre,	Eure	non		
DT27-06331	Lofran,	Eure	non		
DT27-10028	Saint-Lubin (Porte et pont de),	Eure-et-Loir	non		
DT27-03186	Coudane,	Évêque	non		
DT27-01751	Brosville,	Évreux-Nord	non		
DT27-00099	Amfreville-les-Champs,	Fleury	non		
DT27-00101	Amfreville-sous-les-Monts,	Fleury	non		
DT27-00117	Andelle,	Fleury	non		
DT27-00316	Bacqueville,	Fleury	non		
DT27-01487	Bourg-Beaudouin,	Fleury	non		
DT27-02533	Charleval,	Fleury	non		
DT27-03717	Douville,	Fleury	non		
DT27-03795	Écouis,	Fleury	non		
DT27-04060	Fayel (Le),	Fleury	non		
DT27-04188	Flipou,	Fleury	non		
DT27-04693	Gaillardbois,	Fleury	non		
DT27-04698	Gaillardbois-Cressenville,	Fleury	non		
DT27-04976	Gournets,	Fleury	non		
DT27-04989	Grainville,	Fleury	non		
DT27-05873	Houville,	Fleury	non		
DT27-06224	Letteguives,	Fleury	non		
DT27-06484	Lyons (Canton de),	Fleury	non		
DT27-08396	Perriers-sur-Andelle,	Fleury	non		
DT27-08414	Perruel,	Fleury	non		
DT27-08886	Pont-Saint-Pierre,	Fleury	non		
DT27-09201	Radepont,	Fleury	non		
DT27-09278	Renneville,	Fleury	non		
DT27-09410	Romilly-sur-Andelle,	Fleury	non		
DT27-10455	Senneville,	Fleury	non		
DT27-11250	Vandrimare,	Fleury	non		
DT27-03796	Écouis (Ancien canton d’),	Fresne-l’Archevêque	non		
DT27-00690	Berceau du roi de Rome,	Gaillard	27016		
DT27-03281	Cour-de-Rouen (La),	Grand-Andely	27016		
DT27-04256	Fontaine aux Ladres,	Grestain	27233		
DT27-08721	Planches-d’Herponcey (Les),	Herponcey	non		
DT27-03322	Courtenson,	Ivry	27355		
DT27-07264	Milbert,	Ivry	27355		
DT27-00592	Dépôt de remonte du),	Lisieux	non		
DT27-00117	Andelle,	Lyons	non		
DT27-00526	Beauficel-en-Lyons,	Lyons	non		
DT27-00759	Bezu-la-Forêt,	Lyons	non		
DT27-01190	Bordins (Les),	Lyons	non		
DT27-01316	Bosquentin,	Lyons	non		
DT27-02020	Butte aux Anglais (La),	Lyons	non		
DT27-02099	Callouettes (Les),	Lyons	non		
DT27-02289	Catelier (Le),	Lyons	non		
DT27-02494	Chanvre (Mare à la),	Lyons	non		
DT27-02882	Clos-Saint-Antoine,	Lyons	non		
DT27-02900	Cocerf (Lande de),	Lyons	non		
DT27-02920	Coisel (Le),	Lyons	non		
DT27-02924	Collemont,	Lyons	non		
DT27-03117	Coteaux (Les),	Lyons	non		
DT27-03158	Côte-Quillette,	Lyons	non		
DT27-03429	Croc-aux-Bouchers (Le),	Lyons	non		
DT27-03518	Crouleuse,	Lyons	non		
DT27-03794	Écouflards (Les),	Lyons	non		
DT27-04183	Fleury-la-Forêt,	Lyons	non		
DT27-04261	Fontaine-Buland (La),	Lyons	non		
DT27-04278	Fontaine-du-Houx (La),	Lyons	non		
DT27-04484	Fosses-Gloriettes (Les),	Lyons	non		
DT27-04526	Four-Garnier,	Lyons	non		
DT27-04685	Gaffé,	Lyons	non		
DT27-04897	Gisors (Canton de),	Lyons	non		
DT27-04916	Gloriette (Les Fosses),	Lyons	non		
DT27-04958	Gouffre (Le),	Lyons	non		
DT27-05129	Grandval,	Lyons	non		
DT27-05208	Gros-Bouleaux (Les),	Lyons	non		
DT27-05560	Hautes-Avesnes (Les),	Lyons	non		
DT27-05597	Hauts-Brulins (Les),	Lyons	non		
DT27-05734	Hêtre-à-Dieu,	Lyons	non		
DT27-05770	Hogues (Les),	Lyons	non		
DT27-05792	Homme-Mort (L’),	Lyons	non		
DT27-05874	Houx (Fontaine du),	Lyons	non		
DT27-06094	Justice (La),	Lyons	non		
DT27-06130	Lande-Corcel (La),	Lyons	non		
DT27-06297	Lilly,	Lyons	non		
DT27-06315	Lisors,	Lyons	non		
DT27-06437	Lorleau,	Lyons	non		
DT27-06689	Manoir-du-Roi,	Lyons	non		
DT27-06717	Marais (Les),	Lyons	non		
DT27-06757	Mare-à-la-Biche (La),	Lyons	non		
DT27-06758	Mare-à-la-Chanvre (La),	Lyons	non		
DT27-06775	Mare-aux-Bourres (La),	Lyons	non		
DT27-06882	Mare-Ricouard (La),	Lyons	non		
DT27-06951	Marlière-au-Roi (La),	Lyons	non		
DT27-07382	Mont-du-Fresne (Le),	Lyons	non		
DT27-07496	Mont-Verdier (Le),	Lyons	non		
DT27-08625	Pierre-Fortelle,	Lyons	non		
DT27-08632	Pierre-qui-Tourne (La),	Lyons	non		
DT27-08635	Pierres-Cassées (Les),	Lyons	non		
DT27-09077	Puits-de-l’Essart,	Lyons	non		
DT27-09348	Robinet-Cuit (Le),	Lyons	non		
DT27-09442	Rosay,	Lyons	non		
DT27-09498	Roule (Le),	Lyons	non		
DT27-09527	Routhieux (Les),	Lyons	non		
DT27-09902	Sainte-Honorine,	Lyons	non		
DT27-10581	Tainières (Les),	Lyons	non		
DT27-10770	Touffreville,	Lyons	non		
DT27-10900	Tronquay (Le),	Lyons	non		
DT27-10924	Trous-Museaux (Les),	Lyons	non		
DT27-11017	Val-Amelot (Le),	Lyons	non		
DT27-11031	Val-Bagnart,	Lyons	non		
DT27-11066	Val-Érable,	Lyons	non		
DT27-11152	Vallée-Broc (La),	Lyons	non		
DT27-11271	Vascœuil,	Lyons	non		
DT27-11346	Vente-à-Genêts (La),	Lyons	non		
DT27-11352	Ventes-Légères (Les),	Lyons	non		
DT27-03796	Écouis (Ancien canton d’),	Marcouville	non		
DT27-00162	Appetot,	Montfort	non		
DT27-00163	Appeville,	Montfort	non		
DT27-00283	Authou,	Montfort	non		
DT27-00685	Béquerel,	Montfort	non		
DT27-01158	Bonneville-Appetot,	Montfort	non		
DT27-01622	Brestot,	Montfort	non		
DT27-01691	Brionne (Canton de),	Montfort	non		
DT27-02290	Catelier (Le),	Montfort	non		
DT27-02984	Condé-sur-Risle,	Montfort	non		
DT27-03767	Écaquelon,	Montfort	non		
DT27-04592	Freneuse-sur-Risle,	Montfort	non		
DT27-04921	Glos-sur-Risle,	Montfort	non		
DT27-05937	Illeville-sur-Montfort,	Montfort	non		
DT27-06970	Marquisat (Bois du),	Montfort	non		
DT27-08857	Pont-Audemer (Canton de),	Montfort	non		
DT27-08859	Pont-Authou,	Montfort	non		
DT27-09531	Routot (Canton de),	Montfort	non		
DT27-09856	Saint-Georges-du-Vièvre (Canton de),	Montfort	non		
DT27-10212	Saint-Philbert-sur-Risle,	Montfort	non		
DT27-10672	Thierville,	Montfort	non		
DT27-10817	Touville,	Montfort	non		
DT27-07802	Mousseaux-Neuville,	Mousseaux-près-Saint-André	non		
DT27-04998	Grammont (Vallée de),	Noyer	27444		
DT27-00044	Aigleville,	Pacy	non		
DT27-01102	Boisset-les-Prévanches,	Pacy	non		
DT27-01127	Boncourt,	Pacy	non		
DT27-01667	Breuilpont,	Pacy	non		
DT27-01857	Bueil,	Pacy	non		
DT27-02074	Caillouet,	Pacy	non		
DT27-02078	Caillouet-Orgeville,	Pacy	non		
DT27-02369	Chaignes,	Pacy	non		
DT27-02492	Chanu,	Pacy	non		
DT27-02773	Cierrey,	Pacy	non		
DT27-03042	Cormier (Le),	Pacy	non		
DT27-03434	Croisy,	Pacy	non		
DT27-03997	Fains,	Pacy	non		
DT27-04684	Gadencourt,	Pacy	non		
DT27-05461	Hardencourt,	Pacy	non		
DT27-05672	Hécourt,	Pacy	non		
DT27-07093	Menilles,	Pacy	non		
DT27-07117	Mérey,	Pacy	non		
DT27-07887	Neuilly,	Pacy	non		
DT27-08788	Plessis-Hébert (Le),	Pacy	non		
DT27-09675	Saint-André (Canton de),	Pacy	non		
DT27-09692	Saint-Antonin,	Pacy	27448		
DT27-11322	Vaux-sur-Eure,	Pacy	non		
DT27-11384	Vernon (Canton de),	Pacy	non		
DT27-11523	Villegats,	Pacy	non		
DT27-11562	Villiers-en-Désœuvre,	Pacy	non		
DT27-08702	Plaids-de-Saint-Taurin (Les),	Paris	non		
DT27-08984	Pré-Aubry (Le),	Paris	non		
DT27-00592	Dépôt de remonte du),	Pont-l’Évêque	non		
DT27-07986	Nord (Banc du),	Roque	27601		
DT27-01120	Boiteau,	Rozeux	non		
DT27-00280	Authieux (Les),	Saint-André	non		
DT27-00333	Bailleul-la-Campagne,	Saint-André	non		
DT27-01039	Bois-le-Roi,	Saint-André	non		
DT27-01105	Boissière (La),	Saint-André	non		
DT27-01624	Bretagnolles,	Saint-André	non		
DT27-02453	Champigny,	Saint-André	non		
DT27-02454	Champigny-la-Futelaye,	Saint-André	non		
DT27-02617	Chavigny,	Saint-André	non		
DT27-02779	Cissey,	Saint-André	non		
DT27-03216	Coudres,	Saint-André	non		
DT27-03355	Couture (La),	Saint-André	non		
DT27-03364	Couture-Boussey (La),	Saint-André	non		
DT27-03513	Croth,	Saint-André	non		
DT27-03569	Damville (Canton de),	Saint-André	non		
DT27-03860	Épieds,	Saint-André	non		
DT27-03987	Ézy,	Saint-André	non		
DT27-04352	Forêt-du-Parc (La),	Saint-André	non		
DT27-04499	Foucrainville,	Saint-André	non		
DT27-04613	Fresney,	Saint-André	non		
DT27-04675	Futelaye (La),	Saint-André	non		
DT27-04754	Garencières,	Saint-André	non		
DT27-04770	Garennes,	Saint-André	non		
DT27-05248	Grossœuvre,	Saint-André	non		
DT27-06012	Ivry-la-Bataille,	Saint-André	non		
DT27-06083	Jumelles,	Saint-André	non		
DT27-06229	L’Habit (Le),	Saint-André	non		
DT27-06289	Lignerolles,	Saint-André	non		
DT27-06741	Marcilly-sur-Eure,	Saint-André	non		
DT27-07603	Mouettes,	Saint-André	non		
DT27-07802	Mousseaux-Neuville,	Saint-André	non		
DT27-08206	Pacy (Canton de),	Saint-André	non		
DT27-09037	Prey,	Saint-André	non		
DT27-09154	Quessigny,	Saint-André	non		
DT27-09677	Saint-André-la-Marche,	Saint-André	non		
DT27-09868	Saint-Germain-de-Fresney,	Saint-André	non		
DT27-09976	Saint-Laurent-des-Bois,	Saint-André	non		
DT27-10467	Serez,	Saint-André	non		
DT27-11047	Val-David (Le),	Saint-André	non		
DT27-00308	Avre,	Saint-Christophe	27521		
DT27-06642	Mandemare,	Saint-Didier	27534		
DT27-00308	Avre,	Saint-Georges	27543		
DT27-06280	Lieurey,	Saint-Georges	non		
DT27-08959	Poterie-Mathieu (La),	Saint-Georges	non		
DT27-09727	Saint-Benoît-des-Ombres,	Saint-Georges	non		
DT27-09756	Saint-Christophe-sur-Condé,	Saint-Georges	non		
DT27-09823	Saint-Étienne-l’Allier,	Saint-Georges	non		
DT27-09853	Saint-Georges-du-Mesnil,	Saint-Georges	non		
DT27-09893	Saint-Grégoire-du-Vièvre,	Saint-Georges	non		
DT27-09938	Saint-Jean-de-la-Lequeraye,	Saint-Georges	non		
DT27-10107	Saint-Martin-Saint-Firmin,	Saint-Georges	non		
DT27-10249	Saint-Pierre-des-Ifs,	Saint-Georges	non		
DT27-05572	Hautes-Terres (Les),	Saint-Pierre-du-Bosguerard	27595		
DT27-00308	Avre,	Saint-Victor	27610		
DT27-02174	Canouel (Le),	Saussaye	27616		
DT27-10104	Saint-Martin-la-Corneille,	Saussaye	27616		
DT27-02321	Caumont,	Thouberville	non		
DT27-11605	Voies (Les),	Tourdisière	non		
DT27-10066	Sainte-Marie-de-Vatimesnil,	Vatimesnil	non		
DT27-08931	Port-Nocturne,	Vaudreuil	27528		
DT27-07986	Nord (Banc du),	Vernier	non		
