article,output6.xml,DT54.xml
DT54-00381,canton de Lunéville-Nord.,commune de Lunéville-Nord         .
DT54-00779,"commune de Nancy, ainsi appelé parce qu’on y déposa momentanément le coeur de Marie Leczinska, fille de Stanislas.","commune de Nancy         , ainsi appelé parce qu'on y déposa momentanément le cœur de Marie Leczinska, fille de Stanislas."
DT54-00893,territoires de Moncel-lez-Lunéville et de Saint-Clément et se jette dans la Meurthe.,territoires de Moncel-lez-Lunéville et de St-Clément et se jette dans la Meurthe.
DT54-01657,"commune d’Euvezin, indiquée dans le ","commune d'Euzevin         , indiquée dans le "
DT54-02500,commune d’Hannocourt ; village détruit.,commune d'Hannoncourt          ; village détruit.
DT54-03455,"commune d’Abreschwiller, près du choeur d’une ancienne chapelle appelée ","commune d'Abreschwiller         , près du chœur d'une ancienne chapelle appelée "
DT54-03596,commune d’Ancerviller.,commune d'Ancerville         .
