Article	Vedette	Localisation	INSEE_corrigé	Nom_corrigé	Commentaire
DT44-17401	Rohan,	Aressac	44007	Avessac	
DT44-07061	Erdre (L’),	Bonn	44017	Bonnœuvre	"Commune non reconnue (article id=""DT44-02378"""
DT44-06163	Croisac (Le Haut et le Bas),	Boucé	44019	Bouée	
DT44-06654	Douais (La),	Boucé	44019	Bouée	
DT44-17769	Rue-Fleurie (La),	Careil	44069		
DT44-02754	Bourlebeaù,	Clis	non		
DT44-09239	Guesquel (Le),	Clis	non		
DT44-08538	Glétais (La),	Frossais	44061		
DT44-03062	Breil-Thénierge (Le),	Genrouët	44068		
DT44-10598	Kerbez,	Gérande	44069	Guérande	
DT44-13223	Montnoël (Le),	Guémené	44067		
DT44-07061	Erdre (L’),	Joué	44077		
DT44-05855	Coudray (Le Haut et le Bas),	Lo-Bottereau	44084	Loroux-Bottereau	
DT44-07061	Erdre (L’),	Loroux-Bécannais	49183		
DT44-02287	Bois-Vert (Le),	Louisfert	44085		"Commune non reconnue (article id=""DT44-11847"""
DT44-08784	Grardière (La),	Lyphard	44175	Saint-Lyphard	
DT44-06634	Don (Le),	Moisdon	44099		
DT44-18558	Sordais (La),	Montbert	44102		"Commune non reconnue (article id=""DT44-13200"""
DT44-03267	Brivet (Le),	Montoir	44103		
DT44-00699	Batardière (La),	N.-D.-des-Landes	44111	Notre-Dame-des-Landes	
DT44-01559	Bidaudière (La),	N.-D.-des-Landes	44111	Notre-Dame-des-Landes	
DT44-07061	Erdre (L’),	Nort	44110		
DT44-07370	Fief-ès-moynes (Le),	Pellerin	44120		"Commune non reconnue (article id=""DT44-14754"""
DT44-04703	Chellets (Les),	Poissevin	44069		
DT44-07668	Foucauderie (La),	Pont-Saint-Père	44133	Port-Saint-Père	
DT44-17871	Saint-Cyr et Sainte-Julitte (L’Eglise),	Port-Communeau	non		
DT44-15928	Porte-Pradel (La),	Pradel	44069		
DT44-14860	Perche (La Haute-),	Princé	non		
DT44-05451	Coicas,	Saint-Adré-des-Eaux	44151	Saint-André-des-Eaux	
DT44-16772	Rénais (La),	Saint-Anne-de-Cambon	44152	Sainte-Anne-de-Cambon	
DT44-19031	Tombes (Les),	Saint-Cyr	44021		
DT44-20371	Chaussun (Le),	Saint-Cyr	44021		
DT44-20533	Nigardré,	Saint-Cyr	44021		
DT44-09490	Haie (La),	Saint-Luce	44172	Sainte-Luce	
DT44-12577	Masure (La),	Saint-Luce	44172	Sainte-Luce	
DT44-08679	Goupillère (La),	Saint-Martin	44130		
DT44-12613	Maujetière (La),	Saint-Pazanne	44186	Sainte-Pazanne	
DT44-19180	Tournebride,	Saint-Pazanne	44186	Sainte-Pazanne	
DT44-12965	Meudais (La),	Sainte-Aubin-des-Châteaux	44153	Saint-Aubin-des-Châteaux	
DT44-14389	Paquetière (La),	Sainte-Etienne-Corcoué	44156		
DT44-15605	Poissardière (La),	Sainte-Etienne-de-Mermorte	44157		
DT44-15670	Pont (Le),	Sainte-Herblon	44163		
DT44-04092	Chambaudière (La),	Sainte-Lumine-de-Clisson	44173	Saint-Lumine-de-Clisson	
DT44-03284	Bronnière (La),	Sainte-Lumine-de-Coutais	44174	Saint-Lumine-de-Coutais	
DT44-12237	Malnoë (La),	Sainte-Père-en-Retz	44187	Saint-Père-en-Retz	
DT44-10216	Isac (L’),	Téhillac	56250		
