article_id,vedette,localisationde,dpt_code,canton_code,localisationco,insee_code,method,origine,NCCENR
PO7-01233,Doucy,Savoie,DEP_73,Châtelard,none,none,nulle,sansloc,none
PO7-01234,Doucy,Savoie,DEP_73,Moûtiers,none,none,nulle,sansloc,none
PO7-01236,Doussard,Haute-Savoie,DEP_74,Faverges,none,74104,exact,sansloc,Doussard
PO7-01237,Douvaine,Haute-Savoie,DEP_74,none,none,74105,exact,sansloc,Douvaine
PO7-01238,Draillant,Haute-Savoie,DEP_74,Thonon-les-Bains,none,74106,exact,sansloc,Draillant
PO7-01239,Dranse,none,none,none,none,none,nulle,sansloc,none
PO7-01242,Droisy,Haute-Savoie,DEP_74,Seyssel,none,27206,exact,sansloc,Droisy
PO7-00921,Clarafond,Savoie,DEP_73,Aix-les-Bains,Drumettaz-Clarafond,73103,exact,avecloc,Drumettaz-Clarafond
PO7-01243,Duingt,Haute-Savoie,DEP_74,Annecy,none,74108,exact,sansloc,Duingt
PO7-02023,Maladière,Haute-Savoie,DEP_74,Annecy,Duingt,74108,exact,avecloc,Duingt
PO7-01244,Dullin,Savoie,DEP_73,Pont-de-Beauvoisin,none,73104,exact,sansloc,Dullin
PO7-01246,Durlinsdorf,Haut-Rhin,DEP_68,Ferrette,none,68074,exact,sansloc,Durlinsdorf
PO7-01247,Durmenach,Haut-Rhin,DEP_68,Ferrette,none,68075,exact,sansloc,Durmenach
PO7-01181,Désaignes,Ardèche,DEP_07,Lamastre,none,07079,exact,sansloc,Désaignes
PO7-01182,Désandans,Doubs,DEP_25,Montbéliard,none,25198,exact,sansloc,Désandans
PO7-01183,Désert,none,none,none,none,14222,nodpt,sansloc,Désert
PO7-01185,Déserts,Savoie,DEP_73,Chambéry,none,73098,exact,sansloc,Déserts
PO7-01186,Déservillers,Doubs,DEP_25,Amancey,none,25199,exact,sansloc,Déservillers
PO7-01191,Détrier,Savoie,DEP_73,la Rochette,none,73099,exact,sansloc,Détrier
PO7-01254,Echelles,Savoie,DEP_73,none,none,73105,fuzzy,sansloc,Échelles
PO7-01255,Echenoz-le-Sec,Haute-Saône,DEP_70,Montbozon,none,70208,fuzzy,sansloc,Échenoz-le-Sec
PO7-01256,Echevis,Drôme,DEP_26,Saint-Jean-en-Royans,none,26117,fuzzy,sansloc,Échevis
PO7-01257,Echirolles,Isère,DEP_38,Grenoble,none,38151,fuzzy,sansloc,Échirolles
PO7-01273,Eglingen,Haut-Rhin,DEP_68,Altkirch,none,68077,exact,sansloc,Eglingen
PO7-01275,Eguisheim,Haut-Rhin,DEP_68,Wintzenheim,none,68078,exact,sansloc,Eguisheim
PO7-01281,Empurany,Ardèche,DEP_07,Lamastre,none,07085,exact,sansloc,Empurany
PO7-03679,Serre,Ardèche,DEP_07,Lamastre,Empurany,07085,exact,avecloc,Empurany
PO7-01282,Enfonvelle,Haute-Marne,DEP_52,Bourbonne-les-Bains,none,52185,exact,sansloc,Enfonvelle
PO7-01283,Engins,Isère,DEP_38,Sassenage,none,38153,exact,sansloc,Engins
PO7-01285,Ensisheim,Haut-Rhin,DEP_68,none,none,68082,exact,sansloc,Ensisheim
PO7-02002,Machtholsheim,Haut-Rhin,DEP_68,Ensisheim,Ensisheim,68082,exact,avecloc,Ensisheim
PO7-03167,Saint-Georges,Haut-Rhin,DEP_68,Ensisheim,Ensisheim,68082,exact,avecloc,Ensisheim
PO7-01286,Entraigues,Isère,DEP_38,Valbonnais,none,38154,exact,sansloc,Entraigues
PO7-01287,Entremont,Haute-Savoie,DEP_74,Bonneville,none,74110,exact,sansloc,Entremont
PO7-01297,Épernay,Savoie,DEP_73,Échelles,Entremont-le-Vieux,73107,exact,avecloc,Entremont-le-Vieux
PO7-01813,Lachal,Drôme,DEP_26,Grand-Serre,Epinouze,none,nulle,avecloc,none
PO7-01309,Eschau,Bas-Rhin,DEP_67,Geispolsheim,none,67131,exact,sansloc,Eschau
PO7-01310,Eschentzwiller,Haut-Rhin,DEP_68,Habsheim,none,68084,exact,sansloc,Eschentzwiller
PO7-01312,Espenel,Drôme,DEP_26,Saillans,none,26122,exact,sansloc,Espenel
PO7-01313,Essert,territoire de Belfort,none,Belfort,none,90039,nodpt,sansloc,Essert
PO7-01319,Esserts-Blay,Savoie,DEP_73,Albertville,none,73110,exact,sansloc,Esserts-Blay
PO7-01320,Esserts-Salève,Haute-Savoie,DEP_74,Reignier,none,none,nulle,sansloc,none
PO7-01311,Ésery,Haute-Savoie,DEP_74,Reignier,Esserts-Ésery,none,nulle,avecloc,none
PO7-01321,Establet,Drôme,DEP_26,la Motte-Chalancon,none,26123,exact,sansloc,Establet
PO7-01325,Estrablin,Isère,DEP_38,Vienne,none,38157,exact,sansloc,Estrablin
PO7-02112,Mêmes,Haute-Savoie,DEP_74,la Roche,Etaux,74116,exact,avecloc,Etaux
PO7-01338,Etueffont-Haut,territoire de Belfort,none,Giromagny,none,none,nulle,sansloc,none
PO7-01340,Eurre,Drôme,DEP_26,Crest,none,26125,exact,sansloc,Eurre
PO7-01345,Excenevex,Haute-Savoie,DEP_74,Douvaine,none,74121,exact,sansloc,Excenevex
PO7-01346,Exincourt,Doubs,DEP_25,Audincourt,none,25230,exact,sansloc,Exincourt
PO7-01347,Eybens,Isère,DEP_38,Grenoble,none,38158,exact,sansloc,Eybens
PO7-01348,Eydoche,Isère,DEP_38,Grand-Lemps,none,38159,exact,sansloc,Eydoche
PO7-01349,Eygluy,Drôme,DEP_26,Saillans,none,none,nulle,sansloc,none
PO7-01350,Eymeux,Drôme,DEP_26,Bourg-de-Péage,none,26129,exact,sansloc,Eymeux
PO7-01351,Eyroles,Drôme,DEP_26,Nyons,none,26130,exact,sansloc,Eyroles
PO7-01352,Eysson,Doubs,DEP_25,Vercel,none,25231,exact,sansloc,Eysson
PO7-01353,Eyzahut,Drôme,DEP_26,Dieulefit,none,26131,exact,sansloc,Eyzahut
PO7-01354,Eyzin,Isère,DEP_38,Vienne,Eyzin Pinet,none,nulle,avecloc,none
PO7-02648,Pinet,Isère,DEP_38,Vienne,Eyzin-Pinet,38160,exact,avecloc,Eyzin-Pinet
PO7-01355,Fabras,Ardèche,DEP_07,Thueyts,none,07087,exact,sansloc,Fabras
PO7-01357,Fallerans,Doubs,DEP_25,Vercel,none,25233,exact,sansloc,Fallerans
PO7-01358,Falletans,Jura,DEP_39,Rochefort-sur-Nenon,none,39220,exact,sansloc,Falletans
PO7-03797,Temple,Jura,DEP_39,Rochefort,Falletans,39220,exact,avecloc,Falletans
PO7-01360,Faramans,Isère,DEP_38,la Côte-Saint-André,none,01156,exact,sansloc,Faramans
PO7-00180,Asserans,Ain,DEP_01,Collonges,Farges,01158,exact,avecloc,Farges
PO7-01363,Faucigny,Haute-Savoie,DEP_74,Bonneville,none,74122,exact,sansloc,Faucigny
PO7-01364,Faucogney,Haute-Saône,DEP_70,none,none,none,nulle,sansloc,none
PO7-01366,Faugères,Ardèche,DEP_07,Joyeuse,none,07088,exact,sansloc,Faugères
PO7-01367,Faverges,Isère,DEP_38,la Tour-du-Pin,none,74123,exact,sansloc,Faverges
PO7-01368,Faverges,Haute-Savoie,DEP_74,none,none,74123,exact,sansloc,Faverges
PO7-04183,Viuz-Faverges,Haute-Savoie,DEP_74,Faverges,Faverges,74123,exact,avecloc,Faverges
PO7-01369,Faverney,Haute-Saône,DEP_70,Amance,none,70228,exact,sansloc,Faverney
PO7-01370,Faverois,territoire de Belfort,none,Delle,none,90043,nodpt,sansloc,Faverois
PO7-01371,Fay,Saône-et-Loire,DEP_71,Beaurepaire,none,61159,exact,sansloc,Fay
PO7-01372,Fay-en-Montagne,Jura,DEP_39,Poligny,none,39222,exact,sansloc,Fay-en-Montagne
PO7-01373,Fay-le-Froid,Haute-Loire,DEP_43,none,none,none,nulle,sansloc,none
PO7-01374,Faymont-et-Vacheresse,Haute-Saône,DEP_70,Villersexel,none,none,nulle,sansloc,none
PO7-01376,Feigères,Haute-Savoie,DEP_74,Saint-Julien-en-Genevois,none,74124,exact,sansloc,Feigères
PO7-01377,Feissons-sous-Briançon,Savoie,DEP_73,Moûtiers,none,none,nulle,sansloc,none
PO7-01378,Feissons-sur-Salins,Savoie,DEP_73,Bozel,none,73113,exact,sansloc,Feissons-sur-Salins
PO7-01379,Feldbach,Haut-Rhin,DEP_68,Hirsingue,none,68087,exact,sansloc,Feldbach
PO7-01380,Feldkirch,Haut-Rhin,DEP_68,Soultz-Haut-Rhin,none,68088,exact,sansloc,Feldkirch
PO7-01388,Ferney-Voltaire,Ain,DEP_01,none,none,01160,exact,sansloc,Ferney-Voltaire
PO7-01389,Ferrette,Haut-Rhin,DEP_68,none,none,68090,exact,sansloc,Ferrette
PO7-01390,Ferrière,Isère,DEP_38,Allevard,none,22058,exact,sansloc,Ferrière
PO7-01391,Ferrières,Doubs,DEP_25,Audeux,none,17158,exact,sansloc,Ferrières
PO7-01392,Ferrières,Haute-Savoie,DEP_74,Annecy,none,17158,exact,sansloc,Ferrières
PO7-01393,Fertans,Doubs,DEP_25,Amancey,none,25236,exact,sansloc,Fertans
PO7-01394,Ferté,Jura,DEP_39,Arbois,none,39223,exact,sansloc,Ferté
PO7-01396,Fesche-l’Église,territoire de Belfort,none,Delle,none,none,nulle,sansloc,none
PO7-01397,Fessenheim,Haut-Rhin,DEP_68,Ensisheim,none,68091,exact,sansloc,Fessenheim
PO7-01398,Fessy,Haute-Savoie,DEP_74,Douvaine,none,74126,exact,sansloc,Fessy
PO7-01403,Fied,Jura,DEP_39,Voiteur,none,39225,exact,sansloc,Fied
PO7-01405,Filain,Haute-Saône,DEP_70,Montbozon,none,02311,exact,sansloc,Filain
PO7-01406,Fillinges,Haute-Savoie,DEP_74,Reignier,none,74128,exact,sansloc,Fillinges
PO7-01408,Fislis,Haut-Rhin,DEP_68,Ferrette,none,68092,exact,sansloc,Fislis
PO7-01409,Fitilieu,Isère,DEP_38,Pont-de-Beauvoisin,none,38165,exact,sansloc,Fitilieu
PO7-01492,Gaz,Isère,DEP_38,Pont-de-Beauvoisin,Fitilieu,38165,exact,avecloc,Fitilieu
PO7-01410,Flammerans,Côte-d’Or,none,Auxonne,none,21269,nodpt,sansloc,Flammerans
PO7-01412,Flangebouche,Doubs,DEP_25,Pierrefontaine,none,25243,exact,sansloc,Flangebouche
PO7-01413,Flaviac,Ardèche,DEP_07,Privas,none,07090,exact,sansloc,Flaviac
PO7-01414,Flavigny,Côte-d’Or,none,none,none,18095,nodpt,sansloc,Flavigny
PO7-01415,Flaxlanden,Haut-Rhin,DEP_68,Mulhouse,none,68093,exact,sansloc,Flaxlanden
PO7-01417,Fleurey-lès-Faverney,Haute-Saône,DEP_70,Port-sur-Saône,none,70236,exact,sansloc,Fleurey-lès-Faverney
PO7-01418,Fleury-lès-Lavoncourt,Haute-Saône,DEP_70,Dampierre-sur-Salon,none,70237,fuzzy,sansloc,Fleurey-lès-Lavoncourt
PO7-01419,Florimont,territoire de Belfort,none,Delle,none,90046,nodpt,sansloc,Florimont
PO7-02980,Saint-André,territoire de Belfort,none,Delle,Florimont,90046,nodpt,avecloc,Florimont
PO7-01421,Flumet,Savoie,DEP_73,Ugines,none,73114,exact,sansloc,Flumet
PO7-01422,Folgensbourg,Haut-Rhin,DEP_68,Huningue,none,68094,exact,sansloc,Folgensbourg
PO7-01424,Fondremand,Haute-Saône,DEP_70,Rioz,none,70239,exact,sansloc,Fondremand
PO7-01427,Fontain,Doubs,DEP_25,Besançon,none,25245,exact,sansloc,Fontain
PO7-01428,Fontaine,Doubs,DEP_25,Clerval,none,10150,exact,sansloc,Fontaine
PO7-01429,Fontaine,Isère,DEP_38,Sassenage,none,10150,exact,sansloc,Fontaine
PO7-01430,Fontaine,territoire de Belfort,none,none,none,10150,nodpt,sansloc,Fontaine
PO7-01432,Fontaine-lès-Luxeuil,Haute-Saône,DEP_70,Saint-Loup-sur-Semouse,none,70240,exact,sansloc,Fontaine-lès-Luxeuil
PO7-01034,Cornillon,Isère,DEP_38,Grenoble,Fontanil,none,nulle,avecloc,none
PO7-02666,Plantées,Isère,DEP_38,Grenoble,Fontanil,none,nulle,avecloc,none
PO7-01434,Fontcouverte,Savoie,DEP_73,Saint-Jean-de-Maurienne,none,11148,exact,sansloc,Fontcouverte
PO7-02843,Riortier,Savoie,DEP_73,Saint-Jean-de-Maurienne,Fontcouverte,11148,exact,avecloc,Fontcouverte
PO7-01436,Fontenois-la-Ville,Haute-Saône,DEP_70,Vauvillers,none,70242,exact,sansloc,Fontenois-la-Ville
PO7-01437,Fontenois-lès-Montbozon,Haute-Saône,DEP_70,Montbozon,none,70243,exact,sansloc,Fontenois-lès-Montbozon
PO7-01438,Fontenoy-le-Château,Vosges,DEP_88,Bains-les-Bains,none,88176,exact,sansloc,Fontenoy-le-Château
PO7-01439,Forclaz,Haute-Savoie,DEP_74,Biot,none,74129,exact,sansloc,Forclaz
PO7-01441,Forteresse,Isère,DEP_38,Tullins,none,38171,exact,sansloc,Forteresse
PO7-03648,Seans,Jura,DEP_39,Dole,Foucherans,25250,exact,avecloc,Foucherans
PO7-01442,Fouchécourt,Vosges,DEP_88,Lamarche,none,70244,exact,sansloc,Fouchécourt
PO7-01444,Four,Isère,DEP_38,la Verpillière,none,38172,exact,sansloc,Four
PO7-01445,Fourneaux,Savoie,DEP_73,Modane,none,42098,exact,sansloc,Fourneaux
PO7-01446,Frahier-et-Châtebier,Haute-Saône,DEP_70,Champagney,none,70248,fuzzy,sansloc,Frahier-et-Chatebier
PO7-01447,Francillon,Drôme,DEP_26,Crest,none,36079,exact,sansloc,Francillon
PO7-01448,Francin,Savoie,DEP_73,Montmélian,none,73118,exact,sansloc,Francin
PO7-01449,Franclens,Haute-Savoie,DEP_74,Seyssel,none,74130,exact,sansloc,Franclens
PO7-01450,Frangy,Saône-et-Loire,DEP_71,Saint-Germain-du-Bois,none,74131,exact,sansloc,Frangy
PO7-01451,Frangy,Haute-Savoie,DEP_74,none,none,74131,exact,sansloc,Frangy
PO7-01452,Franken,Haut-Rhin,DEP_68,Altkirch,none,68096,exact,sansloc,Franken
PO7-01453,Franois,Doubs,DEP_25,Audeux,none,25258,exact,sansloc,Franois
PO7-01454,Franxault,Côte-d’Or,none,Saint-Jean-de-Losne,none,21285,nodpt,sansloc,Franxault
PO7-01455,Frasne,Doubs,DEP_25,Levier,none,25259,exact,sansloc,Frasne
PO7-01456,Frasne,Jura,DEP_39,Montmirey-le-Château,none,25259,exact,sansloc,Frasne
PO7-01457,Frasne-le-Château,Haute-Saône,DEP_70,Gy,none,70253,exact,sansloc,Frasne-le-Château
PO7-01462,Freney-d’Oisans,Isère,DEP_38,Bourg-d’Oisans,none,38173,fuzzy,sansloc,Freney-d'Oisans
PO7-01463,Fresne-Saint-Mamès,Haute-Saône,DEP_70,none,none,70255,exact,sansloc,Fresne-Saint-Mamès
PO7-01464,Fresnes-sur-Apance,Haute-Marne,DEP_52,Bourbonne-les-Bains,none,52208,exact,sansloc,Fresnes-sur-Apance
PO7-01466,Fretigney,Haute-Saône,DEP_70,Fresnes-Saint-Mamès,none,none,nulle,sansloc,none
PO7-01467,Frette,Isère,DEP_38,Saint-Étienne-de-Saint-Geoirs,none,38174,exact,sansloc,Frette
PO7-01468,Fretterans,Saône-et-Loire,DEP_71,Pierre,none,71207,exact,sansloc,Fretterans
PO7-01469,Freyssenet,Ardèche,DEP_07,Privas,none,07092,exact,sansloc,Freyssenet
PO7-01473,Frickgau,none,none,none,none,none,nulle,sansloc,none
PO7-01474,Friesen,Haut-Rhin,DEP_68,Hirsingue,none,68098,exact,sansloc,Friesen
PO7-00570,Brignoud,Isère,DEP_38,Goncelin,Froges,38175,exact,avecloc,Froges
PO7-01476,Froges,Isère,DEP_38,Goncelin,none,38175,exact,sansloc,Froges
PO7-01477,Froide-Fontaine,none,none,Delle,none,none,nulle,sansloc,none
PO7-01478,Frontenay,Jura,DEP_39,Voiteur,none,39244,exact,sansloc,Frontenay
PO7-01479,Frontonas,Isère,DEP_38,Crémieu,none,38176,exact,sansloc,Frontonas
PO7-01480,Frotey-lès-Lure,Haute-Saône,DEP_70,Lure,none,70260,exact,sansloc,Frotey-lès-Lure
PO7-01481,Frotey-lès-Vesoul,Haute-Saône,DEP_70,Vesoul,none,70261,exact,sansloc,Frotey-lès-Vesoul
PO7-01461,Fréland,Haut-Rhin,DEP_68,Lapoutroie,none,68097,exact,sansloc,Fréland
PO7-01465,Fréterive,Savoie,DEP_73,Saint-Pierre-d’Albigny,none,73120,exact,sansloc,Fréterive
PO7-01475,Frœningen,Haut-Rhin,DEP_68,Altkirch,none,68099,exact,sansloc,Frœningen
PO7-02902,Rossburn,Haut-Rhin,DEP_68,Hirsingue,Fulleren,68100,exact,avecloc,Fulleren
PO7-01381,Félines,Ardèche,DEP_07,Serrières,none,07089,exact,sansloc,Félines
PO7-01382,Félines,Drôme,DEP_26,Bourdeaux,none,07089,exact,sansloc,Félines
PO7-01399,Féternes,Haute-Savoie,DEP_74,Evian-les-Bains,none,74127,exact,sansloc,Féternes
PO7-01488,Galfingue,Haut-Rhin,DEP_68,Mulhouse,none,68101,exact,sansloc,Galfingue
PO7-01490,Garde,Isère,DEP_38,Bourg-d’Oisans,none,04092,exact,sansloc,Garde
PO7-01493,Geispitzen,Haut-Rhin,DEP_68,Landser,none,68103,exact,sansloc,Geispitzen
PO7-01498,Gendrey,Jura,DEP_39,none,none,39246,exact,sansloc,Gendrey
PO7-01499,Genestelle,Ardèche,DEP_07,Antraigues,none,07093,exact,sansloc,Genestelle
PO7-01500,Geneuille,Doubs,DEP_25,Marchaux,none,25265,exact,sansloc,Geneuille
PO7-01504,Genevrey,Haute-Saône,DEP_70,Saulx,none,70263,exact,sansloc,Genevrey
PO7-01506,Genissieux,Drôme,DEP_26,Romans,none,26139,fuzzy,sansloc,Génissieux
PO7-01507,Gennes,Doubs,DEP_25,Besançon,none,25267,exact,sansloc,Gennes
PO7-01509,Gerbaix,Savoie,DEP_73,Saint-Genix,none,73122,exact,sansloc,Gerbaix
PO7-01515,Gets,Haute-Savoie,DEP_74,Taninges,none,74134,exact,sansloc,Gets
PO7-01516,Gevigney-et-Mercey,Haute-Saône,DEP_70,Combeaufontaine,none,70267,exact,sansloc,Gevigney-et-Mercey
PO7-01517,Gevingey,Jura,DEP_39,Lons-le-Saunier,none,39251,exact,sansloc,Gevingey
PO7-01519,Gex,Ain,DEP_01,none,none,01173,exact,sansloc,Gex
PO7-03856,Tougin,Ain,DEP_01,Gex,Gex,01173,exact,avecloc,Gex
PO7-01520,Geyssans,Drôme,DEP_26,Romans,none,26140,exact,sansloc,Geyssans
PO7-01523,Giez,Haute-Savoie,DEP_74,Faverges,none,74135,exact,sansloc,Giez
PO7-01526,Gigny,Jura,DEP_39,Saint-Julien,none,39253,exact,sansloc,Gigny
PO7-01527,Gigny,Saône-et-Loire,DEP_71,Sennecey-le-Grand,none,39253,exact,sansloc,Gigny
PO7-01528,Gigors,Drôme,DEP_26,Crest,none,04093,exact,sansloc,Gigors
PO7-01529,Gildwiller,Haut-Rhin,DEP_68,Dannemarie,none,68105,exact,sansloc,Gildwiller
PO7-00582,Bruzac,Ardèche,DEP_07,la Voulte-sur-Rhône,Gilhac-et-Bruzac,07094,exact,avecloc,Gilhac-et-Bruzac
PO7-01530,Gilhac,Ardèche,DEP_07,la Voulte-sur-Rhône,Gilhac-et-Bruzac,07094,exact,avecloc,Gilhac-et-Bruzac
PO7-02641,Pierre-Gourde,Ardèche,DEP_07,la Voulte-sur-Rhône,Gilhac-et-Bruzac,07094,exact,avecloc,Gilhac-et-Bruzac
PO7-01531,Gilhoc,Ardèche,DEP_07,Lamastre,none,none,nulle,sansloc,none
PO7-03723,Solignac,Ardèche,DEP_07,Lamastre,Gilhoc,none,nulle,avecloc,none
PO7-01533,Gillonnay,Isère,DEP_38,la Côte-Saint-André,none,38180,exact,sansloc,Gillonnay
PO7-01534,Gilly,Savoie,DEP_73,Albertville,none,none,nulle,sansloc,none
PO7-01522,Gières,Isère,DEP_38,Grenoble,none,38179,exact,sansloc,Gières
PO7-04220,Vuillorbe,Doubs,DEP_25,Roulans,Glamondans,25273,exact,avecloc,Glamondans
PO7-01540,Glandage,Drôme,DEP_26,Châtillon,none,26142,exact,sansloc,Glandage
PO7-01543,Glay,Doubs,DEP_25,Blamont,none,25274,exact,sansloc,Glay
PO7-01547,Gluiras,Ardèche,DEP_07,Saint-Pierreville,none,07096,exact,sansloc,Gluiras
PO7-01544,Glère,Doubs,DEP_25,Saint-Hippolyte,none,25275,exact,sansloc,Glère
PO7-01549,Godoncourt,Vosges,DEP_88,Monthureux-sur-Saône,none,88208,exact,sansloc,Godoncourt
PO7-01551,Goldbach,Haut-Rhin,DEP_68,Saint-Amarin,none,none,nulle,sansloc,none
PO7-01553,Gommersdorf,Haut-Rhin,DEP_68,Dannemarie,none,68107,exact,sansloc,Gommersdorf
PO7-01554,Goncelin,Isère,DEP_38,none,none,38181,exact,sansloc,Goncelin
PO7-01555,Gondenans-Moulins,Doubs,DEP_25,Rougemont,none,none,nulle,sansloc,none
PO7-01556,Gonsans,Doubs,DEP_25,Roulans,none,25278,exact,sansloc,Gonsans
PO7-01558,Goudet,Haute-Loire,DEP_43,Monastier,none,43101,exact,sansloc,Goudet
PO7-01559,Gouhenans,Haute-Saône,DEP_70,Villersexel,none,70271,exact,sansloc,Gouhenans
PO7-01562,Goumois,Doubs,DEP_25,Maîche,none,25280,exact,sansloc,Goumois
PO7-01563,Gourdon,Ardèche,DEP_07,Privas,none,06068,exact,sansloc,Gourdon
PO7-01564,Gourgeon,Haute-Saône,DEP_70,Combeaufontaine,none,70272,exact,sansloc,Gourgeon
PO7-01565,Goux,Doubs,DEP_25,Pont-de-Roide,none,32151,exact,sansloc,Goux
PO7-01566,Goux,Jura,DEP_39,Dole,none,32151,exact,sansloc,Goux
PO7-03928,Usiers,Doubs,DEP_25,Levier,Goux-les-Usiers,25282,exact,avecloc,Goux-les-Usiers
PO7-01569,Grand-Abergement,Ain,DEP_01,Brénod,none,01176,exact,sansloc,Grand-Abergement
PO7-01570,Grand-Bornand,Haute-Savoie,DEP_74,Thônes,none,74136,exact,sansloc,Grand-Bornand
PO7-01571,Grand-Cœur,Savoie,DEP_73,Moûtiers,none,none,nulle,sansloc,none
PO7-01578,Grand-Lemps,Isère,DEP_38,none,none,38182,exact,sansloc,Grand-Lemps
PO7-01580,Grand-Serre,Drôme,DEP_26,none,none,26143,exact,sansloc,Grand-Serre
PO7-03254,Saint-Julien,Drôme,DEP_26,Grand-Serre,Grand-Serre,26143,exact,avecloc,Grand-Serre
PO7-01573,Grandecourt,Haute-Saône,DEP_70,Dampierre-sur-Salon,none,70274,exact,sansloc,Grandecourt
PO7-01575,Grandfontaine,Doubs,DEP_25,Boussières,none,25287,exact,sansloc,Grandfontaine
PO7-01584,Grandvillars,territoire de Belfort,none,Delle,none,90053,nodpt,sansloc,Grandvillars
PO7-00316,Beaune,Drôme,DEP_26,Crest,Grane,26144,exact,avecloc,Grane
PO7-01585,Grane,Drôme,DEP_26,Crest,none,26144,exact,sansloc,Grane
PO7-03087,Saint-Donis,Drôme,DEP_26,Crest,Grane,26144,exact,avecloc,Grane
PO7-01592,Granges-Sainte-Marie,Doubs,DEP_25,Pontarlier,none,none,nulle,sansloc,none
PO7-01591,Granges-la-Ville,Haute-Saône,DEP_70,Villersexel,none,70276,exact,sansloc,Granges-la-Ville
PO7-01593,Granier,Savoie,DEP_73,Aime,none,73126,exact,sansloc,Granier
PO7-01595,Granieu,Isère,DEP_38,Pont-de-Beauvoisin,none,38183,exact,sansloc,Granieu
PO7-00703,Champagne,Doubs,DEP_25,Morteau,Gras,07099,exact,avecloc,Gras
PO7-01596,Gras,Ardèche,DEP_07,Bourg-Saint-Andéol,none,07099,exact,sansloc,Gras
PO7-01822,Lafare,Ardèche,DEP_07,Bourg-Saint-Andéol,Gras,07099,exact,avecloc,Gras
PO7-03559,Saint-Vincent,Ardèche,DEP_07,Bourg-Saint-Andéol,Gras,07099,exact,avecloc,Gras
PO7-01597,Grave,Hautes-Alpes,DEP_05,none,none,05063,exact,sansloc,Grave
PO7-01598,Gray,Haute-Saône,DEP_70,none,none,70279,exact,sansloc,Gray
PO7-01599,Graye,Jura,DEP_39,Saint-Amour,Graye-et-Charnay,39261,exact,avecloc,Graye-et-Charnay
PO7-01600,Grenoble,Isère,DEP_38,none,none,38185,exact,sansloc,Grenoble
PO7-01602,Grentzingen,Haut-Rhin,DEP_68,Hirsingue,none,68108,exact,sansloc,Grentzingen
PO7-01603,Gresin,Savoie,DEP_73,Saint-Genix,none,73127,exact,sansloc,Gresin
PO7-01605,Gresse,Isère,DEP_38,Monestier-de-Clermont,none,none,nulle,sansloc,none
PO7-01609,Grignan,Drôme,DEP_26,none,none,26146,exact,sansloc,Grignan
PO7-03866,Tourettes,Drôme,DEP_26,Grignan,Grignan,26146,exact,avecloc,Grignan
PO7-01611,Grilly,Ain,DEP_01,Gex,none,01180,exact,sansloc,Grilly
PO7-01615,Groisy,Haute-Savoie,DEP_74,Thorens,none,74137,exact,sansloc,Groisy
PO7-01617,Grosbois-lès-Tichey,Côte-d’Or,none,Seurre,none,21311,nodpt,sansloc,Grosbois-lès-Tichey
PO7-01618,Grosne,territoire de Belfort,none,Delle,none,90055,nodpt,sansloc,Grosne
PO7-00993,Comps,Ardèche,DEP_07,Joyeuse,Grospierres,07101,exact,avecloc,Grospierres
PO7-01619,Grospierres,Ardèche,DEP_07,Joyeuse,none,07101,exact,sansloc,Grospierres
PO7-02915,Rouret,Ardèche,DEP_07,Joyeuse,Grospierres,07101,exact,avecloc,Grospierres
PO7-01620,Grozon,Jura,DEP_39,Poligny,none,39263,exact,sansloc,Grozon
PO7-01621,Gruey-lès-Surance,Vosges,DEP_88,Bains-les-Bains,none,88221,exact,sansloc,Gruey-lès-Surance
PO7-01622,Gruffy,Haute-Savoie,DEP_74,Alby,none,74138,exact,sansloc,Gruffy
PO7-01607,Grésy-sur-Aix,Savoie,DEP_73,Aix-les-Bains,none,73128,exact,sansloc,Grésy-sur-Aix
PO7-01608,Grésy-sur-Isère,Savoie,DEP_73,none,none,73129,exact,sansloc,Grésy-sur-Isère
PO7-01626,Gua,Isère,DEP_38,Vif,none,17185,exact,sansloc,Gua
PO7-02729,Prélanfrey,Isère,DEP_38,Vif,Gua,17185,exact,avecloc,Gua
PO7-03014,Saint-Barthélemy-du-Gua,Isère,DEP_38,Vif,Gua,17185,exact,avecloc,Gua
PO7-01627,Gueberschwihr,Haut-Rhin,DEP_68,Rouffach,none,68111,exact,sansloc,Gueberschwihr
PO7-01654,Hauenstein,Haut-Rhin,DEP_68,Rouffach,Gueberschwihr,68111,exact,avecloc,Gueberschwihr
PO7-01897,Lengenberg,Haut-Rhin,DEP_68,Rouffach,Gueberschwihr,68111,exact,avecloc,Gueberschwihr
PO7-03307,Saint-Marc,Haut-Rhin,DEP_68,Rouffach,Gueberschwihr,68111,exact,avecloc,Gueberschwihr
PO7-01628,Guebwiller,Haut-Rhin,DEP_68,none,none,68112,exact,sansloc,Guebwiller
PO7-01630,Guewenheim,Haut-Rhin,DEP_68,Thann,none,68115,exact,sansloc,Guewenheim
PO7-01633,Guilherand,Ardèche,DEP_07,Saint-Péray,none,none,nulle,sansloc,none
PO7-01637,Gumiane,Drôme,DEP_26,la Motte-Chalancon,none,26147,exact,sansloc,Gumiane
PO7-01638,Gundolsheim,Haut-Rhin,DEP_68,Rouffach,none,68116,exact,sansloc,Gundolsheim
PO7-01640,Guyans-Vennes,Doubs,DEP_25,Pierrefontaine,none,25301,exact,sansloc,Guyans-Vennes
