Article,Vedette,Type vedette,Candidat,INSEE,Définition
DT73-05318,Marches,hameau,mont Thabor,,"entre le mont Thabor et la commune d’Orelle, met en communication la combe de Valmeinier et la combe de Bissorte."
DT73-05318,Marches,hameau,combe de Valmeinier,,"entre le mont Thabor et la commune d’Orelle, met en communication la combe de Valmeinier et la combe de Bissorte."
DT73-05318,Marches,hameau,combe de Bissorte,,"entre le mont Thabor et la commune d’Orelle, met en communication la combe de Valmeinier et la combe de Bissorte."
DT73-05321,Marches,hameau,mont Thabor,,"dans le bassin de Saint-Jean-de-Maurienne, entre Orelle et le mont Thabor ; altitude, 2.797 mètres."
DT73-05330,Marest,,vallée de Leschaux,,"dans la vallée de Leschaux, entre Le Châtelard et Annecy."
DT73-05330,Marest,,Le Châtelard,,"dans la vallée de Leschaux, entre Le Châtelard et Annecy."
DT73-05330,Marest,,Annecy,,"dans la vallée de Leschaux, entre Le Châtelard et Annecy."
DT73-05334,Margériaz,,mont du Nivolet,,"dans le bassin de Chambéry, entre le mont du Nivolet et le mont Colombier, sur les communes des Déserts et d’Aillon-le-Jeune ; altitude, 1.805 mètres."
DT73-05334,Margériaz,,mont Colombier,,"dans le bassin de Chambéry, entre le mont du Nivolet et le mont Colombier, sur les communes des Déserts et d’Aillon-le-Jeune ; altitude, 1.805 mètres."
DT73-05343,Marlin,,mont Thuria,,"près de la commune de Tignes, entre le mont Thuria et le col de la Sachette."
DT73-05343,Marlin,,col de la Sachette,,"près de la commune de Tignes, entre le mont Thuria et le col de la Sachette."
DT73-05353,Maroley,,vallée du Glandon,,"entre Fontcouverte et la vallée du Glandon, sur les communes de Villarembert et de Saint-Colomban-des-Villards."
DT73-05364,"Martignère,",,Maurienne,,"sur les confins de la Maurienne et des Hautes-Alpes et sur la 492Montrondcommune de , entre le col de l’Infernet et le col du Goléon ; altitude, 2.645 mètres."
DT73-05364,"Martignère,",,Hautes-Alpes,,"sur les confins de la Maurienne et des Hautes-Alpes et sur la 492Montrondcommune de , entre le col de l’Infernet et le col du Goléon ; altitude, 2.645 mètres."
DT73-05364,"Martignère,",,col de l’Infernet,,"sur les confins de la Maurienne et des Hautes-Alpes et sur la 492Montrondcommune de , entre le col de l’Infernet et le col du Goléon ; altitude, 2.645 mètres."
DT73-05364,"Martignère,",,col du Goléon,,"sur les confins de la Maurienne et des Hautes-Alpes et sur la 492Montrondcommune de , entre le col de l’Infernet et le col du Goléon ; altitude, 2.645 mètres."
DT73-05369,Martin,,col du Petit-Mont-Cenis,,"dans le bassin de Saint-Jean-de-Maurienne et sur la commune de Termignon, entre le col du Petit-Mont-Cenis et la pointe de Bellecombe."
DT73-05369,Martin,,pointe de Bellecombe,,"dans le bassin de Saint-Jean-de-Maurienne et sur la commune de Termignon, entre le col du Petit-Mont-Cenis et la pointe de Bellecombe."
DT73-05385,Martins,hameau,hameau de Chevron,,"dans le bassin de l’Isère, sur le hameau de Chevron (commune de Mercury-Gémilly) et les communes de Plancherine et de Gilly."
DT73-05399,Masse,,col de Chavière,,"sur la commune d’Aussois, entre le col de Chavière et le col d’Aussois."
DT73-05399,Masse,,col d’Aussois,,"sur la commune d’Aussois, entre le col de Chavière et le col d’Aussois."
DT73-05400,Masse,,cîme de Caron,,"entre la cîme de Caron et le mont du Château-Bourreau, fait communiquer Orelle avec la vallée de Thorens."
DT73-05400,Masse,,mont du Château-Bourreau,,"entre la cîme de Caron et le mont du Château-Bourreau, fait communiquer Orelle avec la vallée de Thorens."
DT73-05400,Masse,,vallée de Thorens,,"entre la cîme de Caron et le mont du Château-Bourreau, fait communiquer Orelle avec la vallée de Thorens."
DT73-05401,Masse,,col de Chavière,,"dans le bassin de Saint-Jean-de-Maurienne, entre le col de Chavière et les communes de Modane et d’Avrieux."
DT73-05433,Maurienne,,Savoie,,comprenait tout le territoire que le comte de Savoie possédait dans cette province depuis le Mont-Cenis jusqu’à La Chambre ; la partie inférieure dépendait du châtelain d’Aiguebelle.
DT73-05433,Maurienne,,Mont-Cenis,,comprenait tout le territoire que le comte de Savoie possédait dans cette province depuis le Mont-Cenis jusqu’à La Chambre ; la partie inférieure dépendait du châtelain d’Aiguebelle.
DT73-05433,Maurienne,,La Chambre,,comprenait tout le territoire que le comte de Savoie possédait dans cette province depuis le Mont-Cenis jusqu’à La Chambre ; la partie inférieure dépendait du châtelain d’Aiguebelle.
DT73-05434,Maurienne,,Piémont,,"Au vie siècle, le diocèse de Maurienne s’étendait en Piémont jusqu’à la commune d’Aveliana près de Saint-Ambroise, entre Suse et Turin."
DT73-05434,Maurienne,,Suse,,"Au vie siècle, le diocèse de Maurienne s’étendait en Piémont jusqu’à la commune d’Aveliana près de Saint-Ambroise, entre Suse et Turin."
DT73-05434,Maurienne,,Turin,,"Au vie siècle, le diocèse de Maurienne s’étendait en Piémont jusqu’à la commune d’Aveliana près de Saint-Ambroise, entre Suse et Turin."
DT73-05435,Maurienne,,Dauphiné,,"Elle est confinée au sud par une chaîne de montagnes qui la sépare du Dauphiné, au nord par une ramification des Alpes qui lui sert de limites du côté de la Tarentaise ; à l’est. et au sud est c’est la chaîne des Alpes qui sépare la Maurienne du Piémont, tandis qu’à l’ouest et au nord-ouest c’est l’arrondissement de Chambéry qui termine son territoire. Sa forme est celle d’une longue et étroite vallée demi-circulaire dirigée du nord-ouest au sud-est de 100 kilomètres de long sur une largeur moyenne de 25 kilomètres."
DT73-05435,Maurienne,,Alpes,,"Elle est confinée au sud par une chaîne de montagnes qui la sépare du Dauphiné, au nord par une ramification des Alpes qui lui sert de limites du côté de la Tarentaise ; à l’est. et au sud est c’est la chaîne des Alpes qui sépare la Maurienne du Piémont, tandis qu’à l’ouest et au nord-ouest c’est l’arrondissement de Chambéry qui termine son territoire. Sa forme est celle d’une longue et étroite vallée demi-circulaire dirigée du nord-ouest au sud-est de 100 kilomètres de long sur une largeur moyenne de 25 kilomètres."
DT73-05435,Maurienne,,Tarentaise,,"Elle est confinée au sud par une chaîne de montagnes qui la sépare du Dauphiné, au nord par une ramification des Alpes qui lui sert de limites du côté de la Tarentaise ; à l’est. et au sud est c’est la chaîne des Alpes qui sépare la Maurienne du Piémont, tandis qu’à l’ouest et au nord-ouest c’est l’arrondissement de Chambéry qui termine son territoire. Sa forme est celle d’une longue et étroite vallée demi-circulaire dirigée du nord-ouest au sud-est de 100 kilomètres de long sur une largeur moyenne de 25 kilomètres."
DT73-05435,Maurienne,,Maurienne,,"Elle est confinée au sud par une chaîne de montagnes qui la sépare du Dauphiné, au nord par une ramification des Alpes qui lui sert de limites du côté de la Tarentaise ; à l’est. et au sud est c’est la chaîne des Alpes qui sépare la Maurienne du Piémont, tandis qu’à l’ouest et au nord-ouest c’est l’arrondissement de Chambéry qui termine son territoire. Sa forme est celle d’une longue et étroite vallée demi-circulaire dirigée du nord-ouest au sud-est de 100 kilomètres de long sur une largeur moyenne de 25 kilomètres."
DT73-05435,Maurienne,,Piémont,,"Elle est confinée au sud par une chaîne de montagnes qui la sépare du Dauphiné, au nord par une ramification des Alpes qui lui sert de limites du côté de la Tarentaise ; à l’est. et au sud est c’est la chaîne des Alpes qui sépare la Maurienne du Piémont, tandis qu’à l’ouest et au nord-ouest c’est l’arrondissement de Chambéry qui termine son territoire. Sa forme est celle d’une longue et étroite vallée demi-circulaire dirigée du nord-ouest au sud-est de 100 kilomètres de long sur une largeur moyenne de 25 kilomètres."
DT73-05436,Maurienne,,Villarodin,,"comprenait 20 paroisses : Saint-Julien, Montdenis, Saint-Martin-de-la-Porte, Beaune, Thyl, Saint-Michel, Orelle, Saint-Martin-d'Arc, Valmeinier, Fourneaux, Modane, Villarodin, Bourget, Avrieux, Bramans, Sollières, Sardières, Aussois, Termignon et Lanslebourg."
DT73-05436,Maurienne,,Bourget,,"comprenait 20 paroisses : Saint-Julien, Montdenis, Saint-Martin-de-la-Porte, Beaune, Thyl, Saint-Michel, Orelle, Saint-Martin-d'Arc, Valmeinier, Fourneaux, Modane, Villarodin, Bourget, Avrieux, Bramans, Sollières, Sardières, Aussois, Termignon et Lanslebourg."
DT73-05436,Maurienne,,Sollières,,"comprenait 20 paroisses : Saint-Julien, Montdenis, Saint-Martin-de-la-Porte, Beaune, Thyl, Saint-Michel, Orelle, Saint-Martin-d'Arc, Valmeinier, Fourneaux, Modane, Villarodin, Bourget, Avrieux, Bramans, Sollières, Sardières, Aussois, Termignon et Lanslebourg."
DT73-05436,Maurienne,,Sardières,,"comprenait 20 paroisses : Saint-Julien, Montdenis, Saint-Martin-de-la-Porte, Beaune, Thyl, Saint-Michel, Orelle, Saint-Martin-d'Arc, Valmeinier, Fourneaux, Modane, Villarodin, Bourget, Avrieux, Bramans, Sollières, Sardières, Aussois, Termignon et Lanslebourg."
DT73-05445,Meaumartin,,Bonneval-en-Maurienne,,"conduit de Pralognan à Bonneval-en-Maurienne par le col de la Vanoise et les hameaux d’Entre-Deux-Eaux, des Pierres-Blanches (commune de Termignon) et de Castel (commune de Bonneval)."
DT73-05445,Meaumartin,,col de la Vanoise,,"conduit de Pralognan à Bonneval-en-Maurienne par le col de la Vanoise et les hameaux d’Entre-Deux-Eaux, des Pierres-Blanches (commune de Termignon) et de Castel (commune de Bonneval)."
DT73-05465,"Mémard,",station lacustre,lac du Bourget,,station lacustre sur le lac du Bourget.
DT73-05484,Mercuet,,col du Mont,,"dans le bassin de l’Isère, descend du col du Mont et se jette dans le nant de Saint-Claude en amont du hameau du Miroir (commune de Sainte-Foy) après avoir reçu les eaux du lac Noir."
DT73-05484,Mercuet,,en amont du hameau du Miroir,,"dans le bassin de l’Isère, descend du col du Mont et se jette dans le nant de Saint-Claude en amont du hameau du Miroir (commune de Sainte-Foy) après avoir reçu les eaux du lac Noir."
DT73-05503,Merderettes,,en amont de Saint-Michel,,"dans le bassin de l’Arc, se jette dans cette rivière en amont de Saint-Michel."
DT73-05506,Merdière,,Savoie,,"sur la limite de la Savoie et de la Haute-Savoie, entre La Giettaz et Manigod (Haute-Savoie)."
DT73-05506,Merdière,,Haute-Savoie,,"sur la limite de la Savoie et de la Haute-Savoie, entre La Giettaz et Manigod (Haute-Savoie)."
DT73-05506,Merdière,,La Giettaz,,"sur la limite de la Savoie et de la Haute-Savoie, entre La Giettaz et Manigod (Haute-Savoie)."
DT73-05506,Merdière,,Manigod,,"sur la limite de la Savoie et de la Haute-Savoie, entre La Giettaz et Manigod (Haute-Savoie)."
DT73-05514,Merles,,vallée de Treicol,,"sur la commune de Beaufort, domine la vallée de Treicol."
DT73-05515,Merles,,col de la Sauce,,"entre le col de la Sauce et le mont Roselette, sur la commune de Beaufort ; altitude, 2.506 mètres."
DT73-05515,Merles,,mont Roselette,,"entre le col de la Sauce et le mont Roselette, sur la commune de Beaufort ; altitude, 2.506 mètres."
DT73-05517,Merlet,,rocs des Grands-Glaciers,,"à la source du ruisseau de Veyion, affluent du Bréda, entre les rocs des Grands-Glaciers et les rochers du Haut-Pont ; conduit de La Chambre en passant par la combe Baussin, à Allevard (Isère) en suivant le Veyion (dans l’Isère), mettant en communication la vallée du Glandon et la vallée d’Allevard ; altitude, 2.294 mètres."
DT73-05517,Merlet,,rochers du Haut-Pont,,"à la source du ruisseau de Veyion, affluent du Bréda, entre les rocs des Grands-Glaciers et les rochers du Haut-Pont ; conduit de La Chambre en passant par la combe Baussin, à Allevard (Isère) en suivant le Veyion (dans l’Isère), mettant en communication la vallée du Glandon et la vallée d’Allevard ; altitude, 2.294 mètres."
DT73-05517,Merlet,,La Chambre,,"à la source du ruisseau de Veyion, affluent du Bréda, entre les rocs des Grands-Glaciers et les rochers du Haut-Pont ; conduit de La Chambre en passant par la combe Baussin, à Allevard (Isère) en suivant le Veyion (dans l’Isère), mettant en communication la vallée du Glandon et la vallée d’Allevard ; altitude, 2.294 mètres."
DT73-05517,Merlet,,combe Baussin,,"à la source du ruisseau de Veyion, affluent du Bréda, entre les rocs des Grands-Glaciers et les rochers du Haut-Pont ; conduit de La Chambre en passant par la combe Baussin, à Allevard (Isère) en suivant le Veyion (dans l’Isère), mettant en communication la vallée du Glandon et la vallée d’Allevard ; altitude, 2.294 mètres."
DT73-05517,Merlet,,Allevard,,"à la source du ruisseau de Veyion, affluent du Bréda, entre les rocs des Grands-Glaciers et les rochers du Haut-Pont ; conduit de La Chambre en passant par la combe Baussin, à Allevard (Isère) en suivant le Veyion (dans l’Isère), mettant en communication la vallée du Glandon et la vallée d’Allevard ; altitude, 2.294 mètres."
DT73-05517,Merlet,,Veyion,,"à la source du ruisseau de Veyion, affluent du Bréda, entre les rocs des Grands-Glaciers et les rochers du Haut-Pont ; conduit de La Chambre en passant par la combe Baussin, à Allevard (Isère) en suivant le Veyion (dans l’Isère), mettant en communication la vallée du Glandon et la vallée d’Allevard ; altitude, 2.294 mètres."
DT73-05517,Merlet,,vallée du Glandon,,"à la source du ruisseau de Veyion, affluent du Bréda, entre les rocs des Grands-Glaciers et les rochers du Haut-Pont ; conduit de La Chambre en passant par la combe Baussin, à Allevard (Isère) en suivant le Veyion (dans l’Isère), mettant en communication la vallée du Glandon et la vallée d’Allevard ; altitude, 2.294 mètres."
DT73-05517,Merlet,,vallée d’Allevard,,"à la source du ruisseau de Veyion, affluent du Bréda, entre les rocs des Grands-Glaciers et les rochers du Haut-Pont ; conduit de La Chambre en passant par la combe Baussin, à Allevard (Isère) en suivant le Veyion (dans l’Isère), mettant en communication la vallée du Glandon et la vallée d’Allevard ; altitude, 2.294 mètres."
DT73-05519,"Morlin,",,col du Fruit,,"entre le col du Fruit et le col des Saulces, sur la commune de Saint-Bon."
DT73-05519,"Morlin,",,col des Saulces,,"entre le col du Fruit et le col des Saulces, sur la commune de Saint-Bon."
DT73-05523,Merlou,,col des Frettes,,"sur la commune d’Hauteville-Gondon, entre le col des Frettes et le col du Mont-Pourri ; déverse ses eaux dans le nant Pissevieille."
DT73-05523,Merlou,,col du Mont-Pourri,,"sur la commune d’Hauteville-Gondon, entre le col des Frettes et le col du Mont-Pourri ; déverse ses eaux dans le nant Pissevieille."
DT73-05541,Miana,,col du Lautaret,,"dans le bassin de Saint-Jean-de-Maurienne, entre Bessans et le col du Lautaret."
DT73-05557,Midi,,col de Lautaret,,"dans le bassin de Saint-Jean-de-Maurienne, sur la commune de Bessans, entre l’Arc et le col de Lautaret ; altitude, 3.758 mètres."
DT73-05564,Milieu,,col de Véry,,"dans le bassin de l’Arly, prend sa source au-dessous du col de Véry, arrose le village de Beguelin (commune de Notre-Dame-de-Bellecombe) et se jette dans le torrent de Bellecombe près du village de Chelon (commune de Notre-Dame-de-Bellecombe)."
DT73-05565,Milieu,,hameau de Bellentre,,"dans le bassin de l’Isère, sur le hameau de Bellentre (commune de Montvalezan-sur-Bellentre)."
DT73-05575,Mines-d’Or,,mont Ormelune,,"dans le bassin de Moûtiers, sur la commune de Sainte-Foy, entre le mont Ormelune et le col de Rhèmes ; altitude, 3.122 mètres."
DT73-05575,Mines-d’Or,,col de Rhèmes,,"dans le bassin de Moûtiers, sur la commune de Sainte-Foy, entre le mont Ormelune et le col de Rhèmes ; altitude, 3.122 mètres."
DT73-05585,Mioz,,col de la Grande-Forclaz,,"sur la commune de Peisey, entre le col de la Grande-Forclaz et le col de Frette ; altitude, 2.744 mètres."
DT73-05585,Mioz,,col de Frette,,"sur la commune de Peisey, entre le col de la Grande-Forclaz et le col de Frette ; altitude, 2.744 mètres."
DT73-05588,Mirantin,,vallée du Doron-de-Beaufort,,"dans le bassin d’Albertville et la vallée du Doron-de-Beaufort, entre Villard-sur-Doron et La Bâthie ; altitude, 2.301 mètres."
DT73-05588,Mirantin,,La Bâthie,,"dans le bassin d’Albertville et la vallée du Doron-de-Beaufort, entre Villard-sur-Doron et La Bâthie ; altitude, 2.301 mètres."
DT73-05608,Molamot,,col du Petit-Mont-Cenis,,"dans le bassin de Saint-Jean-de-Maurienne et sur la commune de Bonneval, entre le col du Petit-Mont-Cenis et le col Clapier ; altitude, 2.942 mètres."
DT73-05608,Molamot,,col Clapier,,"dans le bassin de Saint-Jean-de-Maurienne et sur la commune de Bonneval, entre le col du Petit-Mont-Cenis et le col Clapier ; altitude, 2.942 mètres."
DT73-05687,Mollard-des-Bœufs,,Maurienne,,"sur les confins de la Maurienne et de la Tarentaise, entre Montgellafrey et Saint-Jean-de-Belleville ; altitude, 2.732 mètres."
DT73-05687,Mollard-des-Bœufs,,Tarentaise,,"sur les confins de la Maurienne et de la Tarentaise, entre Montgellafrey et Saint-Jean-de-Belleville ; altitude, 2.732 mètres."
DT73-05691,Mollard-du-Clocher,butte,hameau de Chacusard,,butte sur le hameau de Chacusard (commune de Myans).
DT73-05735,"Mondaulx,",ancien fief,Bugey,,"ancien fief, en Bugey, près d’Albens."
DT73-05747,Moniz,,hameau de Ballendaz,,"dans le bassin de l’Isère, sur le hameau de Ballendaz (commune de Planay)."
DT73-05748,Monneaux,,hameau des Granges,,"dans le bassin du Rhône, sur le hameau des Granges (commune du Châtelard)."
DT73-05775,Mont,hameau,Tarentaise,,"sur les confins de la Tarentaise et du Piémont, entre le glacier d’Ormelune et le Bec-de-l’Ane, conduit de Sainte-Foy dans la vallée de Grisanche ; altitude, 2.632 mètres."
DT73-05775,Mont,hameau,Piémont,,"sur les confins de la Tarentaise et du Piémont, entre le glacier d’Ormelune et le Bec-de-l’Ane, conduit de Sainte-Foy dans la vallée de Grisanche ; altitude, 2.632 mètres."
DT73-05775,Mont,hameau,Bec-de-l’Ane,,"sur les confins de la Tarentaise et du Piémont, entre le glacier d’Ormelune et le Bec-de-l’Ane, conduit de Sainte-Foy dans la vallée de Grisanche ; altitude, 2.632 mètres."
DT73-05775,Mont,hameau,vallée de Grisanche,,"sur les confins de la Tarentaise et du Piémont, entre le glacier d’Ormelune et le Bec-de-l’Ane, conduit de Sainte-Foy dans la vallée de Grisanche ; altitude, 2.632 mètres."
DT73-05776,Mont,hameau,Alpes,,"dans la ramification des Alpes qui sépare l’Arc de l’Isère, sur la commune de Sollières-Sardières."
DT73-05824,"Montaymery,",ancien fief,Tarentaise,,ancien fief de la Tarentaise.
DT73-05842,Mont-Blanc,,col de la Sachette,,"dans le bassin de Moûtiers, sur la commune de Peisey, entre le col de la Sachette et le col de la Tournette."
DT73-05842,Mont-Blanc,,col de la Tournette,,"dans le bassin de Moûtiers, sur la commune de Peisey, entre le col de la Sachette et le col de la Tournette."
DT73-05848,Mont-Cenis,,Maurienne,,"sur les confins de la Maurienne et du Piémont et sur la commune de Lanslebourg ; met en communication la vallée de l’Arc et la vallée de la Cenise, affluent de la Doria-Riparia ; altitude, 2.091 mètres."
DT73-05848,Mont-Cenis,,Piémont,,"sur les confins de la Maurienne et du Piémont et sur la commune de Lanslebourg ; met en communication la vallée de l’Arc et la vallée de la Cenise, affluent de la Doria-Riparia ; altitude, 2.091 mètres."
DT73-05848,Mont-Cenis,,vallée de l’Arc,,"sur les confins de la Maurienne et du Piémont et sur la commune de Lanslebourg ; met en communication la vallée de l’Arc et la vallée de la Cenise, affluent de la Doria-Riparia ; altitude, 2.091 mètres."
DT73-05848,Mont-Cenis,,vallée de la Cenise,,"sur les confins de la Maurienne et du Piémont et sur la commune de Lanslebourg ; met en communication la vallée de l’Arc et la vallée de la Cenise, affluent de la Doria-Riparia ; altitude, 2.091 mètres."
DT73-05850,Mont-Chabert,,massif des Bauges,,"dans le massif des Bauges, sur la commune de La Motte-en-Bauges ; altitude, 1.485 mètres."
DT73-05866,Mont-de-la-Vierge,chalet,massif des Bauges,,"dans le massif des Bauges, sur la commune d’Aillon-le-Jeune ; altitude, 1.392 mètres."
DT73-05870,Mont-Derrière,hameau,hameau du Mont,,"dans le bassin du Rhône, sur le hameau du Mont (commune de Bellecombe-en-Bauges)."
DT73-05880,Mont-du-Chat,,vallée du Rhône,,"entre les communes d’Yenne et du Bourget-du-Lac ; met en communication la vallée du Rhône et la vallée de Chambéry ; altitude, 638 mètres."
DT73-05880,Mont-du-Chat,,vallée de Chambéry,,"entre les communes d’Yenne et du Bourget-du-Lac ; met en communication la vallée du Rhône et la vallée de Chambéry ; altitude, 638 mètres."
DT73-05882,Mont-du-Fuz,,Tarentaise,,"sur les confins de la Tarentaise et de la Maurienne, entre les communes de Saint-Jean-de-Belleville et de Montaimont ; altitude, 2.801 mètres."
DT73-05882,Mont-du-Fuz,,Maurienne,,"sur les confins de la Tarentaise et de la Maurienne, entre les communes de Saint-Jean-de-Belleville et de Montaimont ; altitude, 2.801 mètres."
DT73-05894,"Montereng,",ancien fief,mandement de La Rochette,,"ancien fief, dans le mandement de La Rochette."
DT73-05904,Montet,,hameau de la Duis,,"dans le bassin de Saint-Jean-de-Maurienne, conduit de Bonneval à Val-d'Isere en remontant l’Arc jusqu’au hameau de la Duis (commune de Bonneval-en-Maurienne) pour rejoindre les sources de l’Isère au-dessous du hameau de Prariond, et en longeant la rivière jusqu’à Val-d'Isere."
DT73-05904,Montet,,au-dessous du hameau de Prariond,,"dans le bassin de Saint-Jean-de-Maurienne, conduit de Bonneval à Val-d'Isere en remontant l’Arc jusqu’au hameau de la Duis (commune de Bonneval-en-Maurienne) pour rejoindre les sources de l’Isère au-dessous du hameau de Prariond, et en longeant la rivière jusqu’à Val-d'Isere."
DT73-05905,Montet,,col du Mont-Iseran,,"sur la commune de Bonneval-en-Maurienne, entre le col du Mont-Iseran et le col de Girard."
DT73-05905,Montet,,col de Girard,,"sur la commune de Bonneval-en-Maurienne, entre le col du Mont-Iseran et le col de Girard."
DT73-05906,Montet,,en amont de Bonneval-en-Maurienne,,déverse ses eaux dans l’Arc en amont de Bonneval-en-Maurienne.
DT73-05915,Montfret,,mont Granier,,"dans le bassin de Chambéry, sur la commune d’Entremont-le-Vieux, entre le mont Granier et le mont Otheran ; altitude, 1.470 mètres."
DT73-05915,Montfret,,mont Otheran,,"dans le bassin de Chambéry, sur la commune d’Entremont-le-Vieux, entre le mont Granier et le mont Otheran ; altitude, 1.470 mètres."
DT73-05932,Montgilbert,,La Rochette,,"conduit de La Rochette à Aiguebelle en passant par Presle, le Verneil, le Bourget-en-Huile, le Pontet et le hameau du Grand-Montgilbert (commune de Montgilbert), mettant en communication la haute vallée du Gelon et la vallée de l’Arc et communiquant lui-même avec les cols du Grand-Cucheron et du Petit-Cucharon ; altitude, 1.470 mètres."
DT73-05932,Montgilbert,,hameau du Grand-Montgilbert,,"conduit de La Rochette à Aiguebelle en passant par Presle, le Verneil, le Bourget-en-Huile, le Pontet et le hameau du Grand-Montgilbert (commune de Montgilbert), mettant en communication la haute vallée du Gelon et la vallée de l’Arc et communiquant lui-même avec les cols du Grand-Cucheron et du Petit-Cucharon ; altitude, 1.470 mètres."
DT73-05932,Montgilbert,,vallée du Gelon,,"conduit de La Rochette à Aiguebelle en passant par Presle, le Verneil, le Bourget-en-Huile, le Pontet et le hameau du Grand-Montgilbert (commune de Montgilbert), mettant en communication la haute vallée du Gelon et la vallée de l’Arc et communiquant lui-même avec les cols du Grand-Cucheron et du Petit-Cucharon ; altitude, 1.470 mètres."
DT73-05932,Montgilbert,,vallée de l’Arc,,"conduit de La Rochette à Aiguebelle en passant par Presle, le Verneil, le Bourget-en-Huile, le Pontet et le hameau du Grand-Montgilbert (commune de Montgilbert), mettant en communication la haute vallée du Gelon et la vallée de l’Arc et communiquant lui-même avec les cols du Grand-Cucheron et du Petit-Cucharon ; altitude, 1.470 mètres."
DT73-05932,Montgilbert,,cols du Grand-Cucheron et du Petit-Cucharon,,"conduit de La Rochette à Aiguebelle en passant par Presle, le Verneil, le Bourget-en-Huile, le Pontet et le hameau du Grand-Montgilbert (commune de Montgilbert), mettant en communication la haute vallée du Gelon et la vallée de l’Arc et communiquant lui-même avec les cols du Grand-Cucheron et du Petit-Cucharon ; altitude, 1.470 mètres."
DT73-05951,Montisbod,,col de la Raverette ou du Plane,,"dans le bassin de Chambéry, entre le col de la Raverette ou du Plane sur le Chatelard et le col du Golet sur Entrevernes (Haute-Savoie)."
DT73-05951,Montisbod,,col du Golet,,"dans le bassin de Chambéry, entre le col de la Raverette ou du Plane sur le Chatelard et le col du Golet sur Entrevernes (Haute-Savoie)."
DT73-05951,Montisbod,,Entrevernes,,"dans le bassin de Chambéry, entre le col de la Raverette ou du Plane sur le Chatelard et le col du Golet sur Entrevernes (Haute-Savoie)."
DT73-05952,Mont-Iseran,,Tarentaise,,"sur les confins de la Tarentaise et de la Maurienne, entre les sources de l’Isère et de l’Arc, conduit de Val-d'Isere à Bonneval-en-Maurienne ; altitude, 2.769 mètres."
DT73-05952,Mont-Iseran,,Maurienne,,"sur les confins de la Tarentaise et de la Maurienne, entre les sources de l’Isère et de l’Arc, conduit de Val-d'Isere à Bonneval-en-Maurienne ; altitude, 2.769 mètres."
DT73-05952,Mont-Iseran,,Bonneval-en-Maurienne,,"sur les confins de la Tarentaise et de la Maurienne, entre les sources de l’Isère et de l’Arc, conduit de Val-d'Isere à Bonneval-en-Maurienne ; altitude, 2.769 mètres."
DT73-05968,Montmayeur,,au-dessus de St.-Pierre-de-Soucy,,reste d’un vieux château féodal sur la commune de Villard-Sallet et au-dessus de St.-Pierre-de-Soucy.
DT73-05973,Mont-Mollard,,Alpes,,"dans le bassin de Saint-Jean-de-Maurienne et la grande chaîne des Alpes, sur la commune de Sollières-Sardières."
DT73-05983,Montpelat,,massif des Bauges,,"dans le massif des Bauges, sur la commune d’Aillon-le-Jeune ; altitude, 1.530 mètres."
DT73-05991,Mont-Pourri,,grandes moraines du Mont-Pourri,,"dans le bassin de Moûtiers, entre les grandes moraines du Mont-Pourri et les contreforts de l’Aiguille-Rouge, peut faire communiquer les vallées parallèles de Peisey et de Sainte-Foy ; il est nommé le Grand-Col par la carte de l’état-major français ; altitude, 2.937 mètres."
DT73-05991,Mont-Pourri,,contreforts de l’Aiguille-Rouge,,"dans le bassin de Moûtiers, entre les grandes moraines du Mont-Pourri et les contreforts de l’Aiguille-Rouge, peut faire communiquer les vallées parallèles de Peisey et de Sainte-Foy ; il est nommé le Grand-Col par la carte de l’état-major français ; altitude, 2.937 mètres."
DT73-05991,Mont-Pourri,,vallées parallèles de Peisey et de Sainte-Foy,,"dans le bassin de Moûtiers, entre les grandes moraines du Mont-Pourri et les contreforts de l’Aiguille-Rouge, peut faire communiquer les vallées parallèles de Peisey et de Sainte-Foy ; il est nommé le Grand-Col par la carte de l’état-major français ; altitude, 2.937 mètres."
DT73-05996,Mont-Rambert,,Maurienne,,"dans le bassin de Saint-Jean-de-Maurienne, sur les confins de la Maurienne et de l’Isère et sur la commune de Saint-Colomban-des-Villards."
DT73-05996,Mont-Rambert,,Isère,,"dans le bassin de Saint-Jean-de-Maurienne, sur les confins de la Maurienne et de l’Isère et sur la commune de Saint-Colomban-des-Villards."
DT73-06005,Montronjon,,hameau de Montlevin,,au-dessus du hameau de Montlevin (commune de Chignin).
DT73-06008,Mont-Rosset,,Tarentaise,,"en Tarentaise, entre le col du Coin et la commune de Montvalezan-sur-Bellentre."
DT73-06008,Mont-Rosset,,col du Coin,,"en Tarentaise, entre le col du Coin et la commune de Montvalezan-sur-Bellentre."
DT73-06012,Monts,lieu-dit,vallée de Chambéry,,domine la vallée de Chambéry.
DT73-06018,Mont-Thabor,,col de Valmeinier,,"dans le bassin de Saint-Jean-de-Maurienne, entre la commune de Freney et le col de Valmeinier ; altitude, 2.810 mètres."
DT73-06023,"Montveran,",ancien fief,Tarentaise,,ancien fief en Tarentaise.
DT73-06037,Morbier,,massif des Bauges,,"dans le massif des Bauges, sur la commune de Sainte-Reine ; altitude, 1.481 mètres."
DT73-06041,Morel,,en amont de Grand-Cœur,,"dans le bassin de l’Isère, traverse le territoire des communes des Avanchers, Doucy-en-Tarentaise, Bellecombe-en-Tarentaise et se jette dans l’Isère en amont de Grand-Cœur."
