Article,Vedette,Type vedette,Candidat,INSEE,Définition
DT73-02691,Costes-de-Seyssel,fief,mandement d’Yenne,,fief dans le mandement d’Yenne.
DT73-02695,Cotan,,mont de la Cluse,,"descend du mont de la Cluse, coule entre Mouxy et le hameau de Frésenex (commune d’Aix-les-Bains)."
DT73-02695,Cotan,,hameau de Frésenex,,"descend du mont de la Cluse, coule entre Mouxy et le hameau de Frésenex (commune d’Aix-les-Bains)."
DT73-02717,Côte-Brune,,col de La Chambre,,"près de Saint-Martin-de-Belleville, entre le col de La Chambre et le col de la Lune ; altitude, 2.720 mètres."
DT73-02717,Côte-Brune,,col de la Lune,,"près de Saint-Martin-de-Belleville, entre le col de La Chambre et le col de la Lune ; altitude, 2.720 mètres."
DT73-02724,Côte-de-Ribau,,col de Derbellay,,"sur la commune de Saint-Paul, entre le col de Derbellay et le col de Basmont."
DT73-02724,Côte-de-Ribau,,col de Basmont,,"sur la commune de Saint-Paul, entre le col de Derbellay et le col de Basmont."
DT73-02729,Côte-Noire,,Tarentaise,,"en Tarentaise, sur la commune de Pralognan, entre le col de la Vanoise et le col du Palet."
DT73-02729,Côte-Noire,,col de la Vanoise,,"en Tarentaise, sur la commune de Pralognan, entre le col de la Vanoise et le col du Palet."
DT73-02729,Côte-Noire,,col du Palet,,"en Tarentaise, sur la commune de Pralognan, entre le col de la Vanoise et le col du Palet."
DT73-02734,Coterieux,,hameaux de la Turra et du Désert,,"sur les communes de Valloires et de Valmeinier, entre les hameaux de la Turra et du Désert."
DT73-02789,Couchet,,hameau des Echines-Dessous,,sur le hameau des Echines-Dessous (commune de Bourg-Saint-Maurice).
DT73-02801,Coulours,,Maurienne,,"au nombre de quatre, en Maurienne, entre le col du Petit-Mont-Cenis et le col de Clapier."
DT73-02801,Coulours,,col du Petit-Mont-Cenis,,"au nombre de quatre, en Maurienne, entre le col du Petit-Mont-Cenis et le col de Clapier."
DT73-02801,Coulours,,col de Clapier,,"au nombre de quatre, en Maurienne, entre le col du Petit-Mont-Cenis et le col de Clapier."
DT73-02811,Courousset,,col de Pelouse,,"sur la commune de Villarodin-Bourget, entre le col de Pelouse et le col d’Etache."
DT73-02811,Courousset,,col d’Etache,,"sur la commune de Villarodin-Bourget, entre le col de Pelouse et le col d’Etache."
DT73-02848,Couz,anciennement maison forte,Conflans,,anciennement maison forte à Conflans.
DT73-02850,Couz,anciennement maison forte,Les Echelles,,"entre Chambery et Les Echelles ; altitude, 623 mètres."
DT73-02856,Cozon,,territoires d’Entremont-le-Vieux et de Saint-Pierre-d’Entremont,,"dans le bassin du Guiers, se jette dans ce torrent après avoir arrosé les territoires d’Entremont-le-Vieux et de Saint-Pierre-d’Entremont."
DT73-02857,Cracalery,,Tarentaise,,"en Tarentaise, près du col du Palet pour descendre dans la vallée de Peisey."
DT73-02857,Cracalery,,vallée de Peisey,,"en Tarentaise, près du col du Palet pour descendre dans la vallée de Peisey."
DT73-02867,Cré-de-la-Sorcière,,col de Varbuche,,"entre le col de Varbuche et le col de la Madeleine, près de la pointe de Varbuche, sur la commune de Montaimont."
DT73-02867,Cré-de-la-Sorcière,,col de la Madeleine,,"entre le col de Varbuche et le col de la Madeleine, près de la pointe de Varbuche, sur la commune de Montaimont."
DT73-02874,Crépin,,col de Lautaret,,"sur la commune de Bessans, entre le col de Lautaret et le mont Rochemelon."
DT73-02874,Crépin,,mont Rochemelon,,"sur la commune de Bessans, entre le col de Lautaret et le mont Rochemelon."
DT73-02895,Crêt,hameau,hameau de Villard-Clément,,sur le territoire de Montdenis ; elle domine le hameau de Villard-Clément (commune de Saint-Julien) ; par là passe le chemin de Montdenis à Saint-Julien et Saint-Jean-de-Maurienne.
DT73-02897,Crêt,hameau,hameau de la Gurraz,,"dans le bassin de l’Isère, sur le hameau de la Gurraz (commune de Sainte-Foy)."
DT73-02903,Crêt-Crêt,,hameau du Sapey,,"fait communiquer Saint-Alban-des-Villards avec Saint-Jean-de-Maurienne par le hameau du Sapey (commune de Jarrier) ; altitude, 2.141 mètres."
DT73-02904,Crêt-de-Chatillon,mont,massif des Bauges,,"mont du massif des Bauges dans la chaîne du Nivolet ; altitude, 1.704 mètres."
DT73-02904,Crêt-de-Chatillon,mont,chaîne du Nivolet,,"mont du massif des Bauges dans la chaîne du Nivolet ; altitude, 1.704 mètres."
DT73-02905,Crêt-de-l’Aigle-du-Semnoz,mont,massif des Bauges,,"mont du massif des Bauges dans la chaîne du Nivolet ; altitude, 1.634 mètres."
DT73-02905,Crêt-de-l’Aigle-du-Semnoz,mont,chaîne du Nivolet,,"mont du massif des Bauges dans la chaîne du Nivolet ; altitude, 1.634 mètres."
DT73-02921,Creure,,hameau de Montfort,,"dans le bassin de l’Isère, sur le hameau de Montfort et la commune de Saint-Marcel."
DT73-02936,Creux-Noir,,Vanoise,,entre les glaciers de la Vanoise et le mont Pourri ; elle domine les communes de Pralognan et de Planay.
DT73-02936,Creux-Noir,,mont Pourri,,entre les glaciers de la Vanoise et le mont Pourri ; elle domine les communes de Pralognan et de Planay.
DT73-02941,"Crèvecœur,",hameau,chartreuse de Saint-Hugon,,dans la région où s’éleva la chartreuse de Saint-Hugon.
DT73-02942,Crèvecœur,,en aval de l’Esseillon,,dans le bassin de l’Arc ; se jette dans ce torrent en aval de l’Esseillon.
DT73-02960,Crey-du-Quart,,Maurienne,,"en Maurienne, sur la limite des communes de Valmeinier et de Valloires ; altitude, 2.536 mètres."
DT73-02968,Croc,,col du Pertuiset,,"entre le col du Pertuiset et le mont des Ramées, sur les communes de Drumettaz-Clarafond et de Méry."
DT73-02968,Croc,,mont des Ramées,,"entre le col du Pertuiset et le mont des Ramées, sur les communes de Drumettaz-Clarafond et de Méry."
DT73-02979,Croisat,,Maurienne,,"en Maurienne, entre Sollieres-Sardieres et la vallée de Suse."
DT73-02979,Croisat,,vallée de Suse,,"en Maurienne, entre Sollieres-Sardieres et la vallée de Suse."
DT73-02980,Croisse-Baulet,,Savoie,,"sur la limite de la Savoie et de la Haute-Savoie, domine la commune de La Giettaz ; altitude, 2.236 mètres."
DT73-02980,Croisse-Baulet,,Haute-Savoie,,"sur la limite de la Savoie et de la Haute-Savoie, domine la commune de La Giettaz ; altitude, 2.236 mètres."
DT73-03005,Croix,hameau,La Chambre,,entre La Chambre et Allevard (Isère).
DT73-03005,Croix,hameau,Allevard,,entre La Chambre et Allevard (Isère).
DT73-03006,Croix,hameau,Maurienne,,"en Maurienne, près des cols de la Croix et du Glandon, entre Saint-Colomban-des-Villards et Saint-Sorlin-d'Arves."
DT73-03007,Croix,hameau,Tarentaise,,"en Tarentaise, sur la commune de Saint-Laurent-de-la-Côte."
DT73-03008,Croix,hameau,massif des Bauges,,"entre Thoiry et Aillon-le-Jeune ; fait partie du massif des Bauges dans le chaînon de Margériaz ; altitude, 1.623 mètres."
DT73-03008,Croix,hameau,chaînon de Margériaz,,"entre Thoiry et Aillon-le-Jeune ; fait partie du massif des Bauges dans le chaînon de Margériaz ; altitude, 1.623 mètres."
DT73-03018,Croix-de-Fer,,Bourg-d’Oisans,,"entre Saint-Jean-de-Maurienne et Bourg-d’Oisans (Isère) ; il met en communication la vallée formée par le Haut-Arvan, affluent de l’Arc, et la combe formée par le ruisseau d’Olle, affluent de la Romanche, et communique lui-même avec le col de l’Ouillon et le col du Glandon."
DT73-03018,Croix-de-Fer,,col de l’Ouillon,,"entre Saint-Jean-de-Maurienne et Bourg-d’Oisans (Isère) ; il met en communication la vallée formée par le Haut-Arvan, affluent de l’Arc, et la combe formée par le ruisseau d’Olle, affluent de la Romanche, et communique lui-même avec le col de l’Ouillon et le col du Glandon."
DT73-03018,Croix-de-Fer,,col du Glandon,,"entre Saint-Jean-de-Maurienne et Bourg-d’Oisans (Isère) ; il met en communication la vallée formée par le Haut-Arvan, affluent de l’Arc, et la combe formée par le ruisseau d’Olle, affluent de la Romanche, et communique lui-même avec le col de l’Ouillon et le col du Glandon."
DT73-03021,Croix-de-Pierre,,Mégève,,fait communiquer Beaufort avec Mégève (Haute-Savoie) par Hauteluce.
DT73-03022,Croix-de-Pisset,,col de la Lâche,,"sur la commune de Val-d’Isère, entre le col de la Lâche et le col du Guicet."
DT73-03022,Croix-de-Pisset,,col du Guicet,,"sur la commune de Val-d’Isère, entre le col de la Lâche et le col du Guicet."
DT73-03025,Croix-des-Frêtes,,Vanoise,,"sépare la Vanoise de l’aiguille du Midi, sur la commune de Champagny."
DT73-03025,Croix-des-Frêtes,,aiguille du Midi,,"sépare la Vanoise de l’aiguille du Midi, sur la commune de Champagny."
DT73-03027,Croix-du-Bonhomme,,Tarentaise,,"en Tarentaise, entre le col du Bonhomme et le col du Cormet-de-Roselend ; altitude, 2.483 mètres."
DT73-03027,Croix-du-Bonhomme,,col du Bonhomme,,"en Tarentaise, entre le col du Bonhomme et le col du Cormet-de-Roselend ; altitude, 2.483 mètres."
DT73-03027,Croix-du-Bonhomme,,col du Cormet-de-Roselend,,"en Tarentaise, entre le col du Bonhomme et le col du Cormet-de-Roselend ; altitude, 2.483 mètres."
DT73-03041,Croset,hameau,Savoie,,"sur les confins de la Savoie et de l’Isère, entre La Chambre et Pinsot (Isère) ; altitude, 2.608 mètres."
DT73-03041,Croset,hameau,Isère,,"sur les confins de la Savoie et de l’Isère, entre La Chambre et Pinsot (Isère) ; altitude, 2.608 mètres."
DT73-03041,Croset,hameau,La Chambre,,"sur les confins de la Savoie et de l’Isère, entre La Chambre et Pinsot (Isère) ; altitude, 2.608 mètres."
DT73-03041,Croset,hameau,Pinsot,,"sur les confins de la Savoie et de l’Isère, entre La Chambre et Pinsot (Isère) ; altitude, 2.608 mètres."
DT73-03059,Cruessairan,,Savoie,,"sur la limite de la Savoie et de la Haute-Savoie, domine les communes de Thénésol et d’Allondaz ; altitude, 1.988 mètres."
DT73-03059,Cruessairan,,Haute-Savoie,,"sur la limite de la Savoie et de la Haute-Savoie, domine les communes de Thénésol et d’Allondaz ; altitude, 1.988 mètres."
DT73-03078,Cucheron,,vallée de la Maurienne,,"relie la vallée de la Maurienne à l’extrémitè supérieure de la vallée conduisant à La Rochette par le Pontet, le Bourget-en-Huile et Presle."
DT73-03078,Cucheron,,La Rochette,,"relie la vallée de la Maurienne à l’extrémitè supérieure de la vallée conduisant à La Rochette par le Pontet, le Bourget-en-Huile et Presle."
DT73-03092,Cueigne,,Maurienne,,"sur les confins de la Maurienne et de la vallée de Suse, entre les cols du Petit-Mont-Cenis et du Grand-Mont-Cenis, il domine les communes de Sollières-Sardières et de Termignon ; altitude, 3.008 mètres."
DT73-03092,Cueigne,,vallée de Suse,,"sur les confins de la Maurienne et de la vallée de Suse, entre les cols du Petit-Mont-Cenis et du Grand-Mont-Cenis, il domine les communes de Sollières-Sardières et de Termignon ; altitude, 3.008 mètres."
DT73-03092,Cueigne,,cols du Petit-Mont-Cenis et du Grand-Mont-Cenis,,"sur les confins de la Maurienne et de la vallée de Suse, entre les cols du Petit-Mont-Cenis et du Grand-Mont-Cenis, il domine les communes de Sollières-Sardières et de Termignon ; altitude, 3.008 mètres."
DT73-03122,"Cumignin,",ancienne maison forte,mandement d’Yenne,,"ancienne maison forte dans le mandement d’Yenne ; hameau, commune d’Yenne."
DT73-03139,Curiaz,hameau,hameau de la Curiaz,,"dans le bassin de l’Arc, sur le hameau de la Curiaz (commune de Saint-Jean-d’Arves)."
DT73-03156,"Cusiouz,",ancienne maison forte,Chautagne,,ancienne maison forte en Chautagne.
DT73-03159,Cuvy,,vallée du Doron,,"dans le bassin d’Albertville et la vallée du Doron, entre Beaufort et le col de la Louze."
DT73-03159,Cuvy,,col de la Louze,,"dans le bassin d’Albertville et la vallée du Doron, entre Beaufort et le col de la Louze."
DT73-03161,Cythère,,combe des Allues,,"à l’entrée de la combe des Allues, près du village de ce nom."
DT73-03164,Deisse,,marais d’Albens,,dans le bassin du lac du Bourget ; il prend sa source dans les marais d’Albens et se joint au Sierroz à la cascade de Grésy.
DT73-03170,Dar,lieu-dit,roche Chevrière,,"sur la commune de Pralognan, entre la roche Chevrière et le col de la Vanoise ; altitude, 2.651 mètres."
DT73-03170,Dar,lieu-dit,col de la Vanoise,,"sur la commune de Pralognan, entre la roche Chevrière et le col de la Vanoise ; altitude, 2.651 mètres."
DT73-03171,Dar,lieu-dit,massif de la Vanoise,,"sur la commune de Pralognan, fait partie du massif de la Vanoise ; altitude, 3.266 mètres."
DT73-03179,Dard,,Sauge,,"dans le bassin du lac du Bourget, descend de la Sauge et arrose le territoire de Puygros."
DT73-03208,Derrière-le-Capier,,Maurienne,,"en Maurienne, au fond du vallon d’Avérole."
DT73-03208,Derrière-le-Capier,,vallon d’Avérole,,"en Maurienne, au fond du vallon d’Avérole."
DT73-03209,Derrière-le-Sautet,,col de Rhèmes,,"sur la commune de Val-d’Isère, entre le col de Rhèmes et le col de la Bailletta."
DT73-03209,Derrière-le-Sautet,,col de la Bailletta,,"sur la commune de Val-d’Isère, entre le col de Rhèmes et le col de la Bailletta."
DT73-03233,Détrier,,massif des Bauges,,"dans le massif des Bauges, sur les communes de Bellecombe-en-Bauges et de La Motte-en-Bauges ; altitude, 1.414 mètres."
DT73-03234,Détrier,,col de la Bournette,,dans le bassin du Rhône ; il prend sa source au col de la Bournette et se jette dans le Chéran en aval de Lescheraines.
DT73-03234,Détrier,,en aval de Lescheraines,,dans le bassin du Rhône ; il prend sa source au col de la Bournette et se jette dans le Chéran en aval de Lescheraines.
DT73-03239,Devin,,hameau d’Etre,,"dans le bassin du Rhône, arrose le hameau d’Etre (commune de Jarsy)."
DT73-03249,Diviret,,Tarentaise,,"en Tarentaise, sur la commune de Peisey, entre le mont Pourri et col de la Sachette."
DT73-03249,Diviret,,mont Pourri,,"en Tarentaise, sur la commune de Peisey, entre le mont Pourri et col de la Sachette."
DT73-03249,Diviret,,col de la Sachette,,"en Tarentaise, sur la commune de Peisey, entre le mont Pourri et col de la Sachette."
DT73-03252,Doires,,Margériaz,,"dans le bassin du lac du Bourget ; l’une commence aux Deserts sous Margériaz, l’autre descend du Nivolet et forme les cascades du Bout-du-Monde ; elles se jettent toutes deux dans l’Aisse près du château de La Bâthie."
DT73-03252,Doires,,Nivolet,,"dans le bassin du lac du Bourget ; l’une commence aux Deserts sous Margériaz, l’autre descend du Nivolet et forme les cascades du Bout-du-Monde ; elles se jettent toutes deux dans l’Aisse près du château de La Bâthie."
DT73-03253,"Longefan,",,colline de Montfalcon,,"entre la colline de Montfalcon et la montagne de la Chambotte, sur les communes de Cessens et de Saint-Germain."
DT73-03253,"Longefan,",,montagne de la Chambotte,,"entre la colline de Montfalcon et la montagne de la Chambotte, sur les communes de Cessens et de Saint-Germain."
DT73-03266,Doran,,col de Chavière,,"entre Modane et le col de Chavière ; altitude, 3.040 mètres."
DT73-03268,Dordan,,hameau de Nant-Dordan,,"dans le bassin du lac du Bourget, sur le hameau de Nant-Dordan."
DT73-03271,Doria,,dent du Nivolet,,"entre la dent du Nivolet et le mont Pennay ; il fait communiquer Chambery avec les Deserts par Bassens, les hameaux de Lovettaz et du Nivolet (commune de Saint-Jean-d’Arvey), des Favre et de Pleurachat (commune des Déserts)."
DT73-03271,Doria,,mont Pennay,,"entre la dent du Nivolet et le mont Pennay ; il fait communiquer Chambery avec les Deserts par Bassens, les hameaux de Lovettaz et du Nivolet (commune de Saint-Jean-d’Arvey), des Favre et de Pleurachat (commune des Déserts)."
DT73-03280,Doron-de-Champagny,,Leissenay,,"dans le bassin de l’Isère ; il arrose Leissenay, Champagny-le-Haut et Champagny-le-Bas, et se jette dans le Doron-de-Bozel près du village du Villard-de-Pralognan."
DT73-03280,Doron-de-Champagny,,Champagny-le-Haut,,"dans le bassin de l’Isère ; il arrose Leissenay, Champagny-le-Haut et Champagny-le-Bas, et se jette dans le Doron-de-Bozel près du village du Villard-de-Pralognan."
DT73-03280,Doron-de-Champagny,,Champagny-le-Bas,,"dans le bassin de l’Isère ; il arrose Leissenay, Champagny-le-Haut et Champagny-le-Bas, et se jette dans le Doron-de-Bozel près du village du Villard-de-Pralognan."
DT73-03299,Dreron,,La Chapelle,,"dans le bassin de Saint-Jean-de-Maurienne, entre Epierre et La Chapelle ; altitude, 2.054 mètres."
DT73-03311,Droset,,Maurienne,,"sur la commune de Bramans et sur les confins de la Maurienne et du Piémont, entre le col du Petit-Mont-Cenis et le col de Clapier ; altitude, 2.082 mètres."
DT73-03311,Droset,,Piémont,,"sur la commune de Bramans et sur les confins de la Maurienne et du Piémont, entre le col du Petit-Mont-Cenis et le col de Clapier ; altitude, 2.082 mètres."
DT73-03311,Droset,,col du Petit-Mont-Cenis,,"sur la commune de Bramans et sur les confins de la Maurienne et du Piémont, entre le col du Petit-Mont-Cenis et le col de Clapier ; altitude, 2.082 mètres."
DT73-03311,Droset,,col de Clapier,,"sur la commune de Bramans et sur les confins de la Maurienne et du Piémont, entre le col du Petit-Mont-Cenis et le col de Clapier ; altitude, 2.082 mètres."
DT73-03348,Eaux-Noires,,col de Chanrouge,,"sur la commune de Pralognan, entre le col de Chanrouge et le col de Chavière ; altitude, 3.005 mètres."
DT73-03348,Eaux-Noires,,col de Chavière,,"sur la commune de Pralognan, entre le col de Chanrouge et le col de Chavière ; altitude, 3.005 mètres."
DT73-03359,Echelle,,col du Cormet-d’Arêches,,"entre le col du Cormet-d’Arêches et Tessens ; altitude, 2.579 mètres."
DT73-03360,Echelle,,Tarentaise,,"sur les confins de la Tarentaise et de la Maurienne, entre le col de Chavière et le col d’Aussois ; altitude, 3.432 mètres."
DT73-03360,Echelle,,Maurienne,,"sur les confins de la Tarentaise et de la Maurienne, entre le col de Chavière et le col d’Aussois ; altitude, 3.432 mètres."
DT73-03360,Echelle,,col de Chavière,,"sur les confins de la Tarentaise et de la Maurienne, entre le col de Chavière et le col d’Aussois ; altitude, 3.432 mètres."
DT73-03360,Echelle,,col d’Aussois,,"sur les confins de la Tarentaise et de la Maurienne, entre le col de Chavière et le col d’Aussois ; altitude, 3.432 mètres."
DT73-03375,Ecole,,hameau de Grateloup,,"dans le bassin du Rhône, sur la commune de Sainte-Reine et le hameau de Grateloup (commune d’Ecole)."
DT73-03389,Egaux,hameau,dent de Themelay,,"au-dessous de la dent de Themelay, à droite du hameau des Egaux, entre Saint-Jean-de-Couz et Corbel."
DT73-03389,Egaux,hameau,hameau des Egaux,,"au-dessous de la dent de Themelay, à droite du hameau des Egaux, entre Saint-Jean-de-Couz et Corbel."
DT73-03412,Eglise,"village, ch.-lieu",Seillier,,"village, ch.-lieu, commune de Montdenis, formé d’après le cadastre de 1732 par deux quartiers appelés Seillier et La Bourgeat."
DT73-03412,Eglise,"village, ch.-lieu",La Bourgeat,,"village, ch.-lieu, commune de Montdenis, formé d’après le cadastre de 1732 par deux quartiers appelés Seillier et La Bourgeat."
DT73-03429,Eivettes,,col de Sca,,entre la commune de Bonneval-en-Maurienne et le col de Sca.
DT73-03435,Enclave,,Savoie,,sur les confins de la Savoie et de la Haute-Savoie.
DT73-03435,Enclave,,Haute-Savoie,,sur les confins de la Savoie et de la Haute-Savoie.
DT73-03436,Enclave,,Savoie,,"sur les confins de la Savoie et de la Haute-Savoie, entre le col du Bonhomme et le col d’Enclave ; il domine les hameaux des Glaciers et des Mottets ; altitude, 2.857 mètres."
DT73-03436,Enclave,,Haute-Savoie,,"sur les confins de la Savoie et de la Haute-Savoie, entre le col du Bonhomme et le col d’Enclave ; il domine les hameaux des Glaciers et des Mottets ; altitude, 2.857 mètres."
DT73-03436,Enclave,,col du Bonhomme,,"sur les confins de la Savoie et de la Haute-Savoie, entre le col du Bonhomme et le col d’Enclave ; il domine les hameaux des Glaciers et des Mottets ; altitude, 2.857 mètres."
DT73-03436,Enclave,,col d’Enclave,,"sur les confins de la Savoie et de la Haute-Savoie, entre le col du Bonhomme et le col d’Enclave ; il domine les hameaux des Glaciers et des Mottets ; altitude, 2.857 mètres."
DT73-03436,Enclave,,hameaux des Glaciers et des Mottets,,"sur les confins de la Savoie et de la Haute-Savoie, entre le col du Bonhomme et le col d’Enclave ; il domine les hameaux des Glaciers et des Mottets ; altitude, 2.857 mètres."
DT73-03437,Enclaves,,montagne d’Outray,,"sur la commune de Beaufort, entre la montagne d’Outray et les rochers du Vent et des Merles ; altitude, 2.454 mètres."
DT73-03437,Enclaves,,rochers du Vent et des Merles,,"sur la commune de Beaufort, entre la montagne d’Outray et les rochers du Vent et des Merles ; altitude, 2.454 mètres."
DT73-03438,Encombres,,vallée de l’Arc,,"conduit de Saint-Martin-de-la-Porte à Saint-Martin-de-Belleville, mettant en communication la vallée de l’Arc et la vallée du torrent des Encombres ; il communique lui-même par un chemin qui passe à Beaune avec le col de la Pierre-Blanche, et par un autre chemin qui se détache du col au hameau de la Sausse-d’en-Bas (commune de Saint-Martin-de-la-Porte) avec le col de Lachemonde ; altitude, 2.337 mètres."
DT73-03438,Encombres,,vallée du torrent des Encombres,,"conduit de Saint-Martin-de-la-Porte à Saint-Martin-de-Belleville, mettant en communication la vallée de l’Arc et la vallée du torrent des Encombres ; il communique lui-même par un chemin qui passe à Beaune avec le col de la Pierre-Blanche, et par un autre chemin qui se détache du col au hameau de la Sausse-d’en-Bas (commune de Saint-Martin-de-la-Porte) avec le col de Lachemonde ; altitude, 2.337 mètres."
DT73-03438,Encombres,,col de la Pierre-Blanche,,"conduit de Saint-Martin-de-la-Porte à Saint-Martin-de-Belleville, mettant en communication la vallée de l’Arc et la vallée du torrent des Encombres ; il communique lui-même par un chemin qui passe à Beaune avec le col de la Pierre-Blanche, et par un autre chemin qui se détache du col au hameau de la Sausse-d’en-Bas (commune de Saint-Martin-de-la-Porte) avec le col de Lachemonde ; altitude, 2.337 mètres."
DT73-03438,Encombres,,hameau de la Sausse-d’en-Bas,,"conduit de Saint-Martin-de-la-Porte à Saint-Martin-de-Belleville, mettant en communication la vallée de l’Arc et la vallée du torrent des Encombres ; il communique lui-même par un chemin qui passe à Beaune avec le col de la Pierre-Blanche, et par un autre chemin qui se détache du col au hameau de la Sausse-d’en-Bas (commune de Saint-Martin-de-la-Porte) avec le col de Lachemonde ; altitude, 2.337 mètres."
DT73-03438,Encombres,,col de Lachemonde,,"conduit de Saint-Martin-de-la-Porte à Saint-Martin-de-Belleville, mettant en communication la vallée de l’Arc et la vallée du torrent des Encombres ; il communique lui-même par un chemin qui passe à Beaune avec le col de la Pierre-Blanche, et par un autre chemin qui se détache du col au hameau de la Sausse-d’en-Bas (commune de Saint-Martin-de-la-Porte) avec le col de Lachemonde ; altitude, 2.337 mètres."
DT73-03440,Encombres,,village du Châtelard,,"dans le bassin de l’Isère, descend du col de ce nom et se jette dans le nant ou torrent de Belleville en aval du village du Châtelard (commune de Saint-Martin-de-Belleville)."
DT73-03457,"Entresaix,",ancienne léproserie au lieu-dit,Maladière,,"ancienne léproserie au lieu-dit la Maladière (commune d’Yenne) fondée vers 1120 par Guigue, prieur de la Grande-Chartreuse et dotée ensuite par S. Antelme de Chignin, général de l’ordre des Chartreux."
DT73-03458,Entrevernes,,Savoie,,"sur les confins de la Savoie et de la Haute-Savoie, entre le Chatelard et Duingt (Haute-Savoie), par les hameaux de Mont-Devant et Mont-Derrière (commune de Bellecombe-en-Bauges) et Entrevernes (Haute-Savoie)."
DT73-03458,Entrevernes,,Haute-Savoie,,"sur les confins de la Savoie et de la Haute-Savoie, entre le Chatelard et Duingt (Haute-Savoie), par les hameaux de Mont-Devant et Mont-Derrière (commune de Bellecombe-en-Bauges) et Entrevernes (Haute-Savoie)."
DT73-03458,Entrevernes,,Duingt,,"sur les confins de la Savoie et de la Haute-Savoie, entre le Chatelard et Duingt (Haute-Savoie), par les hameaux de Mont-Devant et Mont-Derrière (commune de Bellecombe-en-Bauges) et Entrevernes (Haute-Savoie)."
DT73-03471,Enversets,massif,col de la Grande-Forclaz,,massif entre la commune de Peisey et le col de la Grande-Forclaz.
DT73-03505,Epion,,au-dessus de Saint-Pierre-d’Albigny,,"dans le bassin de Chambéry, au-dessus de Saint-Pierre-d’Albigny, près du col du Frêne."
DT73-03512,Erettes,,Montvenix,,"sur Montvenix, hameau d’Hauteville-Gondon, entre Peisey et Montvalezan-sur-Seez ; altitude, 2.462 mètres."
DT73-03512,Erettes,,hameau d’Hauteville-Gondon,,"sur Montvenix, hameau d’Hauteville-Gondon, entre Peisey et Montvalezan-sur-Seez ; altitude, 2.462 mètres."
DT73-03515,Errelaz,hameau,grande chaîne des Alpes,,"dans la grande chaîne des Alpes, sur la commune de Sollières-Sardières."
DT73-03530,Esseillon,,vallée de l’Arc,,"dans la vallée de l’Arc, sur la commune d’Aussois ; altitude, 1.214 mètres."
DT73-03545,Etache,,Rochemolle,,entre Bramans et Rochemolle (Italie).
DT73-03546,Etache,,Maurienne,,"en Maurienne, entre les cols de la Coche, d’Etache et d’Ambin ; il déverse ses eaux dans l’Arc par le ruisseau d’Etache."
DT73-03546,Etache,,"cols de la Coche, d’Etache et d’Ambin",,"en Maurienne, entre les cols de la Coche, d’Etache et d’Ambin ; il déverse ses eaux dans l’Arc par le ruisseau d’Etache."
DT73-03548,Etache,,col d’Etache,,"prend sa source au col d’Etache, reçoit près du hameau du Planay (commune de Bramans) le ruisseau d’Ambin et se jette dans l’Arc au-delà de Bramans."
DT73-03551,Etalle,,Savoie,,"sur les confins de la Savoie et de la Haute-Savoie et sur la commune de La Giettaz, près du col des Aravis ; altitude, 2.336 mètres."
DT73-03551,Etalle,,Haute-Savoie,,"sur les confins de la Savoie et de la Haute-Savoie et sur la commune de La Giettaz, près du col des Aravis ; altitude, 2.336 mètres."
DT73-03560,Etellaire,,col de Basmont,,"sur la commune de Saint-Paul, entre le col de Basmont et le col de Derbellay."
DT73-03560,Etellaire,,col de Derbellay,,"sur la commune de Saint-Paul, entre le col de Basmont et le col de Derbellay."
DT73-03565,Etraitets,,Creux,,"fait communiquer les Creux, hameau de Corbel, avec le Désert, hameau d’Entremont-le-Vieux ; se trouve entre le col des Egaux et le col de la Cluse."
DT73-03565,Etraitets,,hameau de Corbel,,"fait communiquer les Creux, hameau de Corbel, avec le Désert, hameau d’Entremont-le-Vieux ; se trouve entre le col des Egaux et le col de la Cluse."
DT73-03565,Etraitets,,Désert,,"fait communiquer les Creux, hameau de Corbel, avec le Désert, hameau d’Entremont-le-Vieux ; se trouve entre le col des Egaux et le col de la Cluse."
DT73-03565,Etraitets,,hameau d’Entremont-le-Vieux,,"fait communiquer les Creux, hameau de Corbel, avec le Désert, hameau d’Entremont-le-Vieux ; se trouve entre le col des Egaux et le col de la Cluse."
DT73-03565,Etraitets,,col des Egaux,,"fait communiquer les Creux, hameau de Corbel, avec le Désert, hameau d’Entremont-le-Vieux ; se trouve entre le col des Egaux et le col de la Cluse."
DT73-03565,Etraitets,,col de la Cluse,,"fait communiquer les Creux, hameau de Corbel, avec le Désert, hameau d’Entremont-le-Vieux ; se trouve entre le col des Egaux et le col de la Cluse."
DT73-03594,Fabriques,lieu-dit,mont du Gros-Villan,,prend sa source au mont du Gros-Villan et se jette dans l’Arc en amont d’Epierre.
DT73-03594,Fabriques,lieu-dit,en amont d’Epierre,,prend sa source au mont du Gros-Villan et se jette dans l’Arc en amont d’Epierre.
DT73-03595,Faculette,,roche Chevrière,,entre la commune d’Aussois et la roche Chevrière (massif des glaciers de la Vanoise).
DT73-03595,Faculette,,massif des glaciers de la Vanoise,,entre la commune d’Aussois et la roche Chevrière (massif des glaciers de la Vanoise).
DT73-03596,Faiche,,pointe des Arses,,dans le bassin de l’Arc ; il descend de la pointe des Arses et se jette dans l’Arc en amont de Bonneval.
DT73-03596,Faiche,,en amont de Bonneval,,dans le bassin de l’Arc ; il descend de la pointe des Arses et se jette dans l’Arc en amont de Bonneval.
