id,commune_dt,insee,type,vedette,typologie
494,Reynès (Reyners),66160,,Bussach,
495,Reynès (Reyners),66160,,La Montanyola,
496,Reynès (Reyners),66160,,Sant Pau de Ceret,
497,Reynès (Reyners),66160,,El Vilar de Reyners,
498,Riunogues,66106,commune,Riunogues,commune
499,Riunogues (Riunoguers),66106,,Panissars,
500,Saint-Jean-Pla-de-Corts,66178,commune,Saint-Jean-Pla-de-Corts,commune
501,Saint-Jean-Pla-de-Corts (Sant Joan Pla de Corts),66178,,Bosqueros,
502,Saint-Jean-Pla-de-Corts (Sant Joan Pla de Corts),66178,,Castellet,
503,Saint-Jean-Pla-de-Corts (Sant Joan Pla de Corts),66178,,Olius,
504,Saint-Jean-Pla-de-Corts (Sant Joan Pla de Corts),66178,,Palau,
505,Saint-Jean-Pla-de-Corts (Sant Joan Pla de Corts),66178,,Vilarsell,
506,Saint-Laurent-de-Cerdans,66179,commune,Saint-Laurent-de-Cerdans,commune
507,Saint-Laurent-de-Cerdans (Sant Llorenç de Cerdans),66179,,Mas Boadella,
508,Saint-Laurent-de-Cerdans (Sant Llorenç de Cerdans),66179,,La Cabana,
509,Saint-Laurent-de-Cerdans (Sant Llorenç de Cerdans),66179,,Cremadells,
510,Saint-Laurent-de-Cerdans (Sant Llorenç de Cerdans),66179,,La Farga del Mig,
511,Saint-Laurent-de-Cerdans (Sant Llorenç de Cerdans),66179,,Les Planes,
512,Saint-Laurent-de-Cerdans (Sant Llorenç de Cerdans),66179,,"Serra de Montnegre, mas Montner",
513,Saint-Laurent-de-Cerdans (Sant Llorenç de Cerdans),66179,,El Terme i mas Noell,
514,Saint-Marsal,66183,commune,Saint-Marsal,commune
515,Serralongue,66194,commune,Serralongue,commune
516,Serralongue (Serrallonga),66194,,L’Abadia,
517,Serralongue (Serrallonga),66194,,Cabrenç,
518,Serralongue (Serrallonga),66194,,Falgós,
519,Serralongue (Serrallonga),66194,,Fornells,
520,Serralongue (Serrallonga),66194,,Galdares,
521,Serralongue (Serrallonga),66194,,El Gau,
522,Serralongue (Serrallonga),66194,,Les Illes,
523,Taillet,66199,commune,Taillet,commune
524,Taillet (Tallet),66199,,Nogareda,
525,Taillet (Tallet),66199,,Nostra Senyora del Roure,
526,Le Tech,66206,,Le Tech,
527,Tech (El Tech),66206,,Benat,
528,Tech (El Tech),66206,,Comalada,
529,Tech (El Tech),66206,,Cos,
530,Tech (El Tech),66206,,La Llau,
531,Tech (El Tech),66206,,Manyaques,
532,Tech (El Tech),66206,,Puig Rodon,
533,Tech (El Tech),66206,,Sant Guillem de Combret,
534,Tech (El Tech),66206,,Les Sitges,
535,Tech (El Tech),66206,,Torre de Cos,
536,Tech (El Tech),66206,,El Ventós,
537,Tech (El Tech),66206,,Vall Fornés,
538,Taulis,66203,commune,Taulis,commune
539,Taulis (Teulís),66203,,Croanques,
540,Vivès,66233,commune,Vivès,commune
541,,,,Aquae Calidae,
542,,,,Camp Cerdà,
543,,,,Cassamoles,
544,,,,Cast,
545,,,,Castellar,
546,,,,Cistells,
547,,,,Coll,
548,,,,Etaloris,
549,,,,Fabrias,
550,,,,Herms,
551,,,,Montagut,
552,Ayguatébia,66010,commune,Ayguatébia,commune
553,Ayguatébia (Aiguatèbia),66010,,Trappa,
554,Arboussols,66007,commune,Arboussols,commune
555,Arboussols (Arbussols),66007,,Marcèvol,
556,Arboussols (Arbussols),66007,,"Nossa, Coma Calenta",
557,Arboussols (Arbussols),66007,,"Oltrera, Dotrera",
558,La Cabanasse,66027,commune,La Cabanasse,commune
559,la Cabanasse (la Cabanassa),66027,,La Perxa,
560,la Cabanasse (la Cabanassa),66027,,Pujol,
561,Campôme,66034,commune,Campôme,commune
562,Campôme (Campome),66034,,Fornols,
563,Campôme (Campome),66034,,Paracolls,
564,Canaveilles,66036,commune,Canaveilles,commune
565,Canaveilles (Canavelles),66036,,Castell de Niovol,
566,Canaveilles (Canavelles),66036,,Les Caussines,
567,Canaveilles (Canavelles),66036,,"Erola, Cerola",
568,Canaveilles (Canavelles),66036,,Llar,
569,Casteil,66043,commune,Casteil,commune
570,Casteil (Castell),66043,,Pla Guillem,
571,Casteil (Castell),66043,,Sant Martí de Canigó,
572,Casteil (Castell),66043,,Torre de Goa,
573,Catllar,66045,commune,Catllar,commune
574,Catllar (Catllà),66045,,La Illa,
575,Catllar (Catllà),66045,,Nostra Senyora de Riquer,
576,Catllar (Catllà),66045,,Sant Jaume de Calahons,
577,Caudiès-de-Conflent,66047,commune,Caudiès-de-Conflent,commune
578,Clairà,66050,commune,Clairà,commune
579,Clairà (Clarà),66050,,Orgeres,
580,Clairà (Clarà),66050,,Sant Esteve de Pomers,
581,Clairà (Clarà),66050,,Villerach,
582,Codalet,66052,commune,Codalet,commune
583,Codalet,66052,,Sant Joan de Dosserons,
584,Codalet,66052,,Sant Miquel de Cuixà,
585,Conat,66054,commune,Conat,commune
586,Conat,66054,,Arletes,
587,Conat,66054,,Eroles,
588,Conat,66054,,Nabilles,
589,Conat,66054,,Santa Creu,
590,Conat,66054,,Santa Margarida,
591,Conat,66054,,Vellans,
592,Corneilla-de-Conflent,66057,commune,Corneilla-de-Conflent,commune
593,Corneilla-de-Conflent (Cornellà de Conflent),66057,,Embullà,
594,Corneilla-de-Conflent (Cornellà de Conflent),66057,,Les Molleres,
595,Corneilla-de-Conflent (Cornellà de Conflent),66057,,"Sant Climent de Sagamà, ou de la Serra",
596,Escaro,66068,commune,Escaro,commune
597,Escaro (Escaró),66068,,Sant Jaume de Camerola,
598,Escaro (Escaró),66068,,Aigues Caldes,
599,Escaro (Escaró),66068,,Aituà,
600,Escaro (Escaró),66068,,Vall Marsana,
601,Escaro (Escaró),66068,,Veïnat d’Amunt,
602,Escaro (Escaró),66068,,Veïnat d’Avall,
603,Espira-de-Conflent,66070,commune,Espira-de-Conflent,commune
604,Espira-de-Conflent (Espirà de Conflent),66070,,Brandi,
605,Espira-de-Conflent (Espirà de Conflent),66070,,Gujach,
606,Espira-de-Conflent (Espirà de Conflent),66070,,Noda,
607,Espira-de-Conflent (Espirà de Conflent),66070,,Les Penades,
608,Espira-de-Conflent (Espirà de Conflent),66070,,La Vall d’Espirà,
609,Espira-de-Conflent (Espirà de Conflent),66070,,Vallorrera,
610,Estoher,66073,commune,Estoher,commune
611,Estoher,66073,,Llech,
612,Estoher,66073,,Sant Joan de Seners,
613,Eus,66074,commune,Eus,commune
614,Eus,66074,,Cavalera,
615,Eus,66074,,Coma,
616,Eus,66074,,Costeirague,
617,Eus,66074,,Interrius,
618,Eus,66074,,Planiols,
619,Eus,66074,,Stanyils,
620,Eus,66074,,Terrades,
621,Eus,66074,,Torrent,
622,Fillols,66078,commune,Fillols,commune
623,Fillols,66078,,Coll de Milleres,
624,Fillols,66078,,Fangà,
625,Fillols,66078,,Ligirà,
626,Fillols,66078,,Sant Pere,
627,Finestret,66079,commune,Finestret,commune
628,Finestret,66079,,Casamals,
629,Finestret,66079,,Marbet,
630,Finestret,66079,,Massà,
631,Finestret,66079,,Quers,
632,Finestret,66079,,Sahilla,
633,Fontpédrouse,66080,commune,Fontpédrouse,commune
634,Fontpédrouse (Fontpedrosa),66080,,Aigues,
635,Fontpédrouse (Fontpedrosa),66080,,Prats Balaguer,
636,Fontpédrouse (Fontpedrosa),66080,,Sant Romà,
637,Fontpédrouse (Fontpedrosa),66080,,Sant Tomàs,
638,Fuilla,66085,commune,Fuilla,commune
639,Fuilla (Fullà),66085,,Badabany,
640,Fuilla (Fullà),66085,,Batipalma,
641,Fuilla (Fullà),66085,,La Bulella,
642,Fuilla (Fullà),66085,,"Cassanet, ou Veinat del Mig",
643,Fuilla (Fullà),66085,,"Cercet, ou Veinat d’Amunt",
644,Fuilla (Fullà),66085,,Era,
645,Fuilla (Fullà),66085,,Els Inferms,
646,Fuilla (Fullà),66085,,Sant Pere de la Roca,
647,Glorianes,66086,commune,Glorianes,commune
648,Glorianes,66086,,Arenyanes,
649,Glorianes,66086,,Foixà,
650,Glorianes,66086,,Mas de l’Alsina,
651,Glorianes,66086,,Sofrunys,
652,Joch,66089,commune,Joch,commune
653,Jujols,66090,commune,Jujols,commune
654,Jujols (Jújols),66090,,Claranell,
655,Jujols (Jújols),66090,,Santa Coloma del Castelló,
656,La Llagonne,66098,commune,La Llagonne,commune
657,la Llagonne (la Llaguna),66098,,Els Cortals,
658,la Llagonne (la Llaguna),66098,,Els Pujals,
659,la Llagonne (la Llaguna),66098,,La Quillana,
660,la Llagonne (la Llaguna),66098,,Sant Valentí,
661,Marquixanes,66103,commune,Marquixanes,commune
662,Marquixanes (Marqueixanes),66103,,Roc de Bara,
663,Los Masos,66104,commune,Los Masos,commune
664,Los Masos,66104,,Arboça,
665,Los Masos,66104,,Avellanet,
666,Los Masos,66104,,Favars,
667,Los Masos,66104,,Joncet,
668,Los Masos,66104,,Llonat,
669,Los Masos,66104,,Nostra Senyora del Roure,
670,Los Masos,66104,,La Sacristia,
671,Mantet,66102,commune,Mantet,commune
672,Mantet (Mentet),66102,,Caret,
673,Molitg-les-Bains,66109,commune,Molitg-les-Bains,commune
674,Molitg-les-Bains (Molig),66109,,Els Banys,
675,Molitg-les-Bains (Molig),66109,,Croells,
676,Mont-Louis,66117,commune,Mont-Louis,commune
677,Mont-Louis (Mont Lluís),66117,,Ovança,
678,Mosset,66119,commune,Mosset,commune
679,Mosset,66119,,Els Avellans,
680,Mosset,66119,,La Bastida de Mascardà,
681,Mosset,66119,,Breses,
682,Mosset,66119,,Canalilles,
683,Mosset,66119,,La Carola,
684,Mosset,66119,,Comagelada,
685,Mosset,66119,,Corbiach,
686,Mosset,66119,,Corts,
687,Mosset,66119,,Coveset,
688,Mosset,66119,,Falgueres,
689,Mosset,66119,,Jau,
690,Mosset,66119,,Peralada,
691,Mosset,66119,,Pujols,
692,Mosset,66119,,Queralt,
693,Mosset,66119,,Rodoles,
694,Mosset,66119,,La Rebolleda,
695,Mosset,66119,,Sant Julià,
696,Mosset,66119,,Vedrinyans,
697,Nohèdes,66122,commune,Nohèdes,commune
698,Nohèdes (Nohedes),66122,,Montellà,
699,Nohèdes (Nohedes),66122,,La Roca de Salimans,
700,Nyer,66123,commune,Nyer,commune
701,Nyer,66123,,En,
702,Nyer,66123,,Eixalada,
703,Nyer,66123,,Porcinyans,
704,Nyer,66123,,La Roca de Nyer,
705,Olette,66125,commune,Olette,commune
706,Olette (Oleta),66125,,La Bastida d’Oleta,
707,Olette (Oleta),66125,,Èvol,
708,Olette (Oleta),66125,,La Poma,
709,Olette (Oleta),66125,,Tuhir d’Èvol,
710,Urbanya,66219,commune,Urbanya,commune
711,Urbanya (Orbanyà),66219,,Marsach,
712,Urbanya (Orbanyà),66219,,Martiach,
713,Oreilla,66128,commune,Oreilla,commune
714,Oreilla (Orellà),66128,,Bordoll,
715,Oreilla (Orellà),66128,,Celrà,
716,Oreilla (Orellà),66128,,"Clariana, L’Escotó",
717,Oreilla (Orellà),66128,,Guixà,
718,Oreilla (Orellà),66128,,Maurli,
719,Oreilla (Orellà),66128,,Ocenyes,
720,Oreilla (Orellà),66128,,Turol,
721,Py,66155,commune,Py,commune
722,Py (Pi),66155,,Les Fargues,
723,Py (Pi),66155,,La Plana,
724,Py (Pi),66155,,"Planés, roc de Planés",
725,Py (Pi),66155,,Pla Rossell,
726,Py (Pi),66155,,El Veïnat,
727,Planès,66142,commune,Planès,commune
728,Prades,66149,commune,Prades,commune
729,Prades (Prada),66149,,Balaga,
730,Prades (Prada),66149,,Bohera,
731,Prades (Prada),66149,,Cabanes,
732,Prades (Prada),66149,,"Follonichs, Fonollichs, Fenollix",
733,Prades (Prada),66149,,Mata,
734,Prades (Prada),66149,,Perafita,
735,Prades (Prada),66149,,Sant Martí de Canohà,
736,Railleu,66157,commune,Railleu,commune
737,Ria-Sirach,66161,commune,Ria-Sirach,commune
738,Ria-Sirach (Rià),66161,,Cirach,
739,Ria-Sirach (Rià),66161,,Llúgols,
740,Ria-Sirach (Rià),66161,,Pla de Vall En So,
741,Rigarda,66162,commune,Rigarda,commune
742,Rigarda (Rigardà),66162,,Tarraçà,
743,Rigarda (Rigardà),66162,,Vallorrera,
744,Rigarda (Rigardà),66162,,Vilella,
745,Rodès,66165,commune,Rodès,commune
746,Rodès (Rodés),66165,,La Baur,
747,Rodès (Rodés),66165,,Canoetes,
748,Rodès (Rodés),66165,,Coll de Terranera,
749,Rodès (Rodés),66165,,Croses,
750,Rodès (Rodés),66165,,Domanova,
751,Rodès (Rodés),66165,,Ropidera,
752,Rodès (Rodés),66165,,Sant Pere de Belloch,
753,,,,Vall Agra,
754,Rodès (Rodés),66165,,Vallells,
755,Sahorre,66166,commune,Sahorre,commune
756,Sahorre (Sahorra),66166,,Toren,
757,Sansa,66191,commune,Sansa,commune
758,Sansa (Sansà),66191,,El Castellar,
759,Sansa (Sansà),66191,,La Guardiola,
760,Sansa (Sansà),66191,,La Valleta,
761,Sansa (Sansà),66191,,Volpellach,
762,Saint-Pierre-dels-Forcats,66188,commune,Saint-Pierre-dels-Forcats,commune
763,Saint-Pierre-dels-Forcats (Sant Pere dels Forcats),66188,,Pasquers del Cambre d’Ase,
764,Saint-Pierre-dels-Forcats (Sant Pere dels Forcats),66188,,Riufred,
765,Sauto,66192,commune,Sauto,commune
766,Sauto (Sautó),66192,,Algio,
767,Sauto (Sautó),66192,,La Cassanya,
768,Sauto (Sautó),66192,,Fetges,
769,Sauto (Sautó),66192,,Figamà,
770,Sauto (Sautó),66192,,Gaurat,
771,Serdinya,66193,commune,Serdinya,commune
772,Serdinya (Serdinyà),66193,,"Campreste, Campestre",
773,Serdinya (Serdinyà),66193,,Flaçà,
774,Serdinya (Serdinyà),66193,,Fustanyà,
775,Serdinya (Serdinyà),66193,,La Guàrdia,
776,Serdinya (Serdinyà),66193,,Els Horts,
777,Serdinya (Serdinyà),66193,,Joncet,
778,Serdinya (Serdinyà),66193,,Marinyans,
779,Serdinya (Serdinyà),66193,,Mirles,
780,Serdinya (Serdinyà),66193,,El Solà,
781,Serdinya (Serdinyà),66193,,Els Talls,
782,Souanyas,66197,commune,Souanyas,commune
783,Souanyas (Soanyes),66197,,Maryans,
784,Souanyas (Soanyes),66197,,Molí del Pont Nou,
785,Souanyas (Soanyes),66197,,Sant Colgat,
786,Talau,66010,commune,Talau,commune
787,Talau,66010,,Cabrils,
788,Talau,66010,,Moncles,
789,Talau,66010,,Els Plans,
790,Talau,66010,,Serramitjana,
791,Talau,66010,,Tuèvol,
792,Talau,66010,,Vall del Feu,
793,Tarerach,66201,commune,Tarerach,commune
794,Taurinya,66204,commune,Taurinya,commune
795,Taurinya (Taurinyà),66204,,Berser,
796,Taurinya (Taurinyà),66204,,Corts,
797,Taurinya (Taurinyà),66204,,Llasseres,
798,Thuès-Entre-Valls,66209,commune,Thuès-Entre-Valls,commune
799,Thuès-Entre-Valls (Toès),66209,,Albaret,
800,Thuès-Entre-Valls (Toès),66209,,Entrevalls,
801,Thuès-Entre-Valls (Toès),66209,,Querençà,
802,Thuès-Entre-Valls (Toès),66209,,Les Torres,
803,Baillestavy,66013,commune,Baillestavy,commune
804,Baillestavy (Vallestàvia),66013,,Les Cases,
805,Baillestavy (Vallestàvia),66013,,Llebrera,
806,Baillestavy (Vallestàvia),66013,,Marich,
807,Baillestavy (Vallestàvia),66013,,Mesons,
808,Baillestavy (Vallestàvia),66013,,Tellet,
809,Valmanya,66221,commune,Valmanya,commune
810,Valmanya (Vallmanya),66221,,El Castell,
811,Vernet-les-Bains,66222,commune,Vernet-les-Bains,commune
812,Vernet-les-Bains (Vernet),66222,,"Algadet, Aiguadet",
813,Vernet-les-Bains (Vernet),66222,,Els Banys,
814,Vernet-les-Bains (Vernet),66222,,Sant Sadurní de Vilallonga,
815,Vernet-les-Bains (Vernet),66222,,Sant Vicenç de Camplong,
816,Villefranche-de-Conflent,66223,commune,Villefranche-de-Conflent,commune
817,Villefranche-de-Conflent (Vilafranca de Conflent),66223,,Conomari,
818,Villefranche-de-Conflent (Vilafranca de Conflent),66223,,"Engorner, Vila vella",
819,Villefranche-de-Conflent (Vilafranca de Conflent),66223,,Sant Andreu de Belloch,
820,Villefranche-de-Conflent (Vilafranca de Conflent),66223,,Sant Esteve de Campelles,
821,Villefranche-de-Conflent (Vilafranca de Conflent),66223,,Torres de Badabany,
822,Vinça,66230,commune,Vinça,commune
823,Vinça (Vinçà),66230,,Castelló,
824,Vinça (Vinçà),66230,,Conillach,
825,Vinça (Vinçà),66230,,Sahorla,
826,,,,Santa Magdalena de Nantillà,
827,,,,Alti,
828,,,,Ayalbas,
829,,,,Bruch,
830,,,,Camp,
831,,,,Collsendres,
832,,,,Edio,
833,,,,Espes,
834,,,,Lasinyà,
835,,,,Mahunilles,
836,,,,Mont Aliberga,
837,,,,Puig,
838,,,,Remonivell,
839,,,,Salavert,
840,,,,Saquanton,
841,,,,Uralla,
842,,,,Utes,
843,,,,Vilet,
844,,,,Vitamarios,
845,Les Angles,66004,commune,Les Angles,commune
846,Angles (Els Angles),66004,,Mercadal,
847,Angles (Els Angles),66004,,Vallsera,
848,Fontrabiouse,66081,commune,Fontrabiouse,commune
849,Fontrabiouse (Fontrabiosa),66081,,Esposolla,
850,Formiguères,66082,commune,Formiguères,commune
851,Formiguères (Formiguera),66082,,Caselles,
852,Formiguères (Formiguera),66082,,Vall de Galba,
853,Formiguères (Formiguera),66082,,Vilanova,
854,Matemale,66105,commune,Matemale,commune
855,Matemale (Matamala),66105,,Conangles,
856,Matemale (Matamala),66105,,Creu,
857,Puyvalador,66154,commune,Puyvalador,commune
858,Puyvalador (Puigvalador),66154,,Coll de les Ares,
859,Puyvalador (Puigvalador),66154,,Riutort,
860,Réal,66159,commune,Réal,commune
861,Réal (Real),66159,,Anglars,
862,Réal (Real),66159,,Carramat,
863,Réal (Real),66159,,Odelló,
864,Angoustrine,66005,commune,Angoustrine,commune
865,Angoustrine (Angostrina),66005,,"La Bollosa, Boneshores",
866,Angoustrine (Angostrina),66005,,Lanós,
867,Angoustrine (Angostrina),66005,,Pasquers del Carlit i del Tosal Colomer,
868,Angoustrine (Angostrina),66005,,Puig Perich,
869,Angoustrine (Angostrina),66005,,Sant Martí d’Envalls,
870,Bolquère,66020,commune,Bolquère,commune
871,Caldégas,66025,commune,Caldégas,commune
872,Caldégas (Càldegues),66025,,Onzès,
873,Dorres,66062,commune,Dorres,commune
874,Dorres,66062,,Nostra Senyora de Belloch,
875,Égat,66064,commune,Égat,commune
876,Entveitg,66066,commune,Entveitg,commune
877,Entveitg (Enveig),66066,,Bèna,
878,Entveitg (Enveig),66066,,Brangolí,
879,Entveitg (Enveig),66066,,Feners,
880,Entveitg (Enveig),66066,,Llaura,
881,Entveitg (Enveig),66066,,Maura,
882,Entveitg (Enveig),66066,,La Vinyola,
883,Err,66067,commune,Err,commune
884,Estavar,66072,commune,Estavar,commune
885,Estavar,66072,,Bajanda,
886,Estavar,66072,,Callastre,
887,Estavar,66072,,Palmanill,
888,Eyne,66075,commune,Eyne,commune
889,Font-Romeu,66124,,Font-Romeu,
890,Font-Romeu (Font Romeu),66124,,La Calma,
891,Font-Romeu (Font Romeu),66124,,Bourg-Madame,
892,,,,Hix,
893,Llo,66100,commune,Llo,commune
894,Llo,66100,,Rohet,
895,Llo,66100,,Sant Feliu,
896,Llo,66100,,Torrents,
897,Nahuja,66120,commune,Nahuja,commune
898,Odeillo,66124,commune,Odeillo,commune
899,Odeillo (Odelló),66124,,Vià,
900,Osséja,66130,commune,Osséja,commune
901,Palau-de-Cerdagne,66132,commune,Palau-de-Cerdagne,commune
902,Porta,66146,commune,Porta,commune
903,Porta,66146,,Camp Cardós,
904,Porta,66146,,Cortvassill,
905,Porta,66146,,Querol,
906,Porté,66147,commune,Porté,commune
907,Porté (Portè),66147,,Castell dels Moros,
908,Porté (Portè),66147,,Pimorent,
909,Porté (Portè),66147,,Torre Cerdana,
910,Porté (Portè),66147,,Vall Llobera,
911,Saillagouse,66167,commune,Saillagouse,commune
912,Saillagouse (Sallagosa),66167,,Cases d’Ans,
913,Saillagouse (Sallagosa),66167,,Croells,
914,Saillagouse (Sallagosa),66167,,Ro,
915,Saillagouse (Sallagosa),66167,,La Sponna,
916,Saillagouse (Sallagosa),66167,,Vedrinyans,
917,Sainte-Léocadie,66181,commune,Sainte-Léocadie,commune
918,Sainte-Léocadie (Santa Llocaya),66181,,Concellabre,
919,Sainte-Léocadie (Santa Llocaya),66181,,Llus,
920,Sainte-Léocadie (Santa Llocaya),66181,,Palau,
921,Sainte-Léocadie (Santa Llocaya),66181,,Set,
922,Sainte-Léocadie (Santa Llocaya),66181,,Vall Famelga,
923,Sainte-Léocadie (Santa Llocaya),66181,,Vall Sadolla,
924,Targasonne,66202,commune,Targasonne,commune
925,Targasonne (Targasona),66202,,Pardinella,
926,Targasonne (Targasona),66202,,Torba,
927,Targasonne (Targasona),66202,,Vilalta,
928,Latour-de-Carol,66095,commune,Latour-de-Carol,commune
929,Latour-de-Carol (la Tor de Querol),66095,,Cedret i Llinars,
930,Latour-de-Carol (la Tor de Querol),66095,,Iravals,
931,Latour-de-Carol (la Tor de Querol),66095,,Quers,
932,Latour-de-Carol (la Tor de Querol),66095,,Riutès,
933,Latour-de-Carol (la Tor de Querol),66095,,Salit,
934,Latour-de-Carol (la Tor de Querol),66095,,Santa Eulària,
935,Ur,66218,commune,Ur,commune
936,,,,Florí,
937,Valcebollère,66220,commune,Valcebollère,commune
938,Valcebollère (Vallcebollera),66220,,Corbera,
939,Valcebollère (Vallcebollera),66220,,El Puig,
940,Villeneuve-des-Escaldes,66005,commune,Villeneuve-des-Escaldes,commune
941,Villeneuve-des-Escaldes (Vilanova de les Escaldes),66005,,Les Escaldes,
942,,,commune,Alp,commune
943,,,,Coma,
944,,,,Nostra Senyora de l’Ovella,
945,,,,Puig de Nadalia,
946,,,,Salteguell,
947,,,,Sant Esteve de Umfred,
948,,,,Segramorta,
949,,,commune,Aranser,commune
950,,,,Castell de Queralt,
951,,,,Musser,
952,,,commune,Aristot,commune
953,,,,Castellnou de Carcolse,
954,,,,Sant Vicenç de Pinsent,
955,,,,Torrents,
956,,,commune,Arseguell,commune
957,,,commune,Bellver,commune
958,,,,Baltarga,
959,,,,Beders,
960,,,,Bor,
961,,,,Caborriu,
962,,,,Cardils,
963,,,,Cortariu,
964,,,,Galliçà de Talló,
965,,,,Grassantul,
966,,,,Ingla,
967,,,,Navascort,
968,,,,Nefol,
969,,,,Olia,
970,,,,Pedra,
971,,,,Pi,
972,,,,Riu de Santa Maria,
973,,,,Santa Eugènia de Nerelia,
974,,,,Santa Magdalena,
975,,,,Talló,
976,,,,Vilar d’Envals,
977,,,,Vilavedra,
978,,,,Vilella,
979,,,commune,Bolvir,commune
980,,,,Mas d’Arvó,
981,,,,Sant Climent de Soler,
982,,,,Talltorta,
983,,,commune,Caixáns,commune
984,,,,Canals,
985,,,,Les Pereres,
986,,,commune,Cava,commune
987,,,,Nasovell,
988,,,,Querforadat,
989,,,commune,Das,commune
990,,,,Mosoll,
991,,,,Pardinella,
992,,,,Sanavastre,
993,,,,Tartera,
994,,,,Vencilles,
995,,,commune,Ellar,commune
996,,,,Cortàs,
997,,,commune,Ger,commune
998,,,,Altajo,
999,,,,Greixar,
1000,,,,Monmelus,
1001,,,,Niula,
1002,,,,Saga,
1003,,,,Sant Pere,
1004,,,commune,Guils,commune
1005,,,,Saneja,
1006,,,,Sant Martí d’Aravó,
1007,,,commune,Isòvol,commune
1008,,,,Alf,
1009,,,,All,
1010,,,,L’Arraval,
1011,,,,Olopte,
1012,,,,Quadres,
1013,,,commune,Llès,commune
1014,,,,Caborriu de la Llosa,
1015,,,,Embret,
1016,,,,La Llosa,
1017,,,,Sallent,
1018,,,,Sanillers,
1019,,,,Travesseres,
1020,,,,Valiella,
1021,,,commune,Llívia,commune
1022,,,,Cereja,
1023,,,,Gorguja,
1024,,,commune,Maranges,commune
1025,,,,Gerul,
1026,,,commune,Montellà,commune
1027,,,,Castelló,
1028,,,,Esconsa,
1029,,,,Martinet,
1030,,,,Sant Martí dels Castells,
1031,,,,Sant Romà,
1032,,,commune,Prats i Samsor,commune
1033,,,,Pedrances,
1034,,,,Saig,
1035,,,,Samsor,
1036,,,commune,Prullans,commune
1037,,,,Anàs,
1038,,,,Anes,
1039,,,,Ardòvol,
1040,,,,Avol,
1041,,,,Castell de Miralles,
1042,,,commune,Puigcerdà,commune
1043,,,,Pallarols,
1044,,,,Rigolisa,
1045,,,,Ventajola,
1046,,,commune,Riu de Pedra,commune
1047,,,,Canals,
1048,,,commune,Talltendre,commune
1049,,,,Orden,
1050,,,commune,Toloriu,commune
1051,,,,Bar,
1052,,,,Barbuja,
1053,,,,Pont de Bar,
1054,,,commune,Urg,commune
1055,,,,Casa Sus,
1056,,,,Escadars,
1057,,,,Estoll,
1058,,,,Suriguerola i Suriguera,
1059,,,,El Vilar,
1060,,,commune,Urus,commune
1061,,,commune,Vilallobent,commune
1062,,,,Aja,
1063,,,commune,Vilech i Estana,commune
1064,,,,Beixech,
1065,,,,Abiell,
1066,,,,Bau,
1067,,,,Burrizella,
1068,,,,Ses Cases,
1069,,,,Castell de Pellencha,
1070,,,,"Obag, Baga",
1071,,,,Padravet,
1072,,,,Pardinella,
1073,,,,"Lo Pla, El Pla",
1074,,,,"Lo Solà, El Solà",
1075,,,,Tolosa,
1076,,,,Torba,
1077,,,,Tremes Portes,
1078,,,,Tresmals,
1080,Ansignan,66006,commune,Ansignan,commune
1081,Bélesta,66019,commune,Bélesta,commune
1082,Bélesta (Belestar),66019,,Caladroer,
1083,Bélesta (Belestar),66019,,Jonqueroles,
1084,Bélesta (Belestar),66019,,Llebrers,
1085,Campoussy,66035,commune,Campoussy,commune
1086,Campoussy (Campursi),66035,,Palmes,
1087,Caramany,66039,commune,Caramany,commune
1088,Cassagnes,66042,commune,Cassagnes,commune
1089,Cassagnes (Cassanyes),66042,,Cuixós,
1090,Cassagnes (Cassanyes),66042,,Pleus,
1091,Caudiès-de-Fenouillèdes,66046,commune,Caudiès-de-Fenouillèdes,commune
1092,Caudiès-de-Fenouillèdes (Caudiers de Fenolledès),66046,,Io Bouich,
1093,Caudiès-de-Fenouillèdes (Caudiers de Fenolledès),66046,,Nostro Dono de la Val,
1094,Caudiès-de-Fenouillèdes (Caudiers de Fenolledès),66046,,Sant Jaume,
1095,Saint-Arnac,66169,commune,Saint-Arnac,commune
1096,Saint-Arnac (Centernach),66169,,Borrad,
1097,Saint-Arnac (Centernach),66169,,Derch,
1098,Feilluns,66076,commune,Feilluns,commune
1099,Fenouillet,66077,commune,Fenouillet,commune
1100,,,,Castelfisel,
1101,Fenouillet (Fenollet),66077,,Sabardà,
1102,Fenouillet (Fenollet),66077,,Tullà,
1103,Fosse,66083,commune,Fosse,commune
1104,Fosse (Fossa),66083,,Les Cabanes,
1105,Fosse (Fossa),66083,,Perles,
1106,Lansac,66092,commune,Lansac,commune
1107,Lesquerde,66097,commune,Lesquerde,commune
1108,Maury,66107,commune,Maury,commune
1109,Maury (Maurí),66107,,Querbus,
1110,Montalba-le-Château,66111,commune,Montalba-le-Château,commune
1111,Pézilla-de-Conflent,66139,commune,Pézilla-de-Conflent,commune
1112,Planèzes,66143,commune,Planèzes,commune
1113,Prats-de-Sournia,66151,commune,Prats-de-Sournia,commune
1114,Prats-de-Sournia (Prats de Sornià),66151,,Albas,
1115,Prugnanes,66152,commune,Prugnanes,commune
1116,Rabouillet,66156,commune,Rabouillet,commune
1117,,,,Matapenista,
1118,Rabouillet (Rabolhet),66156,,Pla Llubi,
1119,Rasiguères,66158,commune,Rasiguères,commune
1120,Rasiguères (Rasigueres),66158,,Tornafort,
