article,output6.xml,DT42.xml
DT42-03425,commune de Mably.,commune de Malby         .
DT42-03814,"limite des communes de Cezay, Ailleux et Saint-Martin-la-Sauveté.","limite des communes de Cezay, Allieux et Saint-Martin-la-Sauveté."
DT42-04311,"communes de Bard, d'Écotay-l’Olme et aboutit à ","communes de Bard, d'Écotay et aboutit à "
DT42-05520,communes de Roche et de Saint-Bonnet-le-Courreau.,communes de Roche et de Saint Bonnet-le-Courreau.
DT42-05537,commune d’Essertines-en-Donzy.,commune d'Esserines-en-Donzy         .
DT42-07577,près du village de La Saint-Martin-la-Sauveté.,près du village de La Sauveté.
DT42-11948,"commune d’Écotay-l’Olme, ","commune d'Écotay-l'Olme ou de Moingt         , "
DT42-11948,près de l'Écotay-l’Olme.,près de l'Olme.
