Article	Vedette	Localisation	INSEE_corrigé	Nom_corrigé	Commentaire
DT42-00649	Bedours,	Bedours	non		
DT42-10763	Sagny (La),	Bernarie	non		
DT42-00790	Bernes (Ruisseau de),	Bernes	non		
DT42-00187	Argento,	Bessette	non		
DT42-00854	Bessonnes (Ruisseau des).	Bessonnes	non		
DT42-00890	Bezin (Ruisseau de).	Bezin	non		
DT42-10937	Saint Jacques,	Biefs	non		
DT42-04890	Fon Voduyre,	Biesse	non		
DT42-09090	Pierre Longue,	Biesses	non		
DT42-03694	Croil,	Bigny	non		
DT42-00939	Biouze (Ruisseau de la).	Biouze	non		
DT42-03437	Cosa Grant,	Bissieux	non		
DT42-06867	Lurcieu,	Biterne	non		
DT42-00981	Blancheyre (La),	Blanchère	non		
DT42-01015	Boibieux (Goutte de).	Boibieux	non		
DT42-07835	Montéral (Le),	Bois-de-Montéral	non		
DT42-05520	Gorges-de-la-Goutte-Fière.	Bonnet-le-Courreau	42205	Saint-Bonnet-le-Courreau	
DT42-01351	Bost (Le),	Bost	non		
DT42-01043	Bois-Bagnolles,	Bouchet	non		
DT42-06436	Jonna (Au),	Bourchany	non		
DT42-10112	Recourbet (Gutta de).	Breuil	non		
DT42-01585	Brevenne (La),	Brevenne	non		
DT42-01663	Broutillet (Ruisseau de).	Broutillet	non		
DT42-06634	Layat,	Bruneaux	non		
DT42-09443	Pomariol,	Bruyère	non		
DT42-01751	Siboulet,	Bualière	non		
DT42-01790	Buisson (Ruisseau du).	Buisson	non		
DT42-07903	Montméat (Le),	Burdigne	42028		
DT42-04766	Fontaine-de-la-Pra,	Bussy-Albieu	42030		
DT42-01859	Caillat (Le),	Caillat	non		
DT42-02691	Chatrois,	Caille	non		
DT42-06712	Licheri (La),	Chabaudière	non		
DT42-01671	Bruholes,	Chaise	non		
DT42-07048	Males-Gens (Route des),	Chaize	non		
DT42-08016	Mornant,	Chaize	non		
DT42-03438	Cosanges,	Chalain-d	42037	Chalain-d’Uzore	
DT42-07818	Mont-d'Uzore.	Chalain-d	42037	Chalain-d’Uzore	
DT42-11235	Savier (Ruisseau de).	Chamb	42043	Chambœuf	
DT42-12579	Volvon (Le),	Chamb	42043	Chambœuf	
DT42-02233	Chanéon,	Chamboduc	non		
DT42-02138	Chambut (Ruisseau de).	Chambut	non		
DT42-07695	Monsaude,	Champagny	non		
DT42-07076	Malleval,	Champas	non		
DT42-09412	Pleney,	Champas	non		
DT42-10475	Rochefort,	Chana	non		
DT42-02216	Chanasson (Le),	Chanasson	non		
DT42-09502	Pont-Chambot,	Chandonnet	non		
DT42-02307	Chantereine (Ruisseau de).	Chantereine	non		
DT42-00155	Arbuel (L'),	Chapelle-en-Pélussin	42051		
DT42-00437	Bargeon (Chez),	Chapelle-en-Pélussin	42051		
DT42-02039	Chaises (Les),	Chapelle-en-Pélussin	42051		
DT42-02747	Chaux (Les),	Chapelle-en-Pélussin	42051		
DT42-02907	Chevalier (Chez),	Chapelle-en-Pélussin	42051		
DT42-03092	Clochetière (La),	Chapelle-en-Pélussin	42051		
DT42-03138	Coin (Le),	Chapelle-en-Pélussin	42051		
DT42-03158	Col-de-Grenouse,	Chapelle-en-Pélussin	42051		
DT42-03246	Combe (La),	Chapelle-en-Pélussin	42051		
DT42-03452	Côte (Chez),	Chapelle-en-Pélussin	42051		
DT42-03558	Couronne (La),	Chapelle-en-Pélussin	42051		
DT42-04184	Écharpies (Les),	Chapelle-en-Pélussin	42051		
DT42-05095	Fretta (La),	Chapelle-en-Pélussin	42051		
DT42-05855	Grange-d'Androd,	Chapelle-en-Pélussin	42051		
DT42-07588	Minarie,	Chapelle-en-Pélussin	42051		
DT42-07914	Mont-Monnet,	Chapelle-en-Pélussin	42051		
DT42-08010	Morlarie (La),	Chapelle-en-Pélussin	42051		
DT42-09967	Quinaud,	Chapelle-en-Pélussin	42051		
DT42-11308	Serpents (Les),	Chapelle-en-Pélussin	42051		
DT42-11813	Tressin,	Chapelle-en-Pélussin	42051		
DT42-12444	Villars (Le),	Chapelle-en-Pélussin	42051		
DT42-12526	Vire-Loup,	Chapelle-en-Pélussin	42051		
DT42-02373	Charamelet (Le),	Charamelet	non		
DT42-02383	Charavet (Goutte).	Charavet	non		
DT42-04258	Enfirmarie (L'),	Chareysac	non		
DT42-02665	Chatellutz,	Charizet	non		
DT42-08236	Murcene,	Charizet	non		
DT42-02438	Charmel (Ruisseau de).	Charmet	non		
DT42-08018	Mornant (Trêve),	Châtelard	non		
DT42-12457	Villelongue,	Châtelard	non		
DT42-02706	Chaudolosan,	Châtre	non		
DT42-11569	Temple (Le),	Châtres	non		
DT42-02787	Chavanne (Ruisseau de).	Chavanne	non		
DT42-05006	Fourches (Le Puy des),	Chavanne	non		
DT42-11683	Tirabeusz,	Chavannerin	non		
DT42-02796	Chavannes (Ruisseau de),	Chavannes	non		
DT42-08435	Noyaret,	Chavas	non		
DT42-07292	Martorey (Le),	Chavassieu	non		
DT42-04743	Fons de la Fay,	Chavassieux	non		
DT42-02529	Chastellar (Le),	Chazeaux	non		
DT42-02833	Chazeaux (Ruisseau de).	Chazeaux	non		
DT42-02851	Chazelon (Le),	Chazelon	non		
DT42-02856	Chazol (Le),	Chazol	non		
DT42-00215	Font-Berger,	Chenay	71123		
DT42-02881	Chenevoux (Ruisseau de).	Chenevoux	non		
DT42-06224	Hôpital (L'),	Chénieux	non		
DT42-06862	Luneaux,	Chessieux	non		
DT42-11125	Saloyes,	Chessieux	non		
DT42-08234	Mura Verdun,	Chorigneux	non		
DT42-09100	Pierre Martin,	Chorsin	non		
DT42-05146	Fys,	Ciergue	non		
DT42-05090	Fressenage,	Clapier	non		
DT42-12407	Vigne,	Clapier	non		
DT42-12408	Vigne de la Faye,	Clapier	non		
DT42-12409	Vigne de Sayn,	Clapier	non		
DT42-03090	Clérieux (Ruisseau de),	Clérieux	non		
DT42-03107	Cluzel (Ruisseau du),	Cluzel	non		
DT42-10317	Rives-du-Cluzel,	Cluzel	non		
DT42-03129	Berlançon.	Cohèrette	non		
DT42-03148	Coin (Goutte du),	Coin	non		
DT42-01886	Campanegus,	Coise	non		
DT42-09082	Pierre Folle,	Coise	non		
DT42-08779	Pelletière (La),	Col-de-la-Pelletière	non		
DT42-02728	Chausy Neyri,	Collet	non		
DT42-11247	Scie (Ruisseau de la).	Collet	non		
DT42-03188	Collonge (Goutte de),	Collonge	non		
DT42-03190	Collonges (Ruisseau de).	Collonges	non		
DT42-04357	Estra (L'),	Collonges	non		
DT42-11687	Tissieux,	Collonges	non		
DT42-03278	Combenoire (Ruisseau de).	Combenoire	non		
DT42-00197	Arnauds (Les),	Comelle-Vernay	42069		
DT42-03991	David,	Comelle-Vernay	42069		
DT42-02950	Chiers,	Commelle-Verney	42069		
DT42-03042	Cinq-Vignes,	Commelle-Verney	42069		
DT42-03956	Cussy,	Commelle-Verney	42069		
DT42-05564	Goutailler,	Commelle-Verney	42069		
DT42-02659	Châtellart (Le),	Condamine	non		
DT42-07014	Maladière (La),	Condrieu	‎69064 		
DT42-03373	Contanson (Ruisseau de).	Contanson	non		
DT42-09076	Pierre Folle,	Contéol	non		
DT42-02820	Chavronderie,	Contouvre	42074		
DT42-03389	Corbine (Goutte).	Corbine	non		
DT42-03414	de Lavallon.	Corée	non		
DT42-10792	Saint-Antoine (Chapelle),	Cornillon	42270		
DT42-12498	Vincy,	Cornillon	non		
DT42-03447	Cotatay (Le),	Cotatay	non		
DT42-08712	Pasqualeyra,	Cotatay	non		
DT42-09122	Pierres Folles,	Cousset	non		
DT42-03590	Couzon (Le),	Couzon	non		
DT42-03599	Crappono,	Crappono	non		
DT42-03609	Cremière (Ruisseau de).	Cremière	non		
DT42-06045	Grozeliers,	Crocombe	non		
DT42-05428	Gier,	Croix	42103		
DT42-10465	Roche-des-Fades,	Croix-de-l'Homme-Mort	non		
DT42-02669	Châtelus,	Croix-du-Sud	non		
DT42-06070	Guesa,	Crozet-Pêcher	non		
DT42-03907	Cruzille (Ruisseau de la).	Cruzille	non		
DT42-11388	Soleilhant,	Culieux	non		
DT42-10762	Sagnols (Ruisseau des).	Cussieux	42207		
DT42-02656	Châtellard (Le),	Cys	non		
DT42-00139	Anzonnière (L'),	Débats-Rivière-d'Opras	42084		
DT42-08826	Périer,	Débats-Rivière-d'Oprat	42084		
DT42-09797	Pras (Le),	Desbats-Rivière-d'Opra	42084		
DT42-10190	Révicole,	Doizieux	42085		
DT42-09441	Polognieu (Coste),	Donzellière	non		
DT42-09558	Pont-de-Pierre,	Dorlay	non		
DT42-04217	Écoutay,	Écotay	non		
DT42-04307	Escotay,	Écotay	non		
DT42-04311	Espagnols (Bief des).	Écotay	42087	Écotay-l’Olme	
DT42-02379	Charavant (Le),	Écotay-l	42087	Écotay-l’Olme	
DT42-04219	Charavant.	Écotay-l	42087	Écotay-l’Olme	
DT42-08374	Noalleu,	Écotay-l	42087	Écotay-l’Olme	
DT42-10260	Rigaud,	Écotay-l	42087	Écotay-l’Olme	
DT42-10778	Saillant (Goutte de).	Écotay-l	42087	Écotay-l’Olme	
DT42-11948	Tussieu,	Écotay-l’Olme ou de Moingt	42087	Écotay-l’Olme	
DT42-03499	Côte-Franche,	Éparvier	non		
DT42-01257	Bois-Vert,	Épercieux	42088		
DT42-09498	Berthoud.	Éperdussin	non		
DT42-04744	Fons de les Graules,	Épézy	non		
DT42-08233	Murassi (L),	Essalois	non		
DT42-08621	Palais (Le),	Essalois	non		
DT42-07305	Marturier (Le),	Essards	non		
DT42-12212	Verdunet,	Essards	non		
DT42-05537	Goulier,	Esserines-en-Donzy	42090	Essertines-en-Donzy	
DT42-02365	Chapponay (La),	Essertines-en-Donzy ou de Jas ?	42090	Essertines-en-Donzy	
DT42-02655	Châtellard (Le),	Eyrieux	non		
DT42-04447	Eyrieux (Goutte d'),	Eyrieux	non		
DT42-05928	Grappet (Le),	Fangirons	non		
DT42-04474	Fara (Ruisseau de la).	Fara	non		
DT42-06992	Maladière (La),	Faure	non		
DT42-06699	Leytra,	Faverge	non		
DT42-09107	Pierre Pointue (Grande),	Faverge	non		
DT42-04561	Faye (Ruisseau de la).	Faye	non		
DT42-07006	Maladière (La),	Faye	non		
DT42-12418	Vignes (Les),	Fayet	non		
DT42-04594	Félines (Ruisseau de).	Félines	non		
DT42-07738	Montagniacus,	Feugerolles	non		
DT42-04639	Feuillatey (Ruisseau de).	Feuillatey	non		
DT42-04643	Feuillet (Le),	Feuillet	non		
DT42-04361	Estra Bassa,	Fogère	non		
DT42-04705	Foive (Goutte de),	Foive	non		
DT42-04710	Foix-Doëre (Le),	Foix-Doëre	non		
DT42-04886	Font-Vial (Ruisseau de).	Font-Vial	non		
DT42-00991	Bletaille (La),	Fontaneys	42096		
DT42-02975	Chiron (Le),	Fontanière	non		
DT42-04799	Chiron.	Fontanière	non		
DT42-04804	Fontavin (Ruisseau de).	Fontavin	non		
DT42-08298	Naiz,	Fontvieille	non		
DT42-08481	de Fontvieille.	Fontvieille	non		
DT42-08895	Pescheure.	Fory	non		
DT42-08295	Mutel.	Frachette	non		
DT42-09105	Pierre Plate,	Fraisse	non		
DT42-06079	Gueysi (La),	Frécon	non		
DT42-07056	Mal Garayt,	Frécon	non		
DT42-05103	Frigerin (Le),	Frigerin	non		
DT42-05116	Fromagin (Ruisseau de).	Fromagey	non		
DT42-05126	Fumant (Le),	Fumant	non		
DT42-05129	Fumerle (Goutte),	Fumerle	non		
DT42-05131	Fumouse (La),	Fumouse	non		
DT42-05007	Fourches (Le Puy des),	Furgirolles	non		
DT42-05247	Garde (Ruisseau de la).	Garde	non		
DT42-11077	Saint-Symphorien,	Georges	non		
DT42-02883	Cherblanc,	Gerbodière	non		
DT42-11795	Tremoley,	Gerbodière	non		
DT42-06545	Laléon,	Germagneux	non		
DT42-07737	Montagni,	Gier	non		
DT42-09501	Pont-Brulas,	Gier	non		
DT42-05005	Fourches (Le Puy des),	Giraudière	non		
DT42-05429	Gier (Le),	Givors	69091		
DT42-04296	Escharavay,	Goëly	non		
DT42-05497	Gond (Le),	Gond	non		
DT42-00141	Apagniacus,	Goulesse	non		
DT42-06620	Laval (Ruisseau de).	Goutte	non		
DT42-04239	Églisolle (Bois d'),	Goutte-Claire	non		
DT42-00459	Baronesse (La).	Gouttebaron	non		
DT42-05645	Goutte-Maladière,	Goutteland	non		
DT42-12576	Volpateri,	Gouttes	non		
DT42-00865	Bessy (Le),	Grammont	42102		
DT42-03105	Cluzel (Le),	Grammont	42102		
DT42-07074	Malleval,	Grammont	42102		
DT42-07088	Malpas (Ruisseau de).	Grammont	42102		
DT42-11151	Sapin (Le),	Grammont	42102		
DT42-10243	Richardon,	Granay	non		
DT42-10514	Rochiforneaulx,	Grand-Coin	non		
DT42-01815	Burlat (Rue de),	Grand-Croix	42103		
DT42-03284	Comberigol,	Grand-Croix	42103		
DT42-03385	Corbières,	Grand-Croix	42103		
DT42-03581	Coutanges,	Grand-Croix	42103		
DT42-03735	Croix-de-Bois,	Grand-Croix	42103		
DT42-04094	Dorley (Le),	Grand-Croix	42103		
DT42-05631	Goutte-Combe (La),	Grand-Croix	42103		
DT42-08839	Péronnière (La),	Grand-Croix	42103		
DT42-12074	Valuy (Le Grand),	Grand-Valuy	non		
DT42-04484	Farge (La),	Grandris	non		
DT42-04485	Farge (La),	Grandris	non		
DT42-05818	Grandris (Ruisseau de).	Grandris	non		
DT42-06577	Laon (Rivière de).	Grandris	non		
DT42-08242	Murcins (Petits),	Grands-Murcins	non		
DT42-05918	Granges (Goutte des),	Grange	non		
DT42-05884	Grange-Neuve (Ruisseau de la).	Grange-Neuve	non		
DT42-02546	Chastellart (Le),	Grangent	non		
DT42-02759	Chavallart,	Grangent	non		
DT42-05886	Grangent (Ruisseau de).	Grangent	non		
DT42-08413	Notre-Dame-de-Grangent,	Grangent	non		
DT42-05919	Granges (Goutte des),	Granges	non		
DT42-12512	Violet (Le),	Granges	non		
DT42-05939	Gratte-Jambe (Goutte de),	Gratte-Jambe	non		
DT42-11040	Saint-Roch (Chapelle),	Grénieux	non		
DT42-05978	Grenoux (Goutte),	Grenoux	non		
DT42-01684	Bruloles,	Grézieux	non		
DT42-11027	Saint-Rambert (Ruisseau de).	Grillet	non		
DT42-06519	Lachet (Le),	Grossat	non		
DT42-06050	Grumards (Ruisseau de).	Grumards	non		
DT42-04614	Feronda.	Guizey	non		
DT42-08588	Ozellenchy (L'),	Guizey	non		
DT42-02157	Champanet (Le),	Haut-Champanet	non		
DT42-09493	Pont (Le),	Isable	non		
DT42-06283	Jaboulay (Le),	Jaboulay	non		
DT42-05441	Gimond (La),	Jancenay	non		
DT42-09621	Pont-Nantin,	Janon	non		
DT42-06339	Jareison (Ruisseau de).	Jareison	non		
DT42-05550	Gourgon (Ruisseau de).	Jasserie-de-Gourgon	non		
DT42-00005	Abeleys (Les),	Jeansagnère	42114		
DT42-00965	Blaise,	Jeansagnère	42114		
DT42-01121	Bois-del'Éclera,	Jeansagnère	42114		
DT42-01130	Bois-de-Migois,	Jeansagnère	42114		
DT42-01171	Bois-du-Ché,	Jeansagnère	42114		
DT42-01208	Bois-l'Eversin,	Jeansagnère	42114		
DT42-01862	Cailloux,	Jeansagnère	42114		
DT42-06484	Karemantran,	Jencenas	non		
DT42-01355	Botéon,	Jubilière	non		
DT42-08445	Noyeuse (Goutte).	L'Argentière	non		
DT42-00273	Avoine (L'),	L'Avoine	non		
DT42-00824	Bertrandière (La),	L'Étrat	42092		
DT42-01708	Bruyère (La),	L'Étrat	42092		
DT42-02363	Chapoulet,	L'Étrat	42092		
DT42-02458	Charpenet (Le),	L'Étrat	42092		
DT42-02817	Chavoinière (La),	L'Étrat	42092		
DT42-03334	Communes-Rousses (Les),	L'Étrat	42092		
DT42-03461	Côte (La),	L'Étrat	42092		
DT42-05707	Goutton (Le),	L'Étrat	42092		
DT42-05712	Gouyonnière (La),	L'Étrat	42092		
DT42-06460	Joyaux (Les),	L'Étrat	42092		
DT42-07112	Maniquet (Le),	L'Étrat	42092		
DT42-07395	May (Le),	L'Étrat	42092		
DT42-07973	Montventoux,	L'Étrat	42092		
DT42-07974	Montverdon,	L'Étrat	42092		
DT42-08501	Ollières (Les),	L'Étrat	42092		
DT42-10771	Saigny Chatard,	L'Étrat	42092		
DT42-11637	Thérie (La),	L'Étrat	42092		
DT42-11994	Valancière (La),	L'Étrat	42092		
DT42-12544	Vivert,	L'Étrat	42092		
DT42-06157	Hermus (L'),	L'Hermus	non		
DT42-06303	Jal,	L'Hôpital	non		
DT42-00102	Ambroysel,	L'Hôpital-le-Grand	42108		
DT42-00147	Apreaux (Fossé des),	L'Hôpital-le-Grand	42108		
DT42-00540	Bauberet,	L'Hôpital-le-Grand	42108		
DT42-01551	Bréon,	L'Hôpital-le-Grand	42108		
DT42-02431	Charmat (Le),	L'Hôpital-le-Grand	42108		
DT42-02535	Chastellard (Le),	L'Hôpital-le-Grand	42108		
DT42-07632	Molar (Le),	L'Hôpital-le-Grand	42108		
DT42-08862	Perrier (Le),	L'Hôpital-le-Grand	42108		
DT42-10074	Ravaux (Les),	L'Hôpital-le-Grand	42108		
DT42-11096	Salet,	L'Hôpital-le-Grand	42108		
DT42-11731	Tour (La),	L'Hôpital-le-Grand	42108		
DT42-02693	Chatus,	L'Hôpital-sous-Rochefort	42109		
DT42-09773	Prahal,	L'Hôpital-sous-Rochefort	42109		
DT42-05228	Garde (La),	L'Hôpital-sur-Rochefort	42109		
DT42-00168	Arcs-de-Planaise (Les),	L'Horme	42110		
DT42-00172	Ardennes (Les),	L'Horme	42110		
DT42-01322	Borie (La),	L'Horme	42110		
DT42-02327	Chapelle,	L'Horme	42110		
DT42-02878	Cheneves,	L'Horme	42110		
DT42-05394	Gentialon,	L'Horme	42110		
DT42-06188	Hôpital (L'),	L'Horme	42110		
DT42-07000	Maladière (La),	L'Horme	42110		
DT42-08514	Onzion,	L'Horme	42110		
DT42-09322	Planaize,	L'Horme	42110		
DT42-11037	Saint-Roch (Chapelle),	L'Horme	42110		
DT42-02755	Chavalard (Gourd),	L'Offertal	non		
DT42-08550	Orme (Ruisseau de l').	L'Orme	non		
DT42-06347	Jarjellon.	L'Orme-Vial	non		
DT42-04561	Faye (Ruisseau de la).	La	non		
DT42-07577	Millantin,	La	non		
DT42-05429	Gier (Le),	La-Valla-en-Gier	42322		
DT42-06505	de Clérieux.	Lac	non		
DT42-06573	Langonant (Le),	Langonant	non		
DT42-05556	Gournier (Ruisseau de).	Lapra	non		
DT42-09913	Puy-Chanin,	Leysi	non		
DT42-06730	Limandière (La),	Limandière	non		
DT42-09326	Planche,	Lizeron	non		
DT42-02128	Chambons (Les),	Loire	non		
DT42-02129	Chambons (Les),	Loire	non		
DT42-02131	Chambons (Les),	Loire	non		
DT42-02132	Chambons (Les),	Loire	non		
DT42-08669	Papeterie,	Loire	non		
DT42-09234	Pisse-Vache (Gué de),	Loire	non		
DT42-09654	Port (Le),	Loire	non		
DT42-09655	Port (Le),	Loire	non		
DT42-09657	Port (Le),	Loire	non		
DT42-09659	Port (Le),	Loire	non		
DT42-09660	Port (Le),	Loire	non		
DT42-09661	Port (Le),	Loire	non		
DT42-09662	Port (Le),	Loire	non		
DT42-09665	Port (Le),	Loire	non		
DT42-09672	Port (Le),	Loire	non		
DT42-09673	Port (Domaine du),	Loire	non		
DT42-09679	du Garet,	Loire	non		
DT42-00338	Balbieu,	Loise	non		
DT42-08034	Mortret (Le),	Loise	non		
DT42-06837	Lourdon,	Lourdon	non		
DT42-06939	Maimbœuf (Ruisseau de).	Maimbœuf	non		
DT42-06957	Maisonnette (Ruisseau de).	Maisonnette	non		
DT42-12059	Val Meychinencha,	Malacombe	non		
DT42-07016	Maladière (La),	Maladière	non		
DT42-07028	Malatrat (Ruisseau de).	Malatrat	non		
DT42-07029	Malatray (Le),	Malatray	non		
DT42-03425	Cornillon,	Malby	42127	Mably	
DT42-07050	Maleval,	Maleval	non		
DT42-07665	Molong (Ruisseau de les).	Maleval	non		
DT42-05008	Fourches (Les),	Maligé	non		
DT42-07095	Maltaverne,	Maltaverne	non		
DT42-08527	Orginey,	Marais	non		
DT42-09136	Pignolenchi (La),	Marandinière	non		
DT42-11509	Talanceu,	Marcieu	non		
DT42-07163	Marcieux (Le),	Marcieux	non		
DT42-00268	Aneyron,	Marcilleux	non		
DT42-09064	Pierre de la Fay,	Marcilleux	non		
DT42-09920	Puy Dolent,	Mare	non		
DT42-02524	Chastelard,	Margier	non		
DT42-11568	Temple (Le),	Marlhettes	non		
DT42-07241	Rémur,	Martel	non		
DT42-05363	Gaysi (La),	Marthourey	non		
DT42-09978	Rachassieu,	Marthourey	non		
DT42-09629	Pont Romyer,	Martinière	non		
DT42-12378	Vieilles Fourches (Les),	Martinière	non		
DT42-00112	Andon (Aqua de),	Mas	non		
DT42-06838	Louroux,	Mas	non		
DT42-07337	Mas (Goutte du).	Mas	non		
DT42-08637	Pierres-du-Diable.	Massard	non		
DT42-07450	Méonet,	Méons	non		
DT42-07460	Merdan (Le),	Merdan	non		
DT42-03954	Cussilieu,	Mérignieux	non		
DT42-03964	Dalmeys (Les),	Meylieu-Montrond	42149		
DT42-09133	Pigeonnier (Le),	Meylieu-Montrond	42149		
DT42-04750	Fons Subeyrona,	Miseriec	non		
DT42-07670	Monatte (Ruisseau de).	Monatte	non		
DT42-08625	Palais (Le),	Monchal	42148		
DT42-07199	Marignieu,	Monfollet	non		
DT42-07797	Montchaon,	Mons	non		
DT42-08239	Murcent,	Mons	non		
DT42-03580	Coustanges,	Monsalson	non		
DT42-07284	Martorey (Au),	Monsupt	non		
DT42-07480	Mérigneux,	Monsupt	non		
DT42-10888	Sainte-Marie-Madeleine,	Monsupt	non		
DT42-01359	Bothéon,	Mont	non		
DT42-06476	Junzeu,	Mont	non		
DT42-07286	Martorey (Croix-du),	Mont	non		
DT42-07723	Mont (Ruisseau du).	Mont	non		
DT42-07725	Mont (Ruisseau du).	Mont	non		
DT42-07925	Montoroulx,	Mont	non		
DT42-06990	Maladière (La),	Mont-Charette	non		
DT42-02694	Chatus,	Montaillard	non		
DT42-05467	Girinenchy (La Combe),	Montanary	non		
DT42-11586	Terrasse (La),	Montat	non		
DT42-07467	Merdaret (Le),	Montaud	non		
DT42-07780	Montceau (Ruisseau du).	Montceau	non		
DT42-01484	Bouthéon,	Montcel	non		
DT42-06471	Jullimieu,	Montcel	non		
DT42-07476	Merdoux,	Montcel	non		
DT42-07787	Montcel (Ruisseau du).	Montcel	non		
DT42-07820	Monteaud (Ruisseau de).	Monteaud	non		
DT42-07832	Montellier (Le),	Montellier	non		
DT42-08275	Muret,	Monterno	non		
DT42-07857	Montfurmier (Ruisseau de).	Montfurmier	non		
DT42-06339	Jareison (Ruisseau de).	Montjonier	non		
DT42-10938	Saint Jasserand,	Montmain	non		
DT42-10784	Saint-Alban (Ruisseau de).	Montousse	non		
DT42-12385	Vies Forches,	Montrond	non		
DT42-04444	Excluses (Les),	Morands	non		
DT42-00615	Beaurevert,	Mornant	42151		
DT42-02187	Champs,	Mornant	42151		
DT42-02208	Chanal (La),	Mornant	42151		
DT42-03449	Cotayet (Le),	Mornant	42151		
DT42-08293	Mussieu (Le),	Mornant	42151		
DT42-09784	Pralong (Le).	Mornant	42151		
DT42-11692	Tivernols,	Mornant	42151		
DT42-09979	Rachassieu,	Mornantet	non		
DT42-01312	Borbol,	Motte	non		
DT42-06676	Lestra,	Motte	non		
DT42-08026	Morta Aygua,	Motte	non		
DT42-09624	Pont Petinot,	Motte	non		
DT42-08050	Mouchet (Ruisseau du).	Mouchet	non		
DT42-11516	Talon (Le),	Moulin-Talon	non		
DT42-08210	Mourier (Ruisseau du).	Mourier	non		
DT42-08231	Muraille (La),	Mulsant	non		
DT42-07540	Mi-Carême,	Mure	non		
DT42-08307	Nantas (Ruisseau de).	Nantas	non		
DT42-10252	Nantey.	Nantas	non		
DT42-11468	Suelz (El),	Neyranche	non		
DT42-04433	Étrat (L'),	Noailleux	non		
DT42-00177	Ardilles (Les),	Notre-Dame-de-Boisset	42161		
DT42-00502	Bas-de-Rhins,	Notre-Dame-de-Boisset	42161		
DT42-01463	Bournat,	Notre-Dame-de-Boisset	42161		
DT42-01600	Brillet,	Notre-Dame-de-Boisset	42161		
DT42-01823	Bussière,	Notre-Dame-de-Boisset	42161		
DT42-02610	Château-Noir,	Notre-Dame-de-Boisset	42161		
DT42-03759	Croix-Denis,	Notre-Dame-de-Boisset	42161		
DT42-06302	Jailly,	Notre-Dame-de-Boisset	42161		
DT42-06622	Lavally,	Notre-Dame-de-Boisset	42161		
DT42-06672	Lespinasse,	Notre-Dame-de-Boisset	42161		
DT42-07306	Marvallin,	Notre-Dame-de-Boisset	42161		
DT42-07746	Montaigut,	Notre-Dame-de-Boisset	42161		
DT42-08557	Ormes (Les),	Notre-Dame-de-Boisset	42161		
DT42-10693	Ruisse (La),	Notre-Dame-de-Boisset	42161		
DT42-12058	Vally (La),	Notre-Dame-de-Boisset	42161		
DT42-08438	Noyer (Ruisseau du).	Noyer	non		
DT42-07370	Matour.	Noyvant	non		
DT42-08451	Nus (Ruisseau de).	Nus	non		
DT42-06832	Loup Pendu,	Oblette	non		
DT42-09095	Pierre Martin,	Oblette	non		
DT42-03350	Condamina (La),	Odenet	non		
DT42-06274	Isérable (L'),	Odenet	non		
DT42-08236	Murcene,	Odenet	non		
DT42-08464	Odiberts (Ruisseau des).	Odiberts	non		
DT42-02379	Charavant (Le),	Olme	42087	Écotay-l’Olme	
DT42-04219	Charavant.	Olme	42087	Écotay-l’Olme	
DT42-08374	Noalleu,	Olme	42087	Écotay-l’Olme	
DT42-10260	Rigaud,	Olme	42087	Écotay-l’Olme	
DT42-10778	Saillant (Goutte de).	Olme	42087	Écotay-l’Olme	
