Article	Vedette	Localisation	INSEE_corrigé	Nom_corrigé	Commentaire
DT18-05499	Courioux (Le),	Angillon	18047	Chapelle d’Angillon	
DT18-13114	Raimonds (Les),	Angillon	18047	Chapelle d’Angillon	
DT18-14177	Sarceau (Le Ruisseau de),	Angillon	18047	Chapelle d’Angillon	
DT18-08062	Gonne (La),	Arcamps	18009	Arcomps	
DT18-00053	Aillan,	Aubois	18017	Augy-sur-l’Aubois	
DT18-00064	Aizières,	Aubois	18017	Augy-sur-l’Aubois	
DT18-00079	Allards (Les),	Aubois	18017	Augy-sur-l’Aubois	
DT18-00082	Allemands (Les),	Aubois	18017	Augy-sur-l’Aubois	
DT18-00237	Arnauderie (L’),	Aubois	18017	Augy-sur-l’Aubois	
DT18-00242	Arnon,	Aubois	18017	Augy-sur-l’Aubois	
DT18-00309	Aubois (L’),	Aubois	18017	Augy-sur-l’Aubois	
DT18-00358	Augerons (Les),	Aubois	18017	Augy-sur-l’Aubois	
DT18-00414	Auzière (L’),	Aubois	18017	Augy-sur-l’Aubois	
DT18-00749	Bâtardeau (Le),	Aubois	18017	Augy-sur-l’Aubois	
DT18-01190	Bergeries (Les),	Aubois	18017	Augy-sur-l’Aubois	
DT18-01330	Berthomiers (Les),	Aubois	18017	Augy-sur-l’Aubois	
DT18-01445	Bicharderie (La),	Aubois	18017	Augy-sur-l’Aubois	
DT18-01493	Billatterie (La),	Aubois	18017	Augy-sur-l’Aubois	
DT18-01620	Bloux,	Aubois	18017	Augy-sur-l’Aubois	
DT18-01993	Bondonnats (Les),	Aubois	18017	Augy-sur-l’Aubois	
DT18-02004	Bondouées (Les),	Aubois	18017	Augy-sur-l’Aubois	
DT18-02511	Bourgogne (La),	Aubois	18017	Augy-sur-l’Aubois	
DT18-02534	Bourin,	Aubois	18017	Augy-sur-l’Aubois	
DT18-02593	Boutique (La),	Aubois	18017	Augy-sur-l’Aubois	
DT18-02636	Brande-de-Varisson (La),	Aubois	18017	Augy-sur-l’Aubois	
DT18-02664	Bray (Le Grand-),	Aubois	18017	Augy-sur-l’Aubois	
DT18-02837	Brosse (La),	Aubois	18017	Augy-sur-l’Aubois	
DT18-02968	Brusques (Les),	Aubois	18017	Augy-sur-l’Aubois	
