Article	Vedette	Localisation	INSEE_corrigé	Nom_corrigé	Commentaire
DT02-02343	Fontaine-Saint-Pierre,	Ancy	non		
DT02-04270	Muzon (Le),	Ancy	non		
DT02-04971	Rateint-Tout (Le),	Anguilcourt-le-Sart	02017		
DT02-05541	Sart (Le),	Anguilcourt-le-Sart	02017		
DT02-05601	Senancourt,	Anguilcourt-le-Sart	02017		
DT02-05713	Tartre (Le),	Artaud	02555	Nogent-l’Artaud	
DT02-04473	Patis,	Astonges	02026	Artonges	
DT02-04788	Pont-Givart,	Auménancourt-le-Grand	51025		
DT02-04788	Pont-Givart,	Auménancourt-le-Petit	51026		
DT02-02844	Hannot,	Barenton-Cel	02047		
DT02-05383	Saint-Georges,	Barenton-Cel	02047		
DT02-01571	Commune (La),	Bassevelle	77024		
DT02-00191	Aulers,	Bassoles	02052		
DT02-06230	Visigneux,	Berzy	02077		
DT02-00733	Bouleau,	Besny-et-Loizy	02080		
DT02-02646	Grande-Montagne (La),	Besny-et-Loizy	02080		
DT02-02919	Hayette (La),	Besny-et-Loizy	02080		
DT02-03235	Loizy,	Besny-et-Loizy	02080		
DT02-03800	Montfendu,	Besny-et-Loizy	02080		
DT02-04557	Petite-Montagne (La),	Besny-et-Loizy	02080		
DT02-05330	Saint-André,	Besny-et-Loizy	02080		
DT02-01774	Craulart,	Camelin-et-le-Fresne	02140		
DT02-02450	Franc-Quartier (Le),	Camelin-et-le-Fresne	02140		
DT02-02464	Fresne (Le),	Camelin-et-le-Fresne	02140		
DT02-02611	Gournay,	Camelin-et-le-Fresne	02140		
DT02-03498	Marivaux,	Camelin-et-le-Fresne	02140		
DT02-04363	Odancourt,	Camelin-et-le-Fresne	02140		
DT02-05131	Romery,	Camelin-et-le-Fresne	02140		
DT02-05760	Tiercelot,	Camelin-et-le-Fresne	02140		
DT02-06059	Vendangeoir (Le),	Camelin-et-le-Fresne	02140		
DT02-06257	Voisin,	Camelin-et-le-Fresne	02140		
DT02-01069	Carrière-Jean-Leclerc,	Carrière-du-Sourd	non		
DT02-00104	Arbenoy (L’),	Cense-aux-Lièvres	non		
DT02-02454	Franquet (Le),	Charme	02165		
DT02-04857	Prémont,	Choigny	02123		
DT02-05746	Thierret,	Clacy-et-Thierret	02196		
DT02-00899	Brulis,	Coincy-l’Abbaye	02203		
DT02-05823	Tournelle (La),	Coincy-l’Abbaye	02203		
DT02-06064	Vendières,	Coincy-l’Abbaye	02203		
DT02-06236	Vivier (Le),	Coincy-l’Abbaye	02203		
DT02-00019	Acolevi,	Comin	02106		
DT02-00036	Aisne,	Compiègne	60159		
DT02-00206	Aunois (L’),	Coucy	non		
DT02-00202	Aumencourt,	Couvron	02231		
DT02-01047	Carrefour-des-Cornillards (Le),	Dampleux	02259		
DT02-01827	Croix-de-Dampleux (La),	Dampleux	02259		
DT02-04957	Ramée (La),	Dampleux	02259		
DT02-00324	Basse-Boulogne,	Empire	02417	Lempire	
DT02-03326	Maison-Berton (La),	Erloy	02283	Erlon	
DT02-04988	Regnaval,	Erloy	02283	Erlon	
DT02-01094	Castellaria,	Faucouzy	02491		
DT02-02794	Gueules (Ru des),	Folie	non		
DT02-03310	Mahuroque,	Fontaine-des-Pauvres	non		
DT02-00013	Aboilard,	Froidmont-Cohartille	02338		
DT02-00425	Bécheret,	Froidmont-Cohartille	02338		
DT02-01061	Carrière-de-Paul (La),	Froidmont-Cohartille	02338		
DT02-01541	Cohartille,	Froidmont-Cohartille	02338		
DT02-00979	Caillomont,	Gronart	02357		
DT02-03233	Loiselet,	Gronart	02357		
DT02-00554	Blancmont,	Grugis	02359		
DT02-00467	Bellevue,	Hérie-la-Viéville	02378		
DT02-00835	Bretagne,	Hérie-la-Viéville	02378		
DT02-02553	Gilcart,	Hérie-la-Viéville	02378		
DT02-05672	Sourd (Le),	Hérie-la-Viéville	02378		
DT02-06142	Viéville (La),	Hérie-la-Viéville	02378		
DT02-02768	le Moulin-Grison,	Jancourt	02390		
DT02-01017	Vilcar,	Landifay	02403		
DT02-03114	Landercourt,	Lehaucourt	02374		
DT02-05677	Fins-Étroits (Les),	Lehaucourt	02374		
DT02-04409	Ourcq,	Lizy-sur-Ourcq	02434		
DT02-00220	Aventure (L’),	Lœuilly	02423		
DT02-00265	Banc-de-Pierre (Le),	Lœuilly	02423		
DT02-00474	Bellois,	Lœuilly	02423		
DT02-01431	Cher-Temps (Le),	Longpré	non		
DT02-03237	Royot,	Malaise	02020		
DT02-03796	la Carrière,	Marizy-le-Grand	02466		
DT02-04689	Plaine (La),	Marle-et-Behaine	02468		
DT02-04934	Queue-de-la-Tombelle (La),	Marle-et-Behaine	02468		
DT02-05721	Templet,	Marle-et-Behaine	02468		
DT02-05283	Rue-Grande-Jeanne (La),	Martigny-en-Thiérache	02470		
DT02-05774	Tinens (Bois de),	Martigny-en-Thiérache	02470		
