Article	Vedette	Localisation	INSEE_corrigé	Nom_corrigé	Commentaire
DT58-01858	Chapelle du Lac,	Poussignol-Blismes	58034		
DT58-01935	Chartot (Le),	Poussignol-Blismes	58034		
DT58-02064	Chaume (La),	Poussignol-Blismes	58034		
DT58-02672	Cour (La),	Poussignol-Blismes	58034		
DT58-03281	Étoulle,	Poussignol-Blismes	58034		
DT58-04467	Huis-Perrault (L’),	Poussignol-Blismes	58034		
DT58-04470	Huis-Pierdet (L’),	Poussignol-Blismes	58034		
DT58-04477	Huis-Ravet (L’),	Poussignol-Blismes	58034		
DT58-05104	Maisons-Daras (Les),	Poussignol-Blismes	58034		
DT58-05416	Melouses (Les),	Poussignol-Blismes	58034		
DT58-05497	Meulot,	Poussignol-Blismes	58034		
DT58-06471	Orangerie (L’),	Poussignol-Blismes	58034		
DT58-06907	Plan-Bernard,	Poussignol-Blismes	58034		
DT58-07150	Poussin,	Poussignol-Blismes	58034		
DT58-07358	Quincize,	Poussignol-Blismes	58034		
DT58-07398	Rangleau,	Poussignol-Blismes	58034		
DT58-07693	Rouarant,	Poussignol-Blismes	58034		
DT58-07936	Saint-Oudart,	Poussignol-Blismes	58034		
DT58-08038	Saulas,	Poussignol-Blismes	58034		
DT58-08399	Thibert (La),	Poussignol-Blismes	58034		
DT58-08598	Tuilerie (La),	Poussignol-Blismes	58034		
DT58-08850	Veaumery,	Poussignol-Blismes	58034		
DT58-08860	Velle (La),	Poussignol-Blismes	58034		
DT58-09106	Villard,	Poussignol-Blismes	58034		
DT58-08076	Sauzay (Le),	Brengnon	58038	Breugnon	
DT58-00147	Ruisseau de Vaucreux,	Brinon	58041		
DT58-00158	Asnan,	Brinon	58041		
DT58-00203	Authiou,	Brinon	58041		
DT58-00608	Beuvron (Le),	Brinon	58041		
DT58-01401	Bussy-la-Pesle,	Brinon	58041		
DT58-01568	Challement,	Brinon	58041		
DT58-01629	Champallement,	Brinon	58041		
DT58-01832	Chantole,	Brinon	58041		
DT58-01981	Château (Le),	Brinon	58041		
DT58-02217	Chazeuil-Lavault,	Brinon	58041		
DT58-02283	Chevannes,	Brinon	58041		
DT58-02605	Cornot (Ruisseau de),	Brinon	58041		
DT58-02610	Corvol-d’Embernard,	Brinon	58041		
DT58-02685	Courcelles,	Brinon	58041		
DT58-03168	En-Bel-Air,	Brinon	58041		
DT58-03183	En-Volin,	Brinon	58041		
DT58-03369	Feuilloux,	Brinon	58041		
DT58-03796	Garenne (La),	Brinon	58041		
DT58-03805	Gargouille (La),	Brinon	58041		
DT58-03854	Genièvres (Les),	Brinon	58041		
DT58-03869	Germenay,	Brinon	58041		
DT58-04166	Grenois,	Brinon	58041		
DT58-04348	Héry,	Brinon	58041		
DT58-04641	Lâché,	Brinon	58041		
DT58-05000	Magny (Le),	Brinon	58041		
DT58-05525	Michaugues,	Brinon	58041		
DT58-05899	Moraches,	Brinon	58041		
DT58-06366	Neuilly,	Brinon	58041		
DT58-06378	Neuville-lez-Brinon,	Brinon	58041		
DT58-06606	Passy,	Brinon	58041		
DT58-07918	Saint-Martin-des-Vaux,	Brinon	58041		
DT58-07951	Saint-Révérien,	Brinon	58041		
DT58-00195	Aulbues (Les),	Cercy	58046		
DT58-01770	Champrigault,	Challuy-et-Aglan	58051		
DT58-04654	Laiterie (La),	Challuy-et-Aglan	58051		
DT58-04766	Levées-de-Gimouille (Les),	Challuy-et-Aglan	58051		
DT58-00476	Bel-Air,	Charité	58059		
DT58-00510	Beluciaco (Villa de),	Charité	58059		
DT58-01452	Carcot,	Charité	58059		
DT58-01503	Celle-sur-Nièvre (La),	Charité	58059		
DT58-01806	Champvoux,	Charité	58059		
DT58-01939	Chasnay,	Charité	58059		
DT58-02052	Chaulgnes,	Charité	58059		
DT58-02840	Croix-de-Bois (La),	Charité	58059		
DT58-02901	Crot-Beusche (Le),	Charité	58059		
DT58-03088	Dots (Les),	Charité	58059		
DT58-03091	Douceline (La),	Charité	58059		
DT58-03283	Ettivaux (Les),	Charité	58059		
DT58-03407	Folie (La),	Charité	58059		
DT58-03864	Gérigny,	Charité	58059		
DT58-04098	Grange (La),	Charité	58059		
DT58-04131	Grange-Voida (La),	Charité	58059		
DT58-04895	Loire (La),	Charité	58059		
DT58-05199	Marche (La),	Charité	58059		
DT58-05671	Monplaisir,	Charité	58059		
DT58-06003	Moucheterie (La),	Charité	58059		
DT58-06312	Murlin,	Charité	58059		
DT58-06331	Nannay,	Charité	58059		
DT58-06339	Narcy,	Charité	58059		
DT58-06934	Plauderie (La),	Charité	58059		
DT58-06977	Pointe (La),	Charité	58059		
DT58-07306	Puits-Charles (Le),	Charité	58059		
DT58-07420	Raveau,	Charité	58059		
DT58-07805	Saint-Aubin-les-Forges,	Charité	58059		
DT58-07883	Saint-Joseph,	Charité	58059		
DT58-07891	Saint-Lazare,	Charité	58059		
DT58-07898	Saint-Louis,	Charité	58059		
DT58-08557	Tronsanges,	Charité	58059		
DT58-08742	Varennes-lez-Narcy,	Charité	58059		
DT58-08803	Vaulurais,	Charité	58059		
DT58-09229	Voluray,	Charité	58059		
DT58-00290	Barbiers (Les),	Châteauneuf	58064		
DT58-00484	Bellary,	Châteauneuf	58064		
DT58-00496	Bellevue,	Châteauneuf	58064		
DT58-00530	Bergerie (La),	Châteauneuf	58064		
DT58-00893	Bonneterie (La),	Châteauneuf	58064		
DT58-00925	Bornets (Les),	Châteauneuf	58064		
DT58-01143	Bretollier,	Châteauneuf	58064		
DT58-01597	Chamboyard,	Châteauneuf	58064		
DT58-01609	Chamery,	Châteauneuf	58064		
DT58-02001	Château-de-la-Tour (Le),	Châteauneuf	58064		
DT58-02021	Châtelet (Le),	Châteauneuf	58064		
DT58-02148	Chaumes-de-la-Dupé (Les),	Châteauneuf	58064		
DT58-02927	Crot-Ravard (Le),	Châteauneuf	58064		
DT58-03289	Évêque (L’),	Châteauneuf	58064		
DT58-03501	Fontenaille,	Châteauneuf	58064		
DT58-03531	Forêt (La),	Châteauneuf	58064		
DT58-05454	Mes (Le),	Châteauneuf	58064		
DT58-05691	Mont (Le),	Châteauneuf	58064		
DT58-06034	Moulin (Le),	Châteauneuf	58064		
DT58-06999	Poivrière (La),	Châteauneuf	58064		
DT58-07002	Polin,	Châteauneuf	58064		
DT58-07023	Pont (Le),	Châteauneuf	58064		
DT58-07196	Pré-Long,	Châteauneuf	58064		
DT58-07328	Quatre-Rues (Les),	Châteauneuf	58064		
DT58-07433	Réaux (Les),	Châteauneuf	58064		
DT58-08331	Taules (Les),	Châteauneuf	58064		
DT58-00165	Asvins,	Châteauneuf-au-Val-de-Bargis	58064		
DT58-00146	Aron (L’),	Châtillon	58065		
DT58-00199	Aunay-en-Bazois,	Châtillon	58065		
DT58-00393	Bazolles,	Châtillon	58065		
DT58-00554	Bernière,	Châtillon	58065		
DT58-01195	Brinay,	Châtillon	58065		
DT58-01593	Chambonne,	Châtillon	58065		
DT58-01918	Charne,	Châtillon	58065		
DT58-01982	Château (Le),	Châtillon	58065		
DT58-02060	Chaume (La),	Châtillon	58065		
DT58-02094	Chaume-de-la-Maladrerie (La),	Châtillon	58065		
DT58-02172	Chaumois,	Châtillon	58065		
DT58-02259	Chesne-au-Loup (Le),	Châtillon	58065		
DT58-02399	Chougny,	Châtillon	58065		
DT58-03203	Essart,	Châtillon	58065		
DT58-03205	Essartenes (Campus de),	Châtillon	58065		
DT58-03592	Fosse-au-Porc (La),	Châtillon	58065		
DT58-04099	Grange-Arthé (La),	Châtillon	58065		
DT58-04714	Laudry,	Châtillon	58065		
DT58-05573	Mingot,	Châtillon	58065		
DT58-05791	Mont-en-Bazois,	Châtillon	58065		
DT58-05831	Montigny-sur-Canne,	Châtillon	58065		
DT58-06038	Moulin (Le),	Châtillon	58065		
DT58-06202	Moulin-Neuf (Le),	Châtillon	58065		
DT58-06476	Orgue,	Châtillon	58065		
DT58-06506	Ougny,	Châtillon	58065		
DT58-08184	Soloynne (La),	Châtillon	58065		
DT58-08305	Tamnay,	Châtillon	58065		
DT58-08377	Tezvre,	Châtillon	58065		
DT58-08430	Tintury,	Châtillon	58065		
DT58-09167	Villers (Grange de),	Châtillon	58065		
DT58-06383	Neuzay,	Chaumot	58069		
DT58-07241	Presle,	Chaumot	58069		
DT58-07312	Puy (Le),	Chaumot	58069		
DT58-08116	Selliers (Les),	Chaumot	58069		
DT58-05390	Mazier,	Chazeuil	58070		
DT58-05423	Ménetais (Bois de),	Chazeuil	58070		
DT58-00322	Barsodière (La),	Chevannes-Changy	58071		
DT58-01381	Bussière (La),	Chevannes-Changy	58071		
DT58-01817	Changy,	Chevannes-Changy	58071		
DT58-01953	Chassenay,	Chevannes-Changy	58071		
DT58-02115	Chaume-Lucas (La),	Chevannes-Changy	58071		
DT58-02212	Chazeaux (Les),	Chevannes-Changy	58071		
DT58-03625	Foulon (Le),	Chevannes-Changy	58071		
DT58-04233	Gué-de-Long (Le),	Chevannes-Changy	58071		
DT58-04904	Longsprats (Bois de),	Chevannes-Changy	58071		
DT58-05274	Marmay,	Chevannes-Changy	58071		
DT58-05338	Masserons (Les),	Chevannes-Changy	58071		
DT58-05704	Montagne (La),	Chevannes-Changy	58071		
DT58-06072	Moulin Cassiot (Le),	Chevannes-Changy	58071		
DT58-06147	Moulin de Treigny (Le),	Chevannes-Changy	58071		
DT58-06148	Moulin de Troie-le-Bourg (Le),	Chevannes-Changy	58071		
DT58-06433	Noue (La),	Chevannes-Changy	58071		
DT58-06857	Pions (Les),	Chevannes-Changy	58071		
DT58-07256	Beaulieu,	Chevannes-Changy	58071		
DT58-08509	Treigny,	Chevannes-Changy	58071		
DT58-08580	Tuilerie (La),	Chevannes-Changy	58071		
DT58-00011	Accense-Servant (L’),	Chevenon-Jaugenay	58072		
DT58-02484	Colâtre (La),	Chevenon-Jaugenay	58072		
DT58-03145	Écluse d’Armes,	Chevroche	58073		
DT58-00183	Aubues-de-Chitry (Les),	Chitry	58075		
DT58-05222	Marcy,	Chitry	58075		
DT58-06040	Moulin (Le),	Corvol-Dambernard	58084		
DT58-08076	Sauzay (Le),	Corvol-l	58085		
DT58-00601	Beugnon (Le),	Cours	58086		
DT58-03261	Étang du Fond-Thomas (L’),	Crux	58092		
DT58-08414	Threoys (Les),	Aubigny	58097		
DT58-02716	Court-des-Prés (La),	Dienne	58097		
DT58-04177	Grève (La),	Dienne	58097		
DT58-01671	Champ-de-Couloire,	Dammartin	58099	Dommartin	
DT58-06539	Pain-Perdu (Le),	Dampierre-sur-Nièvre	58101	Dompierre-sur-Nièvre	
DT58-00099	Apis,	Entrains	58109		
DT58-00556	Bernots (Les),	Entrains	58109		
DT58-00566	Berthiers (Les),	Entrains	58109		
DT58-00844	Bois-Martin (Le),	Entrains	58109		
DT58-01133	Brenotz (Bois des),	Entrains	58109		
DT58-01149	Bretonnière (La),	Entrains	58109		
DT58-01179	Breuzard (Bois),	Entrains	58109		
DT58-01207	Brissotterie (La),	Entrains	58109		
DT58-01300	Bruyère (La),	Entrains	58109		
DT58-01474	Carrés (Les),	Entrains	58109		
DT58-01582	Chalumeau,	Entrains	58109		
DT58-01998	Château de l’Abîme,	Entrains	58109		
DT58-02007	Château-du-Bois (Le),	Entrains	58109		
DT58-02043	Châtres,	Entrains	58109		
DT58-02249	Chenoy (Le),	Entrains	58109		
DT58-02260	Chesnoy,	Entrains	58109		
DT58-02261	Chesnoy (Le),	Entrains	58109		
DT58-02269	Chétif-Village,	Entrains	58109		
DT58-02405	Cieux (Les),	Entrains	58109		
DT58-02604	Cornilles (Les),	Entrains	58109		
DT58-02622	Cottets (Les),	Entrains	58109		
DT58-02693	Cour-enfermée (La),	Entrains	58109		
DT58-02719	Courtillats (Les),	Entrains	58109		
DT58-02849	Croix de Main (La),	Entrains	58109		
DT58-03069	Donato,	Entrains	58109		
DT58-03113	Dulcia, Dulciaco,	Entrains	58109		
DT58-03343	Ferrière,	Entrains	58109		
DT58-03817	Gauchotterie (La),	Entrains	58109		
DT58-04216	Grosses-Pierres (Les),	Entrains	58109		
DT58-04277	Guinauderie (La),	Entrains	58109		
DT58-04365	Huets (Les),	Entrains	58109		
DT58-05289	Marquise (La),	Entrains	58109		
DT58-05570	Mineray (Le),	Entrains	58109		
DT58-05578	Miniers,	Entrains	58109		
DT58-06200	Moulin-Neuf (Le),	Entrains	58109		
DT58-06305	Murailles (Les),	Entrains	58109		
DT58-06413	Nohain (Le),	Entrains	58109		
DT58-06418	Noirespinay (Bois de),	Entrains	58109		
DT58-07410	Ratilly,	Entrains	58109		
DT58-07505	Réveillon,	Entrains	58109		
DT58-07713	Roussille (La),	Entrains	58109		
DT58-07791	Sainjons (Les),	Entrains	58109		
DT58-07822	Saint-Cyr,	Entrains	58109		
DT58-07934	Saint-Nicolas,	Entrains	58109		
DT58-07962	Saint-Sulpice,	Entrains	58109		
DT58-08526	Tres-Long,	Entrains	58109		
DT58-08530	Tresovius,	Entrains	58109		
DT58-08969	Verrières,	Entrains	58109		
DT58-09192	Villodoux,	Entrains	58109		
DT58-09195	Villotte,	Entrains	58109		
DT58-02979	Cuzy,	Flez-Cuzy	58116		
DT58-06046	Moulin à Foulon (Le),	Flez-Cuzy	58116		
DT58-06739	Petit-Flez (Le),	Flez-Cuzy	58116		
DT58-08856	Velez,	Flez-Cuzy	58116		
DT58-09255	Yonne (L’),	Flez-Cuzy	58116		
DT58-05271	Marmain,	Frasnay	58119		
DT58-08886	Verdun,	Germigny-sur-Loire	58124		
DT58-07992	Sampanges,	Gimonille	58126	Gimouille	
DT58-00319	Barres (Les),	Lucenay	58146		
DT58-00463	Beaux-Pères (Les),	Lucenay	58146		
DT58-00964	Boudot,	Lucenay	58146		
DT58-01127	Bregnon (Le),	Lucenay	58146		
DT58-02452	Cocas (Les),	Lucenay	58146		
DT58-02568	Corcelle,	Lucenay	58146		
DT58-02587	Corne (La),	Lucenay	58146		
DT58-02691	Cour-du-Bois (La),	Lucenay	58146		
DT58-03910	Glauds (Les),	Lucenay	58146		
DT58-03938	Gorgeats (Les),	Lucenay	58146		
DT58-03963	Gounots (Les),	Lucenay	58146		
DT58-03980	Gouttes (Les),	Lucenay	58146		
DT58-03982	Gouttes-du-Louage-Rouge (Les),	Lucenay	58146		
DT58-04089	Grands-Méchins,	Lucenay	58146		
DT58-04090	Grands-Métiers (Les),	Lucenay	58146		
DT58-04571	Jean-Jeannets (Les),	Lucenay	58146		
DT58-04733	Lazy,	Lucenay	58146		
DT58-05910	Moriauds (Les),	Lucenay	58146		
DT58-09166	Villers,	Lucenay	58146		Corriger « Lucenay les-Aix » en « Lucenay-les-Aix »
DT58-02484	Colâtre (La),	Luthenay-Uxeloup	58148		
DT58-04895	Loire (La),	Luthenay-Uxeloup	58148		
DT58-73bis	Âne (Fontaine de L'),	Luxy	58149	Luzy	
DT58-04304	Haleine (L’),	Luxy	58149	Luzy	
DT58-00033	Aiguillon (L’),	Magny-Cours	58152		
DT58-00266	Banegon,	Magny-Cours	58152		
DT58-00296	Bardonet (Le),	Magny-Cours	58152		
DT58-00422	Beaulurys,	Magny-Cours	58152		
DT58-00457	Beauvais,	Magny-Cours	58152		
DT58-00473	Bel-Air,	Magny-Cours	58152		
DT58-00536	Berges,	Magny-Cours	58152		
DT58-00604	Beurrière (La),	Magny-Cours	58152		
DT58-00674	Blénay (Le),	Magny-Cours	58152		
DT58-00691	Boige,	Magny-Cours	58152		
DT58-00865	Bois-Vert,	Magny-Cours	58152		
DT58-00988	Bouillots (Les),	Magny-Cours	58152		
DT58-01191	Brignon (Le),	Magny-Cours	58152		
DT58-01636	Champbarnault,	Magny-Cours	58152		
DT58-01847	Chapelle (La),	Magny-Cours	58152		
DT58-02088	Chaume-Content (La),	Magny-Cours	58152		
DT58-02446	Cloux (Le),	Magny-Cours	58152		
DT58-02653	Coulavraux (Les),	Magny-Cours	58152		
DT58-02709	Cours,	Magny-Cours	58152		
DT58-02766	Crège,	Magny-Cours	58152		
DT58-02906	Crot-de-la-Bouine (Le),	Magny-Cours	58152		
DT58-02972	Cussy,	Magny-Cours	58152		
DT58-03171	Enfer,	Magny-Cours	58152		
DT58-03370	Feulle,	Magny-Cours	58152		
DT58-03404	Folie (La),	Magny-Cours	58152		
DT58-03441	Fonsegré,	Magny-Cours	58152		
DT58-03476	Fontaine Guignard,	Magny-Cours	58152		
DT58-03509	Fontenilles (Les),	Magny-Cours	58152		
DT58-03714	Frémière,	Magny-Cours	58152		
DT58-03724	Friault,	Magny-Cours	58152		
DT58-04143	Granges (Moulin des),	Magny-Cours	58152		
DT58-04555	Jarrot (Le),	Magny-Cours	58152		
DT58-04589	Joles (Les),	Magny-Cours	58152		
DT58-04828	Limieres (Les),	Magny-Cours	58152		
DT58-04929	Loucet,	Magny-Cours	58152		
DT58-05188	Marault (Le),	Magny-Cours	58152		
DT58-05231	Mareau (Le),	Magny-Cours	58152		
DT58-05304	Marte-Angliis (Domus de),	Magny-Cours	58152		
DT58-05645	Moncellum-desuper-Forgias-Cuciaci,	Magny-Cours	58152		
DT58-05862	Montorge,	Magny-Cours	58152		
DT58-05956	Motte (La),	Magny-Cours	58152		
DT58-06397	Nioult,	Magny-Cours	58152		
DT58-06435	Noues (Les),	Magny-Cours	58152		
DT58-06439	Noulot,	Magny-Cours	58152		
DT58-06564	Paponnerie (La),	Magny-Cours	58152		
DT58-06726	Petiots (Les),	Magny-Cours	58152		
DT58-06899	Plaine (La),	Magny-Cours	58152		
DT58-06915	Planchevienne,	Magny-Cours	58152		
DT58-07006	Pommais (Les),	Magny-Cours	58152		
DT58-07049	Pont-des-Pelles (Le),	Magny-Cours	58152		
DT58-07239	Prés-Hauts (Les),	Magny-Cours	58152		
DT58-07296	Pruniaux (Les),	Magny-Cours	58152		
DT58-07326	Quatre-Rues (Les),	Magny-Cours	58152		
DT58-07687	Rosier,	Magny-Cours	58152		
DT58-07735	Rue-aux-Saints (La),	Magny-Cours	58152		
DT58-08043	Saules (Les),	Magny-Cours	58152		
DT58-08100	Sciau,	Magny-Cours	58152		
DT58-08127	Seneuil,	Magny-Cours	58152		
DT58-08205	Soufflet (Le),	Magny-Cours	58152		
DT58-08210	Soulangis,	Magny-Cours	58152		
DT58-08228	Sous-Bardenet,	Magny-Cours	58152		
DT58-08374	Teurant,	Magny-Cours	58152		
DT58-08456	Tour (La),	Magny-Cours	58152		
DT58-08506	Treffol (Bois de),	Magny-Cours	58152		
DT58-08622	Turrand,	Magny-Cours	58152		
DT58-08629	Ulmes-de-Menay (Les),	Magny-Cours	58152		
DT58-08967	Verrière (La),	Magny-Cours	58152		
DT58-08997	Vesvres,	Magny-Cours	58152		
DT58-09017	Vieille-Poste (La),	Magny-Cours	58152		
DT58-09254	Yolles (Les),	Magny-Cours	58152		
DT58-02015	Château-Neuf,	Mars	58158		
DT58-02122	Chaume-Pré-Martin,	Mars	58158		
DT58-02248	Chenosse,	Mars	58158		
DT58-02280	Chevanne,	Mars	58158		
DT58-02925	Crot-Noir (Le),	Mars	58158		
DT58-03042	Domaine-de-l’Orme (Le),	Mars	58158		
DT58-03128	Eaux-de-Marée (Les),	Mars	58158		
DT58-03543	Forêt (La),	Mars	58158		
DT58-04157	Gravière (La),	Mars	58158		
DT58-04512	Isle (L’),	Mars	58158		
DT58-04559	Jarrye (La),	Mars	58158		
DT58-04830	Limonet (Le Grand-),	Mars	58158		
DT58-04831	Limonet (Le Petit-),	Mars	58158		
DT58-05227	Maré,	Mars	58158		
DT58-05995	Mottes-Barrois (Les),	Mars	58158		
DT58-06461	Oliveau,	Mars	58158		
DT58-06478	Orme (Domaine de l’),	Mars	58158		
DT58-06621	Pâture (La),	Mars	58158		
DT58-07062	Pont-Rochier (Le),	Mars	58158		
DT58-07895	Saint-Léger,	Mars	58158		
DT58-08035	Saulaie (La),	Mars	58158		
DT58-08193	Sornet,	Mars	58158		
DT58-08239	Sponnille,	Mars	58158		
DT58-08460	Tour (La),	Mars	58158		
DT58-08520	Tremble (Le),	Mars	58158		
DT58-08534	Tribolles (Les),	Mars	58158		
DT58-08555	Tronceyum,	Mars	58158		
DT58-08705	Vallière,	Mars	58158		
DT58-00339	Basse-Nodé,	Montambert-Tannay	58172		
DT58-00851	Bois-Ramonay,	Montambert-Tannay	58172		
DT58-01263	Bruère-de-Mont,	Montambert-Tannay	58172		
DT58-02675	Cour-au-Loup (La),	Montambert-Tannay	58172		
DT58-02774	Cressonne (La),	Montambert-Tannay	58172		
DT58-04617	Joyon,	Montambert-Tannay	58172		
DT58-05721	Montambert,	Montambert-Tannay	58172		
DT58-07021	Pont (Le),	Montambert-Tannay	58172		
DT58-07029	Pont (Le),	Montambert-Tannay	58172		
DT58-07144	Poussé,	Montambert-Tannay	58172		
DT58-07488	Réserve (La),	Montambert-Tannay	58172		
DT58-04564	Jaumier (Moulin de),	Mont-et-Maré	58175		
DT58-00058	Alnain (L’),	Mont-et-Marré	58175		
DT58-00103	Apponge,	Mont-et-Marré	58175		
DT58-00259	Balais (Les),	Mont-et-Marré	58175		
DT58-01067	Bouron,	Mont-et-Marré	58175		
DT58-01537	Chagnot (Les),	Mont-et-Marré	58175		
DT58-03720	Fresne (Le),	Mont-et-Marré	58175		
DT58-05290	Marré,	Mont-et-Marré	58175		
DT58-06678	Perchenet,	Mont-et-Marré	58175		
DT58-08122	Sémelins,	Mont-et-Marré	58175		
DT58-00941	Bouberye (La),	Neuvy	58193		
DT58-01008	Boulévrie (La),	Neuvy	58193		
DT58-01727	Champlateau,	Neuvy	58193		
DT58-02256	Cherriers (Les),	Neuvy	58193		
DT58-02624	Couarde (La),	Neuvy	58193		
DT58-02629	Coudray (Le),	Neuvy	58193		
DT58-02633	Coudray (Le),	Neuvy	58193		
DT58-03241	Étang (L’),	Neuvy	58193		
