article_id,vedette,vedette_orig,localisationco,localisationco_orig,NCCENR_orig,insee_code,id,old-id,label,definition_typologie,definition_localisation,insee,method_dicotopo,localisationde,dpt_code,canton_code,method,reference
PO8-02350,Tanaron,Tanaron,none,none,,04167,,,,,,,nulle,Basses-Alpes,04,la Javie,nulle,     Tanaron     Basses Alpes     con de la Javie       Tannaronum  capellanus  257 a      Thanaronum  capellanus  258 c    
PO8-02352,Taradeau,Taradeau,none,none,Taradeau,Taradeau (83134),,,,,,,nulle,Var,83,Lorgues,dpt_exact,     Taradeau     Var     con de Lorgues       Taradellum  prioratus  66 b    
PO8-02353,Tarandol,Tarandol,Bellecombe,Bellecombe,,Bellecombe Tarendol (26046) - Bellecombe-Tarendol,,,,,,,nulle,Drôme,26,Rémuzat,dpt_fuzzy,     Tarandol     Drôme     con de Rémuzat     cne de Bellecombe       Tarrandol  chapelle  128 e      Tarrendos  prior  130 c      Terrados  114 b      Tharandos  120 e  121 c    
PO8-02354,Tarascon,Tarascon,none,none,Tarascon,Tarascon (13108),,,,,,,nulle,Bouches-du-Rhône,13,none,dpt_exact,     Tarascon     Bouches du Rhône     arr  d Arles       Tharasco  lxxiv  lxxv  lxxxi  lxxxv  lxxxvii  182 a b c  183 c  187 a b  magnum altare  185 a  altare Beate Marie de Bethleem  185 b  altare Beate Marie Magdalene  185 c  altare Omnium Sanctorum  186 a  altare Sancte Crucis  185 c  altare Sancti Andree  185 b  altare Sancti Eutropii  186 a  altare Sancti Johannis  185 d  altare Sancti Ludovici  186 a  altare Sancti Martini  185 c  altare Sancti Sebastiani  185 d  altare Sancti Trophimi  186 a  Beata vel Sancta Martha  capellanie  186 a b  cimiterium  186 c  pedagium  182 b  prior  167 a  prioratus  181 a  sacrista  167 a  178 c  183 c  Fratres Minores  conventus  183 c  eccl   186 c  hospitale  rector  183 c  Predicatores  conventus  183 c  Sancta Trinitas  preceptor  183 c  Sanctus Anthonius  preceptor  183 c  Sanctus Honoratus  abbatissa  182 c  monasterium  182 c  Sanctus Jacobus  altare Sancti Stephani  186 b  eccl   186 b  Sanctus Lazarus  prior  183 c  rector  167 a  Sanctus Michael  capella in cimiterio Sancte Marthe  186 b  Sanctus Nicolaus vel Nicholaus  eccl   186 b  prior  167 a    
PO8-02355,Tartonne,Tartonne,none,none,Tartonne,Tartonne (04214),,,,,,,nulle,Basses-Alpes,04,Barrême,dpt_exact,     Tartonne     Basses Alpes     con de Barrême       Tartona  294 e  eccl   289 b      Tortona  eccl   293 b    
PO8-02356,Taulanne,Taulanne,none,none,,04039,,,,,,,nulle,Basses-Alpes,04,Castellane,nulle,     Taulanne     Basses Alpes     con de Castellane       Taulana  294 f  eccl   293 a    
PO8-02357,Tavel,Tavel,none,none,Tavel,Tavel (30326),,,,,,,nulle,Gard,30,Roquemaure,dpt_exact,     Tavel     Gard     con de Roquemaure       lxxxvii        Tavelli  eccl   190 d  193 d    
PO8-02358,Tavernes,Tavernes,none,none,Tavernes,Tavernes (83135),,,,,,,nulle,Var,83,none,dpt_exact,     Tavernes     Var     arr  de Brignoles       Taberne  capellanus  108 d  prior  105 c  vicarius  110 c    
PO8-02359,Taves,Tavès,none,none,,,,,,,,,nulle,Bouches-du-Rhône,13,"c<sup>ons</sup> de Tarascon, de Saint-Remy, de Châteaurenard et d’Orgon",nulle,     Tavès  le   ou Autavès  pays     Bouches du Rhône     cons de Tarascon  de Saint Remy  de Châteaurenard et d Orgon     Autavesium  lxxv  144 a  150 var  a      Autavezium  150 a    
PO8-02360,Terrusse,Terrusse,Arles,Arles,Arles,Arles (13004),,,,,,,nulle,Bouches-du-Rhône,13,Arles,dpt_exact,     Terrusse     Bouches du Rhône     con d Arles     cne d Arles       Terruszas  138 c    
PO8-02361,These,Thèse,none,none,,04216,,,,,,,nulle,Basses-Alpes,04,la Motte,nulle,     Thèse     Basses Alpes     con de la Motte       Tesa  prior  130 c      Teza  103 e  capellanus  81 a  prior  88 c      Thesa  prior  93 b    
PO8-02362,Theus,Theus,none,none,Théus,Theus (05171),,,,,,,nulle,Hautes-Alpes,05,Chorges,dpt_exact,     Theus     Hautes Alpes     con de Chorges       Theucium  capellanus  246 e  251 d    
PO8-02363,Thiery,Thiéry,none,none,Thiéry,Thiery (06139),,,,,,,nulle,Alpes-Maritimes,06,Villars,dpt_exact,     Thiéry     Alpes Maritimes     con de Villars       Collaterium  prior  283 d      Teri  277 b      Therium  prior  286 f    
PO8-02364,Tholon,Tholon,Martigues,Martigues,Martigues,Martigues (13056),,,,,,,nulle,Bouches-du-Rhône,13,Martigues,dpt_exact,     Tholon     Bouches du Rhône     con de Martigues     cne de Martigues       Tollo  Sancta Trinitas  eccl   137 b    
PO8-02365,Tholonet,Tholonet,none,none,Tholonet,Tholonet (13109),,,,,,,nulle,Bouches-du-Rhône,13,Aix,dpt_exact,     Tholonet     Bouches du Rhône     con d Aix       Tholonum  eccl   44 d      Tollonum  eccl   11 a  38 c  Sanctus Stephanus  eccl   15 c  26 a    
PO8-02366,Thor,Thor,none,none,Thor,Thor (84132),,,,,,,nulle,Vaucluse,84,l’Isle-sur-la-Sorgue,dpt_exact,     Thor     Vaucluse     con de l Isle sur la Sorgue       xciv        Thorum  197 b      Torum  210 b  prior  212 a    
PO8-02367,Thorame Basse,Thorame-Basse,none,none,Thorame-Basse,Thorame Basse (04218),,,,,,,nulle,Basses-Alpes,04,Colmars,dpt_exact,     Thorame Basse     Basses Alpes     con de Colmars       Thoramina Inferior  eccl   289 c  294 d      Toramina Inferior  eccl   292 b    
PO8-02368,Thorame Haute,Thorame-Haute,none,none,Thorame-Haute,Thorame Haute (04219),,,,,,,nulle,Basses-Alpes,04,Colmars,dpt_exact,     Thorame Haute     Basses Alpes     con de Colmars       Thoramina Superior  clv  294 c  Sanctus Julianus  eccl   290 a      Toramina Superior  eccl   292 b    
PO8-02369,Thorenc,Thorenc,Andon,Andon,Andon,Andon (06003),,,,,,,nulle,Alpes-Maritimes,06,Saint-Auban,dpt_exact,     Thorenc     Alpes Maritimes     con de Saint Auban     cne d Andon       Thorencum  eccl   300 c      Torencum  altare Beati Petri  303 g  capellanie  303 g  eccl   306 a      Torenquum  298 c  Sanctus Petrus  298 c      Turencum  prior  301 a    
PO8-02370,Thoronet,Thoronet,none,none,Thoronet,Thoronet (83136),,,,,,,nulle,Var,83,Lorgues,dpt_exact,     Thoronet  le      Var     con de Lorgues       xxxi        Thoronetum  monasterium  65 a      Toronetum  domus de Verinhono  111 var  b      Torronetum  monasterium ordinis Cisterciensis  62 a    
PO8-02371,Thouzon,Thouzon,Thor,Thor,Thor,Thor (84132),,,,,,,nulle,Vaucluse,84,l’Isle-sur-la-Sorgue,dpt_exact,     Thouzon     Vaucluse     con de l Isle sur la Sorgue     cne de Thor       lxxxvii  xciv  xcvii        Tudon  prior  211 c    
PO8-02372,Thuiles,Thuiles,none,none,Thuiles,Thuiles (04220),,,,,,,nulle,Basses-Alpes,04,Barcelonnette,dpt_exact,     Thuiles  les      Basses Alpes     con de Barcelonnette       Tegule  capellanus  248 a    
PO8-02373,Tignet,Tignet,none,none,Tignet,Tignet (06140),,,,,,,nulle,Alpes-Maritimes,06,Saint-Vallier,dpt_exact,     Tignet  le      Alpes Maritimes     con de Saint Vallier       Antignaquum  eccles   271 a      Antinacum  prior  274 d      Antinelhum  271 var  e    
PO8-02374,Touche,Touche,none,none,Touche,Touche (26352),,,,,,,nulle,Drôme,26,Montélimar,dpt_exact,     Touche  la      Drôme     con de Montélimar       Toschia  curatus  230 b    
PO8-02375,Toudon,Toudon,none,none,Toudon,Toudon (06141),,,,,,,nulle,Alpes-Maritimes,06,Roquestéron,dpt_exact,     Toudon     Alpes Maritimes     con de Roquestéron       Thodonum  eccl   263 a  268 b      Todonum  eccl   264 d    
PO8-02376,Touet Beuil,Touët-de-Beuil,none,none,,06143,,,,,,,nulle,Alpes-Maritimes,06,Villars,nulle,     Touët de Beuil     Alpes Maritimes     con de Villars       Thoetum  prior  283 e  286 e      Toet  277 b  280 e    
PO8-02377,Touet de l Escarene,Touët-de-l’Escarène,none,none,Touët-de-l'Escarène,Touet de l Escarene (06142),,,,,,,nulle,Alpes-Maritimes,06,l’Escarène,dpt_exact,     Touët de l Escarène     Alpes Maritimes     con de l Escarène       Toet  281 c    
PO8-02378,Toulon,Toulon,none,none,Toulon,Toulon (83137),,,,,,,nulle,Var,83,none,dpt_exact,     Toulon     Var       Locus Telonensis  Tholon  Tholonum  Toullon  capitulum  235 a  236 b  diocèse  233 236  episcopus  234 c  prepositus  234 c  sacrista  234 e    
PO8-02379,Tour,Tour,none,none,Tour,Tour (06144),,,,,,,nulle,Alpes-Maritimes,06,Villars,dpt_exact,     Tour  la      Alpes Maritimes     con de Villars       La Torre  277 c      Li Tore  280 c      Turris  capellanus  286 c  presbiter  283 f    
PO8-02380,Tour d Aigues,Tour-d’Aigues,none,none,Tour-d'Aigues,Tour d Aigues (84133),,,,,,,nulle,Vaucluse,84,Pertuis,dpt_exact,     Tour d Aigues  la      Vaucluse     con de Pertuis       Turris Aguesi  28 var  b      Turris de Ayguesio  eccl   9 a      Turis  vel Turris Aygesii  eccl   28 b  39 e  hospitale  28 b      Turris Ayguesii  domus hospitalis  45 b  eccl   46 b    
PO8-02381,Tour du Puget,Tour-du-Puget,Saint Laurent du Var,Saint-Laurent-du-Var,Saint-Laurent-du-Var,Saint Laurent du Var (06123),,,,,,,nulle,Alpes-Maritimes,06,Cagnes,dpt_exact,     Tour du Puget  la  auj  la Tour     Alpes Maritimes     con de Cagnes     cne de Saint Laurent du Var       Pugetum  297 b  eccl   299 c    
PO8-02382,Tour du Vallat,Tour-du-Vallat,Arles,Arles,Arles,Arles (13004),,,,,,,nulle,Bouches-du-Rhône,13,Arles,dpt_exact,     Tour du Vallat  la      Bouches du Rhône     con d Arles     cne d Arles       Sanctus Romanus de Mesens  eccl   136 b    
PO8-02383,Tourettes,Tourettes,Grignan,Grignan,Grignan,Grignan (26146),,,,,,,nulle,Drôme,26,Grignan,dpt_exact,     Tourettes  les      Drôme     con de Grignan     cne de Grignan       Turrete  Sanctus Spiritus  232 a    
PO8-02384,Tourettes,Tourettes,Apt,Apt,Apt,Apt (84003),,,,,,,nulle,Vaucluse,84,Apt,dpt_exact,     Tourettes  les      Vaucluse     con d Apt     cne d Apt       Sanctus Petrus de Turretis  56 c    
PO8-02385,Tournefort,Tournefort,none,none,Tournefort,Tournefort (06146),,,,,,,nulle,Alpes-Maritimes,06,Villars,dpt_exact,     Tournefort     Alpes Maritimes     con de Villars       Tornafort  277 d    
PO8-02386,Tournefort,Tournefort,Barras,Barras,Barras,Barras (04021),,,,,,,nulle,Basses-Alpes,04,Digne,dpt_exact,     Tournefort  Notre Dame de      Basses Alpes     con de Digne     cne de Barras       Tornaforte  103 b  prior  89 b  94 b    
PO8-02388,Tournoux,Tournoux,Paul,Saint-Paul,,04193,,,,,,,nulle,Basses-Alpes,04,Saint-Paul,nulle,     Tournoux     Basses Alpes     con de Saint Paul     cne de Saint Paul       Tornosium  eccl   243 a      Tornovum  capellanus  247 f      Tournovum  capellanus  252 c    
PO8-02389,Tourrette Chateau,Tourrette-du-Château,none,none,,06145,,,,,,,nulle,Alpes-Maritimes,06,Roquestéron,nulle,     Tourrette du Château     Alpes Maritimes     con de Roquestéron       Torreta  eccl   263 a      Turreta  eccl   264 e      Turretta  eccl   268 d    
PO8-02390,Tourrette Levens,Tourrette-Levens,none,none,Tourrette-Levens,Tourrette Levens (06147),,,,,,,nulle,Alpes-Maritimes,06,Levens,dpt_exact,     Tourrette Levens     Alpes Maritimes     con de Levens       Toretas  277 d      Torretas  281 c      Turete  prior  282 c      Turrete  prior  285 c    
PO8-02391,Tourrettes,Tourrettes,none,none,Tourrettes,Tourrettes (83138),,,,,,,nulle,Var,83,Fayence,dpt_exact,     Tourrettes     Var     con de Fayence       Torrete  60 a      Turrete  prebenda  63 a  vicaria  68 d    
PO8-02392,Tourrette Loup,Tourrette-sur-Loup,none,none,,06148,,,,,,,nulle,Alpes-Maritimes,06,Bar,nulle,     Tourrette sur Loup     Alpes Maritimes     con du Bar       Turrete  298 d  306 e  315 b  eccl   299 b  304 g  vicarius  301 d  306 f    
PO8-02393,Tourris,Tourris,Revest,Revest,,Revest Eaux (83103) - Revest-les-Eaux,,,,,,,nulle,Var,83,Toulon,dpt_fuzzy,     Tourris     Var     con de Toulon     cne du Revest       Turicium  eccl   234 d      Turisium  eccl   236 b    
PO8-02394,Tourtour,Tourtour,none,none,Tourtour,Tourtour (83139),,,,,,,nulle,Var,83,Salernes,dpt_exact,     Tourtour     Var     con de Salernes       Tortor  59 d      Tortorium  prioratus  66 e    
PO8-02395,Tourves,Tourves,none,none,Tourves,Tourves (83140),,,,,,,nulle,Var,83,Brignoles,dpt_exact,     Tourves     Var     con de Brignoles       Toreves  eccl   10 c      Torreves  1 b  5 f  eccl   18 c  hospitale  18 c      Turreves  eccl   35 d      Turrevez  eccl   31 d  mensura castri  31 d      Turribus  de   18 var  b    
PO8-02396,Toussaint,Toussaint,Pernes,Pernes,,84088,,,,,,,nulle,Vaucluse,84,Pernes,dpt_fuzzy,     Toussaint     Vaucluse     con de Pernes     cne de Pernes       Omnes Sancti  eccl   200 d    
PO8-02397,Toutes Aures,Toutes-Aures,Manosque,Manosque,Manosque,Manosque (04112),,,,,,,nulle,Basses-Alpes,04,Manosque,dpt_exact,     Toutes Aures     Basses Alpes     con de Manosque     cne de Manosque       Tote Aure  eccl   116 f  prebenda  123 b    
PO8-02398,Trans,Trans,none,none,,83141,,,,,,,nulle,Var,83,Draguignan,nulle,     Trans     Var     con de Draguignan       Trancium  66 var  c      Tranum  59 e      Transium  prioratus  66 c    
PO8-02399,Travaillan,Travaillan,none,none,Travaillan,Travaillan (84134),,,,,,,nulle,Vaucluse,84,Orange,dpt_exact,     Travaillan     Vaucluse     con d Orange       Trevillanum  prior  223 a    
PO8-02400,Trebillanne,Trébillanne,Cabries,Cabriès,Cabriès,Cabries (13019),,,,,,,nulle,Bouches-du-Rhône,13,Gardanne,dpt_exact,     Trébillanne     Bouches du Rhône     con de Gardanne     cne de Cabriès       Tribuillana  4 e  12 e      Tribulana  eccl   25 a  32 d  37 g    
PO8-02401,Trebon,Trébon,none,none,,,,,,,,,nulle,Bouches-du-Rhône,13,none,nulle,     Trébon  le      pays au nord d Arles     Bouches du Rhône       Tribuntium  Sanctus Julianus  capellanus  155 c    
PO8-02402,Trescleoux,Trescléoux,none,none,Trescléoux,Trescleoux (05172),,,,,,,nulle,Hautes-Alpes,05,Orpierre,dpt_exact,     Trescléoux     Hautes Alpes     con d Orpierre       xlix        Tresclivi  101 c      Tresclivii  capellanus  79 c  prior  75 a  87 c  92 b    
PO8-02403,Tresemines,Trésémines,Villelaure,Villelaure,Villelaure,Villelaure (84147),,,,,,,nulle,Vaucluse,84,Cadenet,dpt_exact,     Trésémines     Vaucluse     con de Cadenet     cne de Villelaure       Tres Heminae  eccl   28 c  30 d  33 d  39 h    
PO8-02405,Trets,Trets,none,none,Trets,Trets (13110),,,,,,,nulle,Bouches-du-Rhône,13,none,dpt_exact,     Trets     Bouches du Rhône     arr  d Aix       Tricti  eccl   38 d      Trictus  25 e      Triti  eccl   44 b  prior  129 c    
PO8-02406,Trets,Trets,none,none,,,,,,,,,nulle,Bouches-du-Rhône et Var,none,none,nodpt_exact,     Trets  Val de      Bouches du Rhône et Var       Vallis de Trictu  25 e      Vallis de Trictis  38 d      Vallis de Tritis  44 b    
PO8-02407,Trevans,Trevans,none,none,,04084,,,,,,,nulle,Basses-Alpes,04,Mezel,nulle,     Trevans     Basses Alpes     con de Mezel       Trevani  eccl   111 f      Trevanum  prior  107 b    
PO8-02408,Trigance,Trigance,none,none,Trigance,Trigance (83142),,,,,,,nulle,Var,83,Comps,dpt_exact,     Trigance     Var     con de Comps       clviii        Trigancia  hospitalarius  107 e  prior  107 d  vicarius  110 c    
PO8-02413,Trinite,Trinité,Arles,Arles,Arles,Arles (13004),,,,,,,nulle,Bouches-du-Rhône,13,Arles,dpt_exact,     Trinité  la      Bouches du Rhône     con d Arles     cne d Arles       Sancta Trinitas  eccl   146 b      Sancta Trinitas Camargiarum  prior  141 b      Sancta Trinitas in insula de Camargiis  canonici  154 c  prior  154 c      Trinitas  eccl   148 a  151 b    
PO8-02414,Trinquetaille,Trinquetaille,Arles,Arles,Arles,Arles (13004),,,,,,,nulle,Bouches-du-Rhône,13,Arles,dpt_exact,     Trinquetaille     Bouches du Rhône     con d Arles     cne d Arles       Trencatalha  castrum  160 a  eccl   160 a  prior  160 a  prioratus  160 a  Sanctus Petrus  capellanus  154 f  prior  154 f  162 a      Trencatalie  Trencatallie  capella  142 a  castrum  142 a  rector  142 a  Sanctus Johannes vel Sanctus Thomas  hospitale  143 d  preceptor  143 d  Sanctus Petrus  eccl   146 c  prior  142 a  domus Theotonicorum  preceptor  144 a      Trencatalhe  castrum  161 a  cimenterium  161 a      Trencatalhie  Sanctus Thomas  domus  161 a  preceptor sive comendator  161 a    
PO8-02416,Troyns,Troyns,Andre Meouilles,Saint-André-de-Méouilles,,04173,,,,,,,nulle,Basses-Alpes,04,Saint-André-de-Méouilles,nulle,     Troyns     Basses Alpes     con de Saint André de Méouilles     cne de Saint André de Méouilles       Troinis  eccl   293 c      Troins  295 a      Troynis  eccl   290 f    
PO8-02417,Truel,Truel,Roquemaure,Roquemaure,Roquemaure,Roquemaure (30221),,,,,,,nulle,Gard,30,Roquemaure,dpt_exact,     Truel     Gard     con de Roquemaure     cne de Roquemaure       Torculari  eccl   190 d    
PO8-02418,Tulette,Tulette,none,none,Tulette,Tulette (26357),,,,,,,nulle,Drôme,26,Saint-Paul-Trois-Châteaux,dpt_exact,     Tulette     Drôme     con de Saint Paul Trois Châteaux       cxv  cxxi        Tuleta  curatus  240 a      Tulleta  prior  237 b    
PO8-02419,Tuoux,Tuoux,Aspremont,Aspremont,Aspremont,Aspremont (05008),,,,,,,nulle,Hautes-Alpes,05,Aspres-sur-Buëch,dpt_exact,     Tuoux     Hautes Alpes     con d Aspres sur Buëch     cne d Aspremont       Suanna  prior  85 a  130 d    
PO8-02420,Turbie,Turbie,none,none,Turbie,Turbie (06150),,,,,,,nulle,Alpes-Maritimes,06,Villefranche,dpt_exact,     Turbie  La      Alpes Maritimes     con de Villefranche       Turbia  277 a  280 a  eccl   282 b  prior  287 b  rector  282 b    
PO8-02422,Turriers,Turriers,none,none,Turriers,Turriers (04222),,,,,,,nulle,Basses-Alpes,04,none,dpt_exact,     Turriers     Basses Alpes     arr  de Sisteron       Turrerii  capellanus  246 e  252 d  eccl   244 c    
PO8-02423,Ubaye,Ubaye,none,none,,04102,,,,,,,nulle,Basses-Alpes,04,Lauzet,dpt_fuzzy,     Ubaye     Basses Alpes     con du Lauzet       Hubaya  244 var  a      Ubaia  prior  253 c      Ubaya  prior  244 a  247 e    
PO8-02424,Ubraye,Ubraye,none,none,Ubraye,Ubraye (04224),,,,,,,nulle,Basses-Alpes,04,Annot,dpt_exact,     Ubraye     Basses Alpes     con d Annot       Uebradia  eccl   267 e    
PO8-02425,Ubrieux,Ubrieux,Buis les Baronnies,Buis-les-Baronnies,Buis-les-Baronnies,Buis les Baronnies (26063),,,,,,,nulle,Drôme,26,Buis-les-Baronnies,dpt_exact,     Ubrieux     Drôme     con de Buis les Baronnies     cne de Buis les Baronnies       Brieux  128 a      Ebroili  114 c      Ubrili  eccl   118 a    
PO8-02426,Ulmet,Ulmet,Arles,Arles,Arles,Arles (13004),,,,,,,nulle,Bouches-du-Rhône,13,Arles,dpt_exact,     Ulmet     Bouches du Rhône     con d Arles     cne d Arles       Ulmetum  Sancta Maria  abbas  153 a  monachi  153 a    
PO8-02427,Ungran,Ungran,Peille,Peille,Peille,Peille (06091),,,,,,,nulle,Alpes-Maritimes,06,l’Escarène,dpt_exact,     Ungran     Alpes Maritimes     con de l Escarène     cne de Peille       Ungran  277 e  281 b    
PO8-02428,Upaix,Upaix,none,none,Upaix,Upaix (05173),,,,,,,nulle,Hautes-Alpes,05,Laragne,dpt_exact,     Upaix     Hautes Alpes     con de Laragne       Upasium  97 g  capellanus  82 c  91 b d  eccl   79 b      Upassium  82 a    
PO8-02429,Urban,Urban,Beaumes,Beaumes,,Beaumes Venise (84012) - Beaumes-de-Venise,,,,,,,nulle,Vaucluse,84,Beaumes,dpt_fuzzy,     Urban     Vaucluse     con de Beaumes     cne de Beaumes       Durbani  prior  223 d    
PO8-02430,Urbane,Urbane,Gargas,Gargas,Gargas,Gargas (84047),,,,,,,nulle,Vaucluse,84,Apt,dpt_exact,     Urbane     Vaucluse     con d Apt     cne de Gargas       Sancta Maria de Orbana  55 l    
PO8-02431,Urtis,Urtis,none,none,,04234,,,,,,,nulle,Basses-Alpes,04,Turriers,nulle,     Urtis     Basses Alpes     con de Turriers       Urtici  capellanus  76 f      Urtii  73 b      Urtisium  103 f  capellanus  89 c  eccl   xl  94 c    
PO8-02432,Utelle,Utelle,none,none,Utelle,Utelle (06151),,,,,,,nulle,Alpes-Maritimes,06,none,dpt_exact,     Utelle     Alpes Maritimes     arr  de Nice       Uels  277 c  280 c      Utelle  prior  283 f  286 c  sacristia  283 f    
PO8-02433,Uzes,Uzès,none,none,Uzès,Uzes (30334),,,,,,,nulle,Gard,30,none,dpt_exact,     Uzès     Gard       Uticensis diocesis  cardinalis  209 c  221 a  diocèse  172 a  episcopus  179 e  184 b    
PO8-02434,Vacheres,Vachères,none,none,Vachères,Vacheres (04227),,,,,,,nulle,Basses-Alpes,04,Reillanne,dpt_exact,     Vachères     Basses Alpes     con de Reillanne       xxx        Vacherie  Sanctus Christophorus  54 g      Vaquerie  prior  49 c  51 d  vicarius  49 b    
PO8-02435,Vacqueyras,Vacqueyras,none,none,Vacqueyras,Vacqueyras (84136),,,,,,,nulle,Vaucluse,84,Beaumes,dpt_exact,     Vacqueyras     Vaucluse     con de Beaumes       Vaqueyracium  prior  223 c    
PO8-02436,Vaison,Vaison,none,none,,84137,,,,,,,nulle,Vaucluse,84,none,nulle,     Vaison     Vaucluse     arr  d Orange       Civitas Vasensium  Vasio  Veyson  capitulum  237 a  civitas  239  240  curatus  239 a  ecclesia cathedralis  239  240  episcopus  181 a  222 b    
PO8-02437,Val,Val,none,none,Val,Val (83143),,,,,,,nulle,Var,83,Brignoles,dpt_exact,     Val  le      Var     con de Brignoles       Vallis  eccl   17 a  31 b  35 a    
PO8-02438,Valaurie,Valaurie,none,none,Valaurie,Valaurie (26360),,,,,,,nulle,Drôme,26,Grignan,dpt_exact,     Valaurie     Drôme     con de Grignan       Vallis Aurea  curatus  228 d    
PO8-02439,Valaury,Valaury,Trans,Trans,,83141,,,,,,,nulle,Var,83,Draguignan,nulle,     Valaury     Var     con de Draguignan     cne de Trans       Valauria  prior   66 c      Vallis Aurea  eccl   61 d    
PO8-02440,Valaves,Valavès,none,none,,,,,,,,,nulle,Var,83,c<sup>ons</sup> de Rians et de Ginasservis,nulle,     Valavès  Plaine de      Var     cons de Rians et de Ginasservis       Valleves  21 a  36 c d      Vallevesium  15 b  42 c  45 a      Vallevez  21 var  b      Vellavesium  42 var  b    
PO8-02441,Valavoire,Valavoire,none,none,Valavoire,Valavoire (04228),,,,,,,nulle,Basses-Alpes,04,la Motte,dpt_exact,     Valavoire     Basses Alpes     con de la Motte       Valaeira  prior  89 c      Valaora  capellanus  76 d      Valaoyra  prior  94 c      Vallatoria  103 d    
PO8-02442,Valbelle,Valbelle,none,none,Valbelle,Valbelle (04229),,,,,,,nulle,Basses-Alpes,04,Noyers-sur-Jabron,dpt_exact,     Valbelle     Basses Alpes     con de Noyers sur Jabron       Turris  prior  117 a  124 e      Turris Bevontii  ecclesia  127 g    
PO8-02443,Val Benoit,Val-Benoît,none,none,,,,,,,,,nulle,none,none,none,nulle,     Val Benoît  le  ou Petit Diocèse de Sisteron       xlviii  liv  lx  lxi        Valbenoist  128 b  archiprestre  128 var  b      Valebodonenses ecclesie  113      Vallis Bedoniensis  128 var  b      Vallis Bodonensis  116 a e  117 a e f  118 a b  119 b  120 e  121 b c d      Vallis Bodoniensis  eccl   128 c    
PO8-02444,Valbonne,Valbonne,none,none,Valbonne,Valbonne (06152),,,,,,,nulle,Alpes-Maritimes,06,Bar,dpt_exact,     Valbonne     Alpes Maritimes     con du Bar       Valbonna  eccl   270 b      Vallis Bona  prior  273 g  276 b    
PO8-02445,Valbonnette,Valbonnette,Lambesc,Lambesc,Lambesc,Lambesc (13050),,,,,,,nulle,Bouches-du-Rhône,13,Lambesc,dpt_exact,     Valbonnette     Bouches du Rhône     con de Lambesc     cne de Lambesc       Vallis Boneta  eccl   2 d  4 a  10 f  23 c  32 c  37 b  43 b  hospitale  23 c    
PO8-02446,Valdeblore,Valdeblore,none,none,Valdeblore,Valdeblore (06153),,,,,,,nulle,Alpes-Maritimes,06,Saint-Sauveur,dpt_exact,     Valdeblore     Alpes Maritimes     con de Saint Sauveur       Blora  prior  283 b  prioratus ruralis  286 d    
PO8-02447,Val Trets,Val-de-Trets,none,none,,,,,,,,,nulle,Bouches-du-Rhône,13,none,nulle,     Val de Trets     Bouches du Rhône     Var       Vallis de Trictu  25 e      Vallis de Trictis  38 d      Vallis de Tritis  44 b    
PO8-02448,Valenca,Valença,Lardier et Valenca,Lardier-et-Valença,Lardier-et-Valença,Lardier et Valenca (05071),,,,,,,nulle,Hautes-Alpes,05,Tallard,dpt_exact,     Valença     Hautes Alpes     con de Tallard     cne de Lardier et Valença       Valanzanis  capellanus  84 c      Valansanum  capellanus  92 a      Valenssanum  97 b    
PO8-02449,Valensole,Valensole,none,none,Valensole,Valensole (04230),,,,,,,nulle,Basses-Alpes,04,none,dpt_exact,     Valensole     Basses Alpes     arr  de Digne       Valansola  prior  129 b  sacrista  129 b      Valansolia  decanus  111 a      Valensola  prior  111 var  a      Valentiola  capellanus  108 f    
PO8-02450,Valensole,Valensole,Saint Martin,Saint-Martin,Saint-Martin,Saint Martin (83114),,,,,,,nulle,Var,83,Barjols,dpt_exact,     Valensole  Bastide de       Var     con de Barjols     cne de Saint Martin       Valanciola  Beata Maria  eccl   6 b      Valansola  Beata Maria  eccl   15 a      Valensola  Beata Maria  eccl   42 b      Valensolia  eccl   19 d    
PO8-02451,Valernes,Valernes,none,none,Valernes,Valernes (04231),,,,,,,nulle,Basses-Alpes,04,la Motte,dpt_exact,     Valernes     Basses Alpes     con de la Motte       Valerna  89 e  94 e  103 d  capellanus  80 f  prior  89 a  94 a    
PO8-02452,Valette du Var,Valette-du-Var,none,none,Valette-du-Var,Valette du Var (83144),,,,,,,nulle,Var,83,Toulon,dpt_exact,     Valette du Var  la      Var     con de Toulon       Vallis  eccl   236 a  prioratus  233 b    
PO8-02453,Valgaudemar,Valgaudemar,none,none,,,,,,,,,nulle,none,none,none,nodpt_fuzzy,     Valgaudemar  le        Vallisgaudemari  99 d    
PO8-02454,Vallauris,Vallauris,none,none,Vallauris,Vallauris (06155),,,,,,,nulle,Alpes-Maritimes,06,Antibes,dpt_exact,     Vallauris     Alpes Maritimes     con d Antibes       Vallis Aurea  prior  273 g  276 b    
PO8-02455,Vallettes,Vallettes,Tourrette Loup,Tourrette-sur-Loup,,06148,,,,,,,nulle,Alpes-Maritimes,06,Bar,nulle,     Vallettes  les      Alpes Maritimes     con du Bar     cne de Tourrette sur Loup       Vallete  298 d  eccl   299 b  prebenda  300 a  vicaria  304 g  vicarius  301 d    
PO8-02456,Vallouise,Vallouise,none,none,Vallouise,Vallouise (05175),,,,,,,nulle,Hautes-Alpes,05,l’Argentière,dpt_exact,     Vallouise     Hautes Alpes     con de l Argentière       Valisputa  prior  251 a      Vallisputa  prior  246 b    
