article_id,vedette,vedette_orig,localisationco,localisationco_orig,NCCENR_orig,insee_code,id,old-id,label,definition_typologie,definition_localisation,insee,method_dicotopo,localisationde,dpt_code,canton_code,method,reference
P08-00766bis,Salagon,Salagon,Mane,Mane,Mane,Mane (04111),,,,,,,nulle,Basses-Alpes,04,Forcalquier,dpt_exact,     Salagon     Basses Alpes     con de Forcalquier     cne de Mane     Salago  capellanus  120 e  eccl   120 e      Salagons  Beata Maria  eccl   116 c      Salagonum  prior  125 d    
P08-00814bis,Barbarins  les ,Barbarins (les),Mirabeau,Mirabeau,Mirabeau,Mirabeau (04122),,,,,,,nulle,Basses-Alpes,04,Mées,dpt_exact,     Barbarins  les      Basses Alpes     con des Mées     cne de Mirabeau       Barrabina  eccl   88 e  rector  88 e      Barrabina  Sanctus Johannes  prior  93 c    
P08-01287bis,Saint Mitre,Saint-Mitre,Reillanne,Reillanne,Reillanne,Reillanne (04160),,,,,,,nulle,Basses-Alpes,04,none,dpt_exact,     Saint Mitre     Basses Alpes     arr  de Forcalquier     cne de Reillanne     Sanctus Mictrius  eccl   26 c  38 f      Sanctus Mitrius  45 c    
PO8-00001,Abries,Abriès,none,none,Abriès,Abries (05001),,,,,,,nulle,Hautes-Alpes,05,Aiguilles,dpt_exact,     Abriès     Hautes Alpes     con d Aiguilles       Abrii  capellanus  247 b      Abroii  capellanus  250 d    
PO8-00002,Abros,Abros,Saint Geniez,Saint-Geniez,Saint-Geniez,Saint Geniez (04179),,,,,,,nulle,Basses-Alpes,04,Sisteron,dpt_exact,     Abros     Basses Alpes     con de Sisteron     cne de Saint Geniez       Abrosii  103 f    
PO8-00003,Accoules,Accoules,Marseille,Marseille,Marseille,Marseille (13055),,,,,,,nulle,none,none,none,nodpt_exact,     Accoules  les      cne de Marseille       Acue  Beata Maria  eccl   216 a  vicarius  216 a  eccl   214 b c  vicarius  214 c    
PO8-00004,Agnielles,Agnielles,none,none,,05010,P36047479,DT05-00061,Agnielles ,commune,canton d’Aspres-les-Veynes,05010,communes_fuzzy,,,,,
PO8-00004,Agnielles,Agnielles,none,none,,05010,P57725969,DT05-00072,Aiguebelle ,ferme,commune d’Aspres-les-Veynes,05010,communes_fuzzy,,,,,
PO8-00004,Agnielles,Agnielles,none,none,,05010,P11609239,DT05-00063,Agnielles  Montagne d   ,montagne et bois,commune d’Agnielles,05010,communes_fuzzy,,,,,
PO8-00004,Agnielles,Agnielles,none,none,,05010,P82452415,DT05-00062,Agnielles  Torrent d   ,torrent,commune d’Agnielles,05010,communes_fuzzy,,,,,
PO8-00005,Agnieres,Agnières,none,none,,Agnieres Devoluy (05002) - Agnières-en-Dévoluy,,,,,,,nulle,Hautes-Alpes,05,Saint-Étienne-en-Dévoluy,dpt_fuzzy,     Agnières     Hautes Alpes     con de Saint Étienne en Dévoluy       Agneria  100 a      Anheria  capellanus  84 f      Ayneria  capellanus  71 b    
PO8-00006,Aiglun,Aiglun,none,none,Aiglun,Aiglun (04001),,,,,,,nulle,Basses-Alpes,04,Digne,dpt_exact,     Aiglun     Basses Alpes     con de Digne       Aygledunum  prebenda  255 b  capellanus  256 f      Egledunum  eccl   258 a  capellanus  258 a    
PO8-00007,Aiglun,Aiglun,none,none,Aiglun,Aiglun (06001),,,,,,,nulle,Alpes-Maritimes,06,Saint-Auban,dpt_exact,     Aiglun     Alpes Maritimes     con de Saint Auban       Aygledunum  eccl   262 e      Ayglesunum  eccl   264 e    
PO8-00008,Aiguebelle,Aiguebelle,Montjoyer,Montjoyer,Montjoyer,Montjoyer (26203),,,,,,,nulle,Drôme,26,Grignan,dpt_exact,     Aiguebelle     Drôme     con de Grignan     cne de Montjoyer       Aquabella  abbas  228 e  abbatia  228 e  mensa abbatialis  221 b  monasterium  221 b      Aguebelle  228 var  b    
PO8-00009,Aiguilles,Aiguilles,none,none,Aiguilles,Aiguilles (05003),,,,,,,nulle,Hautes-Alpes,05,none,dpt_exact,     Aiguilles     Hautes Alpes     arr  de Briançon       Aguille  capellanus  250 d      Agulhie  capellanus  247 a    
PO8-00010,Aiguines,Aiguines,none,none,Aiguines,Aiguines (83002),,,,,,,nulle,Var,83,Aups,dpt_exact,     Aiguines     Var     con d Aups       Aquinea  vicarius  110 b      Ayguina  capellanus  108 c  prior  108 a    
PO8-00011,Ainac,Ainac,none,none,,04167,,,,,,,nulle,Basses-Alpes,04,Digne,nulle,     Ainac     Basses Alpes     con de Digne       cxxxviii        Hoenacum  capellanus  258 c    
PO8-00012,Aix,Aix,none,none,,13001,,,,,,,nulle,Bouches-du-Rhône,13,none,nulle,     Aix ou Aix en Provence     Bouches du Rhône       Aque  xx  xxxiii  lv  lxxiii  1 b  2 c  administratio anniversariorum  14 a  44 d  archidiaconus seu archidyaconus  32 b  44 c  archiepiscopus  10 f  23 a  30  31 b  33 a b  34 b  35 a  38 d  40 b  44 d  archipresbiter  20 a  Beata Maria de Nazaret de Aquis  eccl   44 b  Beata vel Sancta Maria de Sede ville Turrium sive Beata Maria de Turribus  Notre Dame de la Sed  eccl   12 e  34 b  38 d  44 b  camera  244 c  capitulum  chapitre  25 var  e  26 var  b  28 var  a c e  33 b  40 b  44 d  canonici  32 c  civitas  9  15 d  26 b  communitas capellanorum  14 a  domus G  Guersi  2 c  ecclesia  11 a  44 d  helemosina vel elemosina  7 b  16 a  26 b  hospitalia pauperum  15 d  hospitale pauperum juxta Magdalenam de Aquis  26 b  Magdalena  Beata Maria Magdalena  Sancta Maria Magdalena  Sainte Marie Madeleine  eccl   13 f  26 a  38 d  44 b  hospitale  7 b  26 b  mensura  32 c d  precentor  12 c  prepositura ecclesie  14 a  prepositus  lo prebost  7 c  20 var  e  44 d  sacrista ecclesie  7 c  12 d  13 a  14 a  44 d  subsacrista  44 d  sacristia  20 a  24 d  25 a  sacristia turris  28 c  Sancta Clara  moniales  183 c  Sancta Crux  eccl  vel capella archiepiscopi  10 f  Sanctus Andreas de Aquis  eccl   12 e  Sanctus Antonius  domus hospitalis  15 d  Sanctus Jachobus vel Jacobus  hospitale  7 b  26 b  Sanctus Johannes  eccl   7 c  hospitale pauperum  7 b c  26 b  Sanctus Johannes Jerosolimitanus  domus hospitalis vel hospitale  15 d  26 b  44 d  eccl   xv  38 d  Sanctus Lazarius vel Lazarus  eccl   xv  7 b  26 b  Sanctus Salvator  Sanctus Salvator de Podio  Saint Sauveur  eccl   xii  xiv  xv  xix  xxi  26 b  40 b  capelle archiepiscopi  30 a  capellania archiepiscopi  10 f  opera ecclesie  12 c  capellania Langerii canonici  13 g  prévôté  14 n  2    Templum  domus  7 b  15 d  26 b  38 d  eccl   7 c  thesaurarius  300 c  villa Turrium  ix  xv  12 e  34 b    
PO8-00013,Alauzon,Alauzon,Roche Buis,la Roche-sur-le-Buis,Roche-sur-le-Buis,Roche Buis (26278),,,,,,,nulle,Drôme,26,Buis-les-Baronnies,dpt_exact_simple,     Alauzon     Drôme     con de Buis les Baronnies     cne de la Roche sur le Buis       Alauson  capellanus  80 c      Alausonum  capellanus  87 b    
PO8-00014,Albaron,Albaron,Arles,Arles,Arles,Arles (13004),,,,,,,nulle,Bouches-du-Rhône,13,Arles,dpt_exact,     Albaron     Bouches du Rhône     con d Arles     cne d Arles       Albaro  eccl   146 b  Sanctus Vincentius  136 c      Albaronum  161 a  capella  142 a  148 a  151 b  castrum  142 a  151 b  eccl   148 a  prior  142 a  rector  142 a  Sanctus Vincentius  prior  154 f    
PO8-00015,Albion,Albion,none,none,,,,,,,,,nulle,none,none,none,nulle,     Albion  l   ou le Bion      pays aux confins de Vaucluse  de la Drôme et des Basses Alpes        Albio  118 c  121 b  125 c  127 h      Bio  127 var  m    
PO8-00016,Albiosc,Albiosc,none,none,,04081,,,,,,,nulle,Basses-Alpes,04,Riez,nulle,     Albiosc     Basses Alpes     con de Riez       Albioscum  capellanus  108 e  prior  106 e  111 c    
PO8-00017,Aliscamps,Aliscamps,c<sup>ne</sup> Arles,c<sup>ne</sup> d'Arles,,13004,,,,,,,nulle,Bouches-du-Rhône,13,none,nulle,     Aliscamps  les      cne d Arles     Bouches du Rhône       Aliscamps  les   lxxv  149 b      Aliscampi  lxv  142 b  154 b c      Eliscamps  147 b      Beata vel Sancta Maria de Bellis  sive Abelis alias de Infirmis  capella  147 b  149 b  capellanus  154 c  prior  142 b      Pulcer Locus  eccl   147 c  prior  142 c      Beata vel Sancta Maria  capellanus  154 e  eccl   lxix  149 c      Sanctus Cesarius  Cessarius  Cezarius  sive Cezarus  142 var  e  capellanus  154 b  eccl   147 b  151 c  prior  142 b      Sanctus Honoratus  eccl   137 a  147 b  149 c  151 c  monachi  154 b  prior  142 b  154 b      Sanctus Petrus de Fabregolis  Fanabregol  Fanabregolo sive Farabegolo  149 c  capellanus  154 b  eccl   147 b  137 a  prior  142 c    
PO8-00018,Allan,Allan,none,none,Allan,Allan (26005),,,,,,,nulle,Drôme,26,Montélimar,dpt_exact,     Allan     Drôme     con de Montélimar       Alendum  prioratus  225 b      Alondum  curatus  230 e    
PO8-00019,Allauch,Allauch,none,none,Allauch,Allauch (13002),,,,,,,nulle,Bouches-du-Rhône,13,Marseille,dpt_exact,     Allauch     Bouches du Rhône     con de Marseille       Alaudium  castrum  216 a  eccl   216 a  vicarius  216 a    
PO8-00020,Alleins,Alleins,none,none,Alleins,Alleins (13003),,,,,,,nulle,Bouches-du-Rhône,13,Eyguières,dpt_exact,     Alleins     Bouches du Rhône     con d Eyguières       Alignum  eccl   2 c  4 b  12 b  24 a  30 a  33 a  37 d  43 d  hospitale  24 a    
PO8-00021,Allemagne,Allemagne,none,none,,Allemagne Provence (04004) - Allemagne-en-Provence,,,,,,,nulle,Basses-Alpes,04,Riez,dpt_fuzzy,     Allemagne     Basses Alpes     con de Riez       Alamania  vicarius  106 b  110 a    
PO8-00022,Allons,Allons,none,none,Allons,Allons (04005),,,,,,,nulle,Basses-Alpes,04,Saint-André-de-Méouilles,dpt_exact,     Allons     Basses Alpes     con de Saint André de Méouilles       Alloncius  294 b      Alonsium  prior  290 f      Alucium  eccl   292 c    
PO8-00023,Allos,Allos,none,none,Allos,Allos (04006),,,,,,,nulle,Basses-Alpes,04,none,dpt_exact,     Allos     Basses Alpes     arr  de Barcelonnette       Alosium  eccl   290 a  292 c      Alosius  294 d    
PO8-00024,Ambel,Ambel,none,none,Ambel,Ambel (38008),,,,,,,nulle,Isère,38,Corps,dpt_exact,     Ambel     Isère     con de Corps       Ambellum  capellanus  78 a  prior  72 a    
PO8-00025,Amiens,Amiens,none,none,Amiens,Amiens (80021),,,,,,,nulle,Somme,80,none,dpt_exact,     Amiens     Somme       Ambianensis   Johannes de Grangia  cardinalis   174 d    
PO8-00026,Amirat,Amirat,none,none,Amirat,Amirat (06002),,,,,,,nulle,Alpes-Maritimes,06,Saint-Auban,dpt_exact,     Amirat     Alpes Maritimes     con de Saint Auban       Admiratum  eccl   267 f      Amuratum  eccl   265 b    
PO8-00027,Amourdedieu,Amourdedieu,Vaugines,Vaugines,Vaugines,Vaugines (84140),,,,,,,nulle,Vaucluse,84,Cadenet,dpt_exact,     Amourdedieu     Vaucluse     con de Cadenet     cne de Vaugines       Placitum Dei  eccl   11 e  46 b    
PO8-00028,Amphoux,Amphoux,Fox Amphoux,Fox-Amphoux,Fox-Amphoux,Fox Amphoux (83060),,,,,,,nulle,Var,83,Tavernes,dpt_exact,     Amphoux  les      Var     con de Tavernes     cne de Fox Amphoux       xxxvi        Anfos  59 c      Anfossium  prior  66 f    
PO8-00029,Ampus,Ampus,none,none,Ampus,Ampus (83003),,,,,,,nulle,Var,83,Draguignan,dpt_exact,     Ampus     Var     con de Draguignan       Empuis  59 f  Beata Maria de Speluca  61 a      Empurium  Spelluca de Empurio  prioratus  66 d  vicaria  68 a    
PO8-00030,Ancelle,Ancelle,none,none,Ancelle,Ancelle (05004),,,,,,,nulle,Hautes-Alpes,05,Saint-Bonnet-en-Champsaur,dpt_exact,     Ancelle     Hautes Alpes     con de Saint Bonnet en Champsaur       Ancella  capellanus  85 h      Ancilla  71 a  capellanus  85 e    
PO8-00031,Andon,Andon,none,none,Andon,Andon (06003),,,,,,,nulle,Alpes-Maritimes,06,Saint-Auban,dpt_exact,     Andon     Alpes Maritimes     con de Saint Auban       Andahonum  altare Sancti Andree  304 c  eccl   304 b  306 b  prebenda  304 b      Andaonum  298 d  eccl   300 c  prebenda  299 a  vicarius  301 a    
PO8-00032,Angles,Angles,none,none,Angles,Angles (04007),,,,,,,nulle,Basses-Alpes,04,Saint-André-de-Méouilles,dpt_exact,     Angles     Basses Alpes     con de Saint André de Méouilles       Anguli  eccl   290 b  292 d    
PO8-00033,Angles,Angles,none,none,Angles,Angles (30011),,,,,,,nulle,Gard,30,Villeneuve-lès-Avignon,dpt_exact,     Angles  les      Gard     con de Villeneuve lès Avignon       Anguli  eccl   190 c    
PO8-00034,Annelles,Annelles,Barjols,Barjols,Barjols,Barjols (83012),,,,,,,nulle,Var,83,Barjols,dpt_exact,     Annelles  les      Var     con de Barjols     cne de Barjols       Sanctus Stephanus de Anelas de Bastida  eccl   15 c      Sanctus Stephanus de Anellis  eccl   4 d  11 e  42 a    
PO8-00035,Annot,Annot,none,none,Annot,Annot (04008),,,,,,,nulle,Basses-Alpes,04,none,dpt_exact,     Annot     Basses Alpes     arr  de Castellanne       Annotum  eccl   262 c  264 c  267 d    
PO8-00036,Ansouis,Ansouis,none,none,Ansouis,Ansouis (84002),,,,,,,nulle,Vaucluse,84,Pertuis,dpt_exact,     Ansouis     Vaucluse     con de Pertuis       Ansoisium  13 e  14 f  eccl   12 e  prior  12 e  vicarius  12 e      Ansoys  eccl   28 c  hospitale  28 c      Ansoysium  28 var  d  Sanctus Martinus  eccl   39 g  46 d  vicaria  46 d    
PO8-00037,Antibes,Antibes,none,none,Antibes,Antibes (06004),,,,,,,nulle,Alpes-Maritimes,06,none,dpt_exact,     Antibes     Alpes Maritimes     arr  de Grasse       cxxvii        Antipolis  275  310 i  civitas  v  cxxvi  cxxvii  cxlv  cxlviii  270 b  domus episcopi  270 b c  271 e  eccl   269 a  270 b  episcopatus  xxxii  269  270 b  episcopus  270 b c  271 d e    
PO8-00038,Antonaves,Antonaves,none,none,Antonaves,Antonaves (05005),,,,,,,nulle,Hautes-Alpes,05,Ribiers,dpt_exact,     Antonaves     Hautes Alpes     con de Ribiers       Anthonave  102 c  prior  87 c      Antonave  capellanus  80 b  prior  75 d    
PO8-00039,Apt,Apt,none,none,Apt,Apt (84003),,,,,,,nulle,Vaucluse,84,none,dpt_exact,     Apt     Vaucluse       Apta  Aptensium  archidiaconus  52 a  Beata Maria Episcopalis  54 a  capitulum  52 d  clerici  52 f  diocèse  47 56  episcopus  47 a  51 a  operarius  51 d  opus eccl   53 b  prepositus  47 c  52 e  54 a  sacrista  48 a  Sancta Katerina de Apta  monasterium  51 f  Sancta Maria de Carmelo  54 b  Sancta Maria Magdalena  54 a  Sanctus Johannes  54 a  Sanctus Lazarus  52 c  54 b  Sanctus Martinus  54 a  prior  52 e  Sanctus Martinus civitatis  prior  49 a  Sanctus Nicholaus vel Nicolaus  54 a  prior  47 c  51 a  Sanctus Paulus  54 a  Sanctus Petrus  54 a  prior  48 a  Sanctus Sergius  54 b    
PO8-00040,Archail,Archail,none,none,Archail,Archail (04009),,,,,,,nulle,Basses-Alpes,04,la Javie,dpt_exact,     Archail     Basses Alpes     con de la Javie       Arcalhum  capellanus  259 e      Archallum  capellanus  257 b  prebenda  255 a      Archalum  255 var  c    
PO8-00041,Arcs,Arcs,Marseille,Marseille,Marseille,Marseille (13055),,,,,,,nulle,Bouches-du-Rhône,13,Marseille,dpt_exact,     Arcs  les      Bouches du Rhône     con de Marseille     cne de Marseille       Arcs  les   218 b    
PO8-00042,Arcs,Arcs,none,none,Arcs,Arcs (83004),,,,,,,nulle,Var,83,Lorgues,dpt_exact,     Arcs ou Arcs sur Argens  les      Var     con de Lorgues       Archus  60 e      Arcus  prioratus  66 a    
PO8-00043,Ardenne,Ardenne,Michel,Saint-Michel,,04192,,,,,,,nulle,Basses-Alpes,04,Forcalquier,nulle,     Ardenne     Basses Alpes     con de Forcalquier     cne de Saint Michel       Ardenna  hospitale  116 c  123 d  prior  123 e    
PO8-00044,Arenc,Arenc,Marseille,Marseille,Marseille,Marseille (13055),,,,,,,nulle,Bouches-du-Rhône,13,Marseille,dpt_exact,     Arenc     Bouches du Rhône     con de Marseille     cne de Marseille       Arenh  218 b    
PO8-00045,Argence,Argence,Fourques,Fourques,Fourques,Fourques (30117),,,,,,,nulle,Gard,30,Beaucaire,dpt_exact,     Argence     pays      Gard     con de Beaucaire     cne de Fourques       Argencia  grangia  143 c      Argenssa  domus grangie  160 a    
PO8-00046,Argens,Argens,none,none,,Mure Argens (04136) - Mure-Argens,,,,,,,nulle,Basses-Alpes,04,Saint-André-de-Méouilles,dpt_fuzzy,     Argens     Basses Alpes     con de Saint André de Méouilles       Argencius  294 e      Argensium  eccl   290 b      Argentium  eccl   292 d    
PO8-00047,Argentiere,Argentière,none,none,,Argentiere Bessee (05006) - Argentière-la-Bessée,,,,,,,nulle,Hautes-Alpes,05,none,dpt_fuzzy,     Argentière  l       Hautes Alpes     arr  de Briançon       Argenteria  capellanus  246 b  251 a    
PO8-00048,Argentis,Argentis,Camps,Camps,,83030,,,,,,,nulle,Var,83,Brignoles,nulle,     Argentis     Var     con de Brignoles     cne de Camps       Argentillum  3 b      Argentilium  Sancta Maria  eccl   31 c  Sanctus Martinus  eccl   12 b  17 c  41 b    
PO8-00049,Aris,Aris,Sigonce,Sigonce,Sigonce,Sigonce (04206),,,,,,,nulle,Basses-Alpes,04,Forcalquier,dpt_exact,     Aris     Basses Alpes     con de Forcalquier     cne de Sigonce       Aricium  capellanus  120 b  eccl   120 b      Hericum  eccl   121 b    
PO8-00050,Arles,Arles,none,none,Arles,Arles (13004),,,,,,,nulle,Bouches-du-Rhône,13,none,dpt_exact,     Arles     Bouches du Rhône       Arelate  Arlate  Arrelate  xi  lv  143 d  Aliscampi  les Aliscamps  Eliscamps  137 a  142 b  147 b  149 b  154 b c  archidiaconus 141 a  145 a  archiepiscopus  141 a  146  148 a et var  b  154 d  160 et 160 a  161 a  162 b  Beata vel Sancta Maria Magdalena  capella  147 a  capellanus  153 b  prior  142 b  149 b  Beata vel Sancta Maria Major  capellanus  153 b  eccl   136 c  147 a  149 a  prior  142 b  Beata vel Sancta Maria Principalis  seu de Principali  sive ante Sanctum Trophimum  Notre Dame la Principale  lxviii  136 c  capellanus  153 b  eccl   146 d  149 b  160 a  187 a  prior  142 b  160 a  Beatus vel Sanctus Trophimus  administrator anniversariorum  141 a  148 a  eccl   136 c  138 a  160 a  161 a  infirmarius  141 a  148 a  161 a  operarius  141 a  vestiarius  141 a  148 a  Carmelite  conventus  188 b  civitas  142 b  146 c  148  154 a  prioressa et moniales civitatis  153 b  clavarius  clavaire  159  160  mensura  160 a  mensura lapidis  160 a  prepositus  141 a  146 a  148 a  151 a  Sancta Catarina  Caterina  Catherina d Escureria  Chaterina  Katerina  capellanus  153 b  eccl   147 a  149 b  prior  142 b  Sancta Crux de Burgo  capellanus  153 b  eccl   136 c  146 d  149 b  153 b  prior  142 b  Sancta Eulalia  capellanus  154 c  Sancta Maria de Cappella  capellanus  153 b  Sancta Trinitas  capellanus  154 a  cimiterium  137 a  eccl   137 a  146 d  149 b  prior  142 b  154 a  Sanctus Andreas  capellanus  153 b  Sanctus Cesarius  Cessarius  Cezarius  Cezarus  abbatissa  141 a  146 a  148 a  151 a  153 a  monasterium  146 a  moniales  153 a  Sanctus Desiderius  capellanus  154 c  eccl   137 a  Sanctus Georgius  137 a  capellanus  154 a  eccl   147 b  Sanctus Jacobus  capellanus  154 b  eccl   137 a  Sanctus Johannes de Mosteriis  capellanus  154 a  Sanctus Julianus de Burgo  136 c  capellanus  153 b  eccl   146 e  149 b  prior  142 b  procurator  153 var  a  Sanctus Laurentius  capellanus  153 b  eccl   136 c  146 d  149 b  Sanctus Lucianus  capellanus  153 b  eccl   136 c  147 a  prior  142 b  Sanctus Martinus  162 a  capellanus  153 b  eccl   136 c  146 c  149 b  prior  142 b  Sanctus Mauricius vel Maurissius  capella  142 b  149 b  capellanus  153 b  prior  142 b  Sanctus Micahel vel Michael de Scala  137 a  capellanus  154 a  eccl   146 c  Sanctus Petrus de Pesulo  Pessulo  Pezulo  Pujolo  146 d  149 b  capellanus  153 b  prior  142 b  162 a  Sanctus Salvator de Trualha  capellanus  153 b  Sanctus Vincentius  capellanus  154 a  eccl   146 e  149 b  prior  142 b  159 c  163 a  Sanctus Ysidorus  Yssidorius  Yssidorus  capellanus  153 b  eccl   147 a  prior  142 b  Templum  capellanus  153 b  domus  143 d  fratres milicie  153 b  grangie  143 d  preceptor  143 d    
PO8-00051,Arpavon,Arpavon,none,none,Arpavon,Arpavon (26013),,,,,,,nulle,Drôme,26,Nyons,dpt_exact,     Arpavon     Drôme     con de Nyons       Arpavon  prieuré  128 b      Arpao  eccl   114 c  116 f    
PO8-00052,Artignosc,Artignosc,none,none,,Artignosc Verdon (83005) - Artignosc-sur-Verdon,,,,,,,nulle,Var,83,Tavernes,dpt_fuzzy,     Artignosc     Var     con de Tavernes       Artignoscum  capellanus  109 c  eccl   109 e      Artinhoscum  prior  112 var  l    
PO8-00053,Artigues,Artigues,none,none,Artigues,Artigues (83006),,,,,,,nulle,Var,83,Rians,dpt_exact,     Artigues     Var     con de Rians       Artica  eccl   3 e  5 d  7 d  8 b      Artiga  eccl   20 c  32 b  36 d  42 b      Artigua  eccl   10 a    
PO8-00054,Arvieux,Arvieux,none,none,Arvieux,Arvieux (05007),,,,,,,nulle,Hautes-Alpes,05,Aiguilles,dpt_exact,     Arvieux     Hautes Alpes     con d Aiguilles       Arviolium  capellanus  251 g      Arviolum  capellanus  247 b    
PO8-00055,Arzeliers,Arzeliers,Laragne,Laragne,,05070,P52546048,DT05-00256,Arzeliers ,village,commune de Laragne,05070,localisationco_fuzzy,,,,,
PO8-00055,Arzeliers,Arzeliers,Laragne,Laragne,,05070,P60838139,DT05-09614,Ville Vieille d Arzeliers ,hameau,commune de Laragne,05070,localisationco_fuzzy,,,,,
PO8-00056,Ascros,Ascros,none,none,Ascros,Ascros (06005),,,,,,,nulle,Alpes-Maritimes,06,Puget-Théniers,dpt_exact,     Ascros     Alpes Maritimes     con de Puget Théniers       Croci  eccl   263 c  268 b      Croqui  263 var  e    
PO8-00057,Aspremont,Aspremont,none,none,Aspremont,Aspremont (06006),,,,,,,nulle,Alpes-Maritimes,06,Levens,dpt_exact,     Aspremont     Alpes Maritimes     con de Levens       Aspermon  278 f      Asper Mons  prior  282 c  285 c      Aspermont  280 b    
PO8-00058,Aspremont,Aspremont,none,none,Aspremont,Aspremont (05008),,,,,,,nulle,Hautes-Alpes,05,Aspres-sur-Buëch,dpt_exact,     Aspremont     Hautes Alpes     con d Aspres sur Buëch       Asperusmons  98 d  capellanus  77 f    
PO8-00059,Aspres les Corps,Aspres-lès-Corps,none,none,Aspres-lès-Corps,Aspres les Corps (05009),,,,,,,nulle,Hautes-Alpes,05,Saint-Firmin,dpt_exact,     Aspres lès Corps     Hautes Alpes     con de Saint Firmin       Asperi prope Corvum  99 e      Asprati  capellanus  72 a      Aspreti prope Corvum  capellanus  84 d    
PO8-00060,Aspres sur Buech,Aspres-sur-Buëch,none,none,Aspres-sur-Buëch,Aspres sur Buech (05010),,,,,,,nulle,Hautes-Alpes,05,none,dpt_exact,     Aspres sur Buëch     Hautes Alpes     arr  de Gap       Asperi  capellani  71 d  capellani curati  85 g  capellania de Goytres  86 a  capellania Lamberti  prepositi  86 a  curati  98 d  prior  81 c  85 c  Sanctus Giraldus  130 d      Asperi prope Veynetum  98 d    
PO8-00061,Astoin,Astoin,none,none,,04023,,,,,,,nulle,Basses-Alpes,04,Turriers,nulle,     Astoin     Basses Alpes     con de Turriers       Astuynum  eccl   244 b      Austuynum  244 var  c      Austuyonum  capellanus  246 f      Stivenum  capellanus  252 d    
PO8-00062,Astros,Astros,Vidauban,Vidauban,Vidauban,Vidauban (83148),,,,,,,nulle,Var,83,Luc,dpt_exact,     Astros     Var     con du Luc     cne de Vidauban       Strols  bastida  62 a    
PO8-00063,Aubagnaus,Aubagnaus,Rochegude,Rochegude,Rochegude,Rochegude (26275),,,,,,,nulle,Drôme,26,Saint-Paul-Trois-Châteaux,dpt_exact,     Aubagnaus  les      Drôme     con de Saint Paul Trois Châteaux     cne de Rochegude       Albanhanetum  prior  224 a      Albanhetum  prior  229 d    
PO8-00064,Aubagne,Aubagne,none,none,Aubagne,Aubagne (13005),,,,,,,nulle,Bouches-du-Rhône,13,none,dpt_exact,     Aubagne     Bouches du Rhône     arr  de Marseille       Albanea  castrum  216 b  eccl   213 a  216 b  planum  215 a  prior  216 b  vicarius  216 b    
PO8-00065,Aubenas,Aubenas,none,none,,Aubenas Alpes (04012) - Aubenas-les-Alpes,,,,,,,nulle,Basses-Alpes,04,Reillanne,dpt_fuzzy,     Aubenas     Basses Alpes     con de Reillanne       xxx        Albenaron      prior  124 b      Albenatium  eccl   127 e      Albennascium  capellanus  120 d      Albennatium  eccl   117 e    
PO8-00066,Aubessagne,Aubessagne,Chauffayer,Chauffayer,Chauffayer,Chauffayer (05039),,,,,,,nulle,Hautes-Alpes,05,Saint-Firmin,dpt_exact,     Aubessagne     Hautes Alpes     con de Saint Firmin     cne de Chauffayer       Albasaigna  capellanus  71 b      Albassagna  99 d      Albassana  capellanus  85 b    
PO8-00067,Aubignan,Aubignan,none,none,Aubignan,Aubignan (84004),,,,,,,nulle,Vaucluse,84,Carpentras,dpt_exact,     Aubignan     Vaucluse     con de Carpentras       xciv  cviii        Albanhanum  223 b  eccl   199 e  prior  223 a    
PO8-00068,Aubignosc,Aubignosc,none,none,Aubignosc,Aubignosc (04013),,,,,,,nulle,Basses-Alpes,04,Volonne,dpt_exact,     Aubignosc     Basses Alpes     con de Volonne       Albinoschum  Sanctus Julianus  eccl   117 e      Albinoscum  capellanus  120 a  eccl   120 a  prior  124 e      Bignoscum  eccl   127 f    
PO8-00069,Auges,Augès,none,none,,04109,,,,,,,nulle,Basses-Alpes,04,Peyruis,nulle,     Augès     Basses Alpes     con de Peyruis       Augetum  eccl   117 c  prior  125 f    
PO8-00070,Aulan,Aulan,none,none,Aulan,Aulan (26018),,,,,,,nulle,Drôme,26,Séderon,dpt_exact,     Aulan     Drôme     con de Séderon       Aulancum  capellanus  86 e      Avolanc  capellanus  75 b      Olancum  101 g    
PO8-00072,Aups,Aups,Fouillouse,Fouillouse,Fouillouse,Fouillouse (05057),,,,,,,nulle,Hautes-Alpes,05,Tallard,dpt_exact,     Aups     Hautes Alpes     con de Tallard     cne de Fouillouse       Sanctus Martinus d Aus  prior  72 g  rector  84 c      Sanctus Martinus de Ausio  prior  xli  91 h    
PO8-00073,Aups,Aups,none,none,Aups,Aups (83007),,,,,,,nulle,Var,83,none,dpt_exact,     Aups     Var     arr  de Draguignan       Alpes  hospitale  68 f  monasterium  60 b  66 h  prior  66 g  prioratus  60 a    
PO8-00074,Aurafrede,Aurafrède,Greoux,Gréoux,,Greoux Bains (04094) - Gréoux-les-Bains,,,,,,,nulle,Basses-Alpes,04,Valensole,dpt_fuzzy,     Aurafrède     Basses Alpes     con de Valensole     cne de Gréoux       Aurafrigida  Beata Maria  eccl   105 c  prior  105 c  capellanus  108 e  eccl   111 d    
PO8-00076,Aureille,Aureille,none,none,Aureille,Aureille (13006),,,,,,,nulle,Bouches-du-Rhône,13,Eyguières,dpt_exact,     Aureille     Bouches du Rhône     con d Eyguières       lxxiii        Auricula  eccl   144 d  150 c  152 b  prior  144 d  Sancta Maria  capellanus  157 a  eccl   138 c    
