Article	Vedette	Localisation	INSEE_corrigé	Nom_corrigé	Commentaire
DT11-13794	Teulière (La),	Castelnau-d	11077	Castelnau-d’Aude	
DT11-00116	Airoux,	Castelnaudary-Nord	non		
DT11-01826	Brunels (Les),	Castelnaudary-Nord	non		
DT11-02521	Carlipa,	Castelnaudary-Nord	non		
DT11-02596	Cassés (Les),	Castelnaudary-Nord	non		
DT11-02960	Cennes-Monestiès,	Castelnaudary-Nord	non		
DT11-06146	Issel,	Castelnaudary-Nord	non		
DT11-06466	Labécède-Lauraguais,	Castelnaudary-Nord	non		
DT11-08308	Montmaur,	Castelnaudary-Nord	non		
DT11-10122	Peyrens,	Castelnaudary-Nord	non		
DT11-10442	Pomarède (La),	Castelnaudary-Nord	non		
DT11-10878	Puginier,	Castelnaudary-Nord	non		
DT11-12874	Saint-Papoul,	Castelnaudary-Nord	non		
DT11-12904	Saint-Paulet,	Castelnaudary-Nord	non		
DT11-13576	Souilhanels,	Castelnaudary-Nord	non		
DT11-13577	Souilhe,	Castelnaudary-Nord	non		
DT11-13631	Soupex,	Castelnaudary-Nord	non		
DT11-14054	Tréville,	Castelnaudary-Nord	non		
DT11-14430	Verdun,	Castelnaudary-Nord	non		
DT11-14707	Villemagne,	Castelnaudary-Nord	non		
DT11-14770	Villespy,	Castelnaudary-Nord	non		
DT11-04615	Fendeille,	Castelnaudary-Sud	non		
DT11-06440	Labastide-d’Anjou,	Castelnaudary-Sud	non		
DT11-06745	Lasbordes,	Castelnaudary-Sud	non		
DT11-06805	Laurabuc,	Castelnaudary-Sud	non		
DT11-07678	Mas-Saintes-Puelles (Le),	Castelnaudary-Sud	non		
DT11-08090	Mireval-Lauraguais,	Castelnaudary-Sud	non		
DT11-08249	Montferrand,	Castelnaudary-Sud	non		
DT11-10029	Pexiora,	Castelnaudary-Sud	non		
DT11-11377	Ricaud,	Castelnaudary-Sud	non		
DT11-12814	Saint-Martin-la-Lande,	Castelnaudary-Sud	non		
DT11-14736	Villeneuve-la-Comptal,	Castelnaudary-Sud	non		
DT11-14744	Villepinte,	Castelnaudary-Sud	non		
DT11-03503	Cougain (Le),	Castreleng	11078	Castelreng	
DT11-11551	Roc-de-l’Alquière (Le),	Caudiès	66046		
DT11-06803	Lauquet (Le),	Caunette	11082		
DT11-03407	Conques,	Cavirac	11035		
DT11-07679	Massamie,	Cesséras	34075		
DT11-04401	Estagnolet (L')	Clape	non		
DT11-13076	Saint-Sernin,	Clape	non		
DT11-00342	Arriès (Les),	Clat	11093		
DT11-01548	Bourbel (Le),	Clat	11093		
DT11-01856	Bugatels (Les),	Clat	11093		
DT11-04093	Égales (Les),	Clat	11093		
DT11-06465	Labeau,	Clat	11093		
DT11-06525	Ladevèze,	Clat	11093		
DT11-07291	Maison-de-Garde (La),	Clat	11093		
DT11-07994	Miayro,	Clat	11093		
DT11-08065	Mirailles (Pech de),	Clat	11093		
DT11-09079	Nentilla,	Clat	11093		
DT11-09568	Pas-de-Toulouse (Le),	Clat	11093		
DT11-12821	Saint-Maurice,	Clat	11093		
DT11-14015	Trébine (La),	Clat	11093		
DT11-14062	Triby (Le),	Clat	11093		
DT11-14113	Trois-Trous (Les),	Clat	11093		
DT11-05242	Fuscan,	Clermont	11094		
DT11-06363	Jourre (La),	Conilhac	11097		
DT11-07315	Maison-Forestière (La),	Coumefroide	non		
DT11-00792	Bastié (En-),	Courtèle	11108	Courtète	
DT11-11196	l’Aiguille,	Cuxac-d	11116	Cuxac-d’Aude	
DT11-02345	Cantauzeillo,	Dernaoueillette	11118	Dernacueillette	
DT11-08066	Mirailles,	Devèze	non		
DT11-07263	Magnerie (Serre de la),	Embres	11125		
DT11-10134	Peyresfites,	Embres	11125		
DT11-09661	Pech-Agut,	Fajac	11134		
DT11-07316	Maison-Forestière (La),	Fanges	non		
DT11-07298	Maison-de-Refuge (La),	Fenelle	non		
DT11-07879	Mérial (Forêt de),	Fenelle	non		
DT11-04401	Estagnolet (L')	Fleix	non		
DT11-04508	Fajolle (La),	Font-d’Argent	non		
DT11-12990	Saint-Prim,	Frau	non		
DT11-07300	Maison-de-Refuge (La),	Gailles	non		
DT11-04508	Fajolle (La),	Galine	non		
DT11-05134	Fournes,	Gébets	non		
DT11-05710	Grandgaute (La),	Gébets	non		
DT11-07126	Lise-de-Font-d’Argent,	Gébets	non		
DT11-07127	Lise-del-Brau,	Gébets	non		
DT11-07291	Maison-de-Garde (La),	Gesse	non		
DT11-07963	Métairie-Neuve (La),	Grèzes	non		
DT11-10478	Pont-de-Bois (Le),	Herminis	non		
DT11-05141	Fourniguet,	Hounoux	11173		
DT11-11443	Rigole-de-la-Plaine (La),	Labastide-d	11178	Labastide-d’Anjou	
DT11-03503	Cougain (Le),	Ladigne-d	non		
DT11-08628	Moulin-à-Vent (Le),	Laforce	11153		
DT11-07080	Licune (La)	Lapalme.	11188		"Commune non reconnue (article id=""DT11-06664"""
DT11-02905	Cazals (Les),	Limouzis	11205		
DT11-00855	Beaulieu,	Loubatière	non		
DT11-04536	Fangas (Le),	Loubatière	non		
DT11-04804	Fon-de-Monsoulens,	Loubatière	non		
DT11-07293	Maison-de-Garde (La),	Loubatière	non		
DT11-01856	Bugatels (Les),	Madres	non		
DT11-00486	Bade (La),	Mayrevieille	11226	Mayreville	
DT11-05551	Gentesta,	Mayrevieille	11226	Mayreville	
DT11-03813	Croix-de-Saint-Brès (La),	Mazamet	81163		
DT11-03990	Dex (Le),	Mazères	09185		
DT11-04150	Entagès (Roc d’),	Mijanès	09193		
DT11-08066	Mirailles,	Mingaud	non		
DT11-08313	Montmija,	Mirailles	non		
DT11-07416	Malleville,	Moleville	11238	Molleville	
DT11-11412	Rieutort (Le),	Montaillou	09197		
DT11-01057	Bernède (La),	Montbel	09200		
DT11-06799	Launes (Les),	Montels	34167		
DT11-11965	Saint-André,	Montels	34167		
DT11-10650	Porte-Y,	Montlegun	non		
DT11-12093	Saint-Clément,	Montpezat	non		
DT11-07097	Limbault-de-Chauvette,	Niave	non		
DT11-07299	Maison-de-Refuge (La),	Niave	non		
DT11-00255	Arcos (Sarrat d’),	Opoul	66127		
DT11-01889	Cabane (La),	Pechluna	11278		
DT11-03040	Chavanac,	Pechluna	11278		
DT11-00906	Bélesta,	Peyrefite-sur-l’Hers	11283		
DT11-01277	Borde (La),	Peyrefite-sur-l’Hers	11283		
DT11-01353	Bordeneuve (La),	Peyrefite-sur-l’Hers	11283		
DT11-02294	Canclou,	Peyrefite-sur-l’Hers	11283		
DT11-02662	Castélou,	Peyrefite-sur-l’Hers	11283		
DT11-03603	Courrech,	Peyrefite-sur-l’Hers	11283		
DT11-04603	Fégnal (La),	Peyrefite-sur-l’Hers	11283		
DT11-04606	Feillès,	Peyrefite-sur-l’Hers	11283		
DT11-05165	Fraïchel (Le),	Peyrefite-sur-l’Hers	11283		
DT11-05930	Guirole (La),	Peyrefite-sur-l’Hers	11283		
DT11-05932	Guitard,	Peyrefite-sur-l’Hers	11283		
DT11-06106	Huguenote (La),	Peyrefite-sur-l’Hers	11283		
DT11-06459	Labat,	Peyrefite-sur-l’Hers	11283		
DT11-07842	Mendras,	Peyrefite-sur-l’Hers	11283		
DT11-08551	Moulin (Le),	Peyrefite-sur-l’Hers	11283		
DT11-08552	Moulin (Le),	Peyrefite-sur-l’Hers	11283		
DT11-08661	Moulin-à-Vent (Le),	Peyrefite-sur-l’Hers	11283		
DT11-10855	Priou,	Peyrefite-sur-l’Hers	11283		
DT11-13167	Salet,	Peyrefite-sur-l’Hers	11283		
DT11-11478	Rivassel (Le),	Peyriac	11286		
DT11-11880	de Laval,	Peyriac	11286		
DT11-09598	Paulet,	Peyriac-sur-Mer	11285		
DT11-10327	Pla-de-l’Ile (Le),	Peyriac-sur-Mer	11285		
DT11-14074	Trieires,	Peyriac-sur-Mer	11285		
DT11-07314	Maison-Forestière (La),	Picaussel	non		
DT11-07311	Maison-Forestière (La),	Plaine	non		
DT11-07879	Mérial (Forêt de),	Pourcigoule	non		
DT11-06768	Lasserre,	Prade	11189		
DT11-00315	Arnette (L’),	Pradelles	non		
DT11-08066	Mirailles,	Rabouillère	non		
DT11-13131	Saissaguais (Le),	Ramondens	non		
DT11-07317	Maison-Forestière (La),	Rialsesse	non		
DT11-11880	de Laval,	Rieux	11315		
DT11-04508	Fajolle (La),	Rougé-Rébenty	non		
DT11-12398	Saint-Eugène,	Russol	non		
DT11-00436	Ave-Maria,	S.-Papoul	11361	Saint-Papoul	
DT11-00476	Bac-de-Saint-Ferriol (Le),	Saint-Ferriol	11341		
DT11-05562	Gérolle,	Saint-Jean-de-Cartels	non		
DT11-01868	Burgens,	Sainte-Colombe	non		
DT11-09193	Notre-Dame-de-la-Chapelle,	Sainte-Hilaire	11344	Saint-Hilaire	
DT11-00255	Arcos (Sarrat d’),	Salces	66190		
DT11-11196	l’Aiguille,	Sallèles-d	11369	Sallèles-d’Aude	
DT11-10966	Quier (Le),	Salza	11374		"Commune non reconnue (article id=""DT11-13225"""
DT11-10987	Quier-Rouch (Le),	Salza	11374		
DT11-04508	Fajolle (La),	Sauzède	non		
DT11-01643	Bourrais,	Servian	non		
DT11-07082	Licune (La)	Sigean,	11379		
DT11-04508	Fajolle (La),	Tibiac	non		
DT11-07879	Mérial (Forêt de),	Tiech	non		
DT11-04413	Estagnolet (L')	Truilhas	non		
DT11-01642	Bourjalou,	Vignevielle	11409	Vignevieille	
DT11-09687	Pechauriol,	Vignevielle	11409	Vignevieille	
DT11-11495	Rives-Hautes (Les),	Vignevielle	11409	Vignevieille	
DT11-06880	Lauzy,	Villar-Sainte-Anselme	11415		
DT11-08351	Montplaisir,	Villaret	non		
DT11-09927	Pérairol (Le),	Villeneuve-de-Montréal	11432		
DT11-02520	Carla (Le),	Villerouge-Termenès	11435		
DT11-13750	Termenès,	Villerouge-Termenès	11435		
DT11-13546	Sonil (Le),	Villesèque	11436		
DT11-08696	Moulin-à-Vent (Le),	Villesicle	11438		
DT11-10293	Piquetalen,	Villoneuve-la-Comptal	11430	Villeneuve-la-Comptal	
DT11-00076	Aiguesbonnes-Boucheville,	Vira	66232		
