Article	Vedette	Localisation	INSEE_corrigé	Nom_corrigé	Commentaire
DT05-00264	Asti (Pic d'),	Italie	non		
DT05-00415	Barbas,	Italie	non		
DT05-01278	Carementrant (Le),	Italie	non		
DT05-03174	Durmillouse,	Italie	non		
DT05-04297	Grand-Charvet (Le),	Italie	non		
DT05-04325	Grand-Glaiza (Le),	Italie	non		
DT05-04988	Lauzin (Le),	Italie	non		
DT05-05697	Motte (La),	Italie	non		
DT05-09632	Viso (Le),	Italie	non		
DT05-01351	Céans,	Laborel	26153		
DT05-00068	Aiglière (L'),	Lus	26168		
DT05-01168	Buëch (Le),	Lus	26168		
DT05-01495	Chamousset,	Lus	26168		
DT05-02696	Coste-Belle,	Lus	26168		
DT05-04989	Lauzon (Le),	Lus	26168		
DT05-09303	Vallon (Le),	Lus	26168		
DT05-07326	Rama (La)	Lus-la-Croix-Hante	26168		
DT05-02684	Corps,	Lus-la-Croix-Haute	26168		
DT05-04557	Haut-Bouffet (Le)	Lus-la-Croix-Haute	26168		
DT05-06248	Penne (La),	Lus-la-Croix-Haute	26168		
DT05-07644	Roc-Bernou,	Lus-la-Croix-Haute	26168		
DT05-09143	Trois-Lacs (Les),	Misoën	38237		
DT05-07320	Rachas (Le),	Mizoen	38237		
DT05-01166	Bucher (Le),	Molines	05077		
DT05-05695	Motte (Mandement de la).	Molines	05077		
DT05-05984	Oneyron,	Molines	05077		
DT05-06215	Peimin,	Molines	05077		
DT05-08752	Severaissette (La),	Molines	05077		
DT05-01097	Briançonnais (Le),	Monêtier	05079		
DT05-06238	Pelvoux (Le),	Monêtier	05079		
DT05-02900	Crigne,	Monêtier-d'Allemont	05078		
DT05-02901	Basse-),	Monêtier-d'Allemont	05078		
DT05-05090	Loup (Le),	Monêtier-d'Ambel	38241		
DT05-05691	Morin,	Morin	04193		
DT05-01398	Chabelves (Les),	Motte-en-Champsaur	05090		
DT05-01400	Chabertouse (La) ?	Motte-en-Champsaur	05090		
DT05-01865	Chastellas (Le),	Motte-en-Champsaur	05090		
DT05-01983	Chaup (La),	Motte-en-Champsaur	05090		
DT05-01994	Chausse-Moussière,	Motte-en-Champsaur	05090		
DT05-02421	Collet (Le),	Motte-en-Champsaur	05090		
DT05-02743	Coste-Ruinas,	Motte-en-Champsaur	05090		
DT05-02863	Cous (Les),	Motte-en-Champsaur	05090		
DT05-02876	Coutillards (Les),	Motte-en-Champsaur	05090		
DT05-02984	Cuchon,	Motte-en-Champsaur	05090		
DT05-03002	Dalmas (Les),	Motte-en-Champsaur	05090		
DT05-03349	Eycharène,	Motte-en-Champsaur	05090		
DT05-03430	Faisses (Les),	Motte-en-Champsaur	05090		
DT05-07215	Puy (Le),	Motte-en-Champsaur	05090		
DT05-07428	Renaudière (La),	Motte-en-Champsaur	05090		
DT05-08410	Saurels (Les) ?	Motte-en-Champsaur	05090		
DT05-08516	Serre (Le),	Motte-en-Champsaur	05090		
DT05-08663	Serre-Goutail,	Motte-en-Champsaur	05090		
DT05-08872	Talias (Les),	Motte-en-Champsaur	05090		
DT05-08975	Thunon (Le),	Motte-en-Champsaur	05090		
DT05-08991	Tisons (Les),	Motte-en-Champsaur	05090		
DT05-09158	Truchail (Le),	Motte-en-Champsaur	05090		
DT05-07647	Roc-de-l'Aigle (Le),	Noyers	04139		
DT05-07648	Roc-du-Cloriste (Le),	Noyers	04139		
DT05-09227	Ubac (L'),	Noyers	04139		
DT05-00318	Aup (L'),	Pilhon	26237		
DT05-05104	Lucet (Le),	Pillon	26237		
DT05-03044	Dent-du-Passet (La),	Pommerol	26245		
DT05-03863	Fourchat (Le),	Pommerol	26245		
DT05-06271	Pertus (Le),	Pommerol	26245		
DT05-06401	Pied-Gros,	Pommerol	26245		
DT05-07372	Raton,	Pommerol	26245		
DT05-05690	Morgon (Le),	Pontis	04154		
DT05-04775	Joug-de-l'Aigle (Le),	Revel	04161		
DT05-05627	Montagnette (La),	Revel	04161		
DT05-07539	Rioclar,	Revel	04161		
DT05-06076	Pallon (Mandement de).	Roche	05122		
DT05-09478	Vière (La),	Saint-Appollinaire	05130		
DT05-02699	Coste-Belle,	Saint-Auban-d	05131	Saint-Auban-d’Oze	
DT05-04565	Haut-Paitre (Le),	Saint-Auban-d	05131	Saint-Auban-d’Oze	
DT05-04956	Lauze (La),	Saint-Auban-d	05131	Saint-Auban-d’Oze	
DT05-08593	Serre-de-l'Aigle (Le),	Saint-Auban-d	05131	Saint-Auban-d’Oze	
DT05-01838	Charrière (La),	Saint-Christophe	38375		
DT05-03279	Escrins (Les),	Saint-Christophe	38375		
DT05-05460	Meje (La),	Saint-Christophe	38375		
DT05-05643	Mont-de-Lans,	Saint-Christophe	38375		
DT05-05966	Olan (L'),	Saint-Christophe	38375		
DT05-06238	Pelvoux (Le),	Saint-Christophe	38375		
DT05-07361	Rateau (Le),	Saint-Christophe	38375		
DT05-07801	Rouies (Les),	Saint-Christophe	38375		
DT05-09311	Vallon (Le),	Saint-Christophe	38375		
DT05-09366	Vaxivier (Le),	Saint-Christophe	38375		
DT05-00065	Agnière,	Saint-Étienne	05139		
DT05-02350	Cluse (La),	Saint-Étienne	05139		
DT05-08080	Saint-Disdier,	Saint-Étienne	05139		
DT05-00342	Avançon (Vallée d').	Saint-Étienne-d	05140	Saint-Étienne-d’Avançon	
DT05-02885	Crachet,	Saint-Paul	04193		
DT05-03187	Écuelle (L'),	Saint-Paul	04193		
DT05-03414	Eyssina,	Saint-Paul	04193		
DT05-04592	Heuvières (Les),	Saint-Paul	04193		
DT05-05694	Mortice (La),	Saint-Paul	04193		
DT05-06093	Paneyron,	Saint-Paul	04193		
DT05-06252	Peon (Le),	Saint-Paul	04193		
DT05-07496	Riche (La),	Saint-Paul	04193		
DT05-08781	Sonaille (La)	Saint-Paul	04193		
DT05-09353	Vars (Col de),	Saint-Paul	04193		
DT05-08078	Saint-Cyry,	Saint-Pierre-Avès	05155		
DT05-00526	Bayard,	Saint-Pierre-d	05154	Saint-Pierre-d’Argençon	
DT05-06320	Peyre-Grosse (La),	Saint-Pierre-d	05154	Saint-Pierre-d’Argençon	
DT05-08055	Saint-Clair,	Saint-Vincent	04199		
DT05-04296	Grand-Chapelet (Le),	Salette	38469		
DT05-09197	Turc (Le),	Sisteron	04209		
DT05-03163	Dupoët,	Sorbier	05169		
DT05-01344	Cavale (La),	Tréminis	38514		
DT05-04322	Grand-Ferrand (Le),	Tréminis	38514		
DT05-04989	Lauzon (Le),	Tréminis	38514		
DT05-05076	Lopet,	Tréminis	38514		
DT05-06832	Pra (La),	Tréminis	38514		
DT05-05690	Morgon (Le),	Ubaye	04102		
DT05-05966	Olan (L'),	Val-Jouffrey	38522	Valjouffrey	
DT05-06012	Orgières,	Val-Jouffrey	38522	Valjouffrey	
DT05-06253	Peou-de-Saint-Maurice (Le),	Val-Jouffrey	38522	Valjouffrey	
DT05-00321	Aup-d'Uffre (L'),	Valdrôme	26361		
DT05-03162	Duffre (Le),	Valdrôme	26361		
DT05-06321	Peyre-Grosse,	Valdrôme	26361		
DT05-08570	Serre-Charomp (Le),	Valdrôme	26361		
DT05-08649	Serre-Embouc (Le),	Valdrôme	26361		
DT05-02310	Clotonnet (Le),	Valjouffrey	38522		
DT05-04296	Grand-Chapelet (Le),	Valjouffrey	38522		
DT05-04503	Grun-de-Saint-Maurice (Le),	Valjouffrey	38522		
DT05-09195	Turbat (Le),	Valjouffrey	38522		
DT05-04083	Gastinel,	Venterol	04234		
DT05-03214	Emblard (L'),	Villebois	26374		
DT05-08077	Saint-Cyrice (Torrent de),	Villebois	26374		
