article,output6.xml,DT28.xml
DT28-00010,"commune de Levesville-la-Chenard, ","commune de Levéville-la-Chenard, "
DT28-02064,"commune de Levesville-la-Chenard, ","commune de Levasville, "
DT28-02859,canton d’Auneau.,commune d'Auneau.
DT28-03962,canton de Châteaudun.,commune de Châteaudun.
DT28-04775,canton de Brou.,commune de Brou.
DT28-05090,commune de Baudreville.,commune de Raudreville.
DT28-06318,commune de Gréez (Sarthe).,commune de Bréez (Sarthe).
DT28-07113,commune de Blandainville.,commune de Blaindainville.
